----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
addi    $13    $0     948
flw     $5     $0     -332
add     $21    $13    $23  
lw      $27    $0     -1272
add     $21    $5     $12  
fclass  $13    $13  
srl     $11    $6     $24  
srl     $31    $6     $8   
sw      $26    $0     -696
slt     $22    $16    $20  
slt     $4     $23    $22  
fadd    $3     $15    $27  
add     $30    $28    $30  
fsw     $3     $0     -200
sw      $28    $0     -884
fadd    $19    $22    $19  
flt     $10    $27    $25  
sll     $22    $30    $17  
fadd    $24    $2     $20  
fadd    $13    $10    $18  
sub     $20    $27    $26  
lw      $17    $0     -1928
srl     $1     $10    $1   
flw     $8     $0     -528
fclass  $13    $12  
sll     $23    $1     $19  
fadd    $15    $25    $19  
lw      $4     $0     -920
slt     $12    $19    $13  
sll     $19    $24    $3   
lw      $1     $0     1404
fadd    $16    $6     $17  
fadd    $29    $5     $0   
sub     $10    $11    $19  
fclass  $20    $9   
fadd    $14    $9     $11  
sll     $1     $19    $16  
add     $31    $24    $30  
flt     $9     $26    $0   
srl     $7     $23    $19  
flw     $21    $0     -1644
addi    $18    $0     -1200
sll     $1     $29    $1   
fsub    $31    $10    $9   
lw      $13    $0     164
flt     $24    $29    $22  
fsw     $14    $0     -1208
flt     $21    $15    $0   
sub     $14    $13    $29  
slt     $26    $16    $28  
lw      $9     $0     1232
sw      $3     $0     944
sw      $2     $0     2040
sub     $17    $24    $25  
fadd    $28    $16    $21  
flt     $11    $19    $1   
lw      $27    $0     692
add     $25    $14    $5   
srl     $11    $7     $22  
fadd    $30    $26    $18  
addi    $22    $0     1464
sll     $9     $0     $15  
slt     $20    $3     $27  
add     $27    $4     $3   
addi    $6     $0     -352
sub     $14    $9     $14  
sub     $13    $30    $30  
lw      $23    $0     820
sll     $18    $20    $24  
add     $5     $27    $4   
sub     $25    $9     $18  
fsw     $15    $0     -424
fsub    $14    $12    $27  
fsub    $16    $11    $26  
sub     $3     $12    $24  
fadd    $25    $23    $28  
slt     $1     $12    $3   
fsub    $3     $2     $0   
slt     $27    $5     $20  
fclass  $22    $21  
addi    $6     $0     -900
fsw     $20    $0     1208
fsw     $19    $0     -1000
slt     $25    $16    $12  
fadd    $1     $23    $3   
fadd    $30    $1     $15  
slt     $26    $27    $12  
sub     $18    $21    $17  
slt     $10    $9     $15  
sw      $29    $0     1964
sll     $9     $30    $5   
srl     $24    $8     $23  
fclass  $8     $13  
lw      $28    $0     -48
lw      $4     $0     80
lw      $30    $0     1324
add     $28    $19    $11  
flt     $14    $30    $0   
flt     $19    $12    $28  
add     $12    $18    $4   
addi    $15    $0     -252
sll     $15    $5     $16  
add     $9     $31    $8   
sll     $18    $4     $14  
flt     $4     $3     $13  
fsub    $26    $17    $9   
fsub    $23    $16    $22  
fclass  $7     $16  
lw      $27    $0     1188
fsw     $13    $0     756
fadd    $2     $5     $17  
fsub    $12    $17    $7   
flt     $31    $1     $22  
add     $27    $10    $28  
sll     $5     $27    $25  
lw      $12    $0     580
fsub    $15    $7     $1   
sw      $18    $0     360
srl     $26    $28    $5   
sub     $15    $5     $0   
slt     $5     $24    $21  
add     $25    $9     $23  
fsub    $30    $27    $8   
lw      $23    $0     -1936
sw      $26    $0     452
sll     $9     $11    $27  
fsub    $28    $21    $30  
sw      $22    $0     -796
fsub    $20    $22    $31  
add     $4     $18    $24  
flw     $29    $0     -1164
lw      $18    $0     896
sll     $30    $11    $25  
flw     $18    $0     -352
fsw     $25    $0     1916
flt     $22    $13    $13  
lw      $27    $0     1876
sw      $23    $0     772
srl     $1     $1     $19  
addi    $19    $0     740
sw      $11    $0     1220
fadd    $24    $15    $30  
srl     $11    $22    $31  
lw      $21    $0     1612
flw     $17    $0     -1492
slt     $19    $18    $7   
addi    $19    $0     -1300
fsub    $13    $20    $8   
sll     $27    $6     $6   
addi    $28    $0     -420
sub     $4     $28    $6   
lw      $26    $0     -1928
lw      $24    $0     -792
srl     $10    $3     $30  
fsub    $26    $18    $23  
fsub    $21    $16    $2   
slt     $21    $14    $30  
add     $17    $30    $27  
addi    $22    $0     448
fsw     $24    $0     -1932
fsw     $22    $0     -312
fclass  $16    $2   
addi    $1     $0     1656
addi    $20    $0     688
sll     $6     $15    $7   
flw     $22    $0     1672
flt     $20    $14    $12  
sll     $18    $16    $29  
flw     $28    $0     232
lw      $30    $0     1044
add     $18    $5     $20  
srl     $9     $6     $19  
flt     $27    $19    $11  
add     $23    $4     $5   
flw     $27    $0     1844
srl     $6     $27    $8   
fadd    $21    $1     $10  
lw      $10    $0     224
lw      $17    $0     1384
add     $10    $26    $13  
sll     $26    $17    $10  
sw      $10    $0     588
flw     $26    $0     -1896
srl     $17    $16    $3   
slt     $6     $14    $0   
flw     $5     $0     648
lw      $22    $0     -192
addi    $11    $0     -492
fclass  $31    $14  
sw      $17    $0     -944
flw     $10    $0     1820
lw      $25    $0     1032
add     $3     $28    $12  
sll     $2     $30    $22  
slt     $2     $31    $4   
fadd    $19    $2     $27  
slt     $10    $31    $30  
fclass  $28    $25  
fsub    $11    $9     $13  
sw      $27    $0     -1664
slt     $24    $1     $30  
fsub    $2     $4     $1   
flt     $30    $14    $18  
sub     $1     $7     $23  
sub     $6     $1     $14  
fsw     $20    $0     -132
flt     $20    $13    $1   
fadd    $25    $24    $10  
sll     $14    $29    $0   
fclass  $29    $24  
flt     $25    $12    $30  
slt     $30    $10    $14  
srl     $23    $31    $23  
fclass  $20    $6   
sw      $4     $0     -772
