----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fsw     $5     $0     -516
fsub    $25    $3     $7   
fsw     $11    $0     392
fadd    $17    $4     $28  
flw     $7     $0     -1760
fsw     $7     $0     440
flw     $6     $0     -1300
flw     $4     $0     -36
fsw     $21    $0     1352
fsw     $12    $0     624
fsw     $3     $0     908
flw     $15    $0     336
flw     $8     $0     -840
fsw     $24    $0     -1860
fsw     $7     $0     1584
fsub    $4     $29    $29  
fsw     $28    $0     316
fadd    $23    $6     $4   
fadd    $29    $0     $9   
flw     $29    $0     -1536
fsw     $21    $0     1308
fsw     $22    $0     460
flw     $31    $0     1080
flw     $11    $0     696
fsw     $13    $0     1952
fadd    $4     $1     $27  
fsw     $31    $0     -72
fsub    $17    $28    $11  
fsub    $8     $19    $16  
fadd    $13    $2     $30  
fsub    $18    $12    $23  
fsub    $27    $6     $29  
fsub    $31    $31    $10  
fsub    $12    $4     $20  
fsub    $9     $1     $1   
fsub    $26    $19    $24  
fadd    $7     $28    $26  
flw     $19    $0     -292
fadd    $21    $21    $3   
fsub    $27    $4     $19  
fsw     $31    $0     -768
flw     $10    $0     1392
fsub    $18    $30    $18  
fsub    $7     $4     $14  
fsw     $26    $0     620
fsub    $26    $19    $5   
fsub    $28    $25    $2   
fsub    $9     $18    $0   
fsw     $30    $0     -28
fadd    $16    $3     $5   
fsub    $24    $8     $20  
fsw     $27    $0     -564
flw     $24    $0     568
fadd    $14    $21    $0   
fadd    $4     $14    $8   
fadd    $28    $7     $26  
fsw     $23    $0     1008
fsub    $4     $24    $25  
fsub    $20    $0     $13  
fadd    $24    $16    $8   
flw     $13    $0     -872
fadd    $30    $22    $25  
fsw     $21    $0     -1912
fsw     $28    $0     896
flw     $27    $0     -1724
fsw     $28    $0     1136
fadd    $13    $26    $19  
fsw     $29    $0     168
fsub    $18    $11    $1   
fadd    $8     $18    $4   
fadd    $28    $20    $2   
fadd    $28    $30    $23  
fadd    $18    $21    $16  
fsw     $21    $0     1912
fsw     $10    $0     -1188
flw     $17    $0     -1904
fsw     $0     $0     -360
flw     $27    $0     44
fsub    $25    $1     $7   
fadd    $26    $2     $16  
fadd    $13    $5     $9   
fsub    $8     $1     $11  
fsw     $7     $0     568
fadd    $4     $31    $11  
fadd    $20    $29    $26  
flw     $9     $0     1888
fsw     $20    $0     1648
flw     $15    $0     172
fadd    $31    $30    $23  
fsub    $18    $23    $21  
fsw     $7     $0     1588
fsub    $11    $8     $31  
fsub    $8     $16    $3   
fsub    $28    $13    $13  
fadd    $23    $11    $12  
flw     $1     $0     -1940
fsub    $31    $11    $19  
fsw     $0     $0     572
flw     $9     $0     1324
fadd    $29    $11    $25  
flw     $15    $0     1404
fadd    $15    $22    $8   
fsw     $14    $0     -236
flw     $20    $0     -204
flw     $12    $0     848
fsw     $19    $0     -1048
fadd    $20    $7     $25  
fsw     $3     $0     -1752
fsw     $25    $0     -1360
fsub    $9     $17    $3   
flw     $4     $0     -480
fsw     $3     $0     1296
flw     $13    $0     840
flw     $27    $0     460
flw     $10    $0     -1256
fsub    $20    $17    $4   
fadd    $28    $19    $6   
fsub    $31    $7     $26  
fsub    $13    $31    $24  
fsw     $1     $0     1468
flw     $15    $0     -424
fsub    $9     $22    $26  
fsw     $22    $0     -1196
flw     $13    $0     960
fsw     $19    $0     1132
flw     $23    $0     -784
fadd    $12    $11    $23  
fadd    $4     $29    $24  
flw     $15    $0     1896
fadd    $21    $29    $29  
fadd    $26    $9     $1   
fadd    $9     $5     $17  
fsw     $1     $0     464
fsub    $5     $31    $6   
fadd    $25    $6     $19  
fsub    $29    $16    $1   
fsw     $28    $0     600
fsub    $8     $7     $18  
flw     $15    $0     -760
fadd    $6     $14    $8   
fsub    $24    $20    $18  
fsw     $21    $0     908
fsw     $9     $0     88
fsub    $6     $6     $16  
fsw     $11    $0     532
flw     $28    $0     -1044
fsw     $22    $0     -308
flw     $2     $0     -1788
flw     $24    $0     912
fsub    $6     $27    $29  
flw     $21    $0     -412
flw     $31    $0     -1356
fsw     $22    $0     1124
fsub    $17    $1     $23  
fsub    $30    $21    $12  
fsw     $0     $0     -1344
fadd    $16    $4     $18  
fsub    $17    $31    $28  
fadd    $14    $17    $17  
fsw     $22    $0     -1380
flw     $21    $0     -1688
fsw     $21    $0     -64
fadd    $26    $19    $1   
fadd    $6     $27    $29  
fsw     $17    $0     600
fsub    $19    $21    $4   
fsw     $5     $0     2000
fsub    $9     $7     $0   
fsw     $15    $0     424
fsub    $30    $5     $26  
fsub    $3     $11    $28  
fsw     $0     $0     -1024
flw     $20    $0     -536
fadd    $1     $18    $0   
fadd    $27    $10    $31  
fsw     $6     $0     -1580
fsub    $23    $28    $21  
fadd    $11    $7     $23  
fsub    $31    $9     $25  
fsub    $31    $28    $4   
fsw     $28    $0     -876
flw     $1     $0     -1344
flw     $6     $0     812
flw     $26    $0     1128
fadd    $30    $6     $9   
flw     $11    $0     992
fsub    $14    $15    $25  
fadd    $12    $23    $17  
fsub    $24    $25    $29  
fsw     $11    $0     -840
fsw     $24    $0     1832
fadd    $26    $4     $4   
fadd    $30    $23    $20  
fsub    $11    $9     $12  
flw     $23    $0     -2032
flw     $13    $0     -1036
fsub    $14    $3     $20  
flw     $10    $0     1652
fsw     $16    $0     -324
fsub    $27    $7     $10  
flw     $21    $0     -1556
flw     $28    $0     -1288
fsw     $8     $0     948
fadd    $11    $4     $22  
fadd    $18    $20    $8   
fsub    $25    $3     $12  
