----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
slt     $15    $15    $22  
addi    $20    $0     -1744
add     $8     $22    $13  
lw      $2     $0     -1900
flt     $1     $27    $28  
fsw     $1     $0     76
fclass  $16    $9   
sll     $21    $22    $20  
fclass  $15    $9   
addi    $8     $0     832
fadd    $12    $23    $30  
flt     $7     $27    $16  
lw      $4     $0     1640
srl     $11    $14    $14  
flw     $1     $0     1380
sw      $5     $0     -1792
fsw     $25    $0     580
sw      $0     $0     1732
fsub    $6     $27    $0   
sub     $19    $25    $19  
srl     $14    $20    $27  
sw      $10    $0     1596
srl     $6     $7     $18  
lw      $13    $0     268
fadd    $1     $12    $23  
lw      $3     $0     -1996
srl     $24    $31    $28  
fsw     $6     $0     -1616
flw     $3     $0     1528
flt     $23    $21    $17  
sub     $28    $27    $24  
slt     $5     $2     $14  
add     $12    $0     $11  
fsub    $21    $17    $14  
sll     $31    $10    $15  
sub     $11    $2     $23  
lw      $19    $0     -520
fsw     $14    $0     1600
sll     $19    $0     $14  
sub     $23    $2     $29  
lw      $17    $0     -56
srl     $15    $14    $23  
flt     $9     $23    $30  
flw     $15    $0     -1876
sw      $17    $0     -232
slt     $24    $12    $21  
sll     $1     $20    $9   
flw     $12    $0     -180
fsw     $26    $0     856
fadd    $16    $25    $2   
slt     $2     $22    $15  
sw      $2     $0     -336
flw     $2     $0     444
slt     $29    $4     $29  
fclass  $10    $26  
flt     $6     $12    $25  
slt     $20    $19    $25  
lw      $21    $0     -1076
flt     $16    $12    $2   
sw      $28    $0     -1532
fadd    $30    $6     $4   
flt     $18    $21    $2   
sw      $27    $0     -132
sll     $30    $1     $31  
fsub    $12    $17    $27  
fclass  $22    $23  
sll     $9     $15    $4   
sll     $29    $20    $17  
sub     $31    $18    $8   
fadd    $8     $24    $10  
sub     $18    $1     $3   
add     $24    $2     $14  
sw      $14    $0     968
fsw     $1     $0     -1456
fclass  $1     $25  
fsw     $4     $0     1688
sub     $26    $28    $28  
flw     $8     $0     -536
sub     $29    $17    $1   
addi    $27    $0     1776
fclass  $5     $5   
add     $28    $3     $15  
fadd    $20    $18    $24  
flw     $14    $0     -972
slt     $6     $29    $3   
sll     $11    $11    $15  
flt     $23    $15    $4   
fclass  $30    $27  
flw     $30    $0     292
srl     $1     $7     $29  
lw      $7     $0     -948
lw      $25    $0     -1556
slt     $12    $26    $1   
flt     $12    $18    $17  
fclass  $24    $6   
lw      $1     $0     776
sw      $29    $0     852
sll     $11    $29    $11  
addi    $23    $0     -1732
add     $27    $13    $26  
addi    $26    $0     -2004
srl     $24    $4     $13  
flw     $4     $0     1064
fsw     $24    $0     396
fsub    $31    $7     $20  
fsw     $9     $0     -688
sll     $28    $11    $17  
sll     $11    $13    $26  
fadd    $4     $30    $23  
sw      $1     $0     -932
lw      $13    $0     1940
flt     $24    $0     $23  
sll     $2     $21    $13  
srl     $11    $24    $23  
slt     $13    $21    $8   
fsub    $14    $26    $7   
fadd    $18    $22    $9   
flt     $16    $10    $13  
fclass  $27    $28  
sub     $15    $3     $17  
flt     $31    $29    $14  
fsub    $31    $9     $25  
fadd    $4     $25    $0   
fclass  $18    $2   
sll     $11    $19    $27  
flw     $20    $0     -1616
flw     $8     $0     228
fsub    $5     $14    $26  
slt     $23    $17    $9   
fsub    $22    $24    $18  
sub     $8     $25    $19  
flt     $29    $11    $10  
sll     $24    $29    $20  
sll     $21    $22    $15  
fsw     $13    $0     1740
sw      $17    $0     -1160
fadd    $2     $29    $28  
flt     $24    $19    $1   
sw      $27    $0     -672
fsw     $27    $0     1660
flt     $22    $17    $14  
addi    $1     $0     936
fadd    $19    $23    $29  
add     $17    $21    $17  
fadd    $28    $25    $17  
addi    $31    $0     1364
fsw     $30    $0     -1456
sub     $18    $14    $6   
sw      $16    $0     -24
sll     $21    $6     $17  
srl     $22    $16    $18  
add     $25    $25    $3   
sll     $15    $9     $1   
flw     $13    $0     484
fsub    $31    $7     $0   
flt     $8     $26    $23  
flw     $14    $0     -1248
add     $16    $6     $10  
add     $11    $16    $11  
srl     $18    $23    $2   
sub     $25    $26    $4   
sll     $23    $7     $24  
sll     $9     $16    $19  
fsw     $4     $0     656
add     $17    $12    $7   
lw      $5     $0     744
slt     $29    $30    $13  
addi    $7     $0     1708
sw      $2     $0     -1168
slt     $29    $6     $14  
sw      $11    $0     244
srl     $16    $22    $28  
flt     $15    $8     $30  
slt     $5     $2     $23  
fclass  $1     $8   
lw      $30    $0     696
add     $20    $20    $11  
fsw     $20    $0     -1216
fclass  $27    $25  
sll     $31    $12    $12  
slt     $17    $24    $6   
sw      $16    $0     1336
fadd    $24    $27    $23  
fadd    $30    $16    $19  
lw      $6     $0     -1228
fclass  $16    $26  
sw      $22    $0     -1976
flw     $23    $0     -444
fclass  $2     $8   
fclass  $2     $30  
sub     $28    $0     $27  
addi    $16    $0     96
fclass  $18    $12  
flw     $8     $0     1136
fsw     $28    $0     1704
sub     $2     $10    $23  
flw     $4     $0     -1104
flw     $5     $0     -396
add     $12    $10    $17  
flt     $13    $18    $29  
fsub    $5     $5     $10  
addi    $21    $0     796
addi    $8     $0     -212
flt     $31    $21    $26  
lw      $2     $0     -540
sw      $20    $0     856
sw      $14    $0     852
flt     $22    $27    $28  
addi    $7     $0     -1108
sll     $7     $15    $28  
flt     $3     $10    $17  
fsw     $23    $0     -1328
fadd    $8     $11    $15  
slt     $12    $9     $2   
flw     $27    $0     -152
flt     $31    $27    $9   
