----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
sll     $11    $31    $15  
slt     $10    $15    $6   
fsw     $22    $0     1400
addi    $31    $0     1656
sll     $7     $0     $1   
flt     $21    $13    $18  
sw      $4     $0     -992
fsw     $10    $0     600
fadd    $21    $18    $7   
slt     $17    $13    $27  
flw     $3     $0     1532
addi    $23    $0     1600
fadd    $13    $11    $25  
fclass  $15    $0   
fadd    $14    $16    $22  
sll     $11    $25    $15  
lw      $13    $0     -640
lw      $16    $0     868
add     $5     $14    $27  
sll     $11    $17    $6   
fadd    $16    $3     $3   
addi    $22    $0     -1400
sll     $26    $11    $24  
lw      $5     $0     316
sw      $26    $0     716
flw     $31    $0     -1436
flw     $15    $0     -1184
sw      $13    $0     1472
sw      $15    $0     1896
fsw     $12    $0     160
addi    $3     $0     -12
flt     $28    $15    $6   
lw      $24    $0     868
sub     $8     $9     $22  
lw      $10    $0     -540
flt     $12    $0     $0   
add     $16    $6     $29  
slt     $1     $24    $19  
slt     $19    $22    $13  
addi    $2     $0     -1312
fadd    $30    $24    $12  
srl     $15    $2     $11  
addi    $4     $0     152
addi    $28    $0     104
sll     $22    $13    $15  
flw     $6     $0     92
flt     $7     $5     $28  
fsw     $9     $0     -1924
add     $31    $27    $11  
slt     $30    $16    $26  
sw      $13    $0     -704
sub     $14    $11    $23  
sw      $24    $0     972
flw     $25    $0     -1116
lw      $4     $0     772
slt     $9     $1     $26  
slt     $1     $10    $4   
fclass  $7     $15  
flw     $4     $0     76
add     $21    $2     $10  
sll     $24    $8     $0   
sub     $16    $22    $21  
fsub    $1     $24    $13  
srl     $15    $26    $14  
flt     $1     $30    $8   
lw      $25    $0     376
fadd    $2     $29    $7   
flw     $19    $0     -792
fadd    $1     $10    $11  
fadd    $21    $16    $21  
sw      $26    $0     -1024
fsw     $18    $0     -1868
sll     $6     $24    $3   
sub     $10    $27    $25  
sw      $29    $0     1556
fadd    $16    $22    $12  
lw      $16    $0     1720
fadd    $25    $1     $24  
sw      $7     $0     1896
fclass  $8     $0   
lw      $21    $0     -1664
add     $22    $31    $4   
fsub    $17    $24    $12  
slt     $19    $20    $20  
addi    $12    $0     1428
lw      $22    $0     24
srl     $1     $9     $5   
fsub    $4     $15    $29  
flt     $9     $31    $1   
slt     $18    $23    $3   
srl     $7     $27    $26  
fclass  $10    $8   
fsub    $12    $1     $21  
fadd    $5     $11    $9   
sll     $15    $22    $31  
flw     $11    $0     1552
sw      $27    $0     1500
slt     $10    $31    $31  
fsub    $9     $30    $27  
add     $5     $22    $24  
slt     $29    $29    $21  
fadd    $22    $15    $0   
srl     $28    $25    $13  
addi    $1     $0     1944
srl     $21    $10    $16  
flt     $7     $31    $28  
srl     $1     $25    $30  
slt     $22    $27    $30  
flt     $18    $1     $12  
fsub    $30    $20    $30  
sw      $24    $0     -2024
fsub    $24    $23    $4   
add     $19    $16    $16  
fadd    $4     $26    $23  
flw     $5     $0     -464
add     $17    $27    $20  
sll     $16    $2     $28  
sll     $28    $15    $8   
add     $22    $30    $21  
fadd    $25    $15    $3   
sub     $15    $0     $11  
lw      $2     $0     372
flt     $9     $11    $12  
fsub    $23    $1     $19  
sw      $16    $0     1332
sub     $18    $0     $1   
slt     $17    $8     $8   
sll     $12    $8     $5   
fclass  $31    $30  
addi    $9     $0     -640
fsw     $24    $0     1788
sub     $21    $18    $26  
flt     $11    $31    $29  
srl     $10    $16    $20  
srl     $9     $28    $2   
flw     $9     $0     432
sub     $27    $2     $29  
flw     $2     $0     -672
srl     $8     $3     $22  
fsw     $9     $0     -1552
flt     $29    $9     $25  
addi    $5     $0     520
addi    $6     $0     464
slt     $21    $23    $13  
fsw     $3     $0     -288
flt     $31    $1     $24  
sw      $13    $0     -168
addi    $5     $0     812
addi    $11    $0     1960
sw      $15    $0     1480
fsub    $2     $17    $9   
fclass  $29    $20  
fsub    $7     $24    $29  
fclass  $24    $29  
slt     $12    $21    $18  
fadd    $16    $20    $31  
flt     $6     $22    $26  
flw     $27    $0     -504
addi    $10    $0     -1772
sll     $27    $14    $2   
addi    $8     $0     1576
fsub    $16    $9     $27  
sub     $19    $21    $10  
fsw     $29    $0     -296
fclass  $5     $26  
sub     $2     $23    $22  
fclass  $30    $17  
sll     $23    $3     $9   
slt     $20    $25    $22  
flw     $15    $0     736
flw     $7     $0     1096
lw      $17    $0     -1988
fsub    $4     $29    $28  
lw      $21    $0     1228
add     $24    $20    $13  
lw      $8     $0     1352
sub     $16    $18    $27  
slt     $18    $29    $14  
fsub    $8     $31    $25  
fadd    $1     $7     $12  
lw      $14    $0     -1532
flt     $27    $8     $12  
sw      $11    $0     1056
sub     $6     $19    $18  
fsw     $15    $0     528
fclass  $9     $1   
sll     $18    $20    $31  
lw      $16    $0     -16
flt     $16    $2     $22  
sll     $27    $18    $13  
fsw     $5     $0     -268
sll     $16    $28    $4   
slt     $1     $1     $22  
flt     $30    $15    $2   
addi    $26    $0     1208
slt     $13    $25    $28  
sll     $25    $9     $11  
srl     $31    $19    $26  
flw     $10    $0     1168
lw      $14    $0     2008
sll     $30    $13    $6   
fsub    $5     $14    $6   
sll     $21    $10    $16  
addi    $4     $0     -80
lw      $27    $0     1476
srl     $25    $2     $0   
fsw     $24    $0     -1672
fclass  $29    $29  
addi    $16    $0     788
fsw     $5     $0     -552
flt     $1     $26    $28  
add     $21    $31    $13  
fsub    $11    $1     $30  
sll     $21    $29    $20  
fsub    $8     $26    $5   
