----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fadd    $16    $14    $23  
fadd    $27    $14    $0   
fadd    $26    $4     $22  
fsub    $20    $9     $0   
flw     $19    $0     -336
fsw     $13    $0     708
fsw     $6     $0     408
fsub    $7     $27    $13  
fsub    $28    $24    $5   
fadd    $5     $5     $9   
flw     $26    $0     -1120
fsw     $5     $0     -756
flw     $29    $0     1916
fsw     $7     $0     204
fsw     $23    $0     -28
fsw     $12    $0     -828
flw     $25    $0     436
fsw     $9     $0     -84
flw     $2     $0     -520
fadd    $10    $31    $3   
fsub    $21    $25    $14  
fsub    $25    $18    $6   
fsw     $29    $0     -796
fsw     $17    $0     64
flw     $12    $0     -1172
fsw     $30    $0     2016
flw     $17    $0     1064
flw     $18    $0     -940
fadd    $13    $24    $11  
fsw     $21    $0     -548
flw     $2     $0     72
fsw     $11    $0     -1424
fadd    $23    $0     $23  
fsub    $18    $5     $23  
fadd    $1     $13    $13  
fsw     $30    $0     1924
flw     $1     $0     -1312
flw     $4     $0     -456
fsw     $5     $0     -1156
fsub    $6     $11    $2   
flw     $13    $0     -1492
fsub    $9     $25    $14  
flw     $16    $0     -1844
fadd    $15    $0     $6   
flw     $10    $0     540
fsw     $16    $0     560
fsw     $7     $0     -92
fadd    $21    $5     $4   
fadd    $20    $1     $4   
fsub    $28    $20    $22  
fadd    $1     $29    $12  
flw     $1     $0     1832
fsw     $1     $0     -1316
fadd    $14    $3     $1   
fsw     $18    $0     -1928
fsub    $10    $8     $20  
fadd    $20    $26    $3   
fsub    $28    $17    $10  
flw     $6     $0     -724
fsw     $8     $0     1684
fsub    $11    $19    $26  
fsub    $2     $7     $18  
fsub    $3     $21    $21  
fsw     $7     $0     -860
flw     $14    $0     1432
flw     $11    $0     1716
fsub    $9     $25    $4   
flw     $5     $0     1012
fsub    $21    $28    $1   
fsw     $19    $0     1820
fadd    $10    $26    $12  
fsw     $29    $0     -1212
fsw     $13    $0     -1432
fsub    $2     $7     $8   
flw     $4     $0     880
fsw     $11    $0     152
flw     $24    $0     680
fsw     $21    $0     -1056
flw     $28    $0     -1372
fsw     $29    $0     420
fsw     $24    $0     1840
fsub    $13    $1     $17  
fsw     $31    $0     -652
fadd    $16    $13    $5   
fadd    $27    $2     $3   
fsub    $19    $15    $27  
fadd    $19    $17    $28  
flw     $13    $0     108
fadd    $4     $30    $11  
fadd    $25    $11    $16  
flw     $7     $0     -564
fadd    $19    $15    $19  
fsub    $10    $15    $29  
flw     $16    $0     -1216
flw     $28    $0     176
fsw     $10    $0     -1380
fsw     $7     $0     1960
fsub    $26    $21    $16  
fsw     $23    $0     -420
fadd    $12    $4     $27  
fadd    $26    $0     $31  
fadd    $23    $16    $8   
flw     $11    $0     -56
fadd    $16    $26    $22  
fadd    $7     $25    $29  
flw     $30    $0     1724
fsw     $4     $0     -1960
fadd    $26    $1     $14  
fadd    $30    $29    $20  
fsub    $10    $11    $10  
fsub    $17    $6     $10  
fadd    $24    $28    $26  
fsw     $8     $0     -480
fsub    $13    $24    $8   
fsub    $20    $1     $4   
flw     $22    $0     -1892
fsw     $29    $0     1580
fsub    $3     $9     $5   
fsw     $5     $0     -1052
fadd    $15    $9     $11  
fadd    $21    $26    $6   
flw     $20    $0     -1852
flw     $12    $0     1872
fsub    $24    $8     $20  
flw     $25    $0     836
fsw     $29    $0     -804
fsub    $27    $26    $6   
fsw     $2     $0     352
fsw     $23    $0     440
fsub    $18    $6     $23  
flw     $17    $0     500
fsub    $30    $27    $0   
flw     $14    $0     1064
fsw     $23    $0     404
fsw     $13    $0     -1004
fadd    $30    $4     $5   
flw     $17    $0     -136
fsw     $19    $0     -316
flw     $5     $0     -1004
flw     $28    $0     1672
fsub    $3     $1     $4   
flw     $25    $0     1652
fsw     $25    $0     392
fsw     $1     $0     748
fsub    $11    $11    $14  
flw     $6     $0     1860
fsub    $9     $25    $25  
fsub    $1     $23    $30  
fsub    $17    $28    $18  
flw     $22    $0     -724
flw     $3     $0     -1176
fadd    $3     $9     $14  
fadd    $29    $20    $22  
fadd    $20    $11    $6   
fadd    $15    $18    $14  
fsw     $4     $0     -1744
flw     $25    $0     -484
fsw     $21    $0     -668
flw     $22    $0     1980
fsub    $6     $27    $31  
fsw     $10    $0     -1388
flw     $8     $0     24
flw     $25    $0     -1220
flw     $7     $0     1368
fsub    $27    $20    $7   
fsub    $11    $31    $11  
fadd    $9     $3     $20  
fsub    $5     $5     $8   
flw     $22    $0     -836
fsub    $1     $6     $26  
flw     $18    $0     -1428
fsw     $22    $0     200
fadd    $26    $12    $24  
fadd    $12    $15    $13  
fsw     $21    $0     -4
flw     $17    $0     1024
fadd    $21    $12    $23  
fsub    $4     $1     $10  
flw     $3     $0     -1436
flw     $3     $0     1620
flw     $27    $0     548
fsub    $21    $3     $9   
flw     $26    $0     -1496
flw     $4     $0     -1312
flw     $20    $0     -32
fsw     $5     $0     1200
fsub    $24    $26    $12  
fadd    $10    $30    $17  
flw     $1     $0     476
fsw     $0     $0     976
fsub    $15    $0     $26  
fsw     $6     $0     1108
flw     $8     $0     -588
fsw     $18    $0     -640
fsw     $20    $0     788
flw     $20    $0     -916
fadd    $10    $17    $23  
fadd    $15    $0     $24  
flw     $15    $0     -236
flw     $16    $0     -1924
fsub    $2     $29    $18  
fsw     $20    $0     -732
fsub    $25    $13    $22  
fsw     $22    $0     828
flw     $20    $0     -1712
flw     $1     $0     -512
fadd    $26    $10    $23  
