----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fsw     $9     $0     -1212
flw     $9     $0     904
flw     $17    $0     224
flw     $26    $0     532
flw     $11    $0     -1564
fsw     $15    $0     -856
fsw     $12    $0     -964
flw     $6     $0     1596
fadd    $30    $9     $29  
flw     $19    $0     -1344
flw     $19    $0     768
fsub    $21    $21    $6   
fsub    $18    $16    $15  
fsub    $2     $27    $5   
flw     $31    $0     -184
fsw     $7     $0     1312
fsw     $4     $0     1984
flw     $11    $0     -464
fadd    $27    $24    $7   
fadd    $5     $4     $25  
fadd    $26    $4     $7   
flw     $7     $0     -1752
fadd    $12    $24    $31  
fsw     $29    $0     1512
fadd    $29    $29    $8   
fsw     $7     $0     1652
fadd    $31    $18    $9   
flw     $26    $0     1404
fadd    $31    $11    $22  
fadd    $16    $7     $5   
fsw     $29    $0     -132
fsw     $14    $0     2000
fsw     $2     $0     248
fsw     $9     $0     740
fsub    $21    $4     $25  
flw     $13    $0     -1816
fadd    $19    $6     $30  
flw     $23    $0     1992
fsub    $8     $18    $28  
fadd    $13    $28    $22  
fsub    $6     $8     $1   
fsw     $26    $0     -412
flw     $24    $0     -428
fsub    $3     $8     $27  
fsub    $14    $21    $30  
fsw     $11    $0     -132
fadd    $15    $17    $21  
fsw     $5     $0     404
flw     $11    $0     116
fadd    $7     $18    $28  
fsub    $27    $6     $19  
flw     $28    $0     420
fadd    $15    $15    $24  
fsub    $8     $30    $18  
flw     $27    $0     -1528
fsw     $21    $0     1332
flw     $2     $0     400
flw     $19    $0     1852
fsub    $19    $31    $29  
fsw     $3     $0     488
fsw     $13    $0     -796
fsw     $30    $0     752
fadd    $14    $28    $23  
fsub    $18    $31    $18  
fadd    $9     $28    $2   
flw     $3     $0     -1212
flw     $16    $0     -1964
fsub    $19    $30    $24  
fsub    $16    $24    $2   
fsw     $14    $0     -1288
flw     $26    $0     176
fadd    $18    $30    $19  
fadd    $22    $6     $28  
flw     $14    $0     1832
fadd    $12    $27    $14  
fsub    $15    $15    $27  
fsub    $19    $11    $23  
fsw     $27    $0     1472
fadd    $25    $27    $24  
fsw     $0     $0     -192
fsub    $5     $1     $7   
fsub    $22    $27    $20  
fsub    $4     $3     $9   
fsub    $20    $14    $16  
fadd    $2     $8     $28  
fsub    $19    $19    $18  
fadd    $21    $26    $23  
fadd    $11    $13    $12  
fadd    $31    $10    $8   
fadd    $31    $17    $29  
flw     $28    $0     1248
flw     $18    $0     -1496
fadd    $26    $1     $24  
flw     $4     $0     -432
flw     $25    $0     -1156
fadd    $1     $8     $23  
flw     $18    $0     -404
fadd    $18    $30    $23  
flw     $25    $0     -800
flw     $10    $0     -848
fsub    $2     $4     $9   
fsw     $8     $0     -564
flw     $30    $0     -812
flw     $2     $0     -1676
fsub    $27    $23    $28  
fsw     $12    $0     356
flw     $17    $0     -1472
fsw     $22    $0     -1660
fsw     $7     $0     88
fadd    $15    $16    $5   
flw     $18    $0     164
fsub    $10    $31    $26  
flw     $24    $0     292
fadd    $13    $5     $12  
fsub    $22    $28    $26  
fadd    $12    $30    $15  
fsw     $18    $0     -1976
fsw     $6     $0     1716
flw     $15    $0     -1160
fsub    $12    $16    $27  
fsw     $23    $0     -1812
fadd    $28    $4     $9   
fsw     $17    $0     328
fadd    $17    $30    $16  
fsub    $31    $11    $11  
fsw     $15    $0     1596
flw     $25    $0     -1272
fsub    $3     $28    $19  
flw     $30    $0     960
fsub    $27    $15    $21  
fsw     $8     $0     724
fadd    $19    $10    $12  
fsw     $29    $0     0
fsw     $18    $0     -708
flw     $31    $0     1680
fsw     $7     $0     1608
fsub    $2     $13    $31  
fadd    $17    $2     $8   
fsub    $23    $15    $11  
fsub    $14    $20    $24  
fsw     $27    $0     -1952
fsub    $11    $14    $15  
fsw     $1     $0     -2036
fadd    $13    $19    $11  
fadd    $12    $19    $3   
fsub    $23    $8     $18  
fsw     $29    $0     -1728
flw     $8     $0     1912
fsw     $7     $0     -1416
fadd    $18    $17    $10  
flw     $29    $0     368
fsub    $31    $22    $18  
fadd    $30    $15    $29  
fsub    $3     $25    $28  
flw     $16    $0     -1520
flw     $19    $0     1356
flw     $8     $0     280
fsw     $15    $0     252
flw     $1     $0     -568
fadd    $17    $5     $28  
fsub    $17    $4     $7   
fsub    $22    $27    $14  
fadd    $29    $9     $15  
flw     $26    $0     1940
fadd    $1     $29    $28  
fsub    $10    $19    $2   
fadd    $8     $22    $22  
fsub    $23    $2     $27  
flw     $13    $0     600
fadd    $3     $24    $2   
fadd    $22    $13    $10  
fadd    $2     $26    $6   
fadd    $7     $22    $7   
fadd    $26    $4     $29  
fadd    $14    $30    $2   
flw     $14    $0     1428
fadd    $14    $3     $18  
fsub    $27    $11    $6   
fadd    $9     $6     $21  
fsw     $31    $0     160
fsw     $18    $0     132
flw     $1     $0     -704
fsw     $26    $0     1896
fadd    $4     $23    $20  
fsw     $2     $0     -816
flw     $26    $0     1020
fsw     $4     $0     1416
flw     $13    $0     132
fsw     $24    $0     528
fadd    $27    $8     $14  
fadd    $29    $23    $31  
fsw     $17    $0     784
fsub    $10    $25    $20  
flw     $15    $0     -1564
fsub    $15    $5     $15  
fadd    $25    $29    $13  
flw     $14    $0     -1700
fadd    $13    $17    $0   
fadd    $5     $5     $9   
fsw     $28    $0     -616
fsub    $13    $4     $19  
fsw     $6     $0     -1156
flw     $29    $0     -1120
flw     $10    $0     -1216
fsw     $4     $0     -480
flw     $5     $0     756
