----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fsw     $15    $0     1888
fsw     $21    $0     1720
fsub    $1     $1     $15  
flw     $3     $0     1644
fsub    $1     $1     $26  
flw     $30    $0     -172
fadd    $1     $16    $17  
fsw     $21    $0     -1408
flw     $3     $0     396
flw     $11    $0     612
fsw     $15    $0     820
fadd    $19    $25    $11  
fsw     $8     $0     -80
flw     $4     $0     116
fadd    $31    $21    $20  
fsub    $17    $1     $18  
flw     $17    $0     -976
fsw     $23    $0     252
fsw     $28    $0     1240
fadd    $24    $25    $11  
fsub    $3     $27    $30  
flw     $12    $0     -840
fadd    $29    $18    $11  
fsub    $19    $11    $20  
fadd    $31    $13    $23  
fsw     $13    $0     332
fsub    $20    $15    $16  
fsw     $13    $0     1612
fsw     $5     $0     -1552
fsw     $2     $0     -1888
fadd    $22    $1     $7   
flw     $18    $0     -872
flw     $25    $0     -940
flw     $12    $0     -1424
fadd    $10    $16    $9   
fsub    $2     $2     $15  
flw     $5     $0     748
flw     $31    $0     -1072
fadd    $22    $27    $8   
fadd    $25    $26    $17  
flw     $16    $0     -280
fadd    $8     $3     $20  
fsw     $19    $0     1696
fadd    $31    $15    $1   
fsub    $9     $20    $27  
fsub    $19    $12    $19  
fsub    $11    $0     $6   
flw     $22    $0     192
flw     $6     $0     1836
fsub    $31    $15    $14  
fadd    $8     $26    $22  
flw     $19    $0     -304
flw     $9     $0     852
fadd    $17    $1     $4   
fadd    $28    $17    $23  
flw     $30    $0     -1420
fsub    $6     $30    $15  
flw     $22    $0     -1984
fsw     $15    $0     1528
fsw     $9     $0     856
flw     $25    $0     -2032
fsub    $18    $11    $31  
fsw     $17    $0     1456
fsub    $31    $20    $4   
fsw     $23    $0     -248
flw     $18    $0     -1828
fadd    $6     $19    $20  
fsub    $31    $24    $8   
fadd    $28    $14    $12  
fadd    $28    $13    $26  
fsw     $26    $0     1884
fsub    $25    $21    $12  
fadd    $30    $16    $7   
fsw     $28    $0     1960
fsw     $0     $0     28
fsub    $23    $2     $22  
fadd    $16    $25    $2   
flw     $23    $0     1428
fadd    $28    $6     $2   
flw     $1     $0     -860
fsub    $30    $20    $9   
fsub    $22    $15    $14  
flw     $9     $0     -1396
fadd    $1     $26    $26  
flw     $23    $0     -2028
fsw     $16    $0     -1676
fsub    $5     $21    $5   
fsub    $24    $0     $26  
flw     $25    $0     1364
fsw     $1     $0     -120
flw     $11    $0     -952
fsub    $13    $6     $18  
fsub    $11    $7     $22  
fadd    $5     $28    $1   
fsub    $11    $0     $6   
fadd    $25    $27    $31  
fsub    $20    $30    $12  
fsub    $16    $21    $3   
fsw     $5     $0     264
fsw     $19    $0     -1952
fadd    $20    $31    $5   
fsw     $10    $0     -1644
fsub    $1     $22    $14  
flw     $13    $0     888
fsub    $15    $5     $10  
fsw     $20    $0     1996
fsw     $30    $0     -572
fsub    $4     $8     $1   
flw     $20    $0     -1852
fadd    $11    $1     $27  
fadd    $7     $28    $25  
fsw     $4     $0     756
flw     $8     $0     -940
flw     $9     $0     -864
fsub    $27    $12    $26  
fadd    $4     $7     $26  
fadd    $10    $21    $22  
fsub    $4     $28    $9   
fsub    $20    $2     $24  
fsw     $15    $0     1804
fsub    $7     $13    $6   
fsub    $30    $24    $28  
fsub    $11    $25    $20  
flw     $9     $0     -1188
fadd    $28    $26    $26  
fsw     $2     $0     -632
fsub    $26    $19    $14  
fadd    $31    $2     $25  
flw     $7     $0     -1700
fadd    $1     $9     $18  
flw     $30    $0     1712
fsw     $21    $0     960
fsw     $16    $0     416
fadd    $17    $0     $0   
fadd    $8     $9     $12  
fsw     $0     $0     1052
fadd    $1     $11    $25  
fsw     $26    $0     -1612
fadd    $29    $0     $15  
fsub    $12    $18    $5   
flw     $25    $0     -1900
fsub    $16    $0     $7   
fsw     $2     $0     1784
fsw     $25    $0     -1520
fadd    $6     $19    $1   
fadd    $22    $25    $30  
fsw     $17    $0     -928
fsw     $8     $0     1020
flw     $2     $0     -628
fadd    $12    $8     $14  
fadd    $11    $6     $22  
flw     $13    $0     1912
fsw     $18    $0     -600
fsub    $22    $5     $24  
fsub    $13    $2     $22  
flw     $6     $0     1780
flw     $28    $0     1436
fsw     $27    $0     1952
fadd    $13    $11    $1   
fadd    $15    $1     $27  
fadd    $19    $26    $29  
fsw     $20    $0     -1116
fsw     $3     $0     1964
fadd    $25    $20    $18  
fadd    $19    $7     $12  
flw     $26    $0     1776
fsub    $2     $24    $16  
fadd    $1     $3     $14  
fadd    $19    $1     $2   
flw     $13    $0     1176
fadd    $11    $7     $16  
fadd    $1     $22    $4   
flw     $6     $0     -1856
fsub    $17    $19    $11  
fsub    $31    $23    $10  
flw     $22    $0     1164
flw     $20    $0     244
flw     $6     $0     1468
flw     $3     $0     680
flw     $21    $0     1024
fadd    $1     $6     $28  
fsw     $14    $0     656
fsub    $11    $15    $2   
fsw     $20    $0     -964
fadd    $10    $16    $2   
fsub    $14    $30    $21  
fsub    $30    $31    $25  
fadd    $17    $14    $6   
fsub    $22    $5     $28  
flw     $20    $0     1296
fsub    $1     $27    $21  
fadd    $24    $20    $13  
fsw     $16    $0     28
fsub    $25    $3     $4   
fsw     $27    $0     1596
fsw     $29    $0     1952
fsw     $29    $0     -1336
fadd    $22    $15    $31  
fsw     $19    $0     280
fsub    $29    $17    $14  
fsw     $16    $0     1684
fsw     $0     $0     548
fsub    $7     $3     $15  
flw     $17    $0     -1404
flw     $15    $0     -52
