----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fsw     $20    $0     860
add     $29    $14    $29  
lw      $28    $0     -736
sub     $14    $25    $7   
sll     $8     $4     $4   
fsub    $12    $22    $27  
addi    $4     $0     -1560
slt     $13    $23    $6   
fsub    $6     $4     $12  
srl     $8     $25    $17  
fsw     $27    $0     996
srl     $19    $12    $27  
slt     $23    $2     $8   
fsw     $26    $0     1308
sw      $15    $0     -220
lw      $13    $0     -1852
fsub    $26    $6     $16  
slt     $31    $16    $13  
fsub    $2     $28    $31  
sll     $3     $11    $28  
fadd    $22    $24    $2   
lw      $19    $0     -1424
fsw     $19    $0     -76
fsw     $27    $0     -468
add     $15    $28    $0   
sw      $25    $0     2000
fsub    $13    $23    $12  
flw     $31    $0     196
fsw     $4     $0     -1760
slt     $2     $2     $16  
add     $19    $24    $18  
fadd    $12    $15    $6   
add     $24    $10    $15  
flt     $10    $4     $2   
add     $22    $10    $27  
slt     $2     $8     $5   
add     $19    $4     $29  
sw      $16    $0     -996
fsw     $17    $0     2032
sw      $16    $0     -100
fclass  $16    $6   
sll     $28    $9     $28  
sll     $10    $23    $3   
sll     $29    $12    $20  
fsub    $14    $23    $15  
srl     $27    $31    $1   
fsw     $3     $0     -76
flt     $12    $31    $28  
flw     $5     $0     -1508
slt     $6     $16    $27  
add     $23    $9     $15  
fsw     $21    $0     828
addi    $18    $0     432
addi    $13    $0     -1424
fsub    $9     $7     $2   
fclass  $19    $2   
flt     $26    $16    $15  
fsw     $9     $0     1712
flt     $6     $4     $24  
fsub    $9     $8     $12  
sw      $0     $0     -180
fclass  $31    $2   
slt     $14    $29    $3   
sub     $24    $21    $13  
flw     $25    $0     -504
addi    $12    $0     -1092
slt     $8     $9     $5   
add     $31    $5     $13  
fclass  $18    $28  
sub     $22    $5     $9   
fsw     $7     $0     1540
fsub    $23    $25    $5   
lw      $17    $0     -1528
fsw     $21    $0     -1828
flt     $26    $14    $19  
srl     $18    $26    $20  
srl     $28    $26    $3   
sw      $17    $0     -932
fsub    $15    $22    $22  
fsub    $18    $1     $28  
srl     $15    $3     $19  
addi    $1     $0     -1712
sll     $29    $26    $4   
fadd    $13    $3     $30  
addi    $4     $0     684
slt     $1     $5     $0   
fsw     $4     $0     1668
lw      $26    $0     -1600
fsub    $28    $7     $26  
lw      $3     $0     -1208
add     $17    $13    $30  
lw      $31    $0     -512
flw     $3     $0     -76
fadd    $11    $13    $5   
sll     $14    $7     $28  
sll     $26    $0     $25  
lw      $1     $0     -2028
add     $27    $24    $30  
flt     $13    $29    $4   
sw      $23    $0     1636
srl     $26    $17    $19  
sub     $17    $31    $17  
sw      $4     $0     -1068
flt     $2     $2     $15  
srl     $19    $5     $14  
sw      $21    $0     1436
sub     $22    $18    $9   
flw     $21    $0     -96
flw     $16    $0     -1432
flw     $9     $0     964
fadd    $14    $14    $0   
srl     $20    $1     $24  
add     $8     $23    $11  
slt     $30    $28    $22  
flt     $27    $7     $18  
sw      $26    $0     -1376
slt     $25    $3     $24  
fclass  $16    $16  
fsub    $9     $21    $27  
flw     $12    $0     -880
sw      $26    $0     1424
flt     $18    $11    $24  
sub     $20    $4     $8   
flw     $31    $0     1920
lw      $14    $0     -1136
flw     $19    $0     724
slt     $15    $19    $21  
slt     $24    $12    $4   
fsub    $27    $22    $18  
fsw     $2     $0     -100
fclass  $2     $4   
sw      $11    $0     -400
fadd    $17    $21    $16  
srl     $11    $30    $8   
sub     $25    $18    $3   
fsw     $25    $0     1364
fadd    $31    $11    $15  
add     $23    $4     $13  
fsub    $7     $16    $30  
flw     $22    $0     1084
addi    $11    $0     1700
fsw     $30    $0     -508
flt     $1     $31    $2   
flw     $4     $0     -1700
fclass  $30    $22  
lw      $8     $0     -280
sub     $5     $16    $14  
flw     $29    $0     1156
slt     $18    $12    $27  
fsw     $28    $0     -180
fclass  $13    $31  
flw     $8     $0     -628
sw      $20    $0     792
fclass  $10    $13  
sll     $6     $20    $7   
flt     $23    $7     $30  
fclass  $4     $8   
fsw     $31    $0     1324
slt     $25    $8     $14  
slt     $28    $23    $21  
sub     $27    $26    $5   
slt     $5     $5     $25  
sub     $21    $28    $17  
flw     $20    $0     -740
slt     $11    $22    $4   
add     $11    $28    $8   
fsw     $20    $0     -1156
sub     $20    $17    $13  
slt     $31    $23    $4   
sub     $19    $5     $9   
sub     $13    $13    $4   
sw      $25    $0     1024
fsw     $9     $0     -844
fsw     $15    $0     -996
add     $25    $0     $30  
fclass  $17    $19  
sw      $28    $0     -100
sll     $22    $15    $0   
sub     $4     $12    $30  
sw      $11    $0     836
flw     $23    $0     -1464
addi    $15    $0     -1760
fadd    $21    $31    $16  
lw      $14    $0     216
addi    $14    $0     -1032
srl     $29    $15    $9   
slt     $26    $30    $25  
add     $24    $14    $29  
fadd    $5     $25    $22  
lw      $1     $0     1876
flt     $12    $16    $6   
fclass  $7     $1   
srl     $11    $2     $4   
fadd    $4     $24    $4   
fadd    $15    $20    $2   
sw      $0     $0     1928
fsw     $4     $0     1336
fsw     $14    $0     -1032
srl     $30    $30    $16  
add     $25    $12    $1   
addi    $22    $0     1392
fclass  $1     $15  
flt     $14    $13    $12  
fsub    $12    $14    $11  
addi    $4     $0     -1824
slt     $21    $8     $30  
sll     $25    $7     $3   
sub     $9     $0     $0   
fclass  $29    $29  
flt     $31    $16    $31  
flw     $3     $0     1056
add     $1     $25    $27  
fsub    $21    $13    $18  
flt     $13    $11    $25  
