----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fadd    $4     $27    $4   
fsub    $2     $15    $27  
fadd    $6     $27    $0   
flw     $13    $0     -1764
flw     $28    $0     -820
flw     $10    $0     -108
fsw     $28    $0     -720
flw     $27    $0     1440
flw     $11    $0     92
fadd    $6     $23    $31  
fsw     $14    $0     -224
fsub    $14    $4     $1   
fsw     $3     $0     -1428
fsub    $22    $13    $24  
fsw     $14    $0     476
fsw     $12    $0     -16
flw     $6     $0     -1060
fsw     $6     $0     1616
fsub    $17    $25    $2   
fsub    $16    $10    $8   
fsub    $6     $3     $21  
fsw     $1     $0     -1672
flw     $9     $0     172
fsub    $12    $12    $8   
fadd    $15    $19    $18  
fadd    $23    $24    $4   
flw     $6     $0     1988
flw     $5     $0     1372
fsw     $1     $0     4
fsub    $28    $22    $24  
fadd    $22    $13    $24  
fsw     $7     $0     1688
fsw     $24    $0     32
fsub    $9     $27    $26  
fadd    $9     $23    $15  
fsub    $30    $12    $30  
fadd    $16    $4     $7   
fsub    $10    $2     $4   
fadd    $1     $28    $18  
fadd    $26    $11    $17  
flw     $1     $0     -292
fsw     $7     $0     1240
flw     $15    $0     -1868
fadd    $16    $5     $18  
fsw     $16    $0     708
fsub    $9     $3     $2   
fadd    $18    $30    $7   
fsub    $30    $20    $17  
fadd    $11    $8     $1   
fadd    $11    $22    $23  
fsw     $1     $0     2040
fadd    $5     $24    $28  
fadd    $1     $13    $11  
fadd    $2     $23    $2   
flw     $31    $0     -584
fsub    $7     $25    $7   
fsub    $11    $27    $13  
fsub    $19    $27    $6   
flw     $1     $0     16
fsub    $6     $10    $26  
flw     $21    $0     -668
fsub    $15    $0     $30  
flw     $9     $0     -1432
flw     $5     $0     756
flw     $5     $0     1840
flw     $6     $0     80
fadd    $19    $14    $17  
fadd    $22    $5     $1   
fsub    $31    $10    $9   
flw     $28    $0     -1232
fsw     $28    $0     160
fsub    $24    $21    $11  
fadd    $16    $27    $1   
fadd    $27    $14    $11  
fadd    $3     $1     $22  
flw     $31    $0     388
fsw     $18    $0     -1208
fsub    $26    $16    $2   
fadd    $1     $30    $10  
flw     $29    $0     572
fsub    $8     $0     $15  
fadd    $15    $8     $15  
fsw     $26    $0     -1880
flw     $24    $0     -696
fsw     $26    $0     -536
fadd    $9     $29    $28  
fsw     $9     $0     -1928
fadd    $23    $9     $31  
fsub    $16    $25    $13  
fsub    $29    $16    $1   
fsw     $2     $0     -28
fsw     $9     $0     668
fadd    $26    $7     $10  
fadd    $30    $4     $9   
flw     $7     $0     -1200
flw     $2     $0     448
fsw     $0     $0     20
fadd    $23    $27    $17  
fsw     $8     $0     -316
flw     $14    $0     -940
flw     $12    $0     -208
fadd    $14    $16    $13  
flw     $28    $0     -1576
fsw     $13    $0     208
fsw     $2     $0     200
fsw     $27    $0     1248
fsw     $17    $0     248
fsub    $25    $21    $1   
fsw     $29    $0     -1352
flw     $4     $0     276
fsw     $24    $0     984
fsw     $4     $0     -1128
flw     $31    $0     -1468
fsub    $4     $22    $6   
fadd    $18    $9     $12  
fadd    $15    $22    $1   
fsw     $17    $0     -244
flw     $21    $0     -1172
fsw     $6     $0     -272
fadd    $16    $3     $16  
fadd    $23    $0     $19  
fsub    $19    $15    $13  
fsub    $14    $18    $4   
fsub    $7     $24    $25  
fadd    $10    $7     $26  
fsw     $4     $0     1664
fsub    $8     $11    $23  
fsw     $10    $0     780
fadd    $9     $1     $26  
fsw     $9     $0     -20
flw     $10    $0     416
flw     $5     $0     932
fsw     $6     $0     -1472
flw     $15    $0     460
fsw     $14    $0     188
fadd    $14    $8     $24  
fadd    $10    $26    $20  
fsub    $31    $31    $28  
fsub    $20    $10    $17  
fsw     $24    $0     -1996
fsw     $5     $0     612
fsub    $31    $18    $27  
fadd    $13    $23    $29  
fadd    $12    $1     $23  
fsw     $22    $0     -1064
fsw     $23    $0     -1900
fsw     $7     $0     1696
fadd    $12    $4     $18  
fsub    $22    $17    $4   
fadd    $29    $2     $29  
fsub    $11    $16    $23  
fadd    $4     $29    $7   
flw     $29    $0     -1448
fadd    $16    $12    $23  
fsub    $10    $7     $12  
fsub    $17    $28    $15  
fsub    $17    $22    $13  
fsw     $29    $0     -612
fsub    $11    $13    $6   
fsw     $29    $0     560
fsw     $3     $0     -1872
fadd    $2     $17    $3   
flw     $7     $0     1764
fadd    $1     $28    $20  
fadd    $1     $17    $24  
flw     $1     $0     1812
fsub    $18    $7     $30  
fadd    $1     $8     $11  
fsw     $26    $0     1096
fadd    $14    $24    $30  
fsub    $19    $3     $27  
fadd    $17    $15    $12  
fsub    $2     $15    $30  
fadd    $31    $13    $7   
fadd    $21    $9     $7   
fadd    $2     $25    $31  
fsw     $26    $0     756
flw     $24    $0     948
flw     $13    $0     -652
flw     $8     $0     -1236
fadd    $24    $12    $28  
flw     $21    $0     708
flw     $28    $0     240
fsub    $6     $1     $0   
fsub    $6     $6     $29  
fsub    $6     $5     $21  
fadd    $19    $3     $23  
fadd    $4     $31    $28  
fsub    $6     $4     $14  
fsw     $19    $0     2016
fsub    $6     $31    $21  
fsub    $9     $28    $13  
fsw     $4     $0     -1584
fsub    $22    $3     $22  
flw     $8     $0     -820
flw     $26    $0     -904
fsub    $16    $18    $13  
flw     $6     $0     1164
fsw     $18    $0     1804
fsw     $2     $0     -548
fsub    $11    $31    $6   
fsw     $13    $0     -420
flw     $16    $0     216
flw     $25    $0     420
fsub    $15    $20    $17  
