----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fadd    $22    $25    $19  
flw     $4     $0     -1200
fsub    $1     $4     $4   
fadd    $31    $15    $11  
flw     $2     $0     316
fsw     $22    $0     -2000
fsub    $23    $31    $18  
flw     $13    $0     1280
flw     $2     $0     316
fadd    $21    $13    $1   
flw     $10    $0     1960
fsub    $12    $9     $0   
fsub    $2     $13    $31  
fsub    $17    $31    $15  
fsw     $18    $0     -1688
fsw     $8     $0     808
fsub    $16    $19    $11  
fsub    $22    $6     $19  
flw     $14    $0     -1088
fsw     $11    $0     816
fsub    $30    $13    $12  
fsw     $4     $0     -844
fsub    $3     $26    $15  
fsw     $3     $0     -128
fsub    $26    $24    $18  
fsub    $13    $12    $2   
fsw     $13    $0     1640
flw     $2     $0     -1384
flw     $24    $0     132
fsw     $12    $0     -1784
fsw     $21    $0     -16
fsub    $18    $5     $27  
fsub    $29    $8     $1   
fadd    $17    $29    $31  
fadd    $5     $24    $2   
fsub    $18    $9     $9   
flw     $27    $0     804
fadd    $10    $6     $6   
flw     $26    $0     -1756
fsub    $22    $23    $7   
flw     $25    $0     -1068
fsw     $18    $0     780
fsw     $3     $0     628
flw     $1     $0     -1044
fadd    $21    $19    $11  
flw     $18    $0     -56
fsw     $16    $0     1156
flw     $30    $0     -364
fadd    $26    $25    $25  
flw     $31    $0     -200
fsw     $2     $0     1448
fsub    $2     $27    $1   
fsub    $13    $15    $27  
fsw     $24    $0     1592
fadd    $5     $14    $7   
fsub    $4     $16    $31  
fsub    $23    $23    $21  
flw     $19    $0     -1104
fadd    $21    $30    $22  
flw     $21    $0     1312
fadd    $27    $24    $15  
flw     $28    $0     1040
fsw     $26    $0     500
fadd    $29    $7     $15  
fsw     $24    $0     -1632
flw     $24    $0     1772
fsw     $10    $0     308
fsub    $26    $21    $7   
fsub    $3     $9     $19  
fadd    $31    $25    $11  
fsub    $22    $31    $18  
flw     $20    $0     -1980
flw     $9     $0     1924
fsw     $17    $0     -1028
fsw     $22    $0     -1548
fadd    $29    $18    $27  
fsub    $12    $16    $12  
flw     $26    $0     284
fadd    $10    $5     $3   
flw     $14    $0     1788
fadd    $6     $9     $22  
fadd    $2     $16    $21  
flw     $21    $0     -1844
flw     $16    $0     716
fadd    $24    $14    $6   
fsub    $27    $15    $30  
fadd    $27    $20    $31  
fadd    $26    $21    $28  
fsub    $27    $4     $27  
flw     $21    $0     -1984
fsub    $6     $30    $31  
fadd    $20    $31    $15  
flw     $22    $0     1908
fadd    $23    $22    $26  
flw     $18    $0     -652
fadd    $17    $29    $4   
fsw     $3     $0     1996
fsub    $18    $19    $14  
fadd    $27    $13    $7   
fadd    $30    $28    $18  
fsub    $13    $25    $28  
flw     $16    $0     -1640
fsw     $13    $0     1916
fadd    $31    $30    $2   
fadd    $3     $17    $0   
flw     $13    $0     -1640
fsw     $1     $0     268
fsw     $3     $0     900
flw     $22    $0     -1412
fsub    $13    $7     $31  
fadd    $11    $27    $10  
fsw     $4     $0     -84
fadd    $27    $20    $23  
fadd    $20    $13    $14  
fadd    $29    $26    $1   
fadd    $4     $15    $18  
fadd    $9     $0     $30  
fsub    $14    $20    $22  
fadd    $28    $0     $5   
fadd    $8     $29    $7   
flw     $1     $0     1180
fsw     $0     $0     644
fadd    $2     $6     $18  
fsw     $20    $0     -1524
fsw     $19    $0     -804
fadd    $16    $11    $25  
fsub    $14    $23    $15  
fsub    $23    $27    $11  
flw     $16    $0     1596
flw     $11    $0     1300
fsub    $28    $31    $26  
fsw     $30    $0     48
fadd    $25    $30    $9   
fsub    $26    $11    $18  
fsw     $8     $0     1152
fadd    $8     $6     $2   
fadd    $19    $30    $13  
fsub    $15    $28    $30  
fsub    $30    $0     $9   
fsub    $2     $16    $7   
fsw     $20    $0     1400
flw     $5     $0     -1240
flw     $10    $0     -1488
flw     $2     $0     -1876
fsw     $7     $0     1784
fsub    $22    $30    $31  
fsub    $16    $25    $25  
fsw     $12    $0     -1940
fsw     $12    $0     1368
fsw     $23    $0     1720
fsw     $12    $0     884
fsw     $22    $0     -1968
fadd    $30    $31    $14  
fadd    $8     $23    $0   
flw     $23    $0     352
fadd    $3     $15    $8   
fsw     $17    $0     -1004
fsub    $1     $9     $2   
fsub    $13    $3     $10  
fsub    $16    $14    $0   
flw     $10    $0     428
flw     $25    $0     204
flw     $12    $0     -1948
flw     $28    $0     1144
flw     $22    $0     -636
fsw     $15    $0     -912
fsw     $19    $0     -304
fsub    $13    $14    $6   
fadd    $9     $26    $19  
flw     $19    $0     -800
fsw     $13    $0     -804
fsw     $4     $0     1572
fsw     $26    $0     -364
fadd    $5     $20    $30  
fsw     $28    $0     -1512
fadd    $24    $13    $15  
fsub    $6     $26    $12  
fadd    $19    $23    $27  
fadd    $10    $30    $11  
fsub    $31    $17    $16  
fsub    $5     $15    $5   
flw     $23    $0     644
fsw     $25    $0     852
flw     $26    $0     -1964
fadd    $1     $6     $14  
fadd    $27    $28    $29  
flw     $2     $0     504
fsw     $19    $0     488
fsw     $30    $0     -836
fadd    $31    $21    $4   
fadd    $8     $22    $17  
fadd    $10    $8     $17  
fadd    $10    $12    $31  
fsw     $21    $0     -1740
fsw     $23    $0     -216
fadd    $1     $26    $8   
flw     $28    $0     1208
flw     $14    $0     304
fadd    $16    $24    $15  
flw     $29    $0     -120
fsub    $19    $14    $27  
fsw     $31    $0     808
flw     $9     $0     -224
fsub    $17    $14    $21  
fadd    $28    $6     $28  
