----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fsw     $19    $0     396
lw      $15    $0     320
fclass  $2     $24  
srl     $3     $5     $26  
flt     $27    $4     $13  
fclass  $21    $26  
addi    $11    $0     88
add     $17    $28    $11  
addi    $25    $0     44
lw      $30    $0     -1328
sll     $12    $19    $9   
lw      $17    $0     -1880
flw     $3     $0     404
flw     $31    $0     -484
flt     $3     $26    $2   
sub     $4     $5     $27  
add     $1     $16    $30  
fclass  $27    $6   
fsw     $9     $0     -1172
fclass  $3     $2   
addi    $28    $0     -1500
fadd    $27    $19    $19  
slt     $29    $10    $12  
add     $30    $9     $1   
fadd    $24    $27    $12  
sll     $8     $21    $15  
add     $27    $29    $23  
fadd    $4     $6     $13  
sll     $6     $11    $7   
slt     $12    $29    $1   
sub     $9     $28    $14  
flt     $26    $8     $17  
addi    $22    $0     -1412
lw      $19    $0     1356
add     $29    $5     $31  
addi    $3     $0     1560
add     $15    $23    $30  
flt     $25    $8     $26  
fsw     $16    $0     -1296
sw      $24    $0     1432
add     $31    $28    $3   
add     $12    $17    $17  
add     $16    $22    $16  
fsub    $21    $22    $5   
fsub    $7     $10    $9   
sw      $19    $0     428
flt     $30    $17    $19  
sw      $30    $0     -532
srl     $8     $0     $14  
sub     $17    $9     $9   
add     $28    $23    $11  
srl     $7     $19    $18  
srl     $12    $4     $14  
fsw     $31    $0     444
fclass  $21    $17  
add     $18    $18    $19  
addi    $11    $0     -1276
sll     $10    $6     $21  
sw      $15    $0     992
fclass  $5     $17  
fsub    $26    $5     $8   
sll     $3     $16    $12  
flw     $6     $0     1888
lw      $3     $0     -444
srl     $30    $6     $6   
sw      $3     $0     -1504
add     $7     $30    $22  
srl     $19    $1     $13  
fsub    $16    $0     $4   
srl     $22    $20    $6   
flw     $9     $0     320
fclass  $10    $2   
fadd    $31    $21    $12  
flt     $1     $3     $30  
flt     $22    $11    $30  
slt     $9     $17    $5   
sw      $1     $0     -456
fclass  $30    $1   
fclass  $30    $18  
fclass  $14    $3   
fsub    $9     $28    $1   
fsub    $31    $26    $0   
sw      $6     $0     -72
sub     $17    $0     $11  
srl     $7     $21    $22  
sll     $25    $5     $2   
add     $14    $14    $2   
slt     $8     $3     $1   
sub     $7     $31    $29  
flw     $4     $0     -1100
srl     $10    $14    $0   
fadd    $2     $30    $30  
flw     $27    $0     -952
flt     $28    $21    $25  
srl     $29    $29    $12  
lw      $29    $0     -2036
sw      $18    $0     -924
srl     $14    $14    $17  
flw     $24    $0     -1040
sub     $28    $8     $21  
slt     $7     $23    $12  
sub     $27    $25    $5   
srl     $21    $2     $16  
fsub    $23    $29    $6   
add     $7     $12    $8   
fsw     $3     $0     -1780
slt     $26    $1     $10  
sub     $22    $0     $2   
fadd    $14    $27    $4   
slt     $15    $18    $28  
srl     $24    $18    $8   
fadd    $31    $7     $18  
fsub    $15    $6     $7   
fclass  $3     $1   
flt     $13    $14    $29  
fadd    $8     $24    $24  
fclass  $11    $0   
fsw     $21    $0     -128
addi    $9     $0     1684
flt     $22    $14    $29  
fadd    $29    $18    $30  
add     $30    $0     $24  
fsw     $1     $0     -868
fsub    $8     $11    $12  
lw      $14    $0     2028
flw     $31    $0     -1576
fclass  $22    $24  
slt     $27    $16    $3   
slt     $15    $8     $1   
fsw     $9     $0     1112
fclass  $28    $24  
fadd    $8     $3     $20  
sub     $11    $23    $19  
flt     $7     $28    $29  
fsub    $19    $22    $0   
sub     $4     $28    $9   
fsub    $9     $23    $17  
fsw     $20    $0     -616
fsw     $28    $0     212
addi    $15    $0     1004
fadd    $27    $29    $18  
fadd    $8     $7     $19  
fsw     $31    $0     1824
add     $31    $12    $4   
fsub    $7     $18    $14  
add     $16    $2     $13  
slt     $30    $9     $12  
sll     $5     $26    $11  
fsub    $31    $29    $26  
addi    $10    $0     248
fsw     $25    $0     -1468
addi    $9     $0     -672
slt     $3     $27    $21  
srl     $31    $0     $29  
lw      $17    $0     -1408
addi    $15    $0     -540
fsub    $1     $23    $20  
flt     $25    $27    $27  
flt     $13    $2     $13  
lw      $31    $0     -752
fadd    $28    $5     $16  
fadd    $26    $18    $19  
srl     $16    $27    $16  
fadd    $3     $11    $16  
slt     $1     $11    $31  
fsw     $29    $0     1176
slt     $17    $19    $15  
slt     $2     $10    $5   
flw     $1     $0     1968
add     $6     $29    $7   
slt     $20    $5     $9   
fclass  $20    $27  
addi    $28    $0     1972
fsub    $25    $31    $7   
sll     $5     $5     $30  
sw      $17    $0     -92
srl     $25    $7     $8   
fsw     $16    $0     1244
sll     $7     $31    $4   
lw      $28    $0     1916
fsw     $27    $0     -1072
slt     $9     $26    $15  
sw      $29    $0     -552
srl     $31    $15    $9   
srl     $8     $21    $17  
addi    $8     $0     1108
sub     $31    $3     $15  
lw      $16    $0     -1956
flt     $8     $18    $22  
fsub    $13    $31    $11  
fclass  $13    $25  
srl     $1     $19    $14  
sll     $24    $28    $4   
fsub    $8     $18    $22  
flt     $20    $0     $15  
fclass  $31    $7   
sub     $22    $0     $30  
fadd    $10    $29    $11  
sll     $11    $24    $3   
fsw     $1     $0     -620
srl     $6     $1     $1   
flt     $15    $18    $31  
add     $20    $4     $7   
fsw     $3     $0     444
lw      $12    $0     1476
fsw     $18    $0     1740
addi    $19    $0     1752
fclass  $21    $4   
fadd    $6     $4     $5   
fsw     $30    $0     -332
srl     $20    $19    $25  
sw      $10    $0     1936
slt     $7     $10    $8   
fsub    $18    $6     $22  
