----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
flw     $16    $0     -1036
fadd    $31    $31    $18  
fsub    $26    $10    $18  
fadd    $26    $29    $10  
fsub    $25    $0     $0   
fsub    $31    $29    $13  
flw     $3     $0     456
flw     $13    $0     -1128
fadd    $26    $30    $12  
fadd    $6     $27    $8   
fsub    $21    $20    $6   
fsub    $29    $1     $18  
fadd    $7     $30    $31  
fsw     $3     $0     -292
flw     $1     $0     1748
fsub    $2     $27    $26  
fadd    $1     $26    $25  
fadd    $3     $21    $18  
fadd    $20    $7     $12  
fsw     $27    $0     1396
fsw     $26    $0     1036
fsub    $23    $28    $2   
flw     $14    $0     916
fadd    $14    $22    $2   
fadd    $12    $13    $15  
fsw     $21    $0     -1932
flw     $28    $0     -1696
fsub    $2     $24    $3   
fsw     $14    $0     -484
fadd    $4     $15    $14  
fsw     $30    $0     -360
fadd    $7     $31    $19  
fsw     $15    $0     1608
fsw     $5     $0     8
fsub    $29    $2     $4   
fsub    $4     $18    $20  
fadd    $9     $18    $23  
fadd    $1     $22    $24  
fsw     $0     $0     1052
fsub    $26    $5     $3   
fsw     $29    $0     1976
fadd    $17    $18    $28  
fadd    $8     $21    $16  
fsub    $30    $12    $23  
flw     $1     $0     -1312
fsub    $21    $5     $21  
fsw     $0     $0     -1448
fadd    $21    $1     $19  
fsub    $13    $12    $6   
fadd    $8     $29    $7   
fsub    $20    $9     $5   
fadd    $6     $9     $0   
fsub    $30    $16    $1   
fsw     $12    $0     1536
fsw     $19    $0     -1104
fadd    $9     $20    $12  
fsub    $19    $18    $18  
fsub    $6     $21    $16  
fsub    $28    $25    $31  
flw     $3     $0     272
fadd    $24    $21    $20  
fadd    $30    $5     $0   
fsub    $4     $19    $3   
fsw     $12    $0     -2012
fadd    $23    $13    $7   
fadd    $9     $11    $13  
fsw     $15    $0     1184
flw     $24    $0     1808
flw     $8     $0     508
fsw     $15    $0     -172
fadd    $24    $6     $29  
fsw     $29    $0     1256
fadd    $17    $19    $9   
fsw     $17    $0     -1548
fsub    $4     $0     $11  
fadd    $26    $22    $12  
fadd    $23    $6     $28  
fsub    $5     $22    $21  
fadd    $11    $5     $26  
fsub    $6     $5     $26  
fsw     $23    $0     -64
fadd    $13    $22    $9   
fadd    $22    $10    $6   
fsw     $22    $0     -1640
fsw     $23    $0     -172
flw     $10    $0     1336
fsw     $16    $0     388
fsub    $3     $31    $3   
fadd    $6     $9     $14  
fadd    $27    $10    $2   
fsub    $30    $12    $24  
fsw     $25    $0     1488
fsw     $9     $0     1352
fadd    $31    $14    $13  
fsub    $4     $23    $27  
fadd    $9     $8     $28  
flw     $27    $0     420
fadd    $25    $13    $7   
fadd    $19    $15    $22  
fsub    $23    $25    $17  
flw     $23    $0     1852
fsub    $10    $28    $24  
flw     $7     $0     -1828
fadd    $12    $22    $24  
fsw     $12    $0     1932
fsub    $9     $25    $9   
fadd    $22    $21    $31  
fsw     $7     $0     908
flw     $7     $0     -1012
fsub    $3     $13    $18  
fsub    $31    $22    $4   
flw     $17    $0     -1296
flw     $2     $0     280
fsw     $29    $0     -584
flw     $30    $0     -216
fadd    $12    $21    $30  
fsub    $2     $18    $19  
fadd    $13    $25    $13  
fsw     $19    $0     1992
fadd    $5     $27    $28  
fsub    $17    $2     $12  
fsw     $18    $0     20
flw     $3     $0     1856
fadd    $22    $2     $27  
fsw     $26    $0     1512
fsw     $16    $0     800
fsub    $31    $7     $31  
fadd    $21    $6     $17  
fsw     $26    $0     -1680
fsw     $17    $0     1224
flw     $5     $0     768
fadd    $19    $22    $6   
fadd    $19    $20    $1   
fsub    $31    $14    $2   
fsub    $16    $13    $12  
flw     $25    $0     280
fsw     $23    $0     -1512
fsub    $30    $6     $0   
fadd    $14    $26    $5   
flw     $10    $0     1532
fsw     $11    $0     904
fadd    $12    $28    $16  
fsub    $4     $27    $0   
fadd    $10    $28    $0   
flw     $7     $0     -1132
fsub    $10    $31    $26  
fadd    $24    $18    $7   
fsub    $29    $6     $15  
flw     $28    $0     -1428
fsub    $18    $7     $10  
fsub    $12    $31    $4   
flw     $29    $0     320
fsw     $21    $0     664
fsub    $18    $11    $19  
flw     $21    $0     1776
fadd    $10    $0     $2   
fsub    $7     $16    $17  
fadd    $28    $0     $24  
fsub    $17    $10    $9   
fsw     $0     $0     -848
flw     $30    $0     -68
fsub    $22    $2     $4   
fsw     $13    $0     -556
fsw     $19    $0     1396
fadd    $17    $3     $0   
flw     $16    $0     1760
fadd    $17    $23    $15  
fadd    $20    $4     $18  
fadd    $23    $3     $0   
fsub    $16    $10    $27  
fadd    $10    $2     $2   
fsw     $7     $0     1812
fsub    $17    $14    $9   
fadd    $31    $22    $3   
fadd    $28    $9     $22  
fadd    $5     $11    $5   
fsub    $7     $13    $30  
fadd    $9     $6     $18  
fsw     $12    $0     -172
flw     $23    $0     -80
fsw     $15    $0     -1980
fsw     $20    $0     -724
fsub    $31    $23    $23  
fsub    $28    $7     $10  
fsub    $24    $12    $3   
fsw     $26    $0     -1080
flw     $28    $0     1568
fsw     $29    $0     -52
flw     $19    $0     -876
flw     $1     $0     -332
fsub    $1     $22    $24  
fsw     $25    $0     916
fadd    $15    $15    $0   
fsub    $18    $14    $21  
flw     $20    $0     1200
fsw     $0     $0     -144
fsub    $27    $25    $31  
flw     $1     $0     -1568
fadd    $3     $11    $0   
fsub    $4     $30    $17  
flw     $6     $0     -472
flw     $17    $0     1236
flw     $4     $0     80
