----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
flw     $14    $0     -1084
fsw     $16    $0     124
flw     $2     $0     1684
fadd    $24    $5     $16  
fadd    $28    $28    $8   
flw     $22    $0     164
fsw     $0     $0     1228
fadd    $9     $30    $5   
flw     $4     $0     1460
flw     $19    $0     1444
fadd    $12    $30    $12  
fsub    $18    $11    $8   
fsw     $6     $0     1368
fsub    $16    $5     $4   
fadd    $3     $2     $13  
flw     $6     $0     -1992
fsub    $7     $23    $2   
flw     $17    $0     1328
flw     $29    $0     400
flw     $25    $0     1900
fsub    $13    $0     $23  
fadd    $29    $14    $6   
flw     $9     $0     -1216
fsub    $25    $0     $14  
fadd    $27    $27    $2   
fadd    $8     $31    $23  
fadd    $25    $27    $24  
fadd    $7     $5     $25  
fadd    $1     $14    $29  
flw     $11    $0     1012
flw     $14    $0     188
fsw     $0     $0     1916
fadd    $26    $2     $2   
fadd    $28    $12    $3   
fadd    $24    $1     $6   
fadd    $21    $24    $11  
fadd    $28    $30    $2   
fsw     $29    $0     -1704
fsw     $8     $0     -592
fsw     $27    $0     780
fadd    $31    $31    $2   
flw     $23    $0     -212
flw     $7     $0     28
flw     $28    $0     1536
fsub    $22    $25    $11  
flw     $5     $0     1660
flw     $25    $0     -472
flw     $26    $0     -144
fsub    $24    $3     $5   
flw     $2     $0     592
fsw     $10    $0     -688
fadd    $15    $23    $29  
fadd    $5     $24    $9   
flw     $15    $0     -576
flw     $18    $0     1240
fsw     $22    $0     916
fadd    $26    $16    $29  
fsub    $15    $9     $7   
fsw     $18    $0     612
fsub    $12    $18    $4   
fadd    $11    $3     $2   
flw     $10    $0     -496
fadd    $13    $5     $15  
fadd    $11    $18    $27  
fsub    $29    $22    $25  
fsub    $29    $23    $5   
flw     $3     $0     -1096
fadd    $10    $4     $0   
fsw     $26    $0     792
fadd    $17    $11    $16  
flw     $25    $0     -1768
fsub    $26    $27    $27  
fadd    $27    $15    $19  
fsub    $15    $19    $0   
flw     $12    $0     -1892
fadd    $5     $0     $18  
flw     $17    $0     -644
fsub    $30    $16    $30  
fadd    $15    $4     $3   
fsw     $5     $0     -1864
fadd    $26    $18    $20  
fsw     $20    $0     1636
fsw     $14    $0     -964
fsub    $19    $14    $6   
fsub    $7     $26    $23  
fadd    $26    $29    $19  
fadd    $15    $26    $23  
fsw     $26    $0     524
fadd    $5     $25    $15  
fsw     $21    $0     -1932
fsub    $17    $12    $11  
flw     $8     $0     1304
fsub    $6     $30    $15  
fsw     $7     $0     -608
flw     $6     $0     -1624
fsub    $31    $24    $28  
fadd    $29    $15    $15  
fsub    $30    $26    $29  
fsub    $4     $3     $17  
fadd    $13    $15    $27  
fadd    $20    $24    $27  
fsub    $25    $20    $22  
flw     $19    $0     1924
fadd    $7     $0     $3   
fsw     $6     $0     -1328
fsub    $10    $19    $12  
fsub    $3     $0     $15  
fsw     $23    $0     -2004
fsub    $24    $1     $12  
fsw     $15    $0     -424
flw     $6     $0     -1520
fadd    $28    $30    $18  
fsw     $21    $0     -1332
fsub    $25    $6     $28  
fsw     $11    $0     564
fsw     $14    $0     1256
fadd    $1     $29    $25  
fsw     $15    $0     -1352
fadd    $20    $22    $19  
fsw     $30    $0     1380
fadd    $27    $28    $10  
fadd    $15    $1     $19  
fsub    $20    $17    $13  
flw     $4     $0     1412
flw     $25    $0     -1720
fadd    $14    $31    $22  
fadd    $24    $29    $13  
fsw     $24    $0     224
fadd    $8     $26    $20  
fsw     $13    $0     -448
fadd    $27    $22    $30  
flw     $28    $0     -1080
fsub    $19    $9     $13  
fsw     $1     $0     -744
fsw     $18    $0     -664
fsub    $24    $3     $27  
flw     $14    $0     600
fsub    $10    $8     $2   
flw     $10    $0     -1468
fsw     $24    $0     728
fadd    $16    $25    $21  
fadd    $7     $20    $31  
fadd    $26    $2     $0   
fadd    $24    $12    $16  
fsub    $21    $24    $3   
flw     $13    $0     -1100
fadd    $9     $29    $4   
flw     $8     $0     1144
fsub    $14    $1     $4   
flw     $16    $0     -304
fsw     $11    $0     452
fsub    $6     $9     $22  
flw     $14    $0     -256
fsw     $11    $0     -920
fadd    $15    $17    $19  
fsw     $13    $0     -952
fsub    $14    $19    $9   
fsub    $25    $18    $11  
fadd    $1     $31    $17  
flw     $21    $0     -1728
fadd    $17    $13    $17  
fadd    $9     $21    $26  
fsw     $20    $0     -632
fadd    $18    $24    $7   
flw     $2     $0     1624
fadd    $1     $2     $5   
fadd    $22    $22    $18  
fsub    $6     $5     $16  
fadd    $12    $26    $20  
fadd    $22    $13    $16  
flw     $18    $0     436
fsw     $27    $0     -1680
fadd    $6     $16    $29  
flw     $18    $0     1684
fsub    $28    $0     $10  
fsw     $3     $0     1992
fadd    $18    $26    $4   
fsub    $24    $6     $13  
fsub    $14    $16    $10  
fadd    $25    $9     $11  
fadd    $24    $30    $27  
flw     $25    $0     -508
fadd    $26    $3     $10  
fsub    $3     $19    $3   
fsw     $1     $0     668
fadd    $16    $23    $8   
fadd    $1     $17    $11  
fsub    $17    $18    $28  
fadd    $17    $12    $28  
fadd    $1     $17    $24  
fadd    $15    $26    $11  
fsw     $15    $0     1848
fsub    $28    $16    $18  
fadd    $28    $13    $21  
flw     $21    $0     -1760
flw     $20    $0     -1248
flw     $13    $0     1184
fsw     $13    $0     -420
fsub    $22    $29    $12  
fsw     $10    $0     -1584
flw     $1     $0     -1104
fsw     $15    $0     956
fadd    $1     $3     $30  
fadd    $14    $10    $22  
