----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
flt     $26    $23    $13  
flt     $28    $24    $15  
flw     $29    $0     112
addi    $25    $0     1504
sw      $7     $0     80
srl     $19    $14    $7   
fadd    $13    $16    $12  
fsw     $0     $0     -480
srl     $16    $24    $25  
fadd    $31    $27    $21  
flt     $23    $17    $14  
fadd    $22    $20    $22  
fsub    $18    $22    $2   
sw      $4     $0     -1292
sub     $20    $29    $3   
addi    $10    $0     -2000
lw      $25    $0     -1116
srl     $25    $1     $11  
lw      $29    $0     -1792
sll     $10    $27    $2   
sub     $9     $23    $31  
addi    $31    $0     544
srl     $3     $30    $7   
srl     $5     $12    $12  
fclass  $25    $8   
sub     $3     $23    $18  
add     $19    $22    $19  
sub     $22    $16    $29  
srl     $17    $19    $26  
fsw     $12    $0     -620
flt     $31    $3     $20  
flw     $27    $0     -164
fsub    $6     $22    $11  
fsw     $19    $0     12
sub     $20    $19    $11  
fsw     $20    $0     -1368
slt     $1     $20    $22  
fadd    $20    $24    $22  
sw      $28    $0     -480
flt     $25    $22    $10  
addi    $6     $0     1924
sub     $29    $15    $14  
slt     $29    $31    $26  
sll     $30    $6     $24  
fsw     $15    $0     -1316
slt     $15    $21    $29  
flw     $22    $0     -984
fadd    $10    $26    $23  
fclass  $22    $6   
srl     $18    $6     $29  
lw      $18    $0     -1196
lw      $28    $0     388
lw      $3     $0     1808
add     $7     $21    $31  
fadd    $13    $19    $31  
fadd    $19    $5     $7   
fsub    $16    $16    $21  
flw     $8     $0     -1660
sll     $13    $3     $7   
fsub    $23    $7     $31  
sw      $23    $0     -1080
sub     $28    $21    $10  
sub     $21    $17    $9   
sub     $16    $23    $20  
sll     $12    $1     $23  
sw      $27    $0     812
sub     $10    $12    $11  
slt     $2     $2     $25  
flw     $3     $0     -1056
lw      $2     $0     840
srl     $24    $15    $4   
fsw     $20    $0     324
addi    $17    $0     148
flw     $28    $0     -1388
slt     $23    $26    $19  
slt     $21    $18    $5   
sll     $28    $10    $31  
fsub    $9     $11    $5   
add     $14    $28    $1   
lw      $2     $0     1588
fsw     $25    $0     -1976
add     $26    $22    $22  
fadd    $10    $29    $12  
fsw     $16    $0     -1704
fsub    $26    $0     $11  
fclass  $6     $16  
flw     $25    $0     -1052
sll     $29    $21    $6   
addi    $8     $0     -1312
flt     $13    $13    $0   
fclass  $6     $17  
addi    $13    $0     -1352
sll     $14    $13    $4   
fsw     $24    $0     -1700
add     $30    $23    $17  
fclass  $4     $31  
fsw     $15    $0     -1368
fadd    $11    $10    $6   
fsub    $3     $21    $31  
flt     $20    $0     $8   
flt     $17    $11    $19  
flw     $18    $0     1588
fadd    $17    $4     $24  
addi    $21    $0     -292
slt     $13    $16    $22  
fclass  $21    $8   
fsub    $16    $16    $2   
slt     $18    $17    $29  
add     $23    $1     $10  
sll     $26    $6     $2   
fsw     $25    $0     1080
srl     $21    $22    $4   
flw     $7     $0     340
fsw     $21    $0     -1832
fclass  $28    $22  
flw     $16    $0     1468
slt     $20    $17    $15  
srl     $11    $0     $9   
fclass  $12    $31  
sub     $19    $14    $8   
sll     $28    $27    $27  
fsub    $3     $22    $31  
sw      $10    $0     1112
slt     $30    $19    $6   
fsub    $24    $29    $22  
sw      $12    $0     396
slt     $20    $2     $18  
fadd    $12    $30    $16  
fsub    $21    $1     $1   
srl     $5     $29    $30  
addi    $1     $0     160
fsw     $17    $0     -1352
sub     $18    $11    $31  
flw     $29    $0     -1956
fsub    $25    $24    $16  
fsw     $31    $0     1884
fsw     $30    $0     -488
lw      $14    $0     956
addi    $24    $0     184
flw     $25    $0     -1412
add     $29    $29    $0   
fadd    $26    $31    $12  
fadd    $18    $7     $19  
slt     $7     $13    $16  
fsub    $12    $17    $10  
lw      $29    $0     1892
sll     $1     $23    $3   
fadd    $1     $4     $11  
sub     $10    $30    $9   
flw     $5     $0     784
sub     $14    $22    $7   
flw     $26    $0     800
slt     $7     $11    $28  
lw      $26    $0     1852
flw     $29    $0     -572
sll     $3     $11    $30  
flt     $8     $21    $23  
fadd    $19    $7     $28  
fsw     $23    $0     -704
fadd    $9     $22    $15  
fclass  $26    $26  
fadd    $6     $15    $5   
flw     $9     $0     -1196
slt     $18    $15    $19  
fadd    $18    $20    $8   
slt     $25    $16    $16  
lw      $7     $0     -180
add     $8     $7     $4   
fsub    $22    $16    $6   
addi    $24    $0     -1912
srl     $8     $1     $15  
addi    $3     $0     -1468
flw     $6     $0     -1016
slt     $7     $21    $27  
add     $10    $13    $14  
srl     $29    $26    $1   
sw      $1     $0     -420
sw      $0     $0     1872
slt     $7     $2     $30  
fsub    $5     $20    $2   
add     $6     $3     $31  
lw      $26    $0     -908
sub     $17    $5     $24  
flw     $8     $0     -1880
lw      $27    $0     24
sub     $29    $0     $24  
flw     $12    $0     996
flw     $9     $0     228
lw      $17    $0     184
sll     $17    $12    $20  
slt     $6     $17    $21  
flt     $5     $20    $28  
lw      $26    $0     464
srl     $28    $19    $6   
flw     $26    $0     568
fadd    $28    $2     $5   
fsub    $30    $31    $2   
flt     $30    $30    $1   
flw     $15    $0     -732
lw      $13    $0     -1128
sub     $12    $10    $13  
fclass  $9     $12  
flt     $9     $7     $11  
sw      $0     $0     104
fadd    $16    $17    $20  
slt     $8     $3     $4   
addi    $14    $0     -1232
srl     $26    $15    $16  
slt     $27    $25    $17  
srl     $26    $19    $24  
sll     $17    $5     $1   
fadd    $23    $19    $30  
sll     $3     $5     $29  
