----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fadd    $3     $28    $9   
fadd    $28    $2     $30  
flw     $30    $0     -88
fsub    $16    $1     $14  
flw     $10    $0     -640
fsw     $5     $0     -588
fadd    $16    $29    $30  
fadd    $1     $1     $16  
fadd    $1     $14    $8   
fsw     $28    $0     -1148
fadd    $9     $9     $29  
fadd    $6     $11    $3   
fadd    $30    $15    $1   
fsub    $27    $24    $12  
flw     $10    $0     0
fsub    $11    $7     $9   
fsub    $17    $21    $24  
fadd    $6     $10    $31  
fsub    $26    $4     $17  
fsw     $3     $0     -336
flw     $14    $0     836
fsub    $22    $9     $22  
flw     $19    $0     544
fsub    $13    $0     $3   
fsub    $18    $16    $28  
fsw     $9     $0     980
fsub    $31    $25    $12  
flw     $31    $0     -1780
fsw     $13    $0     -404
flw     $21    $0     520
fsw     $0     $0     -704
fsw     $19    $0     880
fadd    $26    $28    $4   
fsw     $12    $0     -516
fsub    $7     $28    $13  
fsw     $30    $0     -196
fsw     $13    $0     -1492
fsub    $5     $25    $30  
fsw     $5     $0     864
fadd    $1     $31    $26  
flw     $19    $0     -1264
fsub    $21    $18    $20  
fadd    $3     $27    $5   
flw     $7     $0     -1052
fadd    $7     $29    $16  
fsw     $7     $0     -1496
flw     $4     $0     -276
flw     $16    $0     1052
flw     $24    $0     824
fsw     $19    $0     576
flw     $15    $0     -1292
fsub    $31    $16    $20  
fsub    $5     $26    $22  
fadd    $16    $21    $18  
fsub    $28    $12    $17  
fsw     $11    $0     580
fsw     $3     $0     -1856
fadd    $26    $20    $11  
fsub    $25    $10    $6   
flw     $20    $0     -1568
fsw     $4     $0     1136
fadd    $24    $1     $15  
flw     $6     $0     1232
fsw     $26    $0     -1040
fadd    $5     $12    $19  
fadd    $25    $4     $19  
flw     $28    $0     -32
fadd    $24    $18    $8   
fsub    $22    $16    $23  
fsub    $6     $12    $7   
fadd    $6     $19    $21  
fsub    $23    $9     $14  
flw     $15    $0     -1896
flw     $29    $0     -916
fsub    $22    $20    $7   
fadd    $19    $12    $24  
flw     $18    $0     -996
flw     $13    $0     -864
fsw     $10    $0     -880
fsub    $20    $24    $10  
flw     $28    $0     1856
flw     $10    $0     552
fsw     $1     $0     1824
fsw     $16    $0     856
fsub    $14    $4     $4   
fadd    $24    $13    $17  
fsw     $22    $0     -1180
fadd    $1     $4     $28  
flw     $26    $0     256
fadd    $26    $3     $11  
fsub    $7     $21    $2   
fsw     $20    $0     -1480
fsub    $29    $31    $24  
fadd    $29    $29    $17  
fsw     $22    $0     -1200
fsw     $11    $0     -1384
fsub    $18    $24    $2   
flw     $16    $0     1004
fsw     $16    $0     1980
fadd    $17    $1     $31  
fsub    $26    $5     $27  
fsw     $30    $0     1028
fadd    $15    $4     $1   
fadd    $14    $30    $28  
fsub    $31    $17    $0   
fsw     $17    $0     1512
fsw     $2     $0     -1896
flw     $16    $0     348
fsub    $16    $15    $15  
fsub    $24    $15    $26  
fadd    $14    $18    $24  
fsw     $31    $0     1240
fsub    $23    $1     $26  
fadd    $31    $23    $27  
fsub    $1     $7     $14  
fsub    $1     $17    $28  
fsub    $24    $3     $1   
flw     $29    $0     32
fsw     $9     $0     1736
flw     $18    $0     -792
fadd    $12    $23    $15  
fsub    $7     $1     $16  
fadd    $18    $12    $8   
flw     $19    $0     -1648
fadd    $17    $4     $9   
flw     $12    $0     1576
fadd    $23    $9     $31  
fsw     $13    $0     -220
flw     $29    $0     -624
flw     $4     $0     -1360
fsub    $25    $27    $4   
fsw     $16    $0     -700
flw     $24    $0     1200
fadd    $10    $18    $9   
flw     $17    $0     1464
fsub    $19    $28    $5   
fsw     $29    $0     1416
fsub    $1     $19    $27  
fsub    $14    $26    $25  
flw     $13    $0     316
fadd    $19    $1     $31  
fsub    $4     $8     $30  
fsw     $21    $0     600
fadd    $11    $12    $31  
flw     $8     $0     -912
fsub    $27    $21    $18  
flw     $9     $0     2020
fadd    $4     $24    $20  
fsub    $16    $20    $22  
fadd    $12    $11    $7   
fadd    $22    $2     $18  
flw     $5     $0     -1108
fsw     $3     $0     -548
fsub    $11    $6     $20  
fadd    $15    $31    $11  
fadd    $26    $22    $10  
fsw     $21    $0     -1932
fadd    $9     $12    $14  
fadd    $6     $20    $26  
fsw     $19    $0     1700
fsw     $21    $0     -788
fsub    $29    $15    $7   
flw     $27    $0     -416
fadd    $21    $3     $21  
fadd    $9     $5     $7   
flw     $18    $0     -704
fadd    $18    $10    $31  
fsub    $18    $15    $29  
flw     $18    $0     -532
fsw     $7     $0     -1692
fsw     $17    $0     1516
fsub    $8     $17    $29  
flw     $11    $0     904
fadd    $11    $20    $23  
flw     $15    $0     -1320
fadd    $25    $8     $7   
fadd    $23    $28    $28  
fadd    $6     $20    $10  
fsub    $8     $3     $30  
fsub    $10    $3     $24  
flw     $10    $0     -1604
fsw     $24    $0     532
fsw     $17    $0     -56
fadd    $29    $1     $16  
flw     $6     $0     88
fsub    $28    $29    $24  
fsw     $31    $0     488
fadd    $7     $25    $2   
fadd    $17    $0     $7   
fadd    $29    $18    $6   
flw     $25    $0     -1540
fadd    $26    $5     $18  
fsw     $5     $0     -1288
fsw     $25    $0     1208
fadd    $18    $27    $28  
fadd    $31    $25    $31  
fadd    $24    $31    $8   
fsw     $5     $0     -1468
fadd    $6     $27    $23  
fsw     $0     $0     1680
fsw     $12    $0     1664
fsw     $4     $0     1776
fsub    $25    $28    $25  
fadd    $26    $30    $19  
