----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
sw      $1     $0     252
flw     $19    $0     204
flw     $31    $0     -1344
fadd    $20    $29    $8   
sub     $8     $10    $28  
fsub    $3     $4     $14  
sub     $10    $11    $28  
add     $28    $0     $16  
fadd    $16    $25    $13  
fsub    $9     $7     $30  
fadd    $19    $3     $9   
flw     $1     $0     520
fsw     $1     $0     1896
lw      $2     $0     248
fsub    $21    $15    $8   
srl     $23    $27    $24  
srl     $5     $21    $31  
sub     $28    $15    $31  
fadd    $31    $18    $28  
fadd    $28    $28    $19  
flw     $12    $0     1400
fclass  $16    $30  
flt     $1     $17    $25  
addi    $10    $0     -680
sll     $23    $27    $26  
fsub    $6     $2     $16  
flw     $20    $0     -1824
fsw     $23    $0     -1816
fsw     $0     $0     -232
lw      $5     $0     -328
flw     $19    $0     1120
fadd    $8     $5     $20  
sll     $16    $16    $13  
sw      $23    $0     1824
srl     $24    $5     $22  
sub     $15    $27    $17  
fsw     $28    $0     -1408
fclass  $2     $15  
fclass  $23    $30  
flw     $13    $0     1392
fclass  $27    $19  
fsub    $1     $17    $20  
fclass  $26    $26  
slt     $18    $15    $4   
sll     $30    $19    $14  
slt     $30    $9     $28  
flt     $13    $6     $3   
flt     $26    $3     $20  
flt     $10    $6     $6   
slt     $8     $10    $21  
flw     $9     $0     -1384
fsub    $13    $4     $25  
flw     $3     $0     -396
slt     $15    $18    $4   
slt     $30    $20    $9   
addi    $21    $0     -1568
fsub    $29    $20    $2   
fsub    $9     $11    $6   
srl     $1     $21    $25  
slt     $22    $25    $16  
addi    $29    $0     784
fsub    $5     $19    $6   
srl     $29    $30    $23  
flw     $5     $0     272
lw      $13    $0     1812
fadd    $19    $13    $0   
addi    $24    $0     -160
fadd    $23    $26    $31  
srl     $29    $1     $1   
srl     $14    $16    $23  
fsub    $19    $29    $14  
fsub    $19    $29    $4   
fclass  $12    $29  
flt     $11    $3     $0   
fclass  $9     $6   
lw      $9     $0     1196
slt     $24    $4     $28  
add     $3     $12    $1   
lw      $7     $0     556
sll     $27    $18    $25  
add     $24    $23    $21  
sw      $1     $0     200
flw     $20    $0     -1828
sw      $4     $0     -1088
fsw     $25    $0     1080
addi    $28    $0     -1688
fsub    $3     $13    $6   
srl     $26    $15    $19  
slt     $31    $30    $17  
srl     $1     $24    $14  
fsub    $29    $29    $31  
sub     $5     $27    $31  
lw      $29    $0     -1692
srl     $27    $12    $4   
addi    $25    $0     -132
sll     $27    $19    $30  
addi    $6     $0     -1516
slt     $21    $19    $5   
sub     $13    $16    $11  
srl     $25    $29    $8   
fsw     $15    $0     136
sll     $17    $12    $19  
lw      $23    $0     1504
fsub    $20    $14    $8   
sw      $17    $0     -1816
slt     $17    $19    $13  
fsub    $5     $29    $4   
fsw     $19    $0     792
lw      $11    $0     720
flw     $17    $0     336
fclass  $20    $24  
fadd    $30    $4     $6   
add     $30    $8     $18  
flt     $31    $20    $17  
fsub    $2     $25    $18  
addi    $29    $0     -464
srl     $14    $8     $24  
flw     $26    $0     -1348
fclass  $1     $30  
fsw     $31    $0     -1344
slt     $17    $3     $11  
sw      $30    $0     -1860
addi    $13    $0     1388
slt     $25    $26    $7   
fsub    $3     $15    $22  
sll     $29    $27    $10  
add     $14    $30    $10  
sll     $16    $28    $9   
flw     $2     $0     -1980
add     $27    $10    $27  
sub     $20    $31    $10  
fclass  $3     $14  
addi    $9     $0     -480
fadd    $15    $10    $27  
sll     $20    $7     $8   
slt     $21    $31    $1   
srl     $16    $8     $25  
flt     $15    $0     $24  
addi    $20    $0     1764
slt     $30    $31    $11  
fadd    $10    $0     $5   
fclass  $27    $28  
slt     $4     $31    $1   
sw      $1     $0     1592
addi    $28    $0     -1532
slt     $21    $4     $17  
lw      $7     $0     -1452
slt     $11    $12    $13  
fsub    $7     $18    $10  
fclass  $19    $16  
addi    $30    $0     376
fadd    $19    $18    $23  
srl     $9     $7     $17  
srl     $22    $26    $31  
fclass  $10    $5   
sw      $25    $0     1848
add     $12    $11    $6   
sll     $7     $6     $24  
fsw     $25    $0     -1312
slt     $29    $27    $29  
flw     $10    $0     -1024
fclass  $4     $16  
addi    $2     $0     812
flt     $2     $11    $30  
fsw     $28    $0     -1500
lw      $8     $0     -1040
sub     $21    $15    $11  
fsw     $11    $0     1224
srl     $17    $10    $28  
slt     $10    $30    $8   
srl     $7     $14    $25  
fsub    $8     $2     $17  
srl     $10    $0     $2   
sw      $25    $0     1912
fadd    $19    $19    $19  
fadd    $21    $9     $20  
srl     $29    $18    $31  
lw      $13    $0     -1496
slt     $6     $30    $20  
slt     $14    $24    $16  
add     $31    $8     $0   
fsw     $31    $0     -1340
slt     $4     $31    $1   
sll     $8     $14    $31  
slt     $3     $21    $5   
sub     $3     $23    $5   
slt     $1     $14    $17  
lw      $29    $0     -992
sw      $7     $0     -200
flw     $10    $0     -1716
addi    $30    $0     -624
fadd    $7     $5     $27  
sub     $6     $1     $21  
addi    $21    $0     840
sll     $17    $1     $31  
fclass  $27    $6   
srl     $28    $22    $26  
fclass  $19    $29  
flt     $31    $3     $19  
flw     $27    $0     -16
fclass  $9     $19  
slt     $19    $12    $17  
sw      $18    $0     1368
slt     $13    $23    $23  
sll     $29    $27    $18  
sll     $4     $28    $25  
fadd    $5     $2     $4   
fadd    $18    $10    $17  
fsub    $6     $29    $12  
fclass  $16    $3   
fsw     $23    $0     1572
srl     $16    $13    $14  
addi    $31    $0     1928
sll     $6     $20    $26  
