----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
flw     $31    $0     1964
fsub    $9     $5     $22  
fadd    $12    $21    $1   
fsw     $2     $0     -708
fsw     $6     $0     1724
fsub    $10    $21    $27  
fadd    $9     $3     $9   
flw     $5     $0     -1060
fsw     $3     $0     -1168
fsub    $31    $31    $13  
fadd    $18    $14    $29  
fadd    $6     $8     $1   
fadd    $12    $23    $11  
fsw     $23    $0     1744
flw     $20    $0     -888
fadd    $20    $31    $18  
fsw     $4     $0     -940
flw     $15    $0     -336
fsub    $27    $29    $18  
fsw     $24    $0     -1776
flw     $12    $0     888
fadd    $20    $30    $7   
flw     $16    $0     368
fadd    $2     $16    $4   
fsw     $9     $0     1860
fadd    $12    $2     $9   
fsub    $8     $2     $26  
fsw     $6     $0     992
fsw     $10    $0     1060
fsw     $4     $0     -576
fadd    $5     $9     $22  
flw     $2     $0     148
fsw     $20    $0     -1636
fadd    $10    $13    $24  
fsw     $16    $0     1788
fsw     $20    $0     912
fsw     $27    $0     -1488
fadd    $6     $0     $7   
fadd    $13    $27    $15  
flw     $8     $0     1444
fsw     $15    $0     -1720
flw     $6     $0     388
fsub    $15    $23    $26  
fsub    $5     $19    $27  
flw     $20    $0     -1280
fsub    $8     $12    $21  
fadd    $10    $21    $27  
fsw     $24    $0     1644
flw     $2     $0     1704
fadd    $9     $20    $31  
fadd    $17    $11    $15  
fsub    $1     $1     $8   
fsw     $14    $0     1776
flw     $6     $0     1420
fsw     $0     $0     -984
fadd    $30    $25    $20  
flw     $6     $0     -972
fsw     $8     $0     588
fadd    $17    $12    $20  
fadd    $13    $23    $4   
fadd    $26    $10    $1   
fadd    $3     $25    $13  
fsw     $29    $0     1520
fsub    $27    $26    $1   
fsub    $19    $12    $11  
fadd    $23    $17    $28  
fsub    $13    $6     $7   
fadd    $28    $13    $14  
fadd    $18    $14    $8   
flw     $4     $0     -1432
fadd    $26    $28    $23  
fsub    $10    $29    $11  
fadd    $30    $19    $14  
fsw     $17    $0     -148
fsw     $1     $0     -136
flw     $8     $0     1304
fadd    $15    $20    $19  
flw     $26    $0     -220
fsw     $13    $0     -316
fsub    $19    $19    $26  
fsub    $17    $1     $17  
fadd    $10    $18    $28  
fsub    $8     $11    $3   
fadd    $12    $0     $26  
fadd    $31    $26    $27  
fsw     $8     $0     1516
fsub    $23    $11    $14  
flw     $15    $0     1288
fsub    $15    $29    $13  
fadd    $19    $3     $3   
fadd    $27    $17    $23  
flw     $18    $0     -1136
fsub    $24    $12    $18  
fsub    $7     $10    $6   
fadd    $3     $19    $26  
fsw     $10    $0     -176
fsw     $18    $0     1076
fsw     $25    $0     -1136
fsw     $21    $0     84
fsw     $24    $0     1504
fsub    $20    $30    $22  
fsw     $16    $0     -1432
fadd    $12    $11    $18  
fadd    $22    $16    $25  
fsw     $14    $0     548
fadd    $12    $9     $19  
fadd    $29    $10    $0   
fadd    $21    $10    $30  
flw     $11    $0     1712
fadd    $30    $21    $19  
flw     $22    $0     -472
flw     $8     $0     188
fsw     $1     $0     -516
fsub    $10    $0     $29  
flw     $7     $0     148
flw     $31    $0     -1816
fsub    $13    $16    $15  
fsw     $27    $0     -1724
flw     $21    $0     -900
fsw     $5     $0     -904
fadd    $25    $15    $10  
fsw     $10    $0     -1300
fadd    $31    $20    $31  
fsw     $1     $0     1740
flw     $14    $0     -940
fsub    $16    $20    $18  
flw     $7     $0     -648
fsub    $16    $19    $9   
flw     $19    $0     -904
fadd    $17    $12    $13  
fsub    $31    $21    $14  
fsub    $24    $12    $7   
flw     $9     $0     912
fsw     $14    $0     -704
fsw     $26    $0     -812
fadd    $4     $31    $29  
fsub    $3     $8     $21  
fsub    $1     $12    $27  
fadd    $11    $10    $30  
fsub    $16    $11    $10  
flw     $8     $0     540
fadd    $6     $16    $7   
fsub    $20    $9     $24  
flw     $29    $0     -1596
fadd    $13    $30    $7   
fadd    $11    $15    $16  
flw     $14    $0     -1792
fadd    $27    $27    $17  
fsub    $17    $12    $13  
fadd    $2     $11    $30  
fadd    $13    $19    $14  
fsub    $20    $6     $20  
fsub    $3     $7     $2   
flw     $22    $0     -788
fsub    $16    $11    $20  
fsw     $16    $0     220
flw     $30    $0     -952
fsub    $27    $16    $4   
fsub    $19    $6     $7   
flw     $16    $0     212
flw     $4     $0     -444
fsub    $25    $19    $12  
fsw     $1     $0     580
fadd    $28    $1     $3   
flw     $28    $0     -1904
fadd    $13    $20    $7   
fsub    $1     $8     $5   
fadd    $13    $14    $29  
fadd    $17    $3     $21  
flw     $12    $0     -516
flw     $11    $0     -1372
flw     $19    $0     -2032
fadd    $13    $27    $20  
fsub    $30    $7     $2   
fsub    $4     $25    $24  
fsw     $29    $0     468
fsw     $12    $0     -1932
flw     $24    $0     1400
fsub    $15    $3     $30  
fsw     $28    $0     -588
fadd    $15    $6     $25  
fsw     $14    $0     -1676
flw     $16    $0     316
flw     $28    $0     608
fadd    $10    $7     $1   
fsw     $19    $0     -1384
flw     $24    $0     -1736
fsub    $12    $15    $27  
fadd    $17    $7     $19  
fsw     $24    $0     -1128
fadd    $21    $19    $10  
fsub    $24    $5     $24  
fsub    $27    $17    $15  
fsub    $27    $19    $8   
fsw     $13    $0     364
fsub    $14    $4     $7   
fsub    $31    $19    $17  
fsub    $8     $1     $23  
fsub    $25    $11    $13  
flw     $4     $0     -1572
fsw     $6     $0     612
flw     $6     $0     1112
flw     $30    $0     -1064
fsub    $4     $12    $27  
