----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
srl     $4     $29    $15  
fsw     $1     $0     0
sw      $18    $0     -1580
lw      $19    $0     -1860
sll     $1     $12    $16  
fsw     $4     $0     1056
srl     $5     $18    $0   
sll     $9     $28    $12  
fsw     $10    $0     -1864
flw     $25    $0     -1184
lw      $15    $0     -200
fadd    $5     $8     $31  
srl     $27    $18    $0   
fclass  $6     $11  
add     $4     $4     $24  
slt     $9     $7     $2   
fsub    $5     $15    $21  
fadd    $16    $25    $1   
srl     $27    $11    $3   
flt     $27    $26    $20  
fsub    $26    $19    $12  
sw      $24    $0     420
fclass  $17    $31  
sub     $28    $29    $12  
add     $9     $21    $8   
srl     $4     $0     $1   
srl     $29    $11    $11  
sll     $17    $25    $4   
lw      $29    $0     -1676
lw      $3     $0     1580
sw      $9     $0     -1612
sll     $15    $16    $1   
fadd    $7     $15    $23  
add     $8     $31    $26  
flw     $10    $0     -956
srl     $29    $31    $4   
fadd    $1     $29    $29  
fsw     $0     $0     -848
fsw     $1     $0     -432
fadd    $12    $1     $3   
lw      $10    $0     640
fadd    $16    $28    $11  
slt     $26    $30    $6   
slt     $1     $12    $5   
sll     $5     $22    $18  
fsub    $17    $9     $26  
fsub    $27    $30    $24  
sw      $15    $0     1332
sll     $9     $29    $12  
sub     $9     $18    $20  
fclass  $7     $4   
sw      $30    $0     1840
fsw     $19    $0     1776
sub     $10    $4     $14  
fsw     $4     $0     416
fsw     $20    $0     -804
flt     $16    $5     $4   
slt     $5     $16    $12  
flw     $24    $0     1412
flt     $28    $11    $14  
addi    $12    $0     160
srl     $14    $19    $7   
fsub    $20    $4     $11  
flt     $19    $3     $26  
srl     $6     $22    $13  
fsub    $5     $10    $18  
sll     $16    $19    $12  
sw      $20    $0     -1984
fsw     $12    $0     612
fclass  $4     $8   
sll     $28    $29    $19  
flt     $14    $23    $26  
sub     $24    $8     $16  
fclass  $8     $16  
fclass  $21    $13  
sub     $21    $26    $17  
fclass  $14    $20  
sll     $14    $23    $9   
flw     $3     $0     -944
sw      $29    $0     1264
fsw     $18    $0     -1480
flw     $27    $0     1884
srl     $22    $8     $8   
fadd    $22    $17    $13  
add     $13    $0     $30  
fsw     $29    $0     736
sll     $22    $22    $16  
fsw     $19    $0     220
flw     $10    $0     1896
fadd    $28    $1     $21  
fclass  $13    $8   
add     $24    $22    $12  
fsw     $4     $0     292
slt     $23    $14    $11  
add     $27    $15    $9   
srl     $23    $5     $0   
sll     $9     $29    $9   
flw     $21    $0     -552
flw     $13    $0     -1060
lw      $6     $0     1272
fsw     $15    $0     1092
srl     $10    $23    $15  
fclass  $9     $2   
flt     $2     $20    $24  
sub     $20    $14    $13  
flt     $2     $26    $25  
addi    $31    $0     -1168
sll     $6     $31    $25  
sub     $27    $29    $7   
sub     $26    $15    $27  
flw     $6     $0     -1796
sw      $2     $0     -800
add     $31    $4     $20  
flw     $13    $0     860
sll     $27    $16    $17  
slt     $5     $18    $19  
fadd    $4     $6     $21  
lw      $18    $0     -528
flw     $9     $0     1324
sub     $23    $22    $6   
add     $30    $29    $22  
fsw     $9     $0     444
fsub    $30    $31    $13  
slt     $8     $0     $12  
sub     $17    $13    $26  
flw     $31    $0     1392
flt     $22    $3     $24  
fsw     $21    $0     1792
fclass  $2     $6   
add     $3     $19    $28  
lw      $25    $0     -208
srl     $19    $1     $15  
fsw     $22    $0     716
addi    $16    $0     -1828
fclass  $6     $21  
addi    $28    $0     -92
sw      $18    $0     1396
slt     $20    $20    $10  
slt     $2     $14    $31  
fsub    $9     $25    $26  
add     $18    $19    $16  
add     $17    $1     $17  
srl     $4     $24    $26  
flt     $18    $5     $29  
add     $1     $14    $21  
sw      $30    $0     76
sw      $6     $0     520
flw     $17    $0     -1444
add     $23    $26    $6   
add     $24    $7     $24  
add     $6     $24    $22  
lw      $12    $0     -1292
lw      $5     $0     -1212
add     $23    $28    $6   
slt     $31    $9     $0   
fclass  $29    $27  
lw      $14    $0     -592
sub     $18    $14    $14  
add     $4     $10    $29  
add     $10    $27    $25  
sub     $14    $7     $8   
srl     $20    $5     $24  
flt     $31    $2     $19  
flw     $15    $0     -1296
sub     $28    $21    $28  
fclass  $22    $6   
sll     $25    $7     $6   
addi    $8     $0     1784
sll     $15    $12    $9   
sub     $2     $23    $2   
fsw     $6     $0     640
add     $17    $21    $30  
slt     $1     $9     $1   
sw      $14    $0     628
flt     $20    $17    $30  
fadd    $13    $9     $9   
sub     $29    $28    $27  
flt     $7     $1     $4   
addi    $22    $0     -1692
fsub    $29    $28    $5   
srl     $29    $22    $3   
flw     $24    $0     1772
srl     $13    $31    $20  
slt     $20    $14    $1   
fsw     $11    $0     1572
lw      $10    $0     504
fclass  $7     $3   
addi    $7     $0     376
sub     $16    $4     $11  
slt     $26    $10    $29  
fclass  $24    $4   
addi    $17    $0     -1136
slt     $15    $17    $31  
fadd    $11    $19    $2   
lw      $25    $0     1652
sll     $26    $23    $29  
sw      $29    $0     32
flw     $4     $0     -1304
sw      $31    $0     -796
lw      $6     $0     1400
flw     $25    $0     148
lw      $2     $0     -884
add     $14    $11    $24  
sll     $25    $11    $20  
slt     $10    $2     $10  
fclass  $13    $9   
srl     $18    $17    $12  
sw      $12    $0     1420
sub     $15    $13    $8   
fsub    $28    $30    $4   
slt     $20    $4     $6   
fsw     $16    $0     1240
add     $1     $19    $20  
flt     $10    $3     $16  
fsw     $18    $0     -1820
fadd    $15    $12    $12  
