----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fsub    $27    $22    $16  
fsub    $8     $0     $27  
add     $12    $1     $2   
fclass  $18    $19  
lw      $17    $0     1948
sub     $9     $29    $29  
sw      $25    $0     -660
srl     $29    $13    $24  
fsub    $11    $0     $7   
fsub    $28    $6     $6   
fadd    $10    $22    $11  
flt     $5     $8     $24  
sub     $31    $22    $17  
flt     $24    $16    $23  
addi    $15    $0     1164
sub     $16    $1     $26  
sub     $30    $29    $30  
slt     $22    $20    $12  
sll     $5     $19    $28  
fadd    $26    $31    $29  
sw      $26    $0     -112
sw      $24    $0     -1508
fadd    $3     $30    $14  
slt     $21    $19    $18  
srl     $5     $11    $2   
lw      $10    $0     1288
sll     $1     $26    $5   
add     $18    $26    $28  
flw     $3     $0     1588
lw      $2     $0     -1700
addi    $5     $0     -364
lw      $10    $0     -284
lw      $8     $0     -384
flw     $26    $0     -804
flw     $6     $0     -1888
addi    $7     $0     -1044
srl     $22    $27    $3   
srl     $3     $22    $27  
lw      $20    $0     1584
slt     $16    $7     $8   
srl     $30    $21    $26  
fsub    $29    $3     $5   
fsub    $15    $31    $24  
addi    $16    $0     224
slt     $23    $4     $3   
flt     $23    $10    $3   
flt     $13    $6     $30  
fclass  $30    $19  
sub     $4     $21    $7   
flt     $3     $10    $2   
sw      $15    $0     -464
sll     $20    $2     $5   
srl     $22    $20    $1   
flw     $24    $0     1004
fsub    $9     $1     $24  
sw      $31    $0     -1280
lw      $18    $0     -896
fclass  $20    $25  
sw      $17    $0     2020
fadd    $9     $18    $20  
addi    $17    $0     288
sw      $20    $0     -1996
slt     $31    $25    $10  
flw     $6     $0     -376
fclass  $6     $4   
srl     $19    $8     $28  
sw      $31    $0     1312
add     $30    $14    $24  
sub     $26    $28    $27  
fclass  $5     $6   
fclass  $18    $18  
sw      $9     $0     -1476
addi    $19    $0     212
slt     $1     $11    $18  
add     $1     $23    $24  
sll     $21    $10    $18  
slt     $27    $28    $18  
flt     $8     $24    $12  
sub     $21    $17    $5   
fadd    $3     $2     $2   
flw     $26    $0     -772
addi    $15    $0     -708
flt     $1     $5     $0   
fsub    $22    $10    $28  
sub     $3     $3     $10  
fsub    $30    $12    $20  
addi    $29    $0     -1888
add     $10    $30    $13  
fsub    $12    $27    $4   
fadd    $16    $22    $4   
addi    $8     $0     -100
srl     $16    $15    $11  
fclass  $18    $21  
fadd    $11    $11    $24  
sw      $13    $0     -1032
add     $5     $0     $8   
srl     $11    $8     $23  
add     $18    $18    $11  
lw      $10    $0     92
fadd    $11    $22    $3   
add     $7     $29    $10  
flw     $7     $0     -1520
addi    $29    $0     1100
fsub    $31    $12    $18  
add     $15    $24    $12  
addi    $19    $0     176
sw      $3     $0     -1756
fadd    $13    $8     $24  
sll     $2     $31    $9   
slt     $2     $13    $21  
sub     $25    $0     $22  
sw      $8     $0     1676
lw      $27    $0     -968
fsw     $10    $0     388
fsw     $13    $0     1632
add     $27    $30    $16  
lw      $18    $0     -1960
addi    $10    $0     -1528
fadd    $20    $15    $19  
flt     $10    $24    $29  
flw     $20    $0     -1392
addi    $16    $0     16
fclass  $27    $8   
fsw     $28    $0     684
sll     $25    $31    $27  
flw     $2     $0     396
add     $24    $0     $13  
srl     $12    $2     $30  
fadd    $30    $22    $25  
flw     $29    $0     -452
srl     $2     $7     $0   
fadd    $18    $12    $1   
lw      $7     $0     72
fadd    $1     $11    $1   
fclass  $19    $15  
add     $28    $16    $28  
fsw     $17    $0     1400
lw      $2     $0     -372
sll     $23    $6     $10  
flt     $30    $5     $11  
fadd    $9     $13    $10  
sw      $29    $0     1472
sub     $14    $13    $30  
fadd    $26    $17    $25  
flw     $31    $0     552
sub     $23    $20    $28  
fsub    $27    $30    $3   
add     $17    $16    $16  
flw     $8     $0     -588
slt     $23    $6     $29  
fclass  $17    $26  
flt     $26    $16    $23  
flt     $6     $6     $14  
sll     $8     $2     $13  
flw     $28    $0     -124
slt     $2     $1     $21  
srl     $11    $29    $5   
fadd    $9     $9     $5   
slt     $10    $8     $24  
slt     $9     $8     $30  
lw      $22    $0     -680
sll     $19    $18    $11  
fsub    $22    $19    $20  
slt     $13    $12    $23  
fsub    $5     $28    $17  
fsub    $22    $28    $15  
fadd    $10    $4     $29  
add     $15    $15    $7   
sw      $25    $0     812
fsw     $25    $0     840
fadd    $17    $29    $24  
flt     $13    $16    $14  
sw      $23    $0     -832
fsub    $6     $24    $16  
slt     $1     $13    $18  
sw      $28    $0     2028
addi    $30    $0     -188
add     $22    $26    $9   
add     $27    $27    $25  
sw      $10    $0     -168
fsw     $2     $0     1844
flt     $1     $17    $11  
fadd    $22    $25    $14  
slt     $26    $15    $2   
srl     $13    $0     $15  
fsub    $9     $12    $21  
slt     $15    $10    $15  
fclass  $12    $24  
srl     $19    $5     $7   
srl     $27    $6     $4   
sub     $13    $21    $29  
flw     $4     $0     892
lw      $2     $0     -244
slt     $19    $22    $17  
fsub    $10    $18    $16  
flw     $8     $0     576
srl     $29    $5     $2   
srl     $10    $31    $19  
sll     $14    $22    $0   
sub     $27    $2     $24  
flw     $26    $0     -1884
flt     $26    $8     $28  
fclass  $28    $8   
fadd    $6     $13    $12  
add     $29    $22    $25  
fsub    $20    $8     $22  
srl     $30    $24    $21  
fclass  $21    $19  
sub     $26    $15    $2   
flt     $28    $9     $7   
fadd    $17    $30    $13  
sll     $4     $6     $17  
fsub    $28    $27    $6   
sub     $14    $28    $20  
