----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
sub     $11    $3     $24  
fsub    $23    $8     $30  
sll     $31    $19    $22  
fsub    $13    $16    $21  
fsub    $22    $22    $28  
fsw     $18    $0     -2024
add     $16    $10    $0   
flt     $30    $14    $17  
addi    $21    $0     1864
fadd    $9     $24    $19  
add     $27    $21    $20  
flw     $30    $0     -12
lw      $11    $0     1132
flt     $9     $27    $29  
fclass  $17    $17  
sw      $14    $0     1012
srl     $12    $6     $6   
fadd    $15    $19    $10  
fsub    $10    $5     $2   
addi    $2     $0     -668
addi    $10    $0     -524
fadd    $6     $4     $4   
lw      $7     $0     -1408
sll     $26    $22    $31  
fsub    $19    $13    $26  
sll     $9     $31    $28  
sw      $8     $0     692
fclass  $27    $15  
lw      $26    $0     -996
fsub    $18    $23    $16  
fadd    $9     $14    $12  
srl     $1     $16    $30  
fadd    $14    $24    $10  
slt     $12    $13    $29  
flw     $25    $0     -120
flw     $16    $0     1768
addi    $28    $0     128
fadd    $30    $3     $4   
fclass  $1     $6   
lw      $2     $0     216
slt     $23    $31    $3   
fsw     $8     $0     -1008
fclass  $17    $26  
sll     $16    $15    $31  
srl     $1     $9     $15  
fsub    $31    $3     $30  
sll     $18    $4     $19  
addi    $23    $0     -1684
fclass  $30    $6   
sll     $22    $22    $12  
add     $23    $20    $1   
sub     $21    $7     $9   
sub     $5     $31    $1   
flt     $9     $15    $19  
fclass  $29    $24  
addi    $16    $0     16
add     $26    $27    $8   
sub     $2     $6     $15  
srl     $3     $24    $5   
flt     $17    $20    $15  
flw     $18    $0     -1480
srl     $19    $18    $27  
fsw     $14    $0     -884
add     $20    $18    $6   
lw      $15    $0     1836
addi    $23    $0     352
sw      $31    $0     -516
lw      $12    $0     128
flw     $6     $0     -1192
sw      $22    $0     -1152
addi    $18    $0     -924
lw      $1     $0     1176
slt     $11    $4     $4   
sub     $23    $27    $4   
slt     $30    $30    $10  
fsub    $31    $21    $16  
lw      $26    $0     1972
flt     $13    $21    $22  
sub     $21    $30    $20  
flt     $7     $1     $22  
flt     $4     $13    $3   
flt     $5     $14    $22  
fsw     $11    $0     1240
addi    $21    $0     -96
flt     $12    $11    $15  
slt     $4     $14    $7   
sll     $5     $11    $5   
sub     $23    $31    $27  
add     $29    $18    $0   
fsw     $28    $0     -1952
flt     $7     $12    $2   
flt     $9     $31    $31  
fclass  $19    $26  
sub     $30    $28    $18  
srl     $18    $24    $16  
flw     $13    $0     1340
fadd    $20    $14    $16  
sub     $30    $5     $16  
slt     $14    $11    $17  
flt     $31    $30    $5   
addi    $11    $0     1232
sub     $31    $16    $18  
fclass  $21    $24  
addi    $18    $0     -548
srl     $25    $17    $1   
flt     $28    $24    $8   
flt     $11    $8     $1   
sw      $3     $0     1444
addi    $27    $0     1404
fclass  $25    $27  
fsub    $14    $0     $27  
sub     $16    $30    $7   
add     $20    $29    $24  
sub     $7     $25    $26  
add     $17    $21    $31  
add     $14    $8     $5   
fsw     $9     $0     -276
sll     $28    $6     $0   
sll     $3     $22    $20  
fadd    $9     $7     $16  
sw      $20    $0     136
fsw     $19    $0     -1092
fadd    $5     $2     $15  
srl     $4     $17    $4   
srl     $11    $20    $24  
add     $25    $13    $31  
add     $26    $30    $13  
srl     $6     $28    $30  
fadd    $28    $24    $1   
slt     $27    $14    $2   
slt     $12    $27    $29  
lw      $23    $0     1328
sw      $13    $0     -1780
addi    $5     $0     888
fsub    $7     $0     $12  
fsw     $19    $0     -1808
fsw     $16    $0     -68
fclass  $8     $29  
lw      $20    $0     172
addi    $14    $0     -1092
sw      $10    $0     -236
flt     $23    $15    $31  
fclass  $15    $27  
slt     $7     $3     $27  
flt     $8     $6     $30  
fadd    $21    $17    $3   
flt     $28    $4     $9   
flw     $6     $0     -244
sll     $5     $1     $28  
add     $30    $12    $19  
fadd    $10    $30    $20  
sw      $15    $0     912
sub     $4     $23    $11  
lw      $26    $0     -1292
fclass  $11    $19  
addi    $6     $0     -1952
lw      $8     $0     -1884
sub     $16    $5     $31  
fsw     $0     $0     676
sw      $28    $0     -920
flt     $31    $19    $3   
flt     $5     $8     $29  
sw      $12    $0     -236
srl     $18    $8     $26  
lw      $29    $0     -1624
fsw     $29    $0     -848
srl     $9     $31    $15  
addi    $17    $0     88
lw      $1     $0     1564
fadd    $11    $22    $27  
sll     $23    $30    $9   
slt     $7     $6     $30  
flw     $18    $0     240
flt     $10    $7     $22  
fsw     $11    $0     1252
slt     $17    $16    $6   
fsw     $17    $0     952
sub     $21    $3     $11  
fclass  $13    $6   
fadd    $14    $5     $8   
add     $19    $10    $7   
fsub    $10    $9     $19  
srl     $11    $9     $11  
flw     $23    $0     -488
srl     $9     $18    $22  
slt     $2     $3     $10  
sll     $19    $15    $1   
fsub    $17    $25    $24  
add     $12    $2     $2   
fsw     $7     $0     640
sw      $28    $0     -644
srl     $6     $18    $30  
lw      $26    $0     -68
flt     $22    $29    $0   
fclass  $17    $8   
fsw     $12    $0     1408
srl     $12    $2     $17  
srl     $8     $19    $7   
add     $22    $3     $9   
addi    $24    $0     408
fclass  $17    $10  
fsub    $6     $3     $20  
sub     $7     $6     $27  
srl     $1     $8     $28  
fsub    $25    $5     $19  
flt     $24    $31    $17  
srl     $8     $26    $31  
sw      $24    $0     968
flt     $28    $21    $23  
add     $15    $6     $26  
slt     $31    $26    $7   
fclass  $15    $25  
sw      $6     $0     -1276
fsw     $2     $0     -208
fclass  $24    $19  
lw      $12    $0     364
