----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fadd    $18    $16    $0   
fadd    $6     $7     $25  
fadd    $2     $26    $11  
flw     $8     $0     -1840
fadd    $23    $27    $6   
fsw     $21    $0     1564
fadd    $12    $19    $26  
flw     $27    $0     1820
fsub    $1     $9     $9   
fsw     $1     $0     -1856
flw     $27    $0     584
fsw     $30    $0     -72
fsub    $22    $22    $0   
flw     $12    $0     1156
fsw     $21    $0     -620
flw     $6     $0     -1108
fsw     $20    $0     -632
fsub    $9     $0     $25  
fadd    $11    $23    $21  
fsub    $8     $6     $13  
fadd    $21    $16    $1   
fsub    $13    $6     $2   
fsw     $23    $0     -760
fadd    $30    $3     $14  
fsw     $20    $0     776
fsw     $10    $0     1100
fadd    $4     $8     $10  
fsw     $20    $0     1140
fsw     $6     $0     -108
fadd    $22    $31    $19  
fsub    $13    $2     $24  
fadd    $6     $22    $2   
fadd    $30    $21    $10  
flw     $21    $0     1724
flw     $31    $0     416
fadd    $6     $27    $21  
fsw     $31    $0     364
fsw     $16    $0     1756
fsub    $12    $22    $2   
fsub    $21    $25    $31  
flw     $30    $0     -804
fsub    $18    $10    $9   
fsw     $0     $0     1120
fadd    $10    $17    $31  
flw     $6     $0     2036
fadd    $12    $8     $21  
fsw     $21    $0     1632
flw     $5     $0     -1784
fsub    $14    $17    $14  
fadd    $4     $29    $5   
flw     $22    $0     -720
fsub    $20    $23    $1   
flw     $5     $0     -236
fadd    $11    $22    $7   
fsw     $7     $0     1824
fsw     $10    $0     -132
fsub    $23    $6     $23  
fadd    $27    $30    $22  
fadd    $11    $21    $26  
flw     $16    $0     -1376
fsw     $17    $0     -1832
fsub    $3     $2     $23  
fadd    $22    $25    $25  
fsub    $8     $14    $23  
fsw     $9     $0     -380
fadd    $23    $9     $3   
flw     $20    $0     -804
fsub    $30    $23    $26  
fadd    $8     $24    $12  
flw     $26    $0     492
fsw     $30    $0     1884
fsub    $25    $12    $3   
fsw     $11    $0     1380
fadd    $24    $23    $7   
flw     $16    $0     1620
fsw     $18    $0     1548
flw     $13    $0     -1920
fadd    $29    $10    $8   
fadd    $17    $11    $4   
flw     $11    $0     -328
fsub    $19    $21    $31  
flw     $10    $0     236
fsw     $29    $0     -1528
fsub    $16    $6     $28  
fsw     $1     $0     -600
fsw     $14    $0     792
flw     $26    $0     -1752
flw     $25    $0     -1476
flw     $30    $0     1052
fadd    $5     $21    $11  
fadd    $9     $12    $28  
fadd    $23    $14    $20  
flw     $25    $0     1404
fsw     $24    $0     532
fsub    $9     $5     $22  
flw     $20    $0     -2016
fsub    $1     $31    $27  
fadd    $26    $10    $12  
fsw     $30    $0     1408
fadd    $8     $19    $13  
fsw     $13    $0     -1792
fsw     $23    $0     -504
fadd    $30    $29    $8   
flw     $28    $0     -208
flw     $13    $0     1272
fsw     $19    $0     -44
fsub    $25    $31    $26  
fsw     $4     $0     -1688
fadd    $16    $2     $8   
fsub    $29    $10    $21  
fsw     $11    $0     432
fsub    $9     $19    $2   
flw     $21    $0     -676
fsub    $12    $16    $22  
fadd    $29    $8     $29  
flw     $8     $0     1588
fadd    $10    $30    $26  
flw     $24    $0     1696
fsw     $1     $0     176
flw     $8     $0     -576
flw     $17    $0     140
fsub    $20    $10    $4   
fadd    $3     $6     $31  
fadd    $2     $1     $30  
flw     $25    $0     1536
fsub    $30    $22    $17  
fadd    $3     $9     $30  
fsub    $31    $16    $17  
fsub    $14    $19    $0   
fsub    $31    $9     $26  
fadd    $20    $18    $12  
fsw     $15    $0     208
flw     $30    $0     -116
fadd    $8     $12    $12  
flw     $24    $0     -1888
flw     $29    $0     696
fsub    $20    $24    $29  
flw     $2     $0     312
fsub    $22    $16    $25  
flw     $17    $0     1432
fadd    $26    $11    $20  
fadd    $5     $13    $8   
flw     $19    $0     -1644
fsw     $13    $0     1536
fsub    $4     $5     $15  
fsw     $27    $0     1144
flw     $9     $0     1604
flw     $20    $0     -1756
flw     $28    $0     780
fadd    $1     $11    $12  
fadd    $30    $10    $3   
fsw     $13    $0     712
fadd    $26    $6     $17  
flw     $29    $0     1444
fsub    $14    $28    $1   
fsub    $4     $4     $26  
fsw     $15    $0     1212
fsub    $20    $16    $30  
flw     $26    $0     116
flw     $26    $0     1568
flw     $26    $0     -1312
flw     $30    $0     1216
fsw     $31    $0     -1028
fsw     $0     $0     1672
fsub    $1     $6     $30  
fsw     $15    $0     -1440
fsub    $22    $24    $12  
flw     $26    $0     -172
flw     $3     $0     860
flw     $12    $0     364
fadd    $28    $17    $0   
fsub    $13    $25    $11  
fsw     $22    $0     1704
fsub    $20    $19    $17  
fsw     $18    $0     -508
flw     $4     $0     -252
fsw     $15    $0     392
fadd    $9     $5     $21  
fadd    $1     $13    $14  
fsw     $7     $0     360
fsub    $31    $20    $25  
flw     $21    $0     -1504
fsub    $12    $15    $27  
flw     $4     $0     -388
flw     $14    $0     788
fsw     $14    $0     604
fsw     $12    $0     -1288
flw     $31    $0     -1976
flw     $24    $0     -136
fadd    $24    $25    $17  
flw     $9     $0     444
fadd    $30    $15    $2   
fsub    $13    $7     $28  
fsw     $13    $0     -480
fadd    $12    $3     $24  
flw     $21    $0     508
fadd    $20    $20    $28  
fadd    $7     $10    $28  
fsub    $29    $3     $19  
fsw     $30    $0     -344
flw     $10    $0     -1336
fsub    $5     $5     $5   
fadd    $30    $23    $27  
fadd    $6     $8     $6   
fsw     $23    $0     -268
flw     $18    $0     1312
fsw     $23    $0     -376
