----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
flw     $25    $0     1880
fadd    $29    $21    $8   
fsw     $20    $0     -520
fsw     $3     $0     816
flw     $25    $0     1732
flw     $16    $0     -1200
fsub    $25    $1     $6   
fsw     $15    $0     -268
fsub    $21    $2     $12  
fadd    $8     $12    $13  
fadd    $29    $20    $2   
fadd    $10    $12    $28  
fsw     $12    $0     -1856
fsw     $4     $0     -1732
fadd    $15    $25    $11  
fsub    $30    $21    $14  
fadd    $14    $31    $4   
flw     $20    $0     1396
fsub    $18    $5     $12  
fsub    $25    $12    $14  
fsw     $6     $0     -2000
fsw     $17    $0     -724
flw     $15    $0     -1728
flw     $2     $0     -1836
flw     $7     $0     -12
flw     $26    $0     244
fadd    $3     $21    $27  
flw     $31    $0     -820
fsw     $3     $0     -1424
fsw     $21    $0     -1824
fsub    $7     $4     $23  
fadd    $28    $9     $15  
fsub    $22    $11    $20  
fsub    $25    $22    $19  
fsw     $7     $0     576
fsw     $2     $0     648
fsw     $16    $0     1208
fsub    $29    $24    $30  
fsub    $11    $7     $23  
fsw     $0     $0     -1936
fadd    $9     $29    $7   
fsub    $2     $20    $25  
fadd    $13    $18    $25  
fadd    $31    $29    $14  
fadd    $10    $25    $28  
fsub    $1     $19    $2   
fadd    $13    $31    $15  
fsw     $9     $0     1156
fsw     $28    $0     -980
flw     $7     $0     -628
fsw     $22    $0     -72
flw     $15    $0     -780
flw     $6     $0     -664
fadd    $8     $3     $18  
fsub    $30    $4     $3   
fsub    $26    $31    $3   
flw     $1     $0     1120
fadd    $23    $5     $6   
flw     $24    $0     1708
fadd    $17    $11    $4   
fsub    $21    $17    $3   
flw     $1     $0     -1472
flw     $14    $0     -796
fsw     $5     $0     -452
fsub    $20    $31    $23  
fsw     $25    $0     -892
fsw     $4     $0     -40
fsub    $3     $5     $25  
fadd    $14    $28    $18  
flw     $5     $0     -1616
fadd    $24    $12    $30  
fsw     $25    $0     -1820
fadd    $22    $24    $4   
fadd    $26    $1     $22  
fsw     $18    $0     340
flw     $3     $0     1584
fsub    $15    $26    $21  
fsub    $31    $25    $22  
fadd    $21    $0     $1   
fsw     $21    $0     -404
flw     $14    $0     1920
flw     $14    $0     432
fsub    $17    $16    $2   
flw     $22    $0     -424
fadd    $5     $0     $30  
fsw     $30    $0     -860
fadd    $30    $24    $30  
fsw     $10    $0     532
fadd    $26    $10    $12  
fsw     $24    $0     568
flw     $19    $0     636
fsw     $18    $0     800
flw     $20    $0     -196
fsub    $7     $21    $8   
fsub    $6     $29    $29  
fadd    $2     $24    $20  
fadd    $18    $13    $12  
flw     $21    $0     -1704
flw     $21    $0     376
fadd    $1     $8     $9   
fsw     $10    $0     -496
fadd    $8     $8     $29  
fsub    $14    $12    $16  
fadd    $5     $1     $3   
fsub    $28    $22    $8   
fsw     $12    $0     1460
fsw     $17    $0     -128
fsw     $12    $0     1448
fsw     $27    $0     -72
fadd    $6     $15    $0   
fsub    $17    $4     $30  
fsw     $5     $0     -2012
fsw     $6     $0     -40
fsub    $16    $31    $19  
fsw     $30    $0     1404
fsub    $26    $22    $15  
fadd    $20    $2     $3   
fadd    $31    $27    $16  
flw     $31    $0     -512
flw     $31    $0     2016
fadd    $24    $29    $11  
fadd    $3     $5     $19  
fsw     $13    $0     336
fadd    $12    $13    $28  
flw     $1     $0     -1140
fsub    $14    $27    $18  
fadd    $6     $24    $29  
flw     $10    $0     1732
flw     $12    $0     -1928
flw     $19    $0     -740
fsub    $24    $19    $22  
flw     $17    $0     -1640
flw     $27    $0     1324
fadd    $24    $27    $4   
fadd    $2     $24    $16  
fadd    $10    $1     $25  
fadd    $12    $8     $20  
fsw     $0     $0     128
fsw     $20    $0     -668
flw     $9     $0     -704
fadd    $27    $6     $6   
fsw     $6     $0     -456
fsub    $24    $10    $31  
fsw     $1     $0     1424
fadd    $31    $13    $25  
fsub    $25    $28    $20  
fadd    $21    $17    $24  
flw     $14    $0     -176
fsub    $28    $25    $26  
fadd    $18    $5     $28  
flw     $28    $0     1052
flw     $14    $0     1160
fsw     $2     $0     -632
fsub    $17    $18    $7   
fsub    $9     $7     $9   
fadd    $24    $25    $2   
fsub    $9     $20    $10  
fsub    $7     $1     $31  
fsub    $13    $16    $15  
flw     $10    $0     236
fsw     $18    $0     -1460
fsw     $16    $0     480
fsw     $24    $0     1968
flw     $30    $0     1192
fsw     $30    $0     1820
fsub    $23    $20    $20  
fsw     $6     $0     1824
flw     $27    $0     -452
flw     $11    $0     1880
fsw     $0     $0     -488
fsub    $15    $16    $4   
fadd    $1     $1     $26  
fsub    $8     $7     $19  
flw     $30    $0     1648
flw     $30    $0     1220
fsub    $5     $8     $27  
fsub    $18    $23    $6   
fadd    $1     $13    $31  
flw     $16    $0     -1144
fsw     $17    $0     324
fadd    $19    $26    $31  
flw     $6     $0     -164
flw     $29    $0     1192
fsub    $26    $4     $8   
fsw     $17    $0     -460
fadd    $9     $5     $15  
fadd    $30    $19    $30  
fsub    $30    $21    $5   
fadd    $15    $14    $23  
fsw     $6     $0     -1480
fsub    $21    $24    $21  
fadd    $26    $13    $18  
flw     $2     $0     952
fsub    $5     $12    $22  
fsub    $2     $7     $30  
fadd    $6     $30    $7   
fsub    $10    $1     $30  
fsw     $4     $0     -1568
flw     $2     $0     752
flw     $3     $0     1224
fsub    $23    $11    $7   
flw     $27    $0     -12
fadd    $10    $16    $16  
fsw     $12    $0     1496
fsub    $12    $10    $24  
