----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fsub    $17    $26    $14  
fsw     $16    $0     -1844
fsub    $7     $24    $25  
fsw     $25    $0     1984
flw     $14    $0     1624
fadd    $26    $21    $22  
fsw     $29    $0     1656
fadd    $16    $3     $25  
fadd    $2     $16    $25  
flw     $10    $0     1412
fadd    $27    $6     $11  
fadd    $26    $26    $23  
fadd    $4     $5     $9   
fsub    $29    $5     $23  
flw     $21    $0     -1968
flw     $7     $0     -388
fadd    $2     $10    $17  
fsw     $24    $0     1840
fsw     $12    $0     140
fsw     $13    $0     -332
fsw     $16    $0     292
fsw     $9     $0     556
fsw     $1     $0     -1496
fsw     $8     $0     1884
flw     $19    $0     -1668
fsw     $17    $0     0
fsub    $21    $18    $26  
fadd    $22    $28    $20  
flw     $18    $0     -1340
flw     $1     $0     1908
fsub    $19    $25    $29  
fsw     $12    $0     -1440
fsw     $10    $0     1752
fsw     $13    $0     1008
fsw     $9     $0     -1728
fadd    $13    $4     $19  
fsw     $26    $0     232
fadd    $27    $0     $18  
fadd    $30    $26    $5   
fsub    $11    $29    $9   
fsw     $30    $0     1664
fadd    $28    $5     $21  
flw     $6     $0     -1104
flw     $16    $0     624
fsw     $14    $0     1120
flw     $16    $0     -228
flw     $2     $0     1796
fsw     $1     $0     -224
fadd    $26    $26    $15  
fsub    $18    $23    $15  
fadd    $6     $17    $31  
fsub    $14    $7     $16  
fadd    $28    $25    $28  
fadd    $18    $4     $25  
fadd    $31    $21    $28  
fsub    $13    $23    $15  
fadd    $21    $21    $19  
fsub    $26    $31    $9   
fsw     $31    $0     -1276
flw     $17    $0     -636
flw     $1     $0     808
fsw     $23    $0     740
flw     $8     $0     -16
fadd    $20    $9     $21  
fadd    $21    $21    $6   
fsw     $9     $0     -1276
fadd    $17    $20    $2   
fsw     $19    $0     1704
fadd    $4     $31    $25  
fsw     $27    $0     -48
flw     $26    $0     -664
fadd    $28    $9     $7   
fsw     $13    $0     -476
fadd    $23    $9     $3   
fsw     $26    $0     1424
fsub    $19    $3     $9   
flw     $24    $0     1124
fsub    $18    $8     $16  
fsub    $20    $13    $7   
fsw     $14    $0     1260
fsub    $18    $3     $31  
fadd    $18    $15    $0   
fadd    $19    $15    $4   
flw     $18    $0     792
flw     $11    $0     936
flw     $11    $0     120
flw     $28    $0     584
flw     $19    $0     -1076
flw     $9     $0     548
fadd    $17    $22    $21  
fadd    $4     $9     $10  
flw     $4     $0     -64
fsw     $21    $0     1876
fsw     $23    $0     272
fsub    $20    $16    $22  
fadd    $20    $20    $0   
flw     $4     $0     -168
fsw     $11    $0     -1176
fadd    $9     $10    $14  
fadd    $4     $20    $5   
fsw     $1     $0     384
flw     $7     $0     -1104
fsw     $23    $0     1420
fadd    $9     $18    $15  
fsub    $7     $29    $27  
flw     $25    $0     -440
flw     $28    $0     -1596
fadd    $19    $8     $1   
fadd    $27    $10    $24  
flw     $27    $0     1352
fsub    $17    $16    $26  
fsub    $17    $26    $8   
flw     $21    $0     1964
fadd    $3     $1     $31  
fadd    $3     $26    $6   
flw     $31    $0     1856
fsub    $1     $30    $11  
fadd    $28    $26    $18  
fsub    $11    $17    $6   
flw     $9     $0     -1204
flw     $19    $0     -1040
fsw     $31    $0     800
flw     $7     $0     700
fadd    $29    $4     $12  
fsub    $31    $31    $7   
fsw     $31    $0     904
fsw     $7     $0     452
fsub    $1     $31    $24  
fsw     $12    $0     360
flw     $26    $0     916
fsub    $20    $14    $27  
flw     $1     $0     684
fsw     $24    $0     -1612
fsw     $28    $0     1232
flw     $1     $0     1908
fsw     $17    $0     808
flw     $29    $0     1044
fadd    $3     $25    $23  
flw     $11    $0     -1228
fadd    $17    $15    $27  
flw     $14    $0     1516
fsw     $23    $0     -1488
flw     $17    $0     1336
flw     $25    $0     40
flw     $1     $0     228
fsw     $0     $0     -1244
flw     $11    $0     -1076
fadd    $7     $11    $29  
flw     $25    $0     -48
flw     $2     $0     -116
flw     $30    $0     876
fsw     $6     $0     -836
fadd    $22    $29    $8   
fadd    $15    $31    $19  
fadd    $2     $13    $14  
fadd    $22    $16    $24  
fsub    $17    $26    $23  
fadd    $1     $19    $19  
fsw     $17    $0     1828
fsw     $2     $0     528
fsw     $1     $0     -1860
flw     $24    $0     -1840
flw     $22    $0     1088
fsw     $29    $0     556
flw     $28    $0     1452
fsw     $2     $0     -744
fsub    $8     $22    $23  
fadd    $8     $22    $4   
fsw     $8     $0     -916
fsub    $28    $1     $20  
fsw     $12    $0     620
fsw     $3     $0     -1292
fadd    $20    $16    $17  
fsw     $16    $0     -704
fadd    $25    $22    $13  
fsw     $4     $0     996
fadd    $9     $27    $3   
fsub    $7     $30    $7   
flw     $6     $0     1888
fadd    $14    $30    $18  
fsw     $4     $0     -1936
fsw     $11    $0     -816
flw     $28    $0     -288
fsw     $12    $0     -516
fadd    $10    $1     $24  
fsub    $29    $26    $14  
fadd    $23    $28    $0   
fsw     $21    $0     812
fsub    $5     $16    $3   
flw     $12    $0     824
fadd    $29    $29    $2   
flw     $15    $0     -544
fadd    $23    $12    $20  
flw     $18    $0     -660
fsw     $8     $0     -1792
fsub    $4     $6     $31  
fsw     $14    $0     1568
fadd    $27    $20    $16  
fsub    $25    $31    $14  
fsw     $8     $0     -36
fsw     $3     $0     -692
fadd    $18    $7     $17  
fsub    $28    $1     $31  
fadd    $21    $23    $7   
fsw     $19    $0     -1936
fadd    $6     $10    $18  
fadd    $29    $23    $0   
