----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
slt     $16    $26    $7   
fclass  $11    $12  
lw      $22    $0     -1560
sw      $29    $0     -1972
sll     $30    $8     $25  
fsw     $29    $0     1280
lw      $3     $0     -708
fadd    $26    $2     $2   
fsub    $13    $19    $0   
fsw     $5     $0     -1080
fclass  $24    $2   
sll     $6     $24    $0   
fsub    $30    $26    $20  
flw     $7     $0     -1288
flw     $22    $0     -996
slt     $4     $26    $8   
fsub    $6     $18    $1   
sub     $16    $2     $1   
flw     $8     $0     844
flw     $28    $0     880
fadd    $11    $18    $25  
sw      $29    $0     1368
add     $6     $3     $18  
srl     $29    $21    $5   
sw      $12    $0     -1932
flw     $12    $0     -1492
srl     $1     $4     $7   
sub     $24    $18    $8   
flt     $12    $11    $25  
flw     $20    $0     -1048
add     $12    $14    $19  
add     $10    $21    $4   
sub     $12    $0     $31  
sll     $12    $24    $12  
flw     $29    $0     -1160
fsw     $0     $0     772
flt     $9     $13    $19  
fsw     $13    $0     -200
sw      $29    $0     -800
fsub    $8     $11    $22  
fclass  $10    $8   
fsw     $1     $0     1876
fadd    $10    $3     $8   
fsub    $10    $29    $4   
sub     $6     $4     $12  
addi    $6     $0     -108
slt     $12    $31    $0   
add     $14    $0     $9   
add     $20    $17    $16  
slt     $15    $21    $6   
slt     $26    $10    $29  
flt     $5     $21    $0   
srl     $2     $13    $13  
add     $13    $17    $2   
sll     $14    $13    $30  
flw     $8     $0     608
slt     $22    $27    $13  
sub     $8     $25    $10  
sll     $14    $9     $11  
flw     $13    $0     1296
sll     $3     $4     $10  
fadd    $20    $2     $6   
srl     $20    $16    $25  
addi    $22    $0     1600
add     $13    $20    $20  
lw      $22    $0     716
flw     $5     $0     -40
fsub    $9     $14    $4   
addi    $5     $0     -1608
slt     $2     $0     $20  
add     $8     $21    $1   
flw     $5     $0     1256
lw      $14    $0     -2032
fsw     $12    $0     -1668
sw      $15    $0     -1840
sub     $23    $10    $0   
sll     $21    $12    $6   
flt     $6     $19    $8   
sw      $25    $0     -1908
fadd    $12    $23    $3   
fclass  $13    $5   
fadd    $8     $25    $15  
srl     $19    $23    $29  
addi    $12    $0     1400
lw      $19    $0     1628
fsw     $21    $0     -1784
srl     $10    $1     $27  
slt     $2     $12    $0   
fclass  $10    $16  
fadd    $28    $24    $19  
lw      $13    $0     984
flw     $13    $0     -1020
slt     $23    $7     $16  
fsub    $21    $0     $18  
slt     $18    $18    $5   
sw      $8     $0     936
lw      $20    $0     -1020
fsw     $23    $0     580
sll     $19    $31    $3   
fclass  $29    $19  
sub     $22    $13    $1   
fclass  $8     $21  
flw     $21    $0     -1804
fclass  $15    $14  
srl     $31    $3     $21  
add     $22    $10    $30  
sw      $27    $0     1240
flt     $6     $5     $19  
fclass  $11    $28  
sw      $15    $0     560
sw      $26    $0     380
flt     $23    $0     $8   
fadd    $16    $29    $11  
sll     $21    $17    $20  
slt     $11    $20    $27  
addi    $25    $0     1948
fclass  $6     $31  
sll     $22    $3     $29  
lw      $23    $0     -1176
fclass  $13    $11  
slt     $31    $30    $24  
flw     $20    $0     -484
addi    $5     $0     -1416
slt     $1     $9     $7   
lw      $21    $0     -1752
add     $16    $16    $28  
lw      $23    $0     -1508
slt     $24    $15    $8   
sll     $31    $8     $24  
flw     $9     $0     312
sw      $3     $0     -1680
sll     $20    $10    $1   
slt     $23    $13    $26  
fsw     $12    $0     -1648
flt     $19    $2     $13  
fsw     $0     $0     984
sll     $6     $29    $21  
add     $9     $27    $21  
sw      $24    $0     1952
flw     $12    $0     -1284
flt     $30    $24    $26  
fsw     $23    $0     -1944
flt     $19    $1     $9   
fsw     $6     $0     -2024
sll     $10    $23    $20  
fsub    $30    $4     $12  
add     $26    $22    $6   
fsub    $18    $14    $9   
fadd    $18    $22    $24  
fsub    $28    $1     $1   
fsw     $3     $0     -1932
fsw     $27    $0     -1024
fsw     $19    $0     2032
flw     $16    $0     -544
flt     $26    $15    $4   
fclass  $18    $3   
sll     $5     $28    $28  
sll     $14    $24    $5   
fsw     $16    $0     1872
sll     $3     $26    $24  
fsub    $19    $23    $5   
fclass  $21    $27  
srl     $8     $13    $5   
slt     $19    $4     $0   
flw     $7     $0     -600
srl     $15    $11    $20  
flt     $3     $14    $1   
fsub    $6     $31    $7   
sub     $28    $15    $1   
flt     $16    $22    $17  
sub     $24    $16    $16  
addi    $12    $0     1952
flt     $15    $8     $18  
fsub    $27    $29    $15  
fsw     $31    $0     2008
fadd    $5     $4     $9   
slt     $23    $8     $15  
slt     $11    $25    $18  
addi    $28    $0     1796
fclass  $30    $0   
fclass  $23    $7   
sll     $4     $24    $9   
addi    $17    $0     -256
lw      $2     $0     1820
addi    $26    $0     232
fclass  $10    $26  
slt     $12    $20    $12  
flt     $6     $15    $17  
fsub    $15    $12    $0   
flt     $12    $12    $24  
fadd    $5     $14    $13  
flw     $1     $0     2020
fsw     $18    $0     384
fsw     $11    $0     800
flw     $27    $0     872
sw      $10    $0     1684
fadd    $23    $23    $0   
fclass  $3     $25  
sll     $16    $16    $26  
fsub    $13    $6     $30  
fsub    $12    $21    $16  
lw      $13    $0     664
sll     $5     $15    $4   
sll     $22    $3     $21  
srl     $3     $31    $12  
flt     $3     $15    $6   
flt     $26    $15    $7   
fsub    $2     $31    $10  
srl     $7     $1     $19  
flt     $13    $31    $30  
fadd    $23    $7     $13  
fadd    $2     $14    $24  
add     $19    $0     $2   
lw      $1     $0     -1840
