----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
sll     $21    $16    $24  
slt     $6     $26    $25  
flt     $2     $17    $11  
addi    $30    $0     -740
sw      $10    $0     260
fadd    $13    $21    $23  
sw      $22    $0     -1644
flt     $8     $21    $3   
sll     $6     $3     $9   
sub     $25    $10    $27  
flw     $2     $0     -340
sll     $27    $16    $21  
sw      $19    $0     1580
sub     $14    $7     $20  
fsw     $16    $0     -736
flt     $21    $14    $23  
slt     $12    $3     $27  
flt     $31    $24    $16  
addi    $12    $0     856
srl     $12    $29    $13  
add     $22    $17    $14  
fsub    $22    $29    $8   
flw     $18    $0     988
sub     $27    $6     $28  
addi    $15    $0     880
fsw     $11    $0     944
fsub    $19    $31    $1   
flt     $31    $26    $18  
addi    $19    $0     -784
flw     $19    $0     1460
flw     $4     $0     -436
addi    $27    $0     -992
flw     $16    $0     2040
flw     $13    $0     408
slt     $21    $7     $25  
fclass  $10    $7   
flt     $26    $2     $19  
sw      $21    $0     -1224
addi    $16    $0     1568
fsub    $18    $13    $23  
sub     $4     $15    $20  
add     $22    $1     $9   
sw      $28    $0     -1172
lw      $28    $0     180
flt     $11    $11    $11  
sub     $9     $7     $2   
fclass  $18    $8   
flw     $7     $0     -756
srl     $28    $18    $3   
flw     $21    $0     276
flt     $12    $11    $17  
sll     $10    $11    $10  
srl     $19    $8     $18  
flt     $29    $2     $19  
addi    $24    $0     -1324
sll     $8     $12    $6   
sub     $3     $16    $19  
flw     $14    $0     -16
sub     $7     $25    $26  
slt     $17    $13    $8   
srl     $22    $6     $4   
add     $25    $6     $26  
sll     $11    $6     $3   
add     $26    $9     $12  
fsw     $23    $0     -1604
sll     $13    $1     $19  
sll     $1     $15    $4   
addi    $10    $0     2004
flw     $12    $0     756
srl     $5     $21    $25  
flt     $18    $5     $14  
srl     $12    $1     $25  
sub     $20    $26    $1   
fclass  $13    $6   
add     $12    $23    $12  
flw     $16    $0     -660
slt     $26    $2     $6   
sw      $20    $0     916
sub     $7     $1     $5   
flw     $17    $0     -92
sw      $15    $0     872
fadd    $28    $17    $2   
slt     $6     $21    $11  
fsub    $19    $25    $15  
addi    $8     $0     -108
fsw     $10    $0     1920
fadd    $30    $3     $12  
fsw     $7     $0     -424
add     $21    $13    $12  
slt     $24    $25    $21  
fclass  $31    $1   
srl     $26    $2     $30  
fsub    $8     $24    $12  
lw      $20    $0     1940
fsub    $1     $21    $16  
add     $8     $24    $12  
slt     $30    $3     $26  
sub     $14    $13    $14  
fsw     $24    $0     -96
sw      $25    $0     -1496
add     $9     $23    $16  
slt     $15    $9     $8   
fsw     $14    $0     664
fsw     $27    $0     -1392
slt     $23    $19    $20  
sw      $0     $0     1752
fadd    $13    $29    $3   
addi    $21    $0     -548
sub     $9     $6     $3   
flw     $21    $0     -1948
fadd    $30    $0     $8   
fsw     $25    $0     232
sll     $12    $29    $2   
slt     $18    $4     $22  
fsub    $6     $9     $20  
fsub    $16    $23    $28  
srl     $3     $18    $1   
addi    $3     $0     -1572
addi    $12    $0     -724
fclass  $17    $21  
fsw     $13    $0     1248
addi    $6     $0     332
flt     $3     $21    $29  
addi    $24    $0     -1916
fsub    $19    $18    $25  
fclass  $1     $22  
sll     $6     $24    $25  
flt     $15    $1     $31  
addi    $11    $0     68
add     $12    $26    $6   
flw     $28    $0     -1072
lw      $9     $0     -480
addi    $20    $0     740
fclass  $3     $19  
flt     $1     $3     $30  
slt     $28    $25    $25  
add     $31    $10    $7   
flt     $3     $12    $30  
sll     $30    $0     $29  
sll     $17    $24    $18  
srl     $25    $0     $21  
fclass  $2     $14  
flt     $24    $9     $19  
fclass  $17    $13  
fclass  $17    $16  
add     $30    $7     $13  
add     $10    $9     $20  
sub     $26    $7     $27  
lw      $14    $0     1008
sll     $13    $14    $12  
add     $2     $11    $12  
addi    $26    $0     -1396
fsw     $15    $0     1168
flt     $10    $20    $16  
fsub    $23    $12    $22  
sll     $28    $7     $13  
fsub    $7     $6     $0   
srl     $5     $17    $1   
fsub    $24    $20    $12  
add     $11    $3     $2   
srl     $5     $20    $11  
sll     $30    $1     $6   
sll     $29    $23    $4   
fsub    $7     $1     $13  
addi    $15    $0     344
srl     $18    $31    $31  
fsub    $15    $29    $27  
lw      $28    $0     1228
flt     $5     $9     $4   
fsw     $13    $0     20
slt     $21    $5     $24  
add     $21    $31    $22  
addi    $27    $0     1240
sub     $14    $14    $25  
srl     $24    $21    $2   
fsw     $21    $0     1548
sub     $17    $0     $15  
sub     $16    $11    $2   
add     $31    $19    $2   
flt     $15    $27    $4   
srl     $28    $0     $9   
addi    $28    $0     1360
addi    $8     $0     1244
addi    $18    $0     -2024
fsub    $6     $23    $11  
fclass  $10    $13  
flw     $14    $0     768
addi    $7     $0     1600
srl     $11    $27    $25  
addi    $1     $0     -780
lw      $27    $0     -1460
add     $7     $10    $11  
flt     $31    $26    $12  
fsw     $29    $0     -1876
fclass  $4     $11  
sll     $15    $8     $1   
fclass  $16    $30  
addi    $26    $0     584
addi    $30    $0     -1252
fadd    $30    $9     $21  
fclass  $19    $9   
sll     $12    $29    $11  
srl     $1     $27    $0   
addi    $26    $0     1196
flw     $3     $0     228
sll     $29    $28    $11  
fsub    $8     $19    $2   
sub     $2     $26    $12  
fadd    $22    $16    $18  
sll     $22    $31    $11  
flt     $27    $2     $24  
fsub    $18    $8     $6   
sw      $9     $0     -332
sub     $10    $30    $10  
fsub    $28    $22    $17  
srl     $15    $1     $0   
