----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
flw     $8     $0     548
flw     $18    $0     1204
flw     $30    $0     -480
fsw     $17    $0     -1464
fsub    $24    $7     $3   
fsub    $17    $21    $8   
fadd    $31    $2     $18  
fsw     $20    $0     -856
flw     $11    $0     -1184
flw     $9     $0     -1788
fsub    $31    $6     $25  
flw     $13    $0     -1244
fsub    $11    $13    $14  
fsw     $7     $0     1664
fsw     $26    $0     1504
flw     $9     $0     1744
flw     $29    $0     1048
flw     $20    $0     1204
flw     $1     $0     -652
fadd    $9     $14    $19  
flw     $28    $0     -196
fsub    $3     $11    $4   
flw     $13    $0     -1068
fsub    $21    $8     $30  
fsw     $23    $0     -1472
fadd    $21    $3     $29  
fadd    $16    $2     $22  
flw     $27    $0     896
flw     $29    $0     1740
fadd    $16    $24    $25  
fsub    $22    $15    $8   
fsw     $0     $0     1596
fsub    $24    $9     $5   
fadd    $24    $25    $31  
fadd    $8     $0     $7   
flw     $1     $0     -72
fadd    $26    $23    $18  
fadd    $23    $24    $1   
flw     $8     $0     -1820
fadd    $19    $6     $15  
fadd    $10    $2     $3   
flw     $29    $0     136
fadd    $19    $12    $20  
fadd    $1     $23    $29  
flw     $25    $0     -500
fsub    $13    $1     $13  
fsw     $25    $0     -1928
fsw     $26    $0     -2004
flw     $26    $0     -1832
fsub    $17    $21    $13  
fadd    $6     $21    $11  
fsub    $26    $1     $1   
fadd    $19    $27    $9   
fsw     $10    $0     160
fsub    $15    $15    $12  
fsw     $28    $0     -1160
fsw     $27    $0     -452
fadd    $27    $26    $15  
fsub    $2     $11    $28  
fadd    $14    $1     $5   
fsw     $7     $0     296
fsw     $2     $0     352
fadd    $26    $0     $26  
flw     $3     $0     -1964
fsub    $14    $11    $28  
fsub    $28    $30    $31  
fadd    $26    $23    $28  
fadd    $14    $10    $3   
fsw     $2     $0     -532
flw     $7     $0     -1788
fsw     $9     $0     -1648
flw     $21    $0     1256
fsub    $28    $5     $4   
fsw     $16    $0     -2036
fadd    $14    $26    $21  
fsub    $16    $11    $5   
fsw     $0     $0     512
fsub    $10    $19    $22  
fadd    $19    $17    $25  
fsub    $20    $28    $16  
flw     $25    $0     1896
fsub    $27    $23    $30  
fsw     $6     $0     -1980
fsw     $5     $0     -104
fadd    $2     $0     $15  
fsw     $11    $0     -688
fsw     $1     $0     1328
flw     $8     $0     696
fsub    $19    $30    $12  
fsub    $19    $24    $17  
flw     $19    $0     1400
fadd    $28    $7     $8   
fadd    $7     $26    $11  
fadd    $25    $14    $21  
fsw     $15    $0     1968
fsub    $23    $13    $18  
fsw     $13    $0     -1588
fsw     $7     $0     232
fsw     $23    $0     -776
fsub    $5     $27    $18  
fadd    $21    $10    $31  
fadd    $6     $23    $5   
fsw     $7     $0     656
fsw     $8     $0     944
fsub    $16    $31    $29  
fsub    $15    $5     $13  
fsw     $10    $0     -564
flw     $4     $0     -328
fsub    $3     $17    $1   
fsub    $3     $9     $22  
fadd    $25    $21    $29  
fsw     $1     $0     -2028
fsw     $7     $0     1344
fsub    $20    $7     $10  
flw     $24    $0     -44
fadd    $18    $11    $5   
fadd    $14    $10    $15  
fadd    $2     $13    $31  
fadd    $1     $20    $13  
fsub    $2     $26    $2   
flw     $28    $0     -156
flw     $23    $0     872
flw     $15    $0     360
fsub    $27    $17    $0   
fadd    $5     $30    $22  
flw     $22    $0     1284
fsub    $21    $5     $19  
flw     $25    $0     -560
flw     $21    $0     1372
fsw     $31    $0     820
fadd    $31    $24    $10  
fadd    $5     $17    $29  
flw     $15    $0     -1828
fsub    $31    $19    $6   
fsub    $4     $9     $18  
fsw     $11    $0     64
fsub    $8     $23    $12  
flw     $16    $0     -612
fsw     $8     $0     -68
fsw     $11    $0     1124
flw     $3     $0     -452
flw     $20    $0     -36
fsw     $25    $0     -1492
flw     $22    $0     -552
fadd    $26    $30    $31  
fadd    $14    $20    $15  
fsub    $24    $14    $27  
fadd    $24    $22    $13  
fsub    $5     $9     $0   
fadd    $23    $8     $16  
fsw     $26    $0     508
fsub    $7     $0     $16  
fadd    $20    $28    $6   
fsub    $20    $21    $0   
fadd    $31    $24    $23  
fsw     $24    $0     864
flw     $21    $0     -1788
fsub    $17    $0     $8   
fadd    $1     $29    $27  
fsw     $30    $0     428
fsub    $5     $16    $7   
fsub    $18    $5     $12  
fadd    $21    $14    $26  
fsub    $24    $1     $22  
fsub    $18    $11    $18  
flw     $13    $0     -1064
flw     $28    $0     -1708
fsw     $1     $0     1428
fsub    $3     $0     $11  
fadd    $4     $4     $23  
flw     $24    $0     1776
fsub    $21    $31    $21  
flw     $8     $0     1232
fsw     $7     $0     -1792
fsw     $14    $0     360
fsub    $21    $15    $26  
fadd    $28    $17    $22  
fsub    $17    $18    $27  
fsw     $19    $0     1140
fadd    $28    $2     $20  
flw     $8     $0     -460
fsub    $22    $25    $23  
fsub    $2     $31    $26  
fsw     $22    $0     -88
fsub    $26    $4     $10  
fsw     $12    $0     -380
flw     $18    $0     884
fsw     $8     $0     1896
fsw     $31    $0     -260
fsub    $18    $29    $18  
fadd    $16    $17    $8   
fsub    $23    $23    $21  
flw     $12    $0     60
flw     $28    $0     1296
flw     $12    $0     1280
fsub    $12    $20    $12  
flw     $11    $0     1004
fadd    $18    $18    $31  
flw     $2     $0     1524
flw     $18    $0     -1752
fsub    $7     $14    $7   
fsub    $29    $20    $1   
fadd    $31    $10    $5   
fsub    $22    $4     $30  
fsub    $31    $10    $9   
