----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fsw     $21    $0     1492
sll     $30    $3     $3   
slt     $6     $4     $7   
sw      $15    $0     1328
add     $8     $7     $21  
sub     $31    $21    $13  
lw      $14    $0     136
flt     $12    $17    $22  
flt     $26    $6     $30  
sll     $14    $28    $14  
slt     $5     $21    $31  
flw     $11    $0     -1636
flt     $9     $13    $29  
addi    $12    $0     -1872
flw     $21    $0     -336
fclass  $23    $19  
sw      $29    $0     1936
sub     $30    $29    $31  
fclass  $8     $28  
sll     $5     $8     $8   
flw     $21    $0     -496
fclass  $28    $30  
fsub    $28    $24    $31  
slt     $21    $21    $4   
slt     $19    $8     $27  
flw     $19    $0     -368
add     $25    $14    $11  
sw      $6     $0     968
flw     $22    $0     1160
flw     $24    $0     1540
fclass  $17    $28  
fsw     $15    $0     1992
addi    $17    $0     -772
lw      $16    $0     -1840
slt     $26    $6     $30  
lw      $14    $0     -1864
fclass  $22    $21  
fadd    $26    $8     $2   
flt     $25    $12    $27  
sub     $15    $29    $8   
fclass  $19    $3   
sll     $28    $2     $12  
sw      $9     $0     1168
fsub    $20    $24    $28  
addi    $24    $0     380
addi    $23    $0     104
srl     $27    $21    $22  
addi    $22    $0     -188
fsw     $19    $0     88
srl     $12    $8     $28  
addi    $5     $0     -2004
sw      $12    $0     -1420
fclass  $14    $2   
fsw     $31    $0     -1144
fsw     $4     $0     980
sll     $3     $23    $7   
addi    $13    $0     1992
flw     $7     $0     -1036
slt     $27    $27    $11  
addi    $18    $0     -1632
fadd    $5     $1     $11  
addi    $25    $0     -948
sw      $2     $0     1232
srl     $9     $24    $2   
lw      $10    $0     136
addi    $29    $0     620
lw      $9     $0     176
slt     $28    $31    $29  
fadd    $20    $9     $23  
sw      $12    $0     1636
fclass  $7     $4   
sw      $5     $0     1492
sw      $18    $0     1904
add     $18    $27    $6   
sll     $11    $8     $9   
flt     $14    $13    $4   
slt     $12    $24    $21  
addi    $21    $0     1196
fsw     $17    $0     792
flw     $25    $0     916
fclass  $7     $3   
lw      $24    $0     1484
add     $21    $2     $19  
add     $7     $27    $0   
sw      $5     $0     88
slt     $6     $10    $10  
slt     $3     $5     $13  
sll     $18    $0     $25  
sub     $2     $7     $19  
flw     $17    $0     232
lw      $10    $0     -1848
add     $27    $10    $15  
sw      $29    $0     600
flw     $10    $0     -1168
fclass  $16    $19  
addi    $14    $0     -1264
srl     $5     $2     $14  
lw      $24    $0     1972
fsub    $21    $26    $2   
sw      $12    $0     -1952
addi    $25    $0     1012
slt     $28    $15    $10  
srl     $28    $21    $20  
sub     $12    $14    $16  
fclass  $23    $17  
add     $27    $15    $14  
flw     $8     $0     -1204
lw      $4     $0     460
sub     $7     $1     $15  
fsub    $18    $0     $15  
add     $7     $13    $3   
addi    $2     $0     1676
addi    $10    $0     660
srl     $21    $15    $7   
fsub    $22    $2     $1   
fsub    $17    $14    $6   
sub     $19    $30    $12  
slt     $25    $12    $14  
flw     $3     $0     676
flt     $29    $8     $25  
fsw     $17    $0     1388
addi    $29    $0     988
fsw     $19    $0     1268
slt     $2     $24    $29  
addi    $14    $0     700
slt     $25    $28    $29  
fsub    $21    $23    $25  
addi    $7     $0     628
fclass  $13    $30  
lw      $15    $0     856
sw      $6     $0     -168
slt     $1     $2     $12  
fclass  $26    $10  
add     $31    $30    $18  
fclass  $24    $1   
slt     $31    $26    $9   
flt     $12    $21    $10  
srl     $28    $27    $4   
sub     $25    $16    $27  
fsub    $24    $15    $6   
flt     $29    $20    $9   
addi    $14    $0     1968
srl     $30    $10    $24  
lw      $19    $0     -1652
fclass  $22    $15  
fadd    $22    $0     $11  
sll     $3     $17    $23  
sub     $11    $6     $3   
sub     $20    $18    $29  
srl     $15    $20    $11  
flt     $22    $7     $27  
sub     $6     $2     $8   
sw      $31    $0     -1620
sw      $9     $0     972
sub     $16    $4     $5   
sll     $6     $16    $16  
srl     $20    $25    $25  
flw     $25    $0     -1332
fsub    $23    $21    $0   
slt     $7     $24    $18  
lw      $24    $0     -192
fadd    $10    $26    $22  
fadd    $8     $12    $26  
sub     $8     $8     $25  
fsub    $3     $29    $11  
flw     $22    $0     1624
add     $20    $18    $9   
fsw     $18    $0     444
sll     $30    $23    $11  
fadd    $2     $12    $27  
fadd    $13    $27    $14  
fsw     $8     $0     -436
fsub    $5     $20    $30  
add     $28    $30    $27  
addi    $21    $0     1176
sw      $9     $0     1072
sll     $9     $0     $10  
sll     $21    $30    $3   
flt     $29    $30    $3   
addi    $8     $0     668
sub     $1     $27    $3   
fsw     $2     $0     348
addi    $25    $0     1212
flt     $2     $29    $2   
sub     $15    $15    $2   
fsw     $4     $0     -268
slt     $9     $30    $13  
fsub    $11    $19    $25  
slt     $28    $23    $16  
sw      $2     $0     1484
fadd    $13    $0     $21  
flt     $19    $14    $6   
slt     $16    $26    $23  
add     $20    $16    $13  
sub     $4     $19    $9   
fadd    $11    $5     $18  
flt     $16    $29    $1   
add     $13    $21    $24  
add     $22    $26    $9   
sll     $26    $26    $14  
flw     $1     $0     -1044
slt     $25    $15    $16  
sll     $20    $30    $3   
fclass  $12    $20  
fsub    $4     $14    $6   
flw     $1     $0     868
fsw     $1     $0     -220
fadd    $18    $20    $24  
srl     $2     $7     $1   
fsw     $16    $0     -648
sw      $31    $0     748
add     $6     $29    $22  
fclass  $8     $5   
add     $16    $8     $30  
flt     $6     $26    $1   
sw      $3     $0     608
add     $27    $30    $2   
sll     $12    $4     $10  
