----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
flw     $3     $0     -1968
fsw     $23    $0     556
fadd    $7     $3     $25  
fadd    $12    $5     $23  
fsub    $21    $29    $7   
fsw     $31    $0     556
fadd    $6     $23    $14  
fsw     $2     $0     -1888
fsub    $5     $16    $28  
fadd    $3     $31    $20  
fsub    $31    $15    $5   
fsub    $4     $23    $18  
fsub    $15    $18    $21  
fadd    $4     $23    $23  
fsw     $27    $0     508
flw     $19    $0     -1760
fsub    $8     $19    $4   
fadd    $12    $20    $19  
fsub    $22    $23    $2   
fsw     $6     $0     -188
fsub    $1     $8     $6   
flw     $14    $0     -756
flw     $2     $0     -124
fsub    $19    $24    $6   
fsub    $12    $18    $29  
flw     $14    $0     -96
flw     $19    $0     -1936
fadd    $1     $15    $6   
fsub    $8     $14    $2   
fsw     $20    $0     -1280
fsub    $27    $12    $27  
fadd    $12    $16    $22  
fsw     $28    $0     824
fsw     $16    $0     792
fsw     $10    $0     1624
fadd    $17    $8     $29  
flw     $17    $0     -1720
flw     $8     $0     624
fsw     $20    $0     -1428
fadd    $6     $9     $15  
fadd    $8     $18    $5   
flw     $16    $0     1792
fsub    $17    $7     $9   
fsw     $26    $0     -1124
fadd    $15    $24    $1   
fadd    $15    $15    $6   
fsub    $17    $27    $26  
fadd    $3     $3     $26  
fsw     $16    $0     -132
flw     $1     $0     -1180
fsw     $20    $0     -408
flw     $20    $0     1404
fsub    $31    $12    $8   
flw     $19    $0     1824
flw     $25    $0     -1584
fsub    $6     $15    $1   
flw     $18    $0     -1936
fsw     $18    $0     -520
fadd    $1     $26    $16  
fsub    $8     $16    $8   
fadd    $25    $14    $11  
fsub    $5     $10    $24  
flw     $24    $0     1000
fsw     $2     $0     728
flw     $15    $0     -320
fadd    $3     $10    $31  
flw     $4     $0     1620
fsw     $15    $0     -1892
fsub    $12    $17    $1   
flw     $26    $0     -1252
fadd    $28    $29    $25  
flw     $30    $0     -1820
fsub    $24    $21    $27  
flw     $25    $0     -1388
flw     $18    $0     552
flw     $7     $0     1164
fsw     $30    $0     -1696
fadd    $27    $9     $6   
flw     $16    $0     -1036
fadd    $10    $6     $12  
fsub    $18    $2     $29  
fsw     $13    $0     188
flw     $2     $0     -1284
fsw     $3     $0     1704
fsub    $19    $22    $21  
flw     $3     $0     568
flw     $11    $0     216
fsw     $13    $0     192
fadd    $3     $7     $24  
fadd    $29    $0     $3   
fsw     $20    $0     -700
fsw     $3     $0     1176
fsw     $5     $0     -1444
fadd    $19    $10    $23  
fsub    $2     $5     $26  
fsw     $19    $0     56
fsub    $10    $16    $12  
fsub    $16    $18    $25  
fsub    $13    $4     $10  
fsw     $31    $0     868
fsub    $24    $8     $9   
fadd    $14    $24    $21  
fadd    $29    $19    $0   
flw     $16    $0     468
flw     $18    $0     16
fadd    $25    $1     $29  
flw     $3     $0     -1236
fsw     $5     $0     696
flw     $9     $0     288
fadd    $29    $23    $23  
flw     $26    $0     572
fsub    $18    $9     $24  
fadd    $18    $26    $29  
fadd    $1     $23    $24  
fsub    $24    $19    $8   
fadd    $15    $19    $19  
flw     $18    $0     -388
fsub    $19    $5     $6   
fsw     $6     $0     1868
fsw     $8     $0     -1336
flw     $27    $0     -1092
fadd    $4     $9     $21  
fadd    $3     $5     $4   
fsw     $12    $0     -448
fsub    $28    $14    $14  
fadd    $23    $31    $28  
fadd    $5     $9     $27  
fsub    $9     $20    $10  
fadd    $24    $30    $18  
fsw     $1     $0     -1016
fsub    $18    $30    $6   
fadd    $28    $28    $26  
flw     $4     $0     580
fsw     $6     $0     84
fsw     $8     $0     -1056
fadd    $27    $29    $18  
fsw     $12    $0     -664
fsub    $9     $31    $17  
flw     $16    $0     -1540
flw     $23    $0     1192
fadd    $1     $24    $24  
flw     $1     $0     1796
fsub    $17    $15    $2   
fsw     $2     $0     1560
fadd    $20    $16    $18  
fadd    $16    $27    $7   
fsub    $10    $30    $31  
fsub    $19    $8     $6   
fsub    $2     $24    $31  
fsub    $23    $4     $1   
fsub    $6     $12    $18  
fsub    $14    $5     $23  
fsw     $12    $0     -608
fadd    $5     $28    $15  
fsw     $20    $0     -328
fsw     $23    $0     948
fadd    $17    $20    $22  
fsw     $8     $0     -256
fsw     $22    $0     1552
flw     $9     $0     -1404
fadd    $14    $27    $29  
fsub    $9     $5     $28  
flw     $31    $0     -1644
fsw     $5     $0     1040
fsw     $17    $0     -988
fsub    $4     $17    $10  
fsub    $22    $27    $19  
fsw     $28    $0     -1384
flw     $6     $0     1932
flw     $15    $0     1568
fsub    $21    $29    $0   
fsub    $6     $26    $18  
flw     $27    $0     -548
flw     $10    $0     928
fsub    $2     $20    $20  
fsw     $19    $0     -76
flw     $14    $0     -1196
fadd    $18    $30    $15  
flw     $5     $0     256
fsub    $12    $9     $8   
fsub    $9     $20    $15  
flw     $3     $0     1232
fadd    $30    $16    $21  
fadd    $4     $22    $18  
fadd    $10    $17    $4   
fadd    $15    $14    $23  
fadd    $21    $16    $2   
fadd    $23    $19    $20  
flw     $19    $0     -1960
fadd    $14    $10    $11  
fadd    $20    $30    $10  
fsub    $7     $21    $9   
fsub    $16    $7     $30  
fsub    $14    $2     $6   
fsub    $17    $0     $18  
fadd    $13    $6     $30  
fsub    $30    $22    $8   
fsw     $21    $0     -1776
fsw     $19    $0     524
fadd    $4     $17    $12  
fadd    $8     $9     $22  
fsub    $20    $17    $2   
flw     $27    $0     48
flw     $14    $0     -1036
flw     $8     $0     72
