----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fsub    $4     $9     $27  
fadd    $21    $26    $13  
fsub    $5     $22    $22  
fsw     $8     $0     1596
fsw     $8     $0     1436
fadd    $14    $22    $3   
fsw     $14    $0     408
fadd    $30    $29    $23  
fsw     $2     $0     1804
fsub    $2     $9     $26  
fsw     $1     $0     1908
flw     $31    $0     -744
fadd    $17    $2     $16  
fsub    $7     $3     $8   
fsw     $18    $0     -792
fsub    $30    $7     $6   
fsub    $28    $5     $0   
fadd    $30    $22    $16  
fadd    $14    $8     $22  
fadd    $2     $28    $4   
fsw     $16    $0     -624
fsub    $13    $8     $23  
flw     $6     $0     1760
fadd    $17    $2     $30  
flw     $30    $0     -368
fsub    $11    $7     $1   
fadd    $7     $31    $8   
fsw     $7     $0     -1324
flw     $27    $0     -540
fsub    $23    $8     $3   
fadd    $15    $23    $10  
fadd    $23    $8     $26  
fadd    $1     $25    $25  
flw     $18    $0     68
fadd    $3     $24    $28  
fsw     $27    $0     368
fadd    $14    $18    $23  
fsw     $14    $0     1772
fsw     $17    $0     1080
flw     $18    $0     -480
flw     $30    $0     -620
flw     $11    $0     -504
fsub    $21    $10    $11  
fsub    $25    $16    $14  
fadd    $11    $15    $15  
fsub    $20    $7     $9   
flw     $2     $0     1012
flw     $27    $0     1704
fadd    $1     $31    $8   
flw     $14    $0     596
fsub    $21    $23    $3   
fadd    $25    $8     $13  
fadd    $13    $21    $17  
flw     $6     $0     1692
fsw     $21    $0     -788
fsub    $4     $31    $26  
fsw     $5     $0     -1920
fadd    $13    $28    $24  
fsw     $13    $0     -1132
flw     $11    $0     -1856
fsub    $19    $23    $9   
fadd    $20    $4     $28  
fadd    $2     $9     $15  
fadd    $20    $17    $9   
fsub    $16    $2     $7   
fsub    $10    $6     $7   
fsub    $6     $20    $28  
fsw     $28    $0     860
fsw     $30    $0     992
flw     $12    $0     -1600
fsw     $10    $0     296
fsub    $21    $25    $10  
fsw     $10    $0     388
fsw     $10    $0     728
flw     $20    $0     -692
flw     $18    $0     -1076
fadd    $30    $8     $19  
fsub    $7     $30    $23  
fsub    $27    $26    $8   
fsw     $26    $0     -1604
fsw     $17    $0     -1540
flw     $12    $0     1960
fsw     $8     $0     -1748
fadd    $2     $29    $20  
fsub    $11    $29    $23  
fsub    $5     $29    $10  
fsub    $29    $27    $30  
fadd    $20    $13    $2   
fadd    $14    $10    $19  
fsw     $13    $0     -1656
fsub    $21    $26    $6   
fsw     $13    $0     -952
fsub    $25    $0     $29  
fadd    $24    $2     $0   
fadd    $12    $22    $28  
fsw     $6     $0     1360
fadd    $13    $26    $11  
flw     $6     $0     -1052
fsw     $29    $0     612
fadd    $11    $12    $19  
fsub    $11    $21    $13  
fsub    $16    $27    $18  
fadd    $10    $15    $1   
flw     $28    $0     396
fsub    $2     $3     $7   
flw     $24    $0     1704
fsw     $31    $0     792
fadd    $30    $17    $24  
fsw     $0     $0     -1032
fadd    $29    $23    $15  
fsw     $8     $0     396
fsw     $27    $0     796
fsub    $27    $10    $23  
flw     $26    $0     -312
flw     $7     $0     128
fsub    $26    $17    $12  
fsw     $26    $0     160
flw     $19    $0     -268
flw     $20    $0     16
fsw     $30    $0     -820
fsw     $11    $0     -1672
fsub    $14    $31    $4   
flw     $27    $0     -1752
flw     $12    $0     60
fsub    $18    $13    $25  
fadd    $10    $6     $11  
fadd    $15    $14    $2   
fsub    $8     $0     $29  
fsw     $12    $0     -1620
fadd    $23    $27    $9   
fsw     $16    $0     1436
fsw     $29    $0     1068
fadd    $10    $31    $17  
fsw     $4     $0     -912
flw     $12    $0     1800
fsub    $14    $7     $23  
fsw     $5     $0     392
flw     $6     $0     -1764
fsw     $18    $0     -460
flw     $19    $0     -332
flw     $20    $0     -1500
flw     $23    $0     -868
fsub    $30    $27    $30  
fsub    $16    $27    $12  
fsub    $1     $10    $5   
fsw     $21    $0     -1804
flw     $20    $0     860
fsw     $22    $0     20
fadd    $1     $7     $15  
fsw     $24    $0     1784
flw     $21    $0     -1168
flw     $13    $0     -1276
fsub    $7     $19    $10  
flw     $13    $0     56
fsw     $27    $0     1356
flw     $26    $0     -104
fadd    $13    $23    $22  
fsub    $31    $10    $11  
fadd    $1     $4     $2   
fsw     $20    $0     -1664
fsw     $18    $0     -1272
flw     $7     $0     1848
fadd    $17    $2     $3   
fsub    $10    $20    $22  
flw     $14    $0     1596
fsw     $15    $0     -1228
fsub    $5     $2     $12  
flw     $23    $0     -728
fadd    $21    $24    $31  
fadd    $6     $26    $28  
fadd    $13    $11    $18  
fadd    $5     $29    $20  
fsw     $1     $0     8
fsw     $3     $0     -648
flw     $29    $0     1836
fsw     $0     $0     1812
fadd    $1     $27    $3   
fsw     $28    $0     -732
fsub    $19    $25    $11  
flw     $4     $0     -268
fsub    $31    $12    $26  
fsub    $2     $20    $28  
fsub    $25    $9     $23  
fsub    $30    $22    $25  
flw     $23    $0     2004
flw     $4     $0     -1548
flw     $7     $0     1168
fadd    $4     $7     $31  
fadd    $13    $20    $18  
fsub    $31    $4     $13  
fsub    $26    $22    $8   
fsub    $19    $7     $23  
flw     $11    $0     460
fsub    $19    $28    $7   
flw     $19    $0     1468
flw     $24    $0     2008
fadd    $3     $13    $23  
fsw     $31    $0     -536
fsw     $17    $0     1368
fadd    $10    $29    $0   
fsw     $12    $0     -1204
fsw     $21    $0     980
fadd    $6     $13    $23  
flw     $8     $0     -472
fsub    $28    $26    $31  
