----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fclass  $8     $29  
add     $12    $14    $17  
sw      $3     $0     -1884
add     $29    $11    $15  
fclass  $20    $4   
flw     $8     $0     -1292
lw      $31    $0     -872
fsub    $12    $15    $13  
fadd    $11    $31    $6   
fsw     $9     $0     -556
fadd    $21    $18    $17  
srl     $5     $15    $30  
sll     $26    $3     $13  
sub     $28    $17    $9   
srl     $16    $20    $0   
lw      $5     $0     -848
flw     $31    $0     -1728
fclass  $6     $27  
addi    $4     $0     -1884
sw      $22    $0     -1392
srl     $3     $31    $29  
sub     $8     $2     $20  
fclass  $29    $16  
sll     $23    $1     $31  
add     $21    $22    $15  
srl     $9     $2     $7   
flw     $6     $0     -568
fsub    $15    $15    $26  
flw     $15    $0     1772
fadd    $5     $26    $11  
fsw     $14    $0     -156
lw      $13    $0     -1924
add     $24    $11    $19  
fsub    $31    $9     $29  
add     $10    $11    $3   
sub     $3     $16    $12  
fsw     $24    $0     -1460
sw      $18    $0     1276
sll     $26    $4     $16  
lw      $22    $0     856
fsw     $0     $0     -1148
srl     $13    $2     $15  
add     $31    $15    $15  
sw      $22    $0     -1968
srl     $15    $8     $18  
flt     $21    $9     $4   
addi    $19    $0     980
lw      $15    $0     1332
sub     $21    $16    $1   
sub     $7     $15    $20  
sll     $25    $29    $7   
flw     $27    $0     1068
sw      $18    $0     276
fclass  $27    $13  
srl     $22    $0     $31  
fadd    $5     $8     $11  
lw      $24    $0     -544
fadd    $15    $30    $2   
slt     $22    $22    $7   
slt     $19    $20    $1   
sll     $17    $10    $12  
fsub    $9     $4     $26  
sub     $11    $4     $15  
addi    $16    $0     1364
sw      $17    $0     -1576
lw      $10    $0     1856
fclass  $20    $16  
addi    $17    $0     136
lw      $19    $0     1160
addi    $29    $0     1072
fsub    $17    $6     $12  
fclass  $20    $24  
fadd    $12    $10    $1   
flw     $12    $0     -564
sw      $4     $0     -112
fsw     $8     $0     1292
add     $28    $8     $23  
sw      $30    $0     -1616
fclass  $17    $10  
lw      $9     $0     1868
addi    $12    $0     -296
srl     $28    $7     $13  
add     $30    $29    $9   
flw     $10    $0     1128
fsub    $18    $18    $20  
add     $11    $30    $20  
fclass  $2     $7   
lw      $26    $0     540
sll     $6     $23    $5   
srl     $14    $19    $26  
lw      $18    $0     1372
add     $14    $20    $25  
fsw     $5     $0     -456
add     $7     $27    $29  
flt     $2     $21    $0   
fsub    $23    $21    $14  
srl     $2     $10    $10  
add     $18    $12    $29  
addi    $14    $0     476
add     $19    $15    $29  
sw      $0     $0     1832
srl     $31    $6     $29  
lw      $28    $0     -1700
sub     $19    $13    $2   
addi    $24    $0     -1884
addi    $6     $0     -1888
flw     $21    $0     1448
fsub    $24    $14    $27  
fsw     $27    $0     704
add     $14    $19    $21  
sll     $11    $22    $15  
fadd    $26    $27    $4   
slt     $6     $31    $12  
sw      $30    $0     -1740
slt     $17    $3     $5   
add     $8     $30    $21  
sub     $24    $5     $17  
fsub    $21    $26    $2   
fclass  $1     $14  
flt     $27    $3     $20  
sll     $29    $7     $5   
flw     $1     $0     548
fsw     $15    $0     1376
addi    $18    $0     -988
add     $8     $21    $21  
sub     $18    $5     $12  
flt     $4     $8     $9   
sw      $24    $0     724
fadd    $8     $26    $0   
add     $28    $8     $6   
add     $10    $9     $30  
slt     $23    $14    $16  
sw      $12    $0     32
sll     $23    $15    $31  
fclass  $1     $2   
sub     $26    $26    $2   
fadd    $23    $28    $28  
addi    $24    $0     -1608
add     $20    $15    $10  
lw      $4     $0     -1832
sll     $23    $12    $28  
sub     $10    $7     $16  
sw      $29    $0     1384
lw      $23    $0     1716
addi    $27    $0     -1104
lw      $22    $0     1140
lw      $8     $0     -160
flt     $19    $8     $14  
sw      $26    $0     -1336
fsw     $28    $0     1084
sub     $25    $4     $24  
fclass  $26    $7   
fsub    $12    $9     $29  
lw      $6     $0     -848
lw      $18    $0     84
fclass  $19    $5   
flw     $5     $0     -1460
sub     $2     $16    $9   
addi    $30    $0     64
fsub    $22    $26    $4   
lw      $20    $0     240
add     $29    $31    $29  
fclass  $20    $20  
lw      $8     $0     -100
add     $27    $19    $14  
flt     $28    $13    $2   
addi    $13    $0     -960
addi    $27    $0     536
sw      $23    $0     1300
flt     $28    $20    $7   
sll     $28    $5     $10  
fsub    $7     $16    $28  
sw      $20    $0     -468
fsub    $22    $16    $23  
fadd    $4     $25    $19  
fadd    $10    $8     $28  
slt     $10    $20    $25  
add     $27    $0     $11  
slt     $20    $10    $15  
srl     $23    $11    $21  
flw     $26    $0     -552
flw     $7     $0     308
sub     $25    $29    $13  
slt     $10    $21    $7   
fsub    $14    $4     $24  
flw     $25    $0     1704
flt     $6     $27    $22  
flt     $11    $7     $0   
sw      $22    $0     376
flt     $17    $5     $27  
flt     $6     $11    $23  
sll     $22    $10    $7   
sub     $17    $6     $29  
sll     $16    $10    $13  
fadd    $23    $13    $31  
sub     $12    $10    $16  
flt     $24    $5     $11  
flt     $15    $19    $27  
sub     $19    $23    $25  
fadd    $17    $24    $19  
flw     $25    $0     1308
lw      $4     $0     1020
lw      $2     $0     1892
flt     $23    $26    $4   
sll     $30    $27    $10  
add     $14    $1     $18  
fsub    $27    $2     $8   
addi    $23    $0     812
slt     $12    $30    $7   
add     $12    $17    $11  
fsub    $9     $16    $22  
fsub    $30    $4     $20  
addi    $14    $0     -1624
sw      $4     $0     916
sw      $29    $0     -1924
flw     $5     $0     1092
fclass  $29    $0   
