----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
srl     $19    $5     $7   
flw     $5     $0     -924
fsub    $8     $30    $31  
lw      $14    $0     -168
sw      $3     $0     1776
slt     $27    $18    $26  
sub     $2     $20    $6   
fsub    $30    $7     $27  
srl     $21    $14    $24  
fsw     $26    $0     -552
flt     $30    $8     $15  
lw      $31    $0     396
sll     $7     $6     $18  
lw      $10    $0     -200
fclass  $25    $16  
sw      $3     $0     -680
sub     $5     $22    $2   
srl     $1     $13    $25  
fclass  $15    $27  
fadd    $12    $7     $21  
sub     $1     $22    $6   
lw      $17    $0     -1144
fclass  $13    $25  
lw      $15    $0     332
sub     $3     $21    $17  
sll     $9     $27    $7   
fsub    $25    $26    $21  
addi    $31    $0     -1364
sll     $30    $3     $11  
fsub    $13    $0     $28  
sw      $8     $0     492
sub     $26    $16    $0   
sw      $21    $0     1392
fsw     $26    $0     -1872
add     $28    $7     $15  
sw      $8     $0     -1296
addi    $29    $0     -1728
flt     $5     $8     $3   
fclass  $7     $21  
slt     $23    $0     $11  
srl     $17    $16    $31  
flw     $18    $0     -1320
sub     $30    $6     $30  
sll     $16    $1     $25  
fadd    $9     $17    $28  
lw      $23    $0     -2004
flw     $21    $0     1072
fadd    $6     $23    $30  
fsw     $22    $0     1932
addi    $20    $0     -1248
fsub    $14    $20    $8   
slt     $2     $4     $15  
slt     $16    $28    $14  
flt     $11    $24    $14  
fsub    $18    $25    $29  
addi    $4     $0     -444
addi    $6     $0     -536
fsw     $9     $0     236
sw      $11    $0     -1020
fclass  $15    $3   
fadd    $19    $22    $22  
fadd    $20    $0     $24  
lw      $16    $0     860
sw      $12    $0     -228
flt     $6     $9     $13  
addi    $19    $0     2004
sll     $27    $0     $18  
sll     $22    $23    $30  
add     $11    $20    $6   
add     $25    $9     $25  
sw      $8     $0     764
lw      $9     $0     -1616
flw     $18    $0     -1508
fclass  $3     $9   
sub     $16    $14    $7   
fsub    $14    $1     $8   
sub     $16    $10    $9   
slt     $15    $17    $7   
slt     $19    $22    $15  
slt     $16    $9     $13  
sw      $0     $0     1356
flt     $21    $30    $27  
flt     $26    $7     $9   
add     $13    $25    $14  
addi    $27    $0     -1012
fadd    $24    $24    $27  
flt     $2     $18    $23  
lw      $13    $0     -1268
lw      $2     $0     -688
flt     $28    $24    $28  
sw      $24    $0     1004
flt     $22    $20    $30  
lw      $30    $0     -920
fsw     $17    $0     -388
lw      $12    $0     2000
lw      $14    $0     -1256
flt     $28    $11    $6   
sub     $8     $12    $30  
slt     $1     $14    $25  
add     $8     $9     $13  
sw      $25    $0     -44
fsw     $23    $0     -976
fsw     $2     $0     1592
sub     $11    $18    $7   
srl     $4     $29    $10  
slt     $24    $27    $9   
flw     $24    $0     148
addi    $29    $0     -2016
add     $19    $18    $30  
flw     $15    $0     -900
flt     $28    $30    $7   
sw      $29    $0     -528
slt     $25    $30    $8   
add     $15    $12    $14  
fclass  $16    $23  
fsub    $3     $28    $1   
slt     $16    $31    $29  
fclass  $30    $2   
fsub    $23    $4     $22  
fadd    $28    $12    $8   
srl     $31    $13    $2   
sub     $13    $11    $11  
fsub    $20    $8     $13  
flw     $3     $0     -1820
fadd    $30    $12    $11  
fadd    $8     $7     $8   
srl     $9     $27    $16  
sw      $3     $0     4
add     $26    $10    $18  
srl     $9     $22    $30  
fsub    $26    $5     $27  
fsw     $28    $0     1268
sw      $15    $0     420
sll     $5     $31    $3   
add     $10    $24    $20  
sll     $3     $9     $27  
lw      $24    $0     -992
fsub    $2     $31    $0   
lw      $20    $0     1076
fsw     $23    $0     1040
fclass  $6     $16  
fclass  $24    $18  
sub     $12    $14    $0   
sll     $16    $4     $10  
addi    $24    $0     2028
addi    $17    $0     -244
sw      $1     $0     -1200
fclass  $2     $14  
flt     $12    $15    $11  
fsub    $4     $9     $9   
fsub    $14    $16    $14  
fsw     $11    $0     1804
add     $12    $12    $23  
addi    $28    $0     -1948
srl     $24    $30    $4   
sll     $25    $4     $8   
fsw     $28    $0     320
flw     $18    $0     1856
sll     $25    $18    $23  
flt     $4     $6     $29  
sw      $31    $0     724
fadd    $13    $30    $30  
sw      $10    $0     496
add     $10    $6     $31  
add     $21    $11    $15  
addi    $19    $0     -596
srl     $27    $26    $4   
add     $9     $15    $23  
lw      $3     $0     -1080
sll     $1     $15    $14  
fadd    $14    $0     $18  
fadd    $10    $24    $21  
srl     $5     $26    $23  
fadd    $21    $1     $21  
addi    $1     $0     1740
addi    $27    $0     856
sub     $4     $5     $24  
fsw     $2     $0     1056
fadd    $30    $22    $18  
fsw     $21    $0     -1612
fsub    $10    $12    $20  
srl     $24    $14    $6   
sw      $22    $0     1660
sll     $24    $13    $4   
fsub    $6     $6     $10  
slt     $15    $27    $20  
fadd    $4     $17    $31  
sw      $20    $0     32
addi    $2     $0     -1008
sw      $11    $0     -1140
flw     $19    $0     572
addi    $28    $0     988
add     $22    $2     $4   
addi    $30    $0     744
sll     $15    $14    $15  
lw      $23    $0     -1144
fsub    $1     $16    $6   
fsub    $11    $15    $7   
fadd    $14    $4     $22  
sw      $26    $0     288
sll     $23    $31    $29  
fadd    $21    $10    $15  
fsw     $30    $0     -920
fadd    $31    $26    $16  
flt     $22    $30    $13  
lw      $7     $0     1648
sub     $29    $2     $11  
srl     $29    $17    $23  
flt     $8     $20    $7   
sll     $8     $13    $22  
sll     $7     $31    $2   
addi    $18    $0     -372
fsub    $27    $23    $13  
flt     $6     $6     $26  
