----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
addi    $9     $0     1320
fadd    $1     $14    $23  
fadd    $26    $23    $24  
fclass  $4     $25  
lw      $5     $0     2012
fclass  $24    $26  
addi    $4     $0     -1324
fsw     $23    $0     352
fclass  $20    $5   
fclass  $29    $25  
addi    $26    $0     1316
sub     $23    $30    $7   
fsub    $12    $12    $21  
srl     $12    $4     $25  
fadd    $15    $20    $14  
fclass  $14    $14  
addi    $26    $0     1076
addi    $10    $0     -1544
fsub    $3     $22    $23  
fadd    $29    $27    $1   
sub     $20    $6     $23  
flw     $29    $0     -868
add     $23    $21    $0   
sll     $9     $11    $30  
fadd    $2     $18    $29  
slt     $4     $26    $8   
slt     $14    $12    $5   
lw      $31    $0     80
lw      $22    $0     -704
sw      $7     $0     -1900
sll     $28    $4     $14  
fsw     $11    $0     444
fadd    $22    $8     $12  
flw     $23    $0     1800
flt     $11    $2     $14  
fsub    $21    $22    $0   
flt     $24    $16    $6   
fsub    $15    $18    $2   
flt     $6     $20    $30  
sll     $27    $4     $14  
srl     $30    $5     $21  
sll     $3     $15    $11  
flw     $16    $0     1564
fclass  $31    $12  
flw     $1     $0     -336
sll     $26    $15    $4   
lw      $14    $0     -1604
flt     $4     $13    $29  
flw     $5     $0     -1304
slt     $4     $24    $5   
flt     $13    $17    $13  
fclass  $18    $26  
flt     $4     $20    $11  
add     $18    $14    $29  
sub     $1     $26    $8   
sll     $15    $30    $27  
add     $26    $29    $18  
sll     $20    $13    $31  
srl     $14    $18    $29  
fsw     $11    $0     216
fsub    $11    $21    $26  
fclass  $16    $31  
sw      $27    $0     -1980
sw      $8     $0     68
flw     $22    $0     -1408
lw      $22    $0     -1656
fadd    $18    $10    $22  
sll     $5     $22    $27  
sw      $20    $0     -1832
sub     $13    $5     $29  
slt     $18    $13    $4   
fadd    $13    $15    $2   
add     $24    $1     $6   
flt     $6     $2     $8   
add     $27    $12    $26  
fsub    $9     $20    $17  
sw      $28    $0     1288
fclass  $27    $2   
sub     $14    $6     $22  
flt     $7     $5     $13  
sub     $29    $3     $20  
fsub    $23    $27    $28  
flw     $1     $0     -1804
slt     $29    $21    $0   
fclass  $22    $16  
add     $19    $2     $18  
sub     $14    $11    $15  
flt     $11    $15    $13  
srl     $20    $31    $8   
flw     $20    $0     -432
fsw     $29    $0     -72
sw      $15    $0     1492
sw      $17    $0     -1620
fadd    $4     $30    $4   
srl     $15    $0     $19  
fadd    $22    $24    $17  
fclass  $23    $27  
flw     $1     $0     1416
flw     $23    $0     -1560
add     $31    $21    $18  
fsw     $7     $0     -756
srl     $6     $5     $14  
srl     $24    $17    $17  
sub     $3     $24    $9   
lw      $22    $0     276
lw      $19    $0     -1544
fsub    $9     $11    $14  
fsub    $7     $20    $28  
addi    $29    $0     916
sll     $18    $28    $17  
lw      $3     $0     -748
fadd    $26    $30    $8   
sub     $9     $26    $4   
fsub    $5     $0     $23  
srl     $27    $31    $19  
sub     $12    $18    $30  
add     $29    $23    $28  
sub     $25    $1     $4   
fadd    $2     $6     $13  
sll     $30    $23    $6   
flt     $21    $19    $4   
fclass  $15    $9   
fadd    $27    $27    $29  
addi    $3     $0     1056
flw     $2     $0     -308
flw     $12    $0     276
flt     $13    $12    $20  
addi    $24    $0     652
lw      $17    $0     -1348
flw     $22    $0     1620
sw      $29    $0     -1224
flt     $25    $21    $11  
slt     $12    $14    $15  
add     $8     $2     $2   
fsw     $4     $0     812
flw     $31    $0     -1220
flt     $1     $11    $27  
lw      $15    $0     444
fsub    $10    $9     $24  
sll     $26    $9     $24  
addi    $23    $0     1996
fclass  $4     $14  
fsub    $25    $3     $1   
fclass  $5     $7   
sub     $9     $14    $7   
addi    $23    $0     692
fclass  $5     $3   
srl     $18    $17    $0   
add     $13    $23    $9   
addi    $5     $0     1148
sw      $3     $0     -604
slt     $24    $1     $6   
fadd    $22    $25    $18  
flt     $4     $17    $14  
fsub    $23    $15    $13  
slt     $4     $26    $28  
srl     $21    $5     $17  
lw      $20    $0     396
srl     $3     $18    $16  
fclass  $22    $22  
slt     $15    $27    $13  
fadd    $4     $25    $1   
fadd    $23    $31    $20  
slt     $22    $5     $17  
flw     $26    $0     -320
fclass  $31    $26  
slt     $25    $10    $1   
fsub    $6     $25    $15  
srl     $12    $23    $18  
addi    $8     $0     88
flt     $21    $10    $8   
lw      $3     $0     -604
fclass  $21    $5   
srl     $28    $1     $18  
flw     $9     $0     -1964
sw      $30    $0     -1320
fsub    $15    $29    $7   
flw     $26    $0     -1616
fsub    $29    $8     $19  
fclass  $29    $8   
addi    $26    $0     -1456
add     $13    $31    $0   
lw      $25    $0     1096
add     $30    $29    $20  
flt     $24    $17    $20  
fadd    $9     $14    $5   
fsw     $18    $0     468
lw      $2     $0     -488
flt     $11    $26    $9   
lw      $28    $0     148
add     $4     $5     $31  
fsub    $10    $29    $13  
addi    $28    $0     1692
fadd    $2     $11    $9   
sw      $30    $0     -676
fsw     $18    $0     -1044
sub     $20    $21    $30  
sub     $2     $11    $25  
slt     $25    $17    $12  
flt     $13    $4     $23  
flw     $22    $0     -1776
flw     $13    $0     1900
flw     $24    $0     -940
sub     $16    $31    $6   
lw      $29    $0     -1480
fsw     $1     $0     -760
sll     $6     $31    $10  
sw      $8     $0     -596
fadd    $21    $7     $21  
sub     $16    $1     $19  
fsw     $8     $0     1504
fadd    $10    $8     $5   
sll     $15    $16    $12  
fclass  $23    $0   
sll     $27    $15    $7   
