----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
slt     $2     $4     $19  
sll     $14    $25    $5   
fclass  $27    $12  
lw      $19    $0     -1296
slt     $8     $21    $19  
add     $31    $9     $2   
sub     $31    $23    $13  
lw      $27    $0     956
sll     $22    $0     $9   
sll     $18    $23    $27  
add     $16    $12    $9   
addi    $6     $0     1012
sll     $1     $7     $29  
fadd    $28    $14    $29  
addi    $10    $0     -1392
add     $25    $24    $13  
sw      $6     $0     -560
fsw     $3     $0     20
fsub    $17    $17    $10  
sub     $8     $27    $1   
fsw     $7     $0     -268
flw     $1     $0     240
add     $10    $9     $26  
fclass  $19    $8   
add     $14    $11    $23  
sub     $17    $27    $26  
fclass  $20    $8   
addi    $14    $0     1408
flt     $7     $11    $7   
add     $16    $20    $13  
fsub    $18    $21    $2   
lw      $10    $0     788
addi    $7     $0     396
fadd    $17    $6     $10  
lw      $13    $0     1384
fsub    $29    $27    $2   
sub     $6     $13    $5   
add     $16    $30    $26  
lw      $9     $0     372
sw      $8     $0     264
add     $7     $23    $22  
add     $16    $19    $25  
fclass  $31    $18  
sll     $24    $12    $27  
fsub    $14    $3     $31  
flt     $9     $25    $2   
sub     $15    $1     $16  
lw      $10    $0     -1664
flt     $9     $9     $19  
lw      $5     $0     1384
fsw     $25    $0     1376
srl     $23    $20    $8   
fclass  $27    $18  
fsw     $29    $0     -1912
slt     $17    $23    $16  
lw      $12    $0     1660
fclass  $5     $5   
srl     $18    $4     $6   
fsub    $1     $11    $19  
addi    $14    $0     1160
sll     $31    $26    $23  
fsub    $7     $14    $7   
add     $20    $26    $31  
fadd    $27    $14    $1   
sw      $28    $0     -1880
add     $13    $15    $15  
add     $25    $8     $15  
addi    $17    $0     -1392
slt     $25    $25    $0   
flw     $21    $0     -1092
add     $14    $11    $23  
srl     $8     $17    $13  
sub     $6     $18    $16  
slt     $30    $23    $23  
fsw     $7     $0     -1216
sll     $10    $18    $2   
lw      $14    $0     -1172
sll     $30    $1     $10  
fadd    $31    $1     $30  
fclass  $26    $2   
flw     $18    $0     1504
add     $22    $29    $5   
fsw     $28    $0     -392
sll     $5     $27    $19  
sub     $19    $31    $7   
lw      $15    $0     832
add     $2     $18    $26  
lw      $6     $0     -904
sw      $0     $0     -928
flw     $5     $0     -684
srl     $6     $9     $17  
flw     $4     $0     -1932
sw      $22    $0     -796
sw      $27    $0     1932
flt     $24    $6     $2   
flt     $30    $7     $8   
fadd    $3     $20    $29  
flw     $2     $0     20
srl     $15    $12    $25  
fsub    $4     $5     $21  
fadd    $16    $20    $15  
sub     $2     $27    $10  
lw      $4     $0     1180
flw     $8     $0     -596
fadd    $25    $8     $8   
slt     $13    $13    $10  
lw      $23    $0     1128
sw      $14    $0     616
fclass  $5     $25  
lw      $10    $0     -1380
fsub    $24    $19    $8   
fsub    $7     $27    $28  
sw      $23    $0     816
fclass  $22    $10  
fsw     $11    $0     1260
sw      $3     $0     408
slt     $6     $29    $26  
add     $2     $24    $24  
fsub    $15    $13    $21  
flw     $7     $0     -308
lw      $8     $0     -92
add     $10    $17    $30  
addi    $15    $0     216
lw      $15    $0     1108
fsub    $29    $21    $6   
flt     $2     $4     $14  
srl     $13    $4     $17  
slt     $17    $11    $20  
sub     $16    $2     $1   
lw      $1     $0     776
sll     $29    $10    $21  
slt     $30    $25    $16  
addi    $8     $0     -1676
sll     $27    $12    $7   
fclass  $8     $12  
fsub    $14    $30    $5   
flw     $6     $0     1352
slt     $26    $21    $17  
fclass  $7     $3   
fsub    $25    $29    $2   
sub     $2     $23    $15  
flt     $17    $25    $15  
flt     $28    $14    $25  
fsw     $30    $0     -320
fclass  $27    $0   
sw      $16    $0     1492
fsw     $4     $0     1668
addi    $15    $0     900
fsw     $3     $0     -1588
sll     $9     $15    $23  
sll     $16    $30    $17  
fsub    $13    $5     $13  
srl     $26    $8     $17  
srl     $4     $27    $18  
addi    $15    $0     816
flt     $25    $22    $1   
add     $31    $24    $6   
fadd    $20    $1     $21  
srl     $1     $24    $17  
fsw     $29    $0     516
lw      $5     $0     -1568
srl     $5     $31    $17  
fsw     $12    $0     -1324
addi    $29    $0     -2028
lw      $26    $0     -1432
sll     $12    $2     $0   
fsw     $26    $0     -1728
add     $5     $8     $24  
sub     $6     $30    $3   
flw     $21    $0     -1044
lw      $26    $0     -868
fadd    $1     $15    $2   
flw     $22    $0     -1344
add     $20    $29    $3   
sw      $9     $0     1588
lw      $5     $0     1868
lw      $9     $0     -712
flt     $25    $30    $23  
sub     $4     $23    $20  
fsw     $13    $0     84
addi    $28    $0     -1420
sub     $13    $17    $9   
fsw     $17    $0     1716
flt     $17    $3     $14  
addi    $24    $0     928
sll     $30    $18    $21  
fclass  $3     $28  
sll     $9     $30    $11  
flw     $9     $0     -1056
flt     $13    $29    $15  
add     $17    $14    $13  
add     $19    $14    $21  
fsub    $14    $11    $0   
lw      $7     $0     -1380
srl     $5     $18    $17  
slt     $23    $0     $15  
fclass  $15    $11  
slt     $17    $12    $4   
sll     $29    $19    $25  
fadd    $30    $20    $13  
fadd    $4     $1     $7   
sw      $30    $0     696
fclass  $31    $5   
addi    $8     $0     620
slt     $18    $11    $15  
fsub    $16    $28    $9   
sll     $12    $15    $7   
addi    $28    $0     1908
srl     $27    $29    $4   
srl     $13    $29    $13  
fsw     $7     $0     -1420
slt     $11    $18    $15  
fclass  $17    $25  
fsub    $8     $10    $23  
add     $21    $16    $22  
sw      $27    $0     -112
