----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
slt     $31    $27    $10  
sub     $8     $2     $13  
sw      $7     $0     -1368
fsub    $9     $6     $21  
sll     $23    $14    $25  
fsw     $11    $0     264
flw     $7     $0     -412
fsub    $23    $9     $28  
fsw     $20    $0     -728
sw      $22    $0     992
flt     $27    $11    $18  
fsw     $13    $0     2012
flw     $25    $0     588
slt     $10    $21    $9   
fsw     $4     $0     -1820
flw     $9     $0     144
add     $27    $13    $10  
fsub    $3     $20    $16  
sll     $30    $25    $4   
lw      $5     $0     1944
flt     $14    $22    $6   
sw      $2     $0     -1044
fsw     $16    $0     -1832
srl     $7     $12    $9   
flw     $8     $0     20
slt     $21    $23    $20  
add     $21    $9     $25  
flt     $27    $20    $29  
add     $15    $18    $25  
add     $21    $0     $11  
sll     $2     $12    $22  
addi    $28    $0     -1036
flw     $11    $0     -1700
sll     $23    $30    $16  
add     $26    $22    $2   
fsw     $14    $0     -1584
sll     $23    $20    $2   
fadd    $4     $21    $18  
fsub    $20    $29    $6   
sll     $17    $11    $12  
fsub    $31    $28    $15  
fsw     $23    $0     472
flt     $15    $29    $20  
sub     $17    $1     $19  
fclass  $22    $14  
addi    $9     $0     -152
fsw     $1     $0     -1356
flw     $5     $0     100
addi    $16    $0     -448
sub     $24    $26    $6   
fsw     $8     $0     -144
fclass  $16    $17  
fadd    $14    $23    $21  
sub     $30    $19    $9   
srl     $14    $30    $2   
sll     $6     $12    $4   
add     $24    $6     $0   
sll     $11    $3     $17  
flt     $4     $13    $3   
slt     $8     $5     $9   
fsw     $28    $0     -2028
sub     $16    $15    $14  
lw      $16    $0     -1488
sw      $0     $0     -232
fclass  $10    $6   
flw     $24    $0     348
fsub    $23    $6     $20  
lw      $30    $0     -1580
fsub    $13    $17    $27  
lw      $23    $0     752
sub     $11    $13    $16  
fadd    $24    $25    $7   
sll     $21    $27    $26  
fsub    $29    $30    $15  
fclass  $17    $12  
slt     $16    $7     $15  
fsub    $28    $31    $29  
addi    $17    $0     196
fsw     $4     $0     -772
slt     $23    $15    $18  
slt     $29    $20    $4   
lw      $29    $0     260
addi    $4     $0     -68
addi    $6     $0     -48
lw      $22    $0     1588
flw     $5     $0     -112
addi    $3     $0     -800
sw      $8     $0     -516
fsw     $30    $0     -1588
addi    $20    $0     -1924
fsub    $17    $15    $17  
sub     $25    $20    $24  
sw      $5     $0     1028
fsw     $27    $0     -476
add     $27    $9     $19  
addi    $19    $0     -92
fadd    $3     $29    $22  
sll     $20    $21    $13  
fadd    $12    $2     $20  
flt     $12    $8     $29  
flt     $25    $26    $6   
srl     $19    $11    $7   
sub     $23    $7     $18  
fsub    $15    $26    $31  
sw      $2     $0     -1996
add     $10    $25    $25  
flt     $23    $7     $2   
fsub    $4     $20    $29  
fsw     $18    $0     488
fadd    $30    $10    $11  
sll     $8     $13    $31  
flt     $4     $10    $21  
fclass  $23    $27  
lw      $15    $0     616
lw      $28    $0     1500
flw     $11    $0     -536
fsw     $19    $0     -172
flt     $21    $4     $31  
sll     $10    $1     $2   
fsub    $25    $1     $5   
fsw     $1     $0     -1840
srl     $8     $1     $1   
add     $29    $30    $11  
lw      $14    $0     1480
sw      $30    $0     332
flt     $2     $30    $14  
sll     $28    $28    $7   
fsw     $22    $0     808
sub     $15    $27    $25  
sub     $6     $18    $26  
flw     $31    $0     -1960
slt     $15    $0     $12  
fadd    $24    $31    $8   
fsw     $26    $0     604
sll     $23    $9     $31  
lw      $6     $0     1744
fsw     $2     $0     44
fadd    $20    $15    $15  
addi    $11    $0     -792
fclass  $15    $8   
sw      $16    $0     -972
slt     $31    $18    $20  
sll     $28    $22    $14  
sw      $4     $0     -1536
sub     $6     $20    $4   
fsw     $9     $0     1116
flt     $5     $19    $31  
slt     $9     $27    $25  
fclass  $16    $29  
sw      $24    $0     -1128
slt     $10    $26    $21  
fsw     $0     $0     -232
flw     $21    $0     280
slt     $22    $8     $27  
lw      $4     $0     -556
flt     $19    $29    $10  
flt     $7     $8     $15  
fclass  $12    $21  
fsub    $19    $1     $4   
add     $8     $8     $18  
fclass  $31    $9   
sw      $24    $0     -36
sub     $21    $31    $18  
sw      $2     $0     -1440
sub     $26    $26    $14  
flw     $16    $0     2032
fsub    $26    $13    $24  
fsub    $11    $9     $14  
addi    $20    $0     -1260
add     $20    $30    $12  
fclass  $25    $3   
add     $4     $17    $27  
fsub    $13    $29    $29  
addi    $10    $0     -148
add     $18    $0     $24  
flt     $7     $19    $31  
sll     $31    $29    $2   
sub     $4     $2     $28  
slt     $14    $16    $26  
srl     $7     $14    $25  
srl     $11    $23    $15  
fsub    $15    $17    $1   
flt     $4     $19    $13  
srl     $5     $7     $11  
flw     $19    $0     460
addi    $12    $0     1504
fclass  $29    $20  
sub     $31    $13    $25  
lw      $22    $0     1152
add     $24    $4     $16  
sll     $18    $28    $24  
sll     $17    $11    $25  
lw      $6     $0     -1608
fsub    $17    $18    $6   
sub     $23    $6     $11  
fsub    $4     $31    $17  
add     $25    $26    $17  
sw      $5     $0     1576
srl     $31    $21    $9   
flw     $1     $0     -1708
fadd    $26    $1     $19  
flw     $15    $0     32
sll     $28    $10    $16  
fsw     $22    $0     1736
sw      $0     $0     -1560
flt     $28    $25    $12  
sub     $26    $11    $7   
sll     $17    $3     $13  
sw      $24    $0     844
flt     $4     $23    $5   
sll     $20    $0     $8   
flw     $4     $0     1860
fsub    $16    $22    $7   
flw     $30    $0     -1104
