----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fadd    $4     $22    $3   
fsub    $13    $27    $12  
fadd    $18    $26    $26  
fadd    $29    $18    $29  
fsub    $25    $31    $7   
fadd    $1     $9     $17  
fadd    $16    $6     $19  
fadd    $15    $15    $26  
flw     $8     $0     -1216
fadd    $21    $5     $30  
fsub    $14    $17    $24  
fadd    $19    $3     $15  
fsw     $16    $0     -1892
fsub    $23    $8     $7   
fsub    $24    $9     $1   
fsw     $13    $0     -352
flw     $11    $0     1968
flw     $5     $0     -604
fsw     $17    $0     -24
flw     $16    $0     680
flw     $13    $0     1676
fsub    $14    $19    $9   
fsub    $5     $14    $0   
flw     $12    $0     1324
fsub    $15    $14    $5   
fsub    $8     $3     $11  
flw     $22    $0     -1788
flw     $15    $0     1068
fsw     $31    $0     688
fsw     $28    $0     -1780
fsub    $2     $18    $25  
fsw     $23    $0     -916
flw     $12    $0     -384
flw     $18    $0     -1272
fadd    $1     $22    $15  
fadd    $6     $22    $16  
fadd    $24    $13    $5   
flw     $2     $0     988
fadd    $19    $24    $13  
flw     $4     $0     -52
fadd    $22    $17    $18  
fsub    $30    $28    $28  
fsw     $4     $0     -2024
fadd    $15    $5     $4   
fadd    $7     $20    $5   
fsub    $18    $12    $23  
fsw     $17    $0     244
fsw     $6     $0     -480
fadd    $29    $14    $2   
fsub    $13    $21    $0   
flw     $3     $0     24
flw     $24    $0     948
fsw     $25    $0     -2020
fsub    $4     $29    $24  
fsub    $22    $12    $7   
fadd    $24    $6     $15  
fsub    $9     $20    $26  
fadd    $5     $21    $3   
fadd    $4     $13    $25  
fsw     $20    $0     1424
fsw     $23    $0     2016
fadd    $6     $3     $30  
fsw     $25    $0     428
fsub    $3     $4     $24  
fsub    $3     $29    $16  
fsw     $31    $0     40
fadd    $25    $13    $18  
fadd    $18    $12    $30  
fsub    $4     $26    $5   
fadd    $13    $8     $9   
flw     $23    $0     328
fsub    $6     $27    $9   
fadd    $22    $22    $1   
fsw     $4     $0     -1336
fsw     $30    $0     -472
fsw     $17    $0     -52
fadd    $22    $26    $29  
fsw     $27    $0     660
fsub    $22    $6     $10  
fsub    $4     $24    $26  
fsub    $30    $11    $17  
fadd    $21    $30    $2   
fsw     $22    $0     948
fadd    $15    $19    $5   
flw     $25    $0     -1480
fsub    $17    $27    $13  
fadd    $6     $6     $22  
fsub    $24    $25    $7   
fadd    $12    $27    $16  
flw     $15    $0     224
fsw     $24    $0     1264
fsub    $23    $8     $9   
fsub    $13    $23    $6   
fsub    $30    $0     $14  
fsub    $14    $5     $0   
fadd    $30    $26    $23  
fsub    $31    $13    $0   
fsub    $7     $23    $19  
fsw     $23    $0     1900
fsw     $1     $0     240
flw     $29    $0     -1784
fadd    $31    $2     $26  
flw     $26    $0     -1212
fadd    $15    $3     $21  
fadd    $11    $21    $25  
flw     $19    $0     -500
flw     $1     $0     -1268
fadd    $26    $29    $31  
fadd    $5     $7     $20  
flw     $27    $0     1000
fsw     $8     $0     -1988
fsw     $26    $0     1820
flw     $4     $0     -1492
fsw     $23    $0     1008
fsw     $11    $0     -1704
fsub    $19    $30    $9   
fsub    $4     $2     $9   
fsw     $17    $0     -1908
fsub    $20    $21    $1   
fadd    $15    $11    $8   
fsub    $20    $31    $0   
fsw     $2     $0     1928
fsw     $20    $0     -872
fsub    $29    $21    $27  
fsw     $9     $0     748
fsw     $10    $0     228
fsw     $18    $0     604
fsw     $19    $0     -1132
fsub    $21    $24    $8   
fadd    $15    $27    $1   
fadd    $29    $28    $10  
flw     $15    $0     312
fsw     $19    $0     256
flw     $10    $0     -712
fsub    $16    $14    $30  
flw     $15    $0     204
flw     $13    $0     -596
fsw     $16    $0     1284
flw     $21    $0     -1948
flw     $18    $0     524
flw     $6     $0     -1744
fadd    $10    $17    $17  
fsw     $22    $0     184
flw     $30    $0     848
flw     $27    $0     -692
fsub    $30    $20    $26  
fsw     $15    $0     544
fadd    $24    $17    $1   
fadd    $26    $5     $18  
fadd    $12    $4     $31  
fsub    $13    $21    $13  
fadd    $28    $5     $19  
fadd    $9     $27    $2   
fsub    $17    $24    $6   
fsub    $16    $19    $14  
fsub    $5     $17    $8   
fsw     $13    $0     1460
fadd    $21    $25    $13  
fsw     $24    $0     60
fsub    $18    $1     $0   
flw     $10    $0     1984
fadd    $4     $15    $2   
fadd    $30    $29    $11  
flw     $6     $0     -1480
fsub    $6     $5     $26  
fsw     $9     $0     620
flw     $31    $0     768
fsub    $31    $22    $27  
fsub    $25    $1     $7   
fsub    $28    $18    $20  
flw     $8     $0     1500
fsw     $31    $0     -948
fsw     $21    $0     1804
fadd    $6     $7     $0   
fsub    $7     $16    $9   
flw     $11    $0     280
flw     $16    $0     -688
flw     $8     $0     -1956
fadd    $3     $5     $30  
fsw     $11    $0     -1120
flw     $31    $0     -1820
fadd    $12    $22    $27  
fsub    $4     $29    $11  
fadd    $9     $27    $16  
fadd    $20    $5     $14  
fadd    $4     $23    $7   
fsw     $28    $0     352
fadd    $21    $29    $22  
fsw     $24    $0     -1812
fsub    $25    $16    $6   
fsw     $21    $0     1100
fadd    $17    $14    $28  
fadd    $12    $23    $8   
fsub    $25    $22    $27  
fadd    $28    $28    $31  
fadd    $24    $1     $19  
fsw     $13    $0     -1568
flw     $9     $0     596
flw     $3     $0     1216
flw     $7     $0     -1048
flw     $3     $0     -1468
fsub    $23    $25    $20  
fadd    $9     $2     $9   
flw     $25    $0     -668
fsw     $19    $0     1608
