----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fadd    $7     $24    $8   
fsub    $4     $2     $4   
fsw     $28    $0     1920
fsub    $10    $2     $12  
fadd    $6     $4     $29  
fsub    $13    $31    $22  
fsub    $17    $27    $2   
flw     $20    $0     -1948
fsub    $4     $29    $14  
fadd    $1     $10    $16  
fsw     $14    $0     1924
fsw     $28    $0     264
fsub    $9     $29    $10  
fsub    $14    $13    $19  
flw     $23    $0     -180
fsub    $8     $20    $27  
fsw     $3     $0     -1352
fadd    $2     $5     $21  
fadd    $12    $25    $28  
fadd    $7     $27    $23  
fsw     $0     $0     -1916
fadd    $30    $31    $13  
fsub    $13    $13    $7   
fadd    $4     $5     $6   
fadd    $28    $7     $30  
fsw     $30    $0     1272
fsub    $30    $16    $14  
flw     $27    $0     -1128
fadd    $28    $31    $7   
flw     $1     $0     -1912
fsw     $17    $0     1876
fadd    $29    $16    $0   
fsub    $18    $9     $29  
fadd    $3     $9     $3   
fsub    $11    $24    $5   
fsub    $15    $31    $4   
fsw     $27    $0     -1156
flw     $1     $0     -1708
fadd    $9     $10    $0   
flw     $6     $0     -1808
fsw     $18    $0     780
fsw     $23    $0     1988
fsub    $5     $19    $2   
fsw     $30    $0     -172
flw     $30    $0     8
fadd    $8     $27    $7   
fsw     $16    $0     -532
fsub    $27    $20    $4   
fsub    $6     $11    $22  
flw     $9     $0     -1504
fadd    $28    $14    $14  
fadd    $2     $21    $4   
fadd    $18    $31    $15  
flw     $1     $0     -1876
flw     $11    $0     -1140
flw     $20    $0     -172
fsw     $13    $0     -112
fadd    $25    $5     $30  
fadd    $3     $24    $25  
fadd    $24    $17    $7   
fadd    $29    $22    $4   
fsub    $10    $29    $26  
fadd    $7     $3     $11  
fadd    $29    $1     $2   
flw     $4     $0     -1612
fsub    $28    $11    $26  
fsub    $10    $29    $5   
fsw     $9     $0     -1968
fsub    $25    $19    $2   
fadd    $10    $4     $13  
flw     $13    $0     -1176
fsub    $5     $3     $8   
fsw     $11    $0     1036
fsw     $11    $0     0
fadd    $24    $30    $27  
fsw     $27    $0     -764
fadd    $8     $10    $6   
flw     $13    $0     1524
flw     $9     $0     460
fadd    $3     $10    $18  
flw     $22    $0     -1844
fsw     $15    $0     88
fadd    $22    $10    $26  
fsub    $27    $7     $3   
fsub    $22    $11    $7   
fsub    $18    $4     $10  
fsw     $6     $0     1740
fsub    $26    $8     $24  
fsw     $29    $0     1056
fadd    $20    $29    $8   
fsw     $7     $0     968
fadd    $2     $15    $11  
flw     $27    $0     796
fsw     $30    $0     -1740
fsw     $6     $0     -432
flw     $6     $0     1196
fsw     $2     $0     -272
fsub    $28    $16    $3   
fsw     $31    $0     1972
flw     $23    $0     236
fsub    $26    $31    $26  
flw     $9     $0     1128
fadd    $20    $9     $2   
fadd    $10    $22    $2   
fsub    $8     $5     $14  
flw     $3     $0     1852
fsw     $8     $0     -1192
flw     $16    $0     1828
fsw     $15    $0     -480
fadd    $5     $24    $28  
flw     $17    $0     -1448
fsub    $14    $12    $20  
flw     $26    $0     1356
fadd    $11    $12    $6   
flw     $16    $0     -692
fsw     $12    $0     216
fadd    $18    $19    $14  
fadd    $28    $26    $29  
fsub    $30    $23    $30  
fsw     $27    $0     -1156
fsw     $6     $0     812
flw     $18    $0     1112
fadd    $15    $2     $9   
fsw     $7     $0     -460
flw     $11    $0     1376
fsub    $20    $20    $25  
fadd    $23    $19    $28  
flw     $16    $0     1468
fadd    $27    $23    $23  
flw     $12    $0     -1020
fadd    $5     $30    $24  
fsub    $10    $14    $20  
fsub    $31    $9     $11  
fadd    $5     $3     $13  
fsub    $23    $9     $16  
fsw     $3     $0     888
fsub    $6     $29    $17  
fsub    $5     $25    $30  
fadd    $6     $18    $31  
fsw     $7     $0     -824
fsub    $20    $17    $20  
fadd    $9     $16    $24  
fsw     $9     $0     336
fsw     $17    $0     -1152
fsub    $22    $8     $27  
flw     $24    $0     -1976
flw     $24    $0     -1784
fsub    $15    $22    $15  
flw     $6     $0     744
fsw     $30    $0     1160
flw     $5     $0     1216
fadd    $4     $24    $14  
fadd    $29    $29    $20  
fadd    $7     $28    $23  
fadd    $21    $15    $6   
fadd    $27    $5     $4   
fsub    $6     $15    $2   
fsw     $21    $0     1536
fsw     $12    $0     692
flw     $31    $0     -612
fsw     $6     $0     1320
fadd    $27    $6     $21  
fsw     $18    $0     424
fsw     $6     $0     -1000
flw     $7     $0     204
fsw     $1     $0     -648
flw     $8     $0     972
fsw     $29    $0     188
flw     $1     $0     -252
fsub    $9     $6     $15  
fadd    $13    $18    $0   
fsw     $23    $0     356
fsw     $17    $0     1000
flw     $15    $0     -808
flw     $13    $0     -1976
flw     $27    $0     -1184
fsub    $26    $19    $7   
fsub    $6     $9     $14  
fsub    $5     $15    $30  
fadd    $29    $2     $30  
fadd    $13    $4     $30  
fsub    $20    $18    $26  
flw     $11    $0     1020
fadd    $15    $9     $23  
fsw     $24    $0     1768
flw     $3     $0     32
fadd    $22    $7     $10  
fsw     $4     $0     -744
flw     $30    $0     -460
flw     $15    $0     -1172
flw     $26    $0     384
fsub    $4     $12    $16  
fadd    $9     $14    $13  
fadd    $2     $12    $18  
fsub    $4     $20    $12  
fsub    $3     $2     $6   
fsub    $20    $13    $16  
flw     $17    $0     -1928
fsub    $6     $23    $7   
fadd    $4     $7     $2   
fsw     $20    $0     1744
fsw     $9     $0     -160
flw     $29    $0     908
fsub    $20    $15    $18  
