----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fsub    $30    $18    $26  
fadd    $11    $28    $21  
fadd    $15    $24    $7   
fsw     $8     $0     280
fsw     $16    $0     1072
fsw     $9     $0     -48
fsub    $2     $5     $22  
flw     $26    $0     1644
fsw     $19    $0     -508
fsub    $14    $2     $14  
fadd    $1     $4     $14  
fadd    $7     $7     $13  
fsw     $28    $0     -1132
fsub    $31    $26    $31  
fsub    $25    $10    $30  
fadd    $14    $17    $26  
fsub    $31    $3     $11  
fsw     $10    $0     -1624
flw     $14    $0     1664
fadd    $15    $4     $12  
fadd    $16    $5     $0   
fadd    $22    $7     $0   
fsw     $18    $0     -1584
fsw     $0     $0     -1464
fsub    $9     $3     $15  
flw     $19    $0     1500
flw     $1     $0     168
fadd    $14    $16    $5   
fadd    $27    $24    $31  
fadd    $19    $14    $13  
fsw     $13    $0     1464
fsub    $17    $30    $20  
flw     $27    $0     -396
flw     $31    $0     -704
flw     $15    $0     524
fsub    $7     $21    $13  
fsub    $3     $17    $15  
flw     $15    $0     -1852
fsw     $13    $0     -88
flw     $27    $0     1372
flw     $13    $0     -1672
fadd    $15    $0     $25  
fsw     $29    $0     0
flw     $13    $0     1188
fadd    $26    $17    $8   
fadd    $29    $1     $15  
fadd    $11    $15    $18  
fsub    $9     $20    $0   
flw     $31    $0     -896
flw     $7     $0     -708
flw     $11    $0     1764
fsub    $24    $3     $14  
fadd    $28    $10    $2   
fadd    $20    $19    $28  
fsw     $7     $0     1008
fsw     $9     $0     -672
fadd    $30    $21    $7   
fsw     $12    $0     1884
fsw     $25    $0     -388
fsw     $1     $0     1800
fsub    $8     $11    $28  
fsub    $6     $25    $28  
fadd    $7     $24    $12  
fadd    $14    $14    $17  
fadd    $16    $27    $21  
flw     $15    $0     -280
fsub    $14    $29    $5   
fsw     $7     $0     76
fsw     $9     $0     -1456
fsw     $21    $0     -1468
flw     $23    $0     -224
flw     $12    $0     1012
fsw     $24    $0     -676
fsub    $9     $9     $18  
fsw     $25    $0     -372
fsub    $11    $0     $1   
fadd    $14    $25    $29  
flw     $12    $0     1376
fsw     $29    $0     -744
flw     $2     $0     -864
fadd    $18    $24    $15  
fsw     $2     $0     -628
fsub    $17    $4     $2   
flw     $4     $0     2024
fadd    $25    $16    $7   
flw     $5     $0     488
fsw     $2     $0     1040
fsub    $21    $6     $23  
fsub    $30    $11    $5   
fsub    $22    $15    $24  
fsw     $28    $0     -2004
fsub    $11    $8     $9   
fsw     $5     $0     -76
flw     $16    $0     1548
fsub    $23    $31    $19  
fsw     $19    $0     1528
fsub    $25    $13    $26  
fsub    $17    $17    $0   
flw     $21    $0     1092
fadd    $16    $11    $7   
fsub    $23    $11    $1   
flw     $2     $0     -256
fsub    $4     $23    $8   
flw     $21    $0     -1864
flw     $7     $0     528
fsw     $25    $0     -1192
fadd    $8     $17    $29  
fsub    $2     $5     $31  
flw     $28    $0     -1152
fsub    $27    $9     $24  
fadd    $11    $28    $16  
fsw     $28    $0     152
flw     $4     $0     1892
flw     $6     $0     -1980
fadd    $6     $31    $25  
fsw     $19    $0     -1316
fadd    $4     $28    $21  
flw     $13    $0     860
fsub    $13    $12    $30  
flw     $21    $0     1520
fadd    $2     $10    $8   
fadd    $3     $27    $19  
fadd    $7     $25    $11  
fsub    $29    $28    $5   
fsw     $15    $0     -372
flw     $8     $0     -1128
fsub    $30    $30    $14  
flw     $3     $0     -752
fadd    $2     $27    $10  
fsw     $26    $0     -104
fadd    $11    $8     $14  
fsub    $22    $30    $19  
fsw     $25    $0     1760
fadd    $10    $22    $29  
fsw     $15    $0     344
fadd    $1     $10    $13  
fadd    $12    $3     $27  
fsw     $9     $0     -524
flw     $14    $0     864
fsw     $25    $0     -24
flw     $27    $0     1076
fadd    $27    $4     $1   
fsw     $6     $0     1136
fsw     $11    $0     1836
fsw     $22    $0     1348
fsw     $19    $0     184
fsw     $10    $0     948
fsw     $8     $0     -1892
fadd    $9     $2     $24  
fadd    $18    $24    $14  
fsw     $10    $0     1304
fsub    $24    $18    $17  
fsw     $4     $0     -140
fsw     $30    $0     -836
flw     $3     $0     -1196
fsub    $17    $26    $12  
fsub    $20    $28    $6   
fadd    $6     $13    $26  
flw     $4     $0     -1200
fsw     $2     $0     -1780
fadd    $14    $14    $28  
flw     $27    $0     416
fsub    $14    $20    $15  
fadd    $22    $19    $6   
flw     $1     $0     -1124
flw     $3     $0     -304
flw     $10    $0     904
flw     $22    $0     -120
fsub    $6     $23    $28  
flw     $6     $0     -1480
flw     $23    $0     -712
flw     $29    $0     -1404
fsw     $4     $0     -1432
fadd    $7     $27    $11  
flw     $6     $0     1456
fsw     $24    $0     -1584
fadd    $4     $25    $13  
fsub    $27    $29    $8   
fadd    $15    $8     $7   
flw     $18    $0     1804
fsw     $20    $0     -1764
fadd    $20    $19    $22  
fadd    $17    $8     $1   
fsub    $23    $9     $28  
fadd    $1     $7     $20  
fsub    $30    $14    $8   
fadd    $11    $17    $16  
flw     $31    $0     1588
fsw     $5     $0     128
flw     $10    $0     752
fadd    $12    $6     $30  
fsub    $10    $3     $10  
fsub    $7     $24    $25  
fsub    $17    $17    $29  
flw     $10    $0     -1640
flw     $7     $0     -32
fadd    $28    $16    $19  
flw     $30    $0     -1848
fadd    $16    $13    $24  
fsw     $25    $0     1860
fadd    $1     $28    $26  
fsub    $28    $30    $22  
fsw     $3     $0     1552
fsw     $26    $0     -1800
flw     $10    $0     -840
