----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
flw     $22    $0     900
flw     $19    $0     -1396
fadd    $23    $18    $1   
flw     $31    $0     1012
fsw     $10    $0     584
flw     $17    $0     268
flw     $18    $0     836
flw     $3     $0     1748
fadd    $16    $3     $29  
fadd    $23    $25    $28  
fsub    $10    $5     $13  
fadd    $23    $10    $12  
flw     $13    $0     1480
fsw     $9     $0     -344
fsub    $2     $10    $2   
flw     $10    $0     1832
fsw     $2     $0     -2028
flw     $5     $0     -1400
flw     $22    $0     -1452
flw     $1     $0     1596
fsw     $26    $0     1844
fsub    $6     $10    $9   
fsw     $28    $0     1588
fadd    $5     $30    $13  
flw     $17    $0     -92
flw     $5     $0     -1004
fsw     $14    $0     900
fsw     $5     $0     -1648
fsub    $1     $2     $22  
fsw     $21    $0     -1376
flw     $2     $0     -1688
flw     $21    $0     1716
fsw     $0     $0     592
fadd    $18    $9     $29  
fsw     $24    $0     680
fadd    $10    $9     $13  
fadd    $11    $9     $7   
fadd    $5     $25    $23  
fsub    $13    $25    $1   
flw     $22    $0     164
fsw     $19    $0     1416
fsw     $28    $0     -1504
fsw     $12    $0     276
flw     $12    $0     -1936
fsub    $7     $11    $23  
fadd    $8     $19    $0   
fadd    $13    $28    $8   
fadd    $19    $25    $1   
fadd    $29    $13    $2   
fsw     $0     $0     -1368
fsub    $25    $4     $29  
fadd    $15    $1     $24  
fadd    $24    $23    $5   
fadd    $15    $26    $6   
fsub    $11    $16    $17  
fsw     $2     $0     -1180
flw     $18    $0     1040
fsub    $16    $7     $22  
fsw     $4     $0     -764
fadd    $26    $3     $15  
fsub    $5     $4     $26  
fsw     $0     $0     -1384
flw     $13    $0     160
fadd    $7     $16    $1   
fsw     $28    $0     572
fsub    $19    $2     $16  
fsub    $19    $10    $26  
flw     $18    $0     -988
fsw     $15    $0     112
fsub    $2     $24    $21  
fsub    $16    $25    $7   
flw     $23    $0     -832
fadd    $26    $7     $15  
flw     $29    $0     612
fsub    $19    $12    $13  
flw     $10    $0     -1788
flw     $25    $0     -444
fsub    $24    $29    $17  
fsub    $28    $20    $5   
fsw     $26    $0     88
fadd    $20    $26    $5   
fadd    $3     $11    $29  
flw     $28    $0     -912
fsub    $26    $27    $11  
flw     $8     $0     -460
fsw     $6     $0     2024
flw     $21    $0     -1860
fsub    $29    $10    $17  
fsw     $22    $0     444
flw     $26    $0     1852
fsw     $13    $0     -292
flw     $11    $0     -588
flw     $27    $0     -1736
flw     $29    $0     -260
fsw     $21    $0     788
fsw     $18    $0     -596
fsub    $26    $11    $11  
fsw     $7     $0     2040
fsub    $29    $7     $1   
fadd    $17    $24    $23  
fadd    $14    $14    $4   
fadd    $8     $28    $7   
flw     $7     $0     1940
fadd    $23    $21    $24  
flw     $24    $0     228
fsub    $16    $18    $6   
flw     $15    $0     508
fsub    $30    $20    $20  
fsw     $24    $0     -1160
fadd    $5     $24    $28  
flw     $27    $0     296
fsub    $24    $4     $26  
fadd    $18    $9     $14  
fsw     $31    $0     -340
flw     $25    $0     -1180
flw     $9     $0     -728
fsub    $7     $23    $28  
fadd    $12    $30    $23  
fadd    $10    $29    $21  
fsw     $20    $0     -1100
fadd    $13    $14    $18  
fsw     $30    $0     -864
fsw     $26    $0     484
flw     $30    $0     1408
fadd    $29    $9     $27  
fsub    $10    $3     $16  
fadd    $30    $8     $23  
fsw     $11    $0     1588
flw     $9     $0     616
flw     $23    $0     1496
fsub    $1     $24    $10  
fsub    $18    $0     $27  
fadd    $17    $26    $29  
fsub    $16    $17    $18  
flw     $25    $0     -1696
fsw     $2     $0     720
fsub    $14    $21    $23  
fsw     $25    $0     1244
fsub    $9     $28    $22  
fsub    $8     $21    $7   
fsub    $27    $7     $30  
fadd    $18    $18    $0   
flw     $6     $0     128
fadd    $1     $29    $8   
fsw     $0     $0     -760
flw     $25    $0     -1420
fadd    $13    $18    $11  
fsub    $2     $23    $26  
fadd    $19    $3     $6   
fsw     $29    $0     -1188
fsub    $18    $29    $30  
fsub    $9     $3     $25  
flw     $24    $0     -44
fsw     $18    $0     -1008
fsw     $26    $0     -1224
flw     $16    $0     380
fsub    $9     $10    $2   
fadd    $18    $13    $11  
fsub    $14    $9     $26  
fsub    $23    $28    $9   
fadd    $2     $18    $15  
fsw     $25    $0     708
fsw     $6     $0     -2020
fsub    $22    $3     $16  
fadd    $15    $30    $31  
flw     $9     $0     260
fsub    $6     $20    $12  
flw     $3     $0     716
fsub    $27    $28    $17  
fsub    $13    $15    $5   
flw     $1     $0     -1856
flw     $10    $0     1412
fadd    $14    $17    $29  
fsub    $24    $18    $23  
fsw     $5     $0     -560
fsw     $24    $0     -1336
flw     $28    $0     -1280
fsub    $3     $20    $1   
fadd    $7     $25    $1   
flw     $2     $0     -1280
fsw     $5     $0     -836
fadd    $20    $15    $12  
fsub    $1     $3     $9   
fadd    $26    $2     $6   
fsub    $28    $15    $25  
flw     $14    $0     200
fsub    $26    $3     $2   
flw     $26    $0     1652
fsw     $7     $0     -1996
fsub    $23    $29    $29  
fsub    $25    $11    $7   
flw     $1     $0     -1696
fsw     $22    $0     -1228
flw     $1     $0     -1492
fsub    $6     $13    $23  
fsub    $9     $0     $21  
fsw     $25    $0     1984
flw     $13    $0     -1696
fsub    $5     $3     $5   
flw     $2     $0     -1752
fsw     $10    $0     188
fsub    $31    $27    $12  
flw     $11    $0     1612
fsub    $16    $5     $1   
fsw     $4     $0     -1564
fsw     $26    $0     -1072
