----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fadd    $7     $16    $30  
flw     $17    $0     2004
fsw     $9     $0     824
flw     $3     $0     -1528
fadd    $29    $20    $9   
flw     $3     $0     -48
fsub    $9     $22    $26  
fadd    $5     $9     $7   
fsub    $22    $18    $12  
fsw     $29    $0     -860
fsw     $9     $0     1688
flw     $5     $0     1068
fsub    $5     $16    $31  
fsub    $21    $25    $3   
fadd    $30    $25    $25  
fsub    $18    $10    $1   
fsub    $31    $27    $20  
fsub    $29    $18    $18  
fadd    $7     $12    $16  
fsub    $23    $13    $0   
fsw     $17    $0     -608
fsw     $4     $0     808
fadd    $25    $5     $31  
fsub    $8     $19    $18  
flw     $3     $0     792
flw     $1     $0     396
flw     $28    $0     1696
flw     $15    $0     328
flw     $31    $0     -80
fsub    $3     $30    $0   
flw     $18    $0     -1032
fsub    $17    $1     $8   
fadd    $9     $26    $5   
fadd    $4     $29    $27  
fsub    $22    $31    $27  
fadd    $27    $24    $23  
fadd    $9     $4     $2   
fsw     $2     $0     1756
flw     $19    $0     1636
fsw     $3     $0     16
fsw     $8     $0     1324
fsub    $15    $2     $20  
fadd    $26    $24    $16  
fadd    $1     $22    $8   
flw     $11    $0     596
flw     $2     $0     1128
fsub    $4     $24    $8   
fadd    $28    $26    $17  
fadd    $21    $17    $14  
fsw     $17    $0     840
flw     $1     $0     1796
fadd    $19    $4     $13  
fadd    $20    $18    $1   
fsw     $21    $0     1088
fadd    $9     $0     $14  
fsw     $6     $0     -1568
flw     $31    $0     -1864
flw     $21    $0     376
flw     $3     $0     1312
fsw     $4     $0     -1084
flw     $9     $0     600
fsub    $11    $0     $20  
fsub    $17    $28    $16  
fsub    $2     $26    $14  
fsw     $8     $0     -324
fadd    $16    $5     $30  
fsw     $17    $0     -216
fadd    $5     $29    $16  
fadd    $21    $21    $25  
flw     $27    $0     428
fadd    $15    $23    $17  
fsub    $20    $16    $3   
fsw     $25    $0     -652
flw     $25    $0     372
fsw     $28    $0     500
fsw     $5     $0     -984
fsub    $14    $30    $18  
fsw     $27    $0     512
fsw     $26    $0     1892
fsw     $14    $0     -2028
fsub    $9     $0     $20  
fsub    $9     $0     $25  
fsw     $5     $0     1416
fsub    $20    $31    $31  
flw     $20    $0     -1924
fsw     $9     $0     -800
fadd    $14    $21    $31  
fsub    $29    $28    $7   
flw     $17    $0     1480
fadd    $26    $15    $25  
fadd    $7     $6     $26  
fadd    $18    $29    $18  
fadd    $10    $11    $13  
fsw     $10    $0     -1252
fsw     $5     $0     2012
fsw     $19    $0     -1432
fsw     $27    $0     1524
flw     $23    $0     -244
fsw     $18    $0     1588
fsub    $8     $1     $29  
flw     $2     $0     1068
fsub    $17    $11    $27  
fadd    $28    $23    $10  
fsub    $3     $28    $12  
fadd    $26    $2     $7   
fsw     $24    $0     1424
fsw     $8     $0     952
fadd    $27    $7     $3   
fsub    $18    $9     $30  
fsw     $13    $0     -192
fadd    $30    $12    $17  
fadd    $16    $9     $10  
fadd    $14    $22    $26  
fsub    $8     $9     $2   
fsw     $30    $0     1660
fsw     $22    $0     1564
flw     $25    $0     -656
flw     $9     $0     1584
fsw     $4     $0     -844
flw     $11    $0     476
fsw     $12    $0     -1320
fsub    $20    $1     $13  
flw     $21    $0     1464
fadd    $26    $2     $13  
flw     $3     $0     -428
flw     $1     $0     -1100
fsw     $2     $0     -1076
flw     $24    $0     988
fsub    $28    $31    $23  
fadd    $15    $28    $15  
flw     $8     $0     -828
flw     $14    $0     -504
fsub    $8     $15    $5   
flw     $17    $0     56
fadd    $12    $1     $21  
fadd    $24    $23    $27  
fsub    $25    $3     $6   
flw     $3     $0     -256
fsw     $20    $0     -1516
fsw     $28    $0     1320
fadd    $27    $18    $11  
fsub    $22    $0     $8   
flw     $30    $0     912
fsub    $6     $12    $14  
flw     $30    $0     -152
fadd    $5     $30    $16  
flw     $30    $0     -64
fsub    $12    $27    $27  
fsub    $7     $15    $1   
fadd    $31    $26    $2   
fsw     $24    $0     -1664
flw     $1     $0     1656
fsub    $27    $10    $16  
fsub    $11    $10    $4   
flw     $3     $0     1204
fsw     $17    $0     2020
fsw     $29    $0     -192
fsub    $23    $19    $7   
fsw     $2     $0     -624
fsw     $12    $0     936
fsw     $11    $0     824
fadd    $25    $31    $18  
flw     $31    $0     648
fsw     $5     $0     840
fadd    $18    $4     $13  
fadd    $30    $26    $14  
fsw     $7     $0     1904
fsub    $18    $23    $17  
fsub    $27    $9     $17  
fsub    $15    $16    $19  
fadd    $1     $23    $13  
fadd    $10    $14    $2   
fadd    $30    $21    $29  
fsub    $29    $5     $31  
flw     $3     $0     -1032
fadd    $22    $22    $17  
fadd    $28    $29    $10  
fsub    $6     $21    $15  
fadd    $18    $15    $22  
flw     $6     $0     -1592
fsw     $29    $0     200
fsub    $20    $30    $2   
fsub    $2     $22    $25  
fadd    $3     $28    $31  
fadd    $9     $28    $27  
fsw     $3     $0     -2012
fsub    $7     $15    $10  
fsw     $10    $0     -88
fadd    $5     $0     $30  
flw     $6     $0     -1432
fsub    $27    $2     $28  
fsw     $29    $0     -704
fsw     $17    $0     232
fsub    $31    $14    $28  
flw     $11    $0     -288
flw     $15    $0     1076
flw     $26    $0     -1588
flw     $24    $0     -688
fsub    $30    $11    $14  
fsub    $16    $9     $12  
fsw     $17    $0     -188
fsub    $23    $1     $27  
flw     $22    $0     -112
flw     $3     $0     -1908
fsub    $31    $22    $10  
fsw     $5     $0     -2004
