----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fadd    $6     $15    $31  
lw      $1     $0     -736
sub     $31    $6     $4   
fsub    $5     $26    $17  
fclass  $22    $17  
flt     $25    $31    $15  
fclass  $15    $29  
srl     $12    $22    $14  
fadd    $14    $10    $17  
sw      $2     $0     -228
lw      $21    $0     -124
srl     $27    $2     $20  
flw     $13    $0     -1384
srl     $16    $10    $28  
sw      $14    $0     620
slt     $27    $21    $17  
fclass  $17    $31  
slt     $21    $31    $24  
srl     $30    $26    $20  
add     $29    $26    $16  
addi    $31    $0     1884
sll     $28    $10    $1   
lw      $3     $0     -508
add     $28    $29    $15  
fsw     $25    $0     -1160
lw      $3     $0     -1704
sw      $31    $0     244
srl     $16    $16    $6   
addi    $10    $0     -100
fsw     $18    $0     496
addi    $15    $0     -624
sub     $12    $21    $14  
fadd    $6     $15    $2   
fsub    $27    $5     $15  
fclass  $8     $26  
flt     $17    $16    $9   
fsub    $26    $28    $16  
sll     $10    $6     $20  
fadd    $28    $9     $29  
sw      $6     $0     2028
fclass  $3     $24  
sub     $11    $13    $24  
fsw     $14    $0     1892
sll     $28    $15    $15  
flw     $31    $0     -48
fclass  $14    $24  
fclass  $7     $3   
addi    $14    $0     -860
sll     $18    $29    $23  
fsw     $7     $0     -692
sub     $9     $27    $7   
fsw     $18    $0     -1528
fclass  $16    $18  
lw      $29    $0     0
sll     $18    $27    $8   
sll     $16    $24    $21  
sub     $7     $15    $22  
sub     $21    $31    $10  
slt     $5     $9     $1   
lw      $28    $0     -1176
addi    $12    $0     52
sw      $26    $0     -1972
sw      $17    $0     -120
lw      $14    $0     1496
slt     $22    $23    $6   
srl     $28    $17    $17  
add     $16    $27    $2   
lw      $27    $0     -504
sw      $20    $0     -236
sub     $12    $9     $6   
fsub    $14    $4     $1   
flt     $12    $14    $4   
srl     $11    $1     $10  
addi    $4     $0     -1012
flt     $2     $7     $19  
sw      $7     $0     -1520
fsw     $22    $0     -1816
fsw     $9     $0     -1368
fsw     $25    $0     444
fclass  $5     $28  
sll     $19    $21    $19  
flt     $18    $6     $0   
fsw     $20    $0     908
fclass  $6     $24  
sll     $10    $11    $30  
flw     $30    $0     972
flt     $12    $16    $7   
flw     $12    $0     -1960
fsub    $9     $10    $22  
lw      $11    $0     -1220
fclass  $29    $11  
sll     $12    $10    $22  
flw     $5     $0     -680
lw      $5     $0     -588
flw     $22    $0     1476
fsw     $5     $0     -400
fadd    $22    $31    $2   
flt     $9     $19    $31  
srl     $27    $11    $11  
fsw     $19    $0     1772
lw      $5     $0     -1888
fsw     $9     $0     -576
flw     $28    $0     -172
sll     $31    $31    $1   
add     $9     $30    $28  
flw     $16    $0     1136
add     $27    $25    $12  
sub     $25    $20    $29  
addi    $4     $0     -320
flt     $9     $24    $10  
fsw     $23    $0     -408
fadd    $26    $13    $17  
srl     $14    $2     $1   
addi    $26    $0     -1772
srl     $11    $15    $12  
add     $3     $27    $17  
slt     $8     $16    $8   
flw     $24    $0     -1476
fadd    $7     $1     $16  
lw      $14    $0     1768
add     $27    $20    $1   
sll     $29    $31    $19  
fsub    $13    $5     $17  
lw      $14    $0     -284
sw      $8     $0     1192
srl     $25    $26    $5   
flt     $5     $31    $4   
fsub    $23    $12    $8   
lw      $9     $0     -1436
fclass  $13    $3   
fsub    $19    $10    $30  
sll     $19    $30    $14  
add     $28    $7     $19  
slt     $4     $14    $12  
fsw     $30    $0     1716
sub     $5     $29    $4   
flw     $1     $0     -1928
slt     $12    $19    $30  
slt     $18    $28    $25  
sub     $12    $18    $13  
fadd    $21    $18    $18  
flt     $19    $17    $8   
flt     $25    $20    $18  
fclass  $9     $16  
fsw     $10    $0     1108
sll     $8     $27    $5   
flw     $6     $0     360
slt     $20    $23    $16  
slt     $16    $28    $23  
lw      $31    $0     1856
srl     $19    $8     $19  
addi    $4     $0     1968
slt     $20    $20    $6   
sll     $3     $29    $25  
fsw     $24    $0     -1240
flt     $11    $7     $8   
fsw     $5     $0     1100
lw      $23    $0     268
fclass  $28    $5   
flw     $19    $0     -704
sub     $15    $5     $12  
flt     $25    $13    $18  
sll     $27    $5     $6   
fsw     $8     $0     1152
srl     $12    $12    $0   
lw      $22    $0     -1920
slt     $7     $20    $9   
flt     $31    $30    $1   
sub     $7     $6     $14  
lw      $7     $0     468
fadd    $2     $22    $20  
sub     $22    $31    $9   
fadd    $22    $4     $16  
add     $29    $25    $1   
sll     $5     $19    $17  
addi    $14    $0     -1648
sll     $11    $8     $17  
lw      $24    $0     1432
flt     $9     $28    $26  
fsw     $22    $0     -508
fadd    $12    $28    $30  
flt     $1     $3     $1   
fsw     $23    $0     584
fsub    $26    $29    $8   
flw     $6     $0     -364
add     $29    $24    $28  
sub     $25    $5     $4   
addi    $22    $0     1004
sll     $13    $17    $15  
lw      $15    $0     -1608
addi    $30    $0     92
fsub    $16    $13    $21  
fadd    $5     $26    $12  
flw     $1     $0     -84
fadd    $31    $16    $5   
fsub    $16    $31    $23  
slt     $21    $2     $19  
fsw     $17    $0     -200
lw      $6     $0     964
add     $4     $3     $2   
fadd    $2     $4     $26  
fsub    $6     $0     $9   
flt     $6     $4     $6   
sll     $23    $7     $1   
sll     $22    $9     $21  
fsub    $26    $0     $26  
add     $15    $17    $28  
slt     $3     $16    $18  
sw      $6     $0     -1528
add     $3     $4     $7   
fsub    $31    $21    $28  
fsub    $22    $13    $22  
sub     $4     $26    $17  
flt     $19    $15    $6   
