----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fsub    $25    $18    $25  
fadd    $2     $13    $22  
fsub    $14    $6     $18  
fadd    $28    $17    $21  
fsw     $17    $0     -160
fsub    $25    $18    $21  
flw     $22    $0     -320
flw     $1     $0     -1600
flw     $23    $0     244
fsub    $8     $10    $2   
flw     $10    $0     832
fadd    $3     $0     $3   
fsw     $23    $0     1816
flw     $16    $0     -1924
fadd    $19    $8     $30  
fsw     $19    $0     -1904
flw     $13    $0     -1188
flw     $22    $0     228
fsw     $30    $0     1280
flw     $30    $0     -272
flw     $2     $0     1176
fsub    $12    $7     $31  
fsub    $7     $4     $15  
fadd    $5     $31    $14  
fsw     $29    $0     712
fsub    $22    $6     $17  
fsub    $25    $29    $30  
fsw     $14    $0     -1088
fadd    $25    $26    $1   
fadd    $16    $10    $24  
fsub    $1     $22    $14  
fsw     $21    $0     -364
fsub    $4     $31    $24  
flw     $12    $0     -160
fsw     $2     $0     964
fsub    $5     $9     $8   
flw     $25    $0     1600
fadd    $28    $15    $2   
flw     $7     $0     -444
fadd    $17    $30    $26  
fsub    $24    $17    $1   
flw     $2     $0     -1696
fadd    $6     $3     $10  
flw     $24    $0     160
fadd    $10    $1     $19  
flw     $13    $0     824
fsub    $23    $4     $9   
flw     $30    $0     1024
fsw     $12    $0     328
fsw     $26    $0     -780
fadd    $2     $4     $20  
fsub    $6     $5     $10  
fsub    $6     $2     $27  
fsw     $2     $0     -1912
flw     $15    $0     -1336
fsw     $6     $0     976
fadd    $21    $2     $22  
fsub    $13    $17    $0   
flw     $3     $0     -540
fsw     $11    $0     608
fsw     $8     $0     -1588
fadd    $17    $2     $16  
flw     $17    $0     -516
flw     $4     $0     1204
fadd    $20    $2     $5   
fsw     $3     $0     748
fadd    $20    $6     $3   
fsw     $8     $0     212
fadd    $19    $7     $12  
flw     $27    $0     996
flw     $24    $0     -928
fadd    $27    $13    $1   
fsw     $24    $0     192
fadd    $30    $5     $14  
fsub    $4     $12    $7   
fsw     $19    $0     300
fsub    $16    $14    $22  
fadd    $13    $3     $22  
flw     $8     $0     440
fsw     $31    $0     1972
fsub    $24    $19    $10  
flw     $2     $0     1536
fsub    $26    $26    $16  
fadd    $2     $16    $24  
fsub    $2     $27    $0   
fsub    $28    $17    $5   
flw     $18    $0     -244
fsub    $4     $1     $9   
fsw     $27    $0     1040
fsub    $15    $14    $3   
flw     $13    $0     -652
fsw     $1     $0     -944
fadd    $31    $15    $12  
flw     $9     $0     -132
fsw     $18    $0     1192
fsub    $24    $27    $22  
flw     $9     $0     12
fadd    $6     $30    $2   
fsw     $28    $0     1292
flw     $21    $0     1744
fsub    $10    $23    $6   
flw     $10    $0     508
flw     $12    $0     1968
flw     $2     $0     1120
fsw     $19    $0     28
fsw     $28    $0     840
flw     $8     $0     272
fsw     $9     $0     1620
fadd    $17    $5     $1   
fadd    $18    $14    $11  
flw     $31    $0     -548
flw     $27    $0     1580
fadd    $19    $21    $22  
fadd    $4     $7     $21  
fsw     $11    $0     -1536
fadd    $18    $28    $0   
flw     $21    $0     424
fsw     $20    $0     1604
flw     $22    $0     -28
fsub    $13    $9     $19  
flw     $22    $0     -880
fadd    $12    $10    $18  
fadd    $26    $25    $4   
flw     $30    $0     -644
fadd    $20    $11    $17  
fsw     $26    $0     416
fsw     $27    $0     336
fadd    $15    $12    $10  
fsub    $21    $26    $19  
flw     $1     $0     1368
fsw     $2     $0     428
flw     $12    $0     -960
fsub    $16    $30    $1   
fadd    $17    $24    $17  
flw     $15    $0     -868
fadd    $1     $22    $4   
fadd    $8     $31    $23  
fsub    $9     $16    $21  
fsub    $8     $30    $17  
fsub    $21    $22    $6   
flw     $16    $0     1060
flw     $21    $0     -1612
fadd    $17    $1     $24  
fsw     $28    $0     1768
fsub    $21    $26    $11  
fsw     $0     $0     -984
flw     $4     $0     204
fadd    $3     $30    $8   
flw     $18    $0     1852
flw     $4     $0     -1732
fsw     $30    $0     -1412
fadd    $18    $2     $1   
fsub    $27    $26    $13  
flw     $9     $0     -476
fsw     $20    $0     -720
fsub    $18    $13    $2   
fadd    $28    $24    $4   
fadd    $7     $7     $19  
fsub    $4     $24    $23  
fsub    $14    $28    $13  
fadd    $1     $19    $18  
fsw     $12    $0     -1944
fsub    $28    $12    $8   
fsw     $17    $0     -52
fadd    $12    $16    $15  
flw     $19    $0     -984
fadd    $9     $2     $28  
fsub    $5     $25    $22  
flw     $8     $0     592
fsub    $2     $31    $26  
fsw     $22    $0     -556
fsw     $5     $0     1132
fsw     $23    $0     1356
fsw     $6     $0     156
fadd    $19    $25    $21  
fadd    $10    $28    $5   
fsub    $13    $23    $22  
fsub    $11    $31    $12  
fadd    $23    $2     $8   
flw     $28    $0     -916
fsw     $19    $0     -1168
fsw     $8     $0     756
fsub    $18    $19    $11  
fsub    $15    $27    $15  
fadd    $10    $5     $1   
fsw     $14    $0     -1904
fsw     $9     $0     -1388
fsub    $11    $17    $23  
fsw     $25    $0     1940
fsw     $31    $0     -1068
fadd    $2     $24    $10  
fadd    $14    $27    $16  
fsub    $12    $4     $17  
fsw     $0     $0     -1416
flw     $13    $0     -828
fsub    $5     $16    $19  
flw     $8     $0     456
fsw     $2     $0     1192
fsw     $4     $0     -524
fadd    $29    $25    $30  
fsub    $13    $11    $26  
flw     $11    $0     -1712
fsub    $10    $26    $2   
fadd    $17    $17    $8   
fsw     $23    $0     -1136
fsub    $11    $7     $5   
fsw     $7     $0     -1960
