----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fadd    $10    $11    $5   
fadd    $23    $17    $30  
fadd    $26    $30    $5   
fsw     $30    $0     -1052
fsub    $25    $19    $4   
fsw     $2     $0     -1936
fadd    $9     $3     $28  
fadd    $2     $20    $25  
fadd    $18    $15    $14  
fadd    $3     $27    $23  
fadd    $17    $26    $31  
flw     $6     $0     -204
fsw     $22    $0     -888
fsw     $12    $0     -388
flw     $16    $0     -316
fsw     $23    $0     -344
fsub    $24    $9     $14  
fsw     $4     $0     -1812
fsw     $20    $0     1656
fadd    $29    $12    $10  
fsw     $18    $0     1524
fsw     $12    $0     -1252
fsw     $7     $0     -268
fsub    $20    $21    $29  
flw     $1     $0     -896
fadd    $22    $14    $14  
flw     $4     $0     1540
fadd    $26    $14    $5   
flw     $9     $0     580
flw     $24    $0     1340
fsw     $28    $0     -736
flw     $15    $0     -1700
fsw     $0     $0     -1220
fsub    $2     $31    $16  
fsub    $28    $27    $29  
flw     $28    $0     -1388
fadd    $15    $20    $23  
fadd    $23    $19    $18  
fsw     $0     $0     -424
fsub    $13    $10    $7   
fadd    $10    $4     $13  
fsub    $17    $11    $23  
fadd    $26    $10    $23  
fadd    $26    $7     $3   
fadd    $8     $29    $2   
fadd    $28    $14    $7   
fadd    $13    $20    $25  
fsw     $16    $0     1672
flw     $4     $0     -1344
fsub    $5     $16    $7   
fsub    $12    $22    $7   
fsub    $19    $2     $11  
fadd    $21    $6     $0   
fadd    $9     $15    $26  
fsw     $11    $0     1248
fsw     $2     $0     1540
flw     $11    $0     -1472
fadd    $9     $20    $14  
fadd    $16    $15    $0   
fsub    $13    $31    $5   
fsw     $14    $0     1716
fadd    $22    $24    $6   
fadd    $21    $11    $23  
flw     $24    $0     -820
fsub    $30    $5     $26  
fsub    $31    $16    $18  
fadd    $4     $3     $4   
flw     $26    $0     -552
fadd    $13    $4     $2   
fsw     $26    $0     2000
fsw     $11    $0     -1812
fsub    $28    $26    $19  
flw     $12    $0     724
fadd    $27    $9     $8   
fsw     $14    $0     548
fsw     $12    $0     -236
fsub    $9     $9     $14  
fadd    $6     $21    $30  
fsub    $18    $19    $30  
fadd    $9     $2     $29  
fadd    $28    $4     $16  
fsub    $10    $4     $28  
fsub    $31    $18    $31  
fsub    $1     $14    $0   
fsub    $13    $0     $16  
fsw     $16    $0     -1876
fsw     $17    $0     -1332
fsw     $18    $0     856
flw     $23    $0     396
fadd    $1     $9     $26  
fadd    $20    $24    $15  
fsw     $26    $0     -1416
fsw     $4     $0     312
fsw     $14    $0     1088
flw     $16    $0     -240
fsub    $24    $14    $6   
fadd    $24    $5     $7   
flw     $31    $0     1384
fsub    $5     $28    $1   
fsub    $7     $1     $5   
fadd    $22    $25    $22  
fsub    $12    $6     $17  
fsub    $10    $4     $4   
fadd    $30    $10    $20  
flw     $31    $0     -400
fadd    $11    $28    $16  
fsw     $10    $0     -784
fadd    $10    $9     $11  
flw     $13    $0     196
fadd    $6     $20    $5   
fsub    $14    $6     $8   
fsub    $15    $18    $19  
flw     $8     $0     -500
fsub    $24    $1     $20  
fsw     $22    $0     980
fadd    $17    $20    $12  
fadd    $26    $15    $4   
flw     $5     $0     60
fsw     $23    $0     1708
flw     $26    $0     -1692
fsub    $18    $25    $7   
flw     $15    $0     1040
flw     $23    $0     -1640
fsub    $27    $20    $13  
fadd    $25    $1     $24  
fadd    $17    $29    $11  
flw     $15    $0     -396
fadd    $22    $7     $7   
fadd    $27    $5     $31  
fsw     $31    $0     548
fsw     $7     $0     8
flw     $4     $0     1456
fsub    $13    $20    $28  
flw     $17    $0     716
fsw     $21    $0     -484
fadd    $23    $11    $13  
fsw     $0     $0     1368
fsw     $13    $0     -536
fsub    $12    $22    $7   
flw     $27    $0     -1072
fadd    $27    $16    $22  
fsub    $11    $17    $25  
fsub    $5     $3     $19  
fadd    $10    $2     $24  
fsw     $30    $0     544
fsub    $19    $27    $10  
fsw     $15    $0     1092
flw     $14    $0     1096
flw     $10    $0     1776
flw     $6     $0     -944
fsub    $12    $5     $18  
fsub    $4     $0     $4   
flw     $29    $0     108
fsub    $13    $9     $6   
flw     $3     $0     -1352
fadd    $21    $30    $5   
flw     $20    $0     428
fsub    $5     $24    $29  
flw     $9     $0     1264
flw     $21    $0     76
fsw     $21    $0     -244
fsw     $23    $0     -684
flw     $1     $0     -320
flw     $6     $0     404
fadd    $24    $10    $20  
flw     $6     $0     -1360
flw     $3     $0     -1548
fsub    $7     $27    $2   
fadd    $18    $14    $0   
fsub    $25    $23    $21  
fsw     $23    $0     -36
fadd    $18    $28    $19  
fadd    $6     $24    $30  
fadd    $14    $19    $21  
flw     $16    $0     672
flw     $8     $0     -844
fadd    $10    $26    $13  
fsw     $30    $0     -1812
fadd    $15    $23    $15  
fadd    $20    $5     $13  
fadd    $29    $17    $17  
fsub    $7     $14    $5   
fsub    $14    $13    $3   
fsub    $22    $1     $23  
fadd    $5     $8     $3   
fadd    $6     $20    $16  
flw     $9     $0     -1808
fsw     $10    $0     208
fadd    $21    $3     $31  
fsw     $16    $0     -828
flw     $4     $0     -168
fadd    $1     $7     $11  
flw     $19    $0     908
fadd    $25    $22    $14  
flw     $26    $0     -952
fsw     $29    $0     -1276
flw     $3     $0     796
fadd    $9     $15    $28  
fsub    $2     $14    $6   
fsub    $18    $18    $28  
flw     $15    $0     -1080
flw     $16    $0     1636
fadd    $9     $3     $12  
flw     $29    $0     -312
fsw     $21    $0     -1916
