----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
lw      $28    $0     -316
srl     $24    $28    $15  
flw     $26    $0     88
add     $24    $6     $18  
fadd    $22    $12    $27  
fsw     $28    $0     -500
fsw     $18    $0     56
flt     $18    $10    $23  
sub     $4     $20    $6   
srl     $12    $21    $29  
addi    $13    $0     1756
srl     $17    $2     $27  
lw      $26    $0     572
add     $13    $15    $17  
flw     $14    $0     -1816
fsw     $31    $0     -1312
add     $11    $10    $29  
slt     $2     $19    $14  
slt     $10    $19    $28  
lw      $3     $0     312
flt     $31    $22    $13  
sub     $10    $24    $9   
slt     $28    $7     $5   
fsw     $18    $0     204
srl     $4     $10    $0   
flt     $5     $30    $14  
fsub    $2     $26    $11  
slt     $20    $15    $3   
fsw     $7     $0     -200
flt     $5     $15    $2   
flt     $24    $13    $24  
lw      $5     $0     1864
flw     $14    $0     1644
fsub    $13    $1     $29  
srl     $29    $23    $15  
add     $30    $10    $15  
srl     $18    $14    $1   
flt     $12    $1     $15  
sub     $27    $9     $12  
fsw     $3     $0     -1176
fclass  $20    $26  
fsub    $13    $23    $19  
fsub    $27    $18    $3   
sw      $9     $0     760
slt     $19    $20    $11  
addi    $2     $0     2032
fclass  $18    $2   
lw      $19    $0     1512
srl     $16    $30    $25  
fclass  $24    $24  
fclass  $9     $16  
sll     $10    $21    $5   
fadd    $16    $20    $28  
sll     $29    $3     $0   
fadd    $2     $17    $19  
srl     $23    $6     $9   
srl     $9     $3     $16  
fsub    $23    $4     $16  
flt     $13    $0     $6   
slt     $28    $23    $19  
fsub    $2     $2     $10  
addi    $4     $0     1932
flt     $25    $29    $3   
fsub    $28    $30    $5   
sub     $15    $14    $26  
add     $11    $6     $7   
add     $24    $5     $21  
flw     $26    $0     -1636
sll     $3     $6     $18  
flw     $12    $0     -1704
addi    $21    $0     -1800
flw     $15    $0     -88
fadd    $30    $19    $24  
lw      $23    $0     -480
sub     $5     $0     $26  
add     $22    $5     $10  
slt     $4     $0     $8   
fsw     $13    $0     -1928
sll     $31    $10    $26  
fsw     $13    $0     -356
fadd    $19    $19    $15  
sll     $8     $10    $5   
sll     $16    $1     $12  
flt     $1     $1     $2   
flt     $18    $30    $22  
fsw     $28    $0     1320
flt     $11    $5     $6   
fsub    $30    $13    $6   
sll     $2     $4     $2   
fsw     $5     $0     764
add     $17    $10    $13  
flt     $1     $17    $17  
slt     $10    $29    $16  
lw      $28    $0     -1992
fadd    $10    $31    $2   
sub     $31    $3     $25  
fsw     $20    $0     1352
add     $24    $7     $5   
addi    $5     $0     1788
slt     $11    $27    $27  
slt     $23    $0     $1   
slt     $5     $28    $23  
add     $5     $7     $31  
srl     $2     $21    $24  
lw      $17    $0     -640
fsub    $9     $8     $26  
sll     $27    $19    $17  
lw      $24    $0     -124
srl     $8     $19    $18  
slt     $25    $2     $7   
flt     $16    $10    $29  
fsub    $19    $31    $14  
fadd    $5     $21    $26  
fadd    $27    $5     $27  
add     $15    $29    $19  
slt     $26    $27    $22  
sw      $25    $0     -1652
flw     $13    $0     2028
flw     $15    $0     832
srl     $18    $19    $7   
fsub    $31    $7     $24  
fadd    $7     $30    $10  
fclass  $3     $24  
sw      $4     $0     -2008
fadd    $16    $0     $10  
lw      $25    $0     -1196
fclass  $25    $7   
slt     $20    $23    $18  
sw      $0     $0     -608
fclass  $15    $18  
fadd    $23    $24    $1   
sll     $10    $31    $5   
srl     $11    $0     $8   
sw      $10    $0     -1924
add     $15    $6     $3   
addi    $26    $0     688
slt     $8     $16    $12  
fclass  $16    $14  
addi    $1     $0     176
sw      $15    $0     -932
sw      $18    $0     1376
slt     $14    $18    $12  
sw      $3     $0     1608
flw     $13    $0     1812
fsub    $7     $5     $0   
sw      $10    $0     860
sll     $26    $6     $21  
sll     $28    $8     $4   
lw      $15    $0     296
flt     $10    $15    $15  
sll     $1     $0     $15  
sub     $13    $21    $24  
sw      $29    $0     -1964
add     $21    $20    $26  
srl     $12    $17    $16  
fsub    $6     $19    $21  
sll     $8     $29    $22  
fsub    $4     $7     $31  
fsw     $6     $0     -1136
fclass  $12    $10  
fsw     $23    $0     908
flw     $17    $0     1348
addi    $14    $0     -688
addi    $25    $0     1280
fclass  $10    $19  
fadd    $18    $17    $25  
fsub    $24    $3     $3   
srl     $9     $20    $23  
slt     $14    $29    $29  
addi    $5     $0     684
fsw     $16    $0     -1528
slt     $12    $15    $23  
fsub    $4     $17    $15  
add     $15    $26    $15  
lw      $9     $0     -152
sub     $29    $14    $12  
srl     $3     $18    $23  
fsw     $4     $0     -700
fsub    $13    $8     $5   
addi    $31    $0     320
flt     $29    $26    $4   
fadd    $16    $24    $27  
fsub    $31    $29    $12  
add     $26    $30    $6   
fadd    $30    $29    $15  
lw      $8     $0     1660
add     $5     $3     $0   
fsub    $12    $25    $13  
addi    $25    $0     576
fsub    $23    $2     $16  
fsw     $16    $0     -16
flw     $19    $0     -1396
addi    $22    $0     1364
sub     $18    $28    $25  
addi    $1     $0     -328
flw     $9     $0     1872
flt     $15    $3     $29  
sub     $24    $6     $22  
slt     $19    $18    $2   
sub     $5     $22    $16  
lw      $31    $0     324
fsw     $26    $0     780
lw      $10    $0     -1492
add     $19    $2     $22  
addi    $21    $0     -1660
fsub    $15    $21    $24  
fclass  $27    $27  
fadd    $17    $3     $13  
fsw     $1     $0     -1880
lw      $5     $0     1144
slt     $2     $27    $0   
srl     $30    $15    $29  
slt     $3     $3     $18  
fsw     $21    $0     -1216
