----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fsub    $12    $20    $16  
flw     $27    $0     2012
fadd    $6     $7     $26  
fadd    $24    $25    $13  
flw     $18    $0     1968
fadd    $22    $6     $15  
fadd    $12    $28    $23  
fadd    $1     $22    $29  
fadd    $5     $31    $10  
fsub    $20    $31    $28  
fadd    $30    $6     $19  
flw     $5     $0     140
fadd    $23    $5     $5   
flw     $14    $0     -920
flw     $10    $0     -1812
fsub    $13    $5     $2   
flw     $13    $0     1212
fsw     $31    $0     360
fadd    $10    $29    $27  
fsub    $31    $0     $20  
fsub    $16    $26    $29  
fadd    $10    $1     $16  
flw     $3     $0     -1276
fadd    $2     $27    $25  
fsw     $26    $0     -2036
fsub    $15    $0     $24  
fsw     $15    $0     1420
fadd    $3     $12    $14  
fadd    $18    $17    $23  
fadd    $29    $7     $28  
flw     $14    $0     280
fadd    $22    $28    $20  
flw     $12    $0     -1272
fsw     $12    $0     -528
fadd    $20    $5     $14  
fadd    $17    $27    $5   
fadd    $29    $16    $21  
fsw     $4     $0     -1700
fsw     $13    $0     236
fsub    $27    $16    $8   
fsub    $20    $1     $15  
fsw     $8     $0     -988
fsub    $10    $31    $29  
fsub    $19    $15    $19  
fsw     $21    $0     -612
fsw     $23    $0     -1472
fadd    $20    $4     $20  
fsub    $22    $9     $13  
fsw     $29    $0     1816
fadd    $20    $14    $9   
fsub    $1     $15    $14  
flw     $7     $0     588
fadd    $11    $30    $27  
flw     $20    $0     -1572
flw     $1     $0     1412
fadd    $25    $15    $26  
fsw     $26    $0     1144
fsw     $29    $0     612
flw     $28    $0     196
fadd    $25    $13    $10  
fadd    $4     $16    $31  
fsw     $27    $0     -992
fadd    $30    $7     $28  
fsw     $14    $0     1168
flw     $12    $0     1356
fsw     $13    $0     792
fsub    $19    $24    $14  
flw     $6     $0     396
fsub    $21    $5     $4   
fsub    $23    $13    $15  
fsub    $20    $6     $7   
fsw     $1     $0     -872
fadd    $30    $27    $15  
fsw     $3     $0     -1032
fsub    $17    $6     $7   
fadd    $26    $17    $4   
fadd    $22    $26    $16  
fadd    $16    $10    $31  
fadd    $31    $30    $13  
flw     $7     $0     788
fadd    $24    $20    $26  
fsw     $11    $0     -672
fsw     $7     $0     -460
fsw     $24    $0     -1824
fadd    $20    $3     $10  
fadd    $2     $26    $28  
fsub    $23    $19    $29  
fadd    $14    $30    $0   
fsub    $26    $22    $18  
flw     $27    $0     1228
fsub    $25    $5     $10  
fadd    $11    $8     $13  
flw     $22    $0     1200
fsw     $8     $0     -120
flw     $15    $0     1472
fadd    $5     $4     $0   
fsw     $30    $0     1152
fadd    $23    $10    $18  
fadd    $4     $28    $12  
fadd    $27    $12    $20  
fadd    $3     $30    $13  
fsw     $27    $0     -1600
fsub    $3     $28    $16  
flw     $1     $0     -1284
fadd    $17    $22    $28  
fsw     $18    $0     -840
fsw     $25    $0     628
fsub    $7     $16    $26  
flw     $18    $0     -996
flw     $26    $0     1820
fsub    $15    $2     $10  
flw     $6     $0     -272
fsw     $18    $0     1672
fadd    $16    $26    $3   
flw     $28    $0     1280
fsub    $29    $31    $26  
fsub    $28    $8     $3   
fsub    $14    $9     $19  
flw     $15    $0     1144
flw     $4     $0     556
flw     $5     $0     -1000
fsub    $24    $19    $31  
fsw     $18    $0     1128
fsw     $25    $0     1836
fsub    $27    $7     $31  
fsub    $24    $2     $15  
fsw     $4     $0     -72
fadd    $14    $29    $20  
flw     $10    $0     -904
fsub    $27    $24    $16  
fadd    $9     $6     $26  
fadd    $27    $9     $25  
flw     $31    $0     -216
fadd    $4     $14    $16  
fadd    $9     $30    $30  
flw     $23    $0     -1752
fsub    $1     $5     $3   
fsw     $19    $0     1508
fadd    $2     $10    $21  
fsw     $26    $0     1788
fadd    $2     $5     $18  
fsw     $7     $0     -376
fadd    $3     $4     $20  
flw     $14    $0     576
flw     $29    $0     -1620
fsw     $27    $0     -1408
flw     $18    $0     216
fsw     $31    $0     484
flw     $16    $0     1928
fadd    $8     $12    $14  
fsub    $3     $18    $14  
fsub    $29    $10    $21  
fadd    $9     $11    $22  
flw     $9     $0     -1028
fadd    $16    $8     $16  
fsub    $28    $8     $6   
flw     $30    $0     -916
fsw     $16    $0     -1804
fadd    $11    $16    $1   
fsub    $16    $24    $16  
fsw     $20    $0     392
fsub    $20    $5     $22  
fsw     $22    $0     -256
fsub    $11    $8     $7   
fsw     $2     $0     -1516
fsub    $31    $6     $23  
flw     $3     $0     -1964
fsw     $29    $0     -1416
flw     $23    $0     -860
fsw     $20    $0     152
fsub    $2     $11    $20  
fadd    $14    $28    $31  
flw     $12    $0     1972
fsw     $15    $0     588
fsub    $5     $30    $10  
fsub    $15    $16    $22  
fsub    $13    $11    $20  
fsub    $4     $2     $16  
fsub    $26    $22    $13  
fsw     $28    $0     228
fsw     $22    $0     180
fadd    $3     $16    $31  
flw     $11    $0     1956
flw     $25    $0     164
fsub    $1     $7     $3   
fsw     $16    $0     -1108
fsub    $29    $0     $4   
fsub    $27    $18    $5   
fadd    $23    $3     $1   
fsw     $12    $0     -1280
fsw     $2     $0     -1668
fsub    $2     $19    $21  
fsub    $5     $19    $30  
fsw     $14    $0     -140
fsub    $8     $21    $1   
fadd    $8     $23    $11  
fsw     $5     $0     1324
fadd    $20    $17    $18  
fsub    $31    $13    $31  
flw     $5     $0     1088
fsub    $19    $5     $23  
fsub    $19    $25    $9   
fadd    $3     $20    $10  
fsub    $9     $2     $10  
