----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
sw      $5     $0     -1776
flt     $25    $1     $11  
slt     $20    $27    $26  
sub     $14    $18    $29  
sub     $25    $31    $18  
fsw     $13    $0     1160
sub     $15    $14    $3   
lw      $9     $0     -1668
sub     $8     $5     $9   
flt     $7     $14    $15  
addi    $18    $0     1728
fsub    $2     $17    $5   
lw      $29    $0     1592
flw     $3     $0     1140
addi    $14    $0     460
sw      $16    $0     -1528
addi    $9     $0     -768
sw      $18    $0     -108
flt     $21    $17    $25  
srl     $14    $7     $13  
flt     $21    $6     $6   
sll     $13    $1     $13  
sw      $27    $0     1804
fsub    $8     $20    $8   
slt     $9     $18    $15  
fsw     $20    $0     -1768
lw      $15    $0     1808
fclass  $11    $18  
fclass  $5     $3   
add     $12    $9     $9   
flw     $18    $0     -1716
flw     $24    $0     -980
sll     $25    $6     $17  
flw     $13    $0     1244
flt     $27    $4     $18  
addi    $30    $0     1804
fsw     $25    $0     1188
srl     $15    $6     $28  
flt     $6     $28    $8   
srl     $14    $17    $0   
flw     $3     $0     1112
add     $11    $10    $22  
flw     $17    $0     -1596
addi    $3     $0     24
slt     $29    $28    $18  
add     $10    $21    $11  
sw      $11    $0     1260
fclass  $17    $26  
fsub    $10    $0     $31  
flt     $13    $22    $11  
fsub    $26    $23    $22  
flt     $1     $29    $28  
addi    $13    $0     -416
fsw     $22    $0     332
sw      $14    $0     184
addi    $11    $0     1468
sll     $3     $30    $29  
sll     $17    $18    $1   
slt     $19    $8     $30  
flw     $29    $0     76
add     $5     $6     $3   
add     $26    $4     $30  
sw      $15    $0     -768
srl     $15    $31    $3   
addi    $8     $0     108
sw      $13    $0     1772
fsw     $15    $0     -1684
fadd    $3     $21    $17  
fsw     $14    $0     -1872
srl     $9     $5     $10  
lw      $8     $0     -4
sll     $13    $11    $29  
sub     $10    $2     $15  
slt     $19    $24    $14  
addi    $8     $0     -1512
flt     $6     $21    $28  
sll     $14    $24    $22  
sw      $31    $0     -1224
srl     $12    $5     $7   
slt     $16    $10    $6   
sll     $28    $29    $6   
fsw     $19    $0     -1356
fadd    $5     $14    $2   
sub     $2     $27    $6   
flw     $20    $0     1716
add     $18    $8     $15  
addi    $31    $0     -412
srl     $4     $9     $30  
fsub    $21    $22    $21  
slt     $22    $22    $27  
fclass  $26    $24  
lw      $31    $0     -304
srl     $12    $5     $1   
add     $5     $10    $4   
sub     $5     $7     $22  
flw     $20    $0     -1376
flt     $28    $17    $11  
flw     $7     $0     -304
flw     $4     $0     1556
flt     $13    $26    $23  
fadd    $30    $21    $24  
flt     $20    $23    $0   
fsw     $7     $0     -1792
addi    $4     $0     1292
srl     $10    $26    $7   
flt     $4     $7     $28  
srl     $24    $19    $8   
sub     $2     $23    $15  
slt     $13    $17    $0   
fadd    $16    $5     $11  
sub     $19    $21    $18  
lw      $10    $0     -484
slt     $21    $29    $22  
fadd    $29    $20    $5   
addi    $19    $0     1804
add     $8     $12    $10  
sw      $14    $0     -1564
fsub    $25    $16    $1   
addi    $23    $0     -1448
fclass  $17    $4   
sw      $7     $0     -144
sub     $9     $28    $19  
flt     $21    $25    $7   
addi    $26    $0     -428
slt     $3     $29    $14  
flt     $9     $24    $8   
slt     $18    $12    $0   
fclass  $4     $25  
sw      $6     $0     -1384
lw      $7     $0     1220
srl     $30    $1     $14  
addi    $15    $0     -1716
sll     $6     $25    $26  
fsub    $13    $9     $14  
addi    $23    $0     -424
fsub    $21    $14    $2   
slt     $10    $4     $27  
add     $8     $5     $7   
flt     $29    $3     $2   
sll     $24    $4     $9   
add     $22    $18    $18  
lw      $20    $0     992
fsub    $2     $18    $4   
sw      $1     $0     -1292
sw      $19    $0     1224
fsub    $12    $10    $21  
add     $25    $10    $2   
sw      $5     $0     -712
fsub    $7     $19    $11  
fadd    $5     $8     $25  
slt     $23    $25    $21  
fadd    $23    $24    $17  
slt     $29    $24    $9   
fsub    $14    $11    $31  
add     $23    $7     $5   
sll     $19    $17    $29  
slt     $6     $25    $3   
lw      $20    $0     -1776
sub     $16    $9     $0   
fsw     $5     $0     -196
addi    $17    $0     -2024
sll     $9     $25    $9   
addi    $10    $0     -20
lw      $23    $0     -1164
add     $10    $23    $7   
slt     $11    $23    $24  
fsw     $16    $0     -1492
slt     $6     $11    $23  
sub     $25    $0     $23  
add     $14    $4     $5   
fsub    $10    $20    $15  
fadd    $11    $17    $3   
addi    $1     $0     1876
lw      $28    $0     -1252
addi    $14    $0     732
sub     $12    $28    $18  
srl     $29    $20    $24  
fsw     $27    $0     -944
fsw     $11    $0     -1216
sll     $11    $18    $29  
add     $21    $20    $25  
flw     $20    $0     -1500
fadd    $9     $9     $29  
srl     $25    $4     $22  
flt     $16    $0     $23  
fclass  $16    $7   
fsub    $10    $9     $28  
addi    $12    $0     -312
addi    $12    $0     868
flw     $9     $0     156
slt     $19    $24    $10  
add     $5     $27    $28  
sw      $22    $0     -1888
sw      $24    $0     -1312
flt     $21    $19    $24  
fsub    $24    $6     $12  
sub     $5     $19    $1   
flt     $19    $5     $15  
slt     $1     $25    $10  
add     $6     $26    $29  
fsub    $20    $20    $15  
fclass  $17    $23  
sub     $14    $23    $12  
sub     $20    $9     $31  
addi    $5     $0     -364
slt     $17    $1     $15  
add     $26    $18    $10  
srl     $2     $14    $4   
addi    $27    $0     -1244
sw      $2     $0     1112
flw     $23    $0     -1796
flw     $21    $0     -960
fsub    $15    $29    $2   
fsw     $27    $0     -1380
