----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fsw     $17    $0     1888
flw     $22    $0     -1168
flw     $28    $0     868
flw     $27    $0     -1824
fadd    $13    $7     $14  
flw     $25    $0     1448
fsub    $21    $17    $29  
flw     $15    $0     -520
flw     $4     $0     -1732
fadd    $17    $22    $4   
fadd    $29    $5     $29  
fsw     $8     $0     -120
fsub    $9     $5     $31  
fsub    $3     $24    $30  
fadd    $31    $5     $20  
fsub    $29    $10    $11  
flw     $17    $0     -948
fsw     $12    $0     -200
fsw     $3     $0     900
flw     $12    $0     -604
fsub    $24    $1     $20  
fadd    $10    $15    $13  
fadd    $8     $19    $27  
fsub    $7     $31    $29  
fadd    $3     $11    $23  
flw     $3     $0     -56
flw     $25    $0     -448
flw     $13    $0     -1120
fsw     $12    $0     -804
fsw     $28    $0     944
flw     $15    $0     1148
fsub    $16    $26    $24  
fsw     $14    $0     -956
fadd    $5     $8     $20  
fsw     $21    $0     -1104
fsw     $9     $0     364
fadd    $7     $30    $20  
fadd    $27    $17    $27  
fsw     $21    $0     1204
fsw     $17    $0     -660
fadd    $10    $20    $9   
fsub    $20    $24    $26  
fsub    $12    $29    $16  
fsw     $19    $0     -264
fadd    $1     $29    $12  
fsub    $8     $0     $3   
fsw     $17    $0     -1180
fsub    $5     $30    $20  
fadd    $27    $5     $11  
fadd    $25    $26    $6   
fsub    $1     $23    $29  
fsw     $18    $0     1196
fsub    $19    $3     $29  
flw     $5     $0     -796
fsw     $8     $0     -580
fsub    $12    $24    $10  
fsw     $21    $0     -1792
fsub    $1     $24    $18  
flw     $7     $0     -52
flw     $3     $0     848
fsw     $8     $0     1568
flw     $1     $0     1144
fadd    $1     $31    $26  
flw     $16    $0     100
fsw     $23    $0     -908
flw     $11    $0     236
fsub    $22    $16    $16  
fsub    $29    $27    $13  
fsub    $17    $1     $1   
fsw     $5     $0     524
fsw     $24    $0     -520
fadd    $7     $31    $7   
fsub    $30    $8     $30  
fsub    $27    $7     $15  
fsub    $19    $21    $22  
flw     $19    $0     -452
fsub    $28    $22    $24  
fsub    $30    $25    $19  
flw     $13    $0     112
fsub    $16    $31    $1   
fsub    $27    $5     $23  
fadd    $5     $0     $2   
fsub    $27    $7     $21  
fadd    $21    $23    $5   
fsw     $30    $0     -36
fsw     $21    $0     -228
fsub    $8     $26    $8   
fadd    $27    $3     $29  
fsw     $13    $0     680
fsub    $12    $26    $2   
flw     $13    $0     1060
fadd    $9     $4     $31  
fsub    $30    $19    $25  
fsub    $25    $8     $2   
fsub    $17    $24    $9   
fsub    $26    $27    $11  
fsub    $13    $7     $13  
fsw     $3     $0     -1236
fadd    $18    $17    $5   
fsw     $25    $0     -904
fadd    $28    $10    $20  
fadd    $15    $3     $7   
fadd    $30    $14    $16  
fsw     $12    $0     1580
flw     $2     $0     1356
fsub    $28    $28    $13  
fadd    $26    $26    $21  
fsub    $3     $23    $28  
fsw     $21    $0     -1476
fsub    $22    $17    $26  
flw     $18    $0     -1396
flw     $2     $0     -1828
fadd    $13    $31    $10  
fsub    $14    $11    $5   
flw     $11    $0     1668
fsub    $22    $27    $2   
fsub    $22    $12    $13  
fsub    $4     $26    $11  
fadd    $31    $4     $14  
flw     $16    $0     -1408
flw     $13    $0     604
fsub    $5     $25    $3   
flw     $4     $0     -1084
fsw     $12    $0     -712
fsw     $16    $0     544
fadd    $22    $10    $11  
flw     $31    $0     -272
fsw     $31    $0     816
fsw     $8     $0     912
flw     $13    $0     1040
flw     $25    $0     -80
fsub    $7     $10    $28  
fadd    $5     $22    $20  
fadd    $24    $5     $31  
fsw     $25    $0     -1824
fsw     $29    $0     -1448
fsw     $17    $0     1940
fsw     $12    $0     -1528
fsw     $12    $0     888
fadd    $30    $0     $2   
flw     $6     $0     1764
fsw     $3     $0     1572
fsw     $23    $0     2000
fsw     $9     $0     -1368
fadd    $3     $0     $22  
fsub    $26    $12    $14  
fsub    $6     $9     $18  
fsw     $25    $0     364
fsub    $14    $8     $29  
fadd    $22    $9     $5   
fsub    $4     $17    $20  
fsub    $21    $2     $15  
fadd    $14    $5     $3   
fsw     $30    $0     -2012
fsw     $3     $0     -1072
fsw     $0     $0     344
fadd    $23    $10    $6   
fsub    $1     $26    $0   
fadd    $1     $12    $18  
fadd    $19    $1     $19  
fadd    $2     $6     $26  
fsw     $22    $0     -124
fadd    $5     $11    $30  
fadd    $15    $24    $25  
fsw     $18    $0     -1040
fsw     $7     $0     -940
flw     $9     $0     -936
fadd    $1     $10    $23  
flw     $4     $0     432
flw     $3     $0     116
flw     $22    $0     108
flw     $18    $0     84
fsw     $17    $0     -1628
fsub    $18    $11    $31  
flw     $18    $0     1516
fsub    $14    $9     $15  
fadd    $6     $7     $29  
fsw     $7     $0     472
flw     $17    $0     -1104
fsub    $14    $27    $4   
fsw     $7     $0     -124
fsub    $11    $25    $27  
fsw     $15    $0     436
fsw     $1     $0     -1500
fsub    $25    $28    $8   
fsw     $7     $0     -132
fadd    $21    $30    $11  
flw     $23    $0     -1780
fsw     $6     $0     -1140
fsub    $25    $19    $12  
fsw     $4     $0     468
flw     $18    $0     652
fsub    $12    $19    $23  
flw     $16    $0     -1860
fadd    $24    $4     $11  
flw     $23    $0     -380
fsub    $12    $4     $20  
fsw     $25    $0     -188
fadd    $15    $21    $20  
fadd    $2     $31    $23  
fadd    $23    $8     $6   
fsub    $10    $7     $16  
fsw     $30    $0     -1280
flw     $1     $0     -472
fsw     $14    $0     -516
