----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fsub    $23    $19    $19  
sll     $24    $24    $3   
fsub    $19    $2     $25  
sll     $18    $15    $29  
fadd    $28    $20    $11  
srl     $31    $21    $20  
sw      $1     $0     -996
sll     $24    $27    $11  
sub     $14    $3     $12  
fsw     $18    $0     108
lw      $8     $0     -1952
fsub    $2     $0     $19  
sw      $11    $0     -1508
sw      $16    $0     0
fsw     $24    $0     -1980
fsw     $8     $0     200
lw      $2     $0     -348
flt     $12    $8     $3   
fadd    $4     $2     $0   
fsw     $5     $0     1468
add     $15    $28    $14  
flt     $14    $26    $13  
add     $17    $10    $13  
fclass  $27    $12  
fsw     $6     $0     -740
fclass  $23    $11  
fclass  $12    $20  
fsw     $27    $0     836
fadd    $9     $10    $29  
fclass  $14    $12  
fadd    $21    $14    $8   
srl     $31    $30    $19  
sll     $26    $3     $23  
srl     $15    $6     $8   
fclass  $10    $31  
slt     $3     $11    $26  
sub     $1     $7     $22  
sw      $22    $0     1804
fadd    $15    $10    $9   
srl     $5     $24    $2   
fadd    $3     $12    $10  
fclass  $17    $0   
fsub    $2     $9     $11  
add     $23    $2     $17  
sll     $24    $29    $2   
lw      $19    $0     -292
sll     $25    $2     $14  
flw     $8     $0     -260
fclass  $6     $9   
sw      $22    $0     1228
fsub    $9     $22    $1   
add     $19    $1     $22  
fsw     $17    $0     -760
flw     $25    $0     896
lw      $17    $0     1128
lw      $3     $0     724
slt     $21    $2     $20  
fsub    $29    $2     $14  
flw     $22    $0     820
flw     $7     $0     -1032
slt     $7     $26    $26  
addi    $16    $0     992
sw      $21    $0     1116
lw      $7     $0     -300
fclass  $21    $12  
add     $17    $15    $10  
slt     $16    $2     $12  
fsw     $4     $0     -1440
flw     $11    $0     1556
sll     $9     $15    $16  
add     $13    $22    $5   
lw      $10    $0     -1404
sw      $24    $0     120
sub     $19    $4     $10  
addi    $25    $0     1480
flw     $4     $0     436
fsw     $31    $0     780
fadd    $3     $14    $5   
lw      $8     $0     -1536
flw     $17    $0     1028
flt     $23    $8     $7   
add     $13    $6     $24  
fsw     $3     $0     1964
fsub    $5     $15    $4   
add     $4     $22    $0   
slt     $6     $20    $20  
sll     $20    $18    $23  
fsub    $11    $12    $25  
add     $16    $2     $2   
fadd    $27    $27    $2   
add     $31    $2     $4   
sll     $22    $9     $10  
fsw     $30    $0     -296
flw     $30    $0     52
flt     $3     $25    $20  
slt     $13    $18    $14  
sw      $21    $0     -1512
sll     $10    $29    $11  
add     $29    $19    $21  
flt     $11    $26    $14  
lw      $21    $0     -108
srl     $9     $9     $14  
slt     $5     $10    $0   
sw      $24    $0     1876
fadd    $9     $14    $27  
sub     $26    $30    $23  
sub     $21    $21    $21  
lw      $9     $0     68
lw      $6     $0     1020
flt     $11    $4     $17  
lw      $24    $0     48
addi    $12    $0     -620
add     $25    $20    $29  
addi    $13    $0     -892
flw     $14    $0     20
fsub    $10    $7     $3   
fsub    $18    $22    $28  
lw      $5     $0     -1992
fclass  $23    $7   
fsw     $15    $0     -1156
fclass  $10    $10  
sll     $14    $20    $23  
fsub    $31    $13    $8   
fadd    $15    $9     $16  
addi    $10    $0     1764
fsw     $17    $0     -44
add     $9     $7     $16  
fsub    $3     $6     $19  
lw      $13    $0     -1320
sub     $19    $13    $20  
sll     $17    $23    $13  
fadd    $3     $10    $17  
sw      $2     $0     1412
sll     $28    $14    $23  
sll     $18    $13    $26  
fadd    $25    $1     $2   
sll     $20    $28    $19  
fclass  $1     $18  
fsub    $6     $11    $30  
fadd    $18    $22    $27  
addi    $5     $0     1552
addi    $6     $0     168
addi    $5     $0     980
flt     $18    $15    $0   
srl     $27    $6     $23  
fsub    $25    $2     $7   
srl     $21    $27    $15  
lw      $15    $0     988
addi    $9     $0     272
sll     $16    $10    $20  
fsw     $2     $0     1684
lw      $5     $0     1784
fsub    $11    $25    $18  
fsub    $28    $11    $23  
fsub    $6     $30    $10  
fsw     $11    $0     1880
fsub    $15    $12    $1   
sub     $28    $27    $11  
fsub    $9     $24    $18  
srl     $28    $17    $24  
fclass  $17    $28  
slt     $6     $11    $0   
flt     $11    $5     $24  
slt     $10    $14    $23  
addi    $27    $0     576
add     $29    $13    $11  
sub     $13    $24    $11  
lw      $23    $0     580
fsw     $31    $0     580
slt     $22    $3     $31  
addi    $5     $0     -1132
fsub    $2     $8     $24  
lw      $11    $0     -1680
fadd    $5     $20    $19  
fadd    $28    $19    $28  
srl     $8     $31    $15  
srl     $20    $10    $4   
flw     $16    $0     224
fclass  $19    $22  
sw      $3     $0     -272
fsub    $24    $8     $29  
sll     $14    $25    $6   
slt     $5     $26    $29  
fclass  $16    $13  
flt     $5     $15    $11  
addi    $30    $0     1636
lw      $17    $0     908
flw     $16    $0     848
addi    $3     $0     -212
sll     $23    $14    $7   
fclass  $5     $17  
sw      $4     $0     556
sll     $6     $12    $30  
flw     $5     $0     -1680
fclass  $3     $19  
fsw     $24    $0     1188
flw     $7     $0     -1376
sw      $18    $0     1568
sll     $7     $26    $3   
flt     $28    $25    $20  
addi    $1     $0     -1352
add     $7     $10    $12  
sll     $29    $16    $24  
slt     $12    $2     $15  
sll     $26    $28    $14  
fsub    $11    $7     $25  
slt     $4     $8     $5   
lw      $11    $0     -1280
fclass  $18    $30  
fsub    $7     $24    $13  
lw      $25    $0     1860
sll     $13    $5     $8   
fsw     $23    $0     -484
slt     $12    $5     $14  
flt     $31    $0     $1   
fadd    $3     $16    $0   
