----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fadd    $24    $2     $11  
flw     $19    $0     2032
flw     $30    $0     1092
fsub    $5     $8     $16  
fsw     $29    $0     -1312
fsub    $2     $5     $9   
fsw     $15    $0     -52
fsub    $14    $21    $19  
fsw     $25    $0     940
fsw     $6     $0     -444
flw     $28    $0     180
fsw     $20    $0     788
fsw     $10    $0     748
fsw     $15    $0     1644
fadd    $12    $4     $26  
fadd    $9     $24    $27  
fsub    $3     $6     $11  
fadd    $10    $4     $15  
flw     $16    $0     -1108
fsw     $15    $0     -1156
fsw     $0     $0     212
fadd    $25    $7     $27  
fadd    $13    $27    $6   
fadd    $24    $4     $21  
flw     $23    $0     756
flw     $1     $0     1520
flw     $22    $0     -880
fsub    $11    $23    $14  
flw     $8     $0     20
fsub    $14    $31    $20  
fsw     $12    $0     -956
fadd    $27    $20    $16  
fadd    $12    $6     $28  
fsw     $14    $0     -24
flw     $24    $0     -420
flw     $1     $0     632
fsub    $24    $12    $29  
fsw     $31    $0     -1480
fsub    $13    $26    $27  
fadd    $6     $4     $9   
flw     $14    $0     -1180
fsw     $7     $0     -512
fsw     $22    $0     -1136
fsub    $25    $29    $27  
flw     $29    $0     -1148
flw     $18    $0     -436
fsub    $20    $7     $8   
fadd    $25    $14    $4   
fadd    $20    $4     $26  
flw     $11    $0     -1036
flw     $30    $0     1224
fadd    $11    $21    $30  
flw     $13    $0     -1972
fadd    $4     $8     $19  
fsub    $7     $26    $22  
fadd    $23    $24    $8   
fsub    $24    $4     $15  
fsw     $29    $0     808
flw     $22    $0     1328
fsw     $29    $0     876
fsub    $10    $9     $20  
fadd    $25    $12    $3   
flw     $10    $0     804
fsub    $28    $2     $10  
fsw     $17    $0     1780
flw     $13    $0     800
fadd    $4     $4     $4   
fsub    $2     $17    $1   
flw     $17    $0     -432
fsw     $27    $0     948
fsw     $2     $0     -1072
fsub    $14    $15    $11  
fsub    $25    $4     $22  
fsw     $6     $0     1288
fsw     $22    $0     1076
fsw     $28    $0     912
fsw     $21    $0     924
fsub    $17    $21    $19  
fsub    $17    $20    $2   
flw     $12    $0     84
fsw     $2     $0     1740
fsw     $18    $0     -696
fsub    $14    $9     $13  
flw     $18    $0     -1944
fsub    $23    $10    $12  
fsub    $6     $29    $10  
fadd    $27    $16    $24  
fsub    $14    $15    $25  
fadd    $16    $23    $30  
flw     $4     $0     1308
fadd    $1     $19    $21  
fsw     $26    $0     1120
flw     $29    $0     1796
fsw     $18    $0     604
flw     $16    $0     -1564
fadd    $10    $11    $22  
fsw     $13    $0     352
fsw     $10    $0     2028
fadd    $28    $12    $10  
flw     $22    $0     -264
flw     $8     $0     -1436
fsub    $6     $2     $30  
fsub    $19    $6     $29  
fsw     $2     $0     20
fadd    $13    $25    $30  
fsub    $11    $26    $28  
fadd    $24    $5     $9   
fsw     $22    $0     -1008
fsub    $9     $0     $12  
fsub    $23    $10    $11  
fadd    $22    $24    $11  
fadd    $28    $1     $14  
fsw     $13    $0     1112
fadd    $5     $2     $27  
fadd    $20    $31    $22  
flw     $12    $0     -808
fsw     $28    $0     -1212
fsw     $1     $0     -904
flw     $18    $0     -1576
fsw     $4     $0     1240
fadd    $11    $10    $13  
fsw     $22    $0     -1152
fsw     $30    $0     -680
fsw     $10    $0     -1200
fsw     $27    $0     -748
fadd    $27    $25    $8   
fsw     $27    $0     1384
fsw     $4     $0     1168
fsub    $10    $10    $14  
fadd    $17    $2     $23  
fsw     $21    $0     -504
fsw     $0     $0     -48
fsub    $2     $30    $21  
fadd    $29    $11    $24  
fsw     $29    $0     -1584
fsub    $10    $24    $13  
fsw     $6     $0     1936
fsub    $1     $3     $6   
fsw     $26    $0     -1260
fsw     $16    $0     -1752
flw     $28    $0     -460
fsub    $2     $22    $0   
fadd    $28    $28    $18  
flw     $12    $0     -580
flw     $16    $0     -1232
flw     $25    $0     -1792
fsw     $11    $0     372
fadd    $15    $27    $7   
fadd    $24    $7     $31  
flw     $24    $0     860
fsw     $27    $0     -2020
fsub    $27    $14    $15  
flw     $19    $0     -40
fadd    $29    $28    $21  
fsw     $31    $0     832
fsw     $27    $0     1036
fsw     $11    $0     -1928
fsw     $30    $0     -832
flw     $28    $0     -1760
flw     $8     $0     -1100
fsub    $6     $18    $8   
fsw     $18    $0     1372
flw     $7     $0     -1700
fsub    $6     $21    $1   
fadd    $1     $2     $23  
fsub    $27    $18    $1   
fsw     $11    $0     -632
fsub    $12    $9     $21  
fsw     $7     $0     -660
fadd    $31    $18    $10  
fsub    $1     $31    $4   
fadd    $22    $19    $11  
fsw     $20    $0     -1036
fadd    $5     $14    $10  
fsub    $6     $4     $28  
fsw     $26    $0     752
fsw     $17    $0     1612
flw     $9     $0     -1768
fadd    $10    $13    $16  
fsw     $21    $0     640
fsub    $10    $13    $9   
flw     $30    $0     -1104
fadd    $6     $15    $14  
fadd    $25    $20    $25  
flw     $13    $0     348
fsw     $14    $0     -1960
fsw     $22    $0     196
fsub    $28    $27    $22  
fsw     $0     $0     688
flw     $31    $0     -1760
fadd    $25    $24    $26  
flw     $13    $0     -488
fadd    $25    $11    $30  
fsub    $9     $13    $26  
fsw     $22    $0     -752
flw     $23    $0     312
fsub    $29    $28    $7   
fadd    $7     $31    $21  
flw     $2     $0     -1164
fsw     $8     $0     -300
fsub    $30    $26    $31  
fadd    $30    $23    $19  
fadd    $27    $15    $5   
fsw     $17    $0     1864
fadd    $8     $13    $18  
