----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fadd    $20    $5     $22  
flw     $21    $0     96
fsw     $2     $0     364
flw     $13    $0     -1776
fadd    $8     $7     $3   
fsub    $3     $19    $15  
fadd    $12    $4     $9   
fsub    $9     $22    $13  
fsw     $27    $0     556
flw     $5     $0     1436
fsw     $8     $0     212
fsub    $15    $12    $16  
fsub    $16    $23    $30  
fadd    $16    $1     $23  
fadd    $16    $10    $19  
fsub    $19    $8     $12  
fadd    $2     $30    $5   
fadd    $30    $9     $6   
fsub    $21    $0     $27  
fadd    $27    $30    $27  
fsw     $19    $0     -1192
fadd    $20    $29    $9   
fsub    $19    $9     $5   
fsw     $27    $0     -64
flw     $20    $0     -840
fsub    $31    $26    $12  
fsub    $5     $17    $29  
flw     $20    $0     -1024
fsw     $19    $0     -1416
fadd    $2     $13    $17  
fsub    $9     $26    $11  
flw     $2     $0     -1212
fsw     $23    $0     1108
fadd    $3     $10    $27  
flw     $3     $0     876
fsw     $25    $0     -1524
fsw     $26    $0     -1260
fsw     $24    $0     1668
flw     $30    $0     2032
fsub    $26    $19    $25  
fsw     $8     $0     -1580
fsw     $21    $0     -284
fadd    $19    $29    $2   
fsub    $26    $23    $20  
fadd    $8     $13    $27  
fadd    $5     $28    $12  
flw     $19    $0     656
flw     $3     $0     892
fsw     $15    $0     84
fsw     $24    $0     -284
flw     $8     $0     -548
fsw     $4     $0     180
fsw     $11    $0     816
flw     $16    $0     584
fadd    $29    $10    $27  
flw     $4     $0     -1172
fadd    $27    $23    $31  
fsw     $23    $0     1576
fadd    $26    $4     $6   
fsw     $16    $0     1968
fsub    $5     $28    $0   
fsub    $24    $29    $28  
fadd    $11    $1     $14  
fsub    $29    $2     $27  
fsw     $12    $0     1840
fadd    $24    $3     $3   
fsub    $30    $9     $25  
fsw     $18    $0     1292
fsw     $17    $0     1204
fsw     $15    $0     -576
fsw     $24    $0     -596
flw     $1     $0     824
fadd    $11    $1     $19  
fsw     $6     $0     1372
fadd    $1     $4     $11  
flw     $8     $0     -1644
fsub    $20    $11    $12  
flw     $31    $0     -372
flw     $26    $0     -1768
fsw     $12    $0     -1520
fadd    $29    $20    $24  
fsub    $7     $9     $13  
fadd    $1     $1     $17  
fadd    $20    $10    $5   
fsub    $26    $16    $25  
fsub    $12    $15    $31  
flw     $7     $0     -468
fsub    $15    $17    $17  
flw     $18    $0     1064
fsub    $14    $13    $29  
fsw     $30    $0     1888
flw     $23    $0     -1508
flw     $15    $0     -608
flw     $17    $0     -1948
fsub    $4     $26    $28  
fsw     $23    $0     1104
fsub    $10    $25    $3   
fadd    $29    $4     $5   
fsub    $31    $8     $1   
flw     $26    $0     -1504
fsub    $21    $23    $27  
fadd    $26    $15    $9   
fsub    $3     $11    $3   
fsw     $18    $0     -608
fsw     $22    $0     556
fadd    $21    $18    $10  
fsw     $5     $0     80
fadd    $15    $20    $12  
fsw     $27    $0     436
fsub    $21    $6     $9   
fadd    $20    $21    $5   
fsw     $18    $0     -1572
fsub    $18    $18    $15  
flw     $31    $0     -136
fadd    $23    $26    $26  
fsw     $8     $0     -32
flw     $18    $0     828
fadd    $30    $28    $16  
flw     $20    $0     -1876
fadd    $19    $10    $10  
fsw     $11    $0     -1488
fsw     $28    $0     -1032
fsub    $25    $24    $22  
fsw     $8     $0     -680
flw     $14    $0     1476
fsub    $3     $6     $4   
flw     $10    $0     -1060
fsw     $15    $0     -864
flw     $1     $0     68
fadd    $18    $15    $25  
flw     $30    $0     156
fsub    $11    $20    $20  
fsub    $8     $3     $30  
fadd    $16    $16    $25  
fsub    $11    $9     $17  
flw     $8     $0     1792
fsub    $3     $29    $25  
fadd    $11    $25    $16  
flw     $20    $0     -304
flw     $20    $0     -1232
fadd    $10    $23    $24  
fadd    $2     $8     $7   
fsw     $21    $0     -648
flw     $18    $0     1880
flw     $19    $0     -1740
fadd    $14    $25    $22  
fsub    $23    $25    $31  
fsw     $11    $0     -352
fadd    $10    $4     $11  
fsw     $21    $0     816
fsub    $29    $0     $26  
fsub    $28    $30    $9   
fsw     $23    $0     -1144
fadd    $12    $3     $3   
fadd    $9     $3     $13  
fsw     $13    $0     1140
fadd    $25    $7     $8   
fadd    $5     $11    $21  
fadd    $14    $1     $4   
fadd    $20    $3     $13  
fsub    $15    $0     $3   
fadd    $2     $3     $15  
flw     $29    $0     112
flw     $25    $0     880
fsub    $12    $28    $27  
fadd    $2     $20    $31  
fsw     $2     $0     192
fsw     $10    $0     1436
flw     $13    $0     -248
flw     $13    $0     -32
fsub    $19    $17    $0   
fadd    $26    $0     $22  
fsw     $24    $0     1768
fadd    $10    $9     $19  
fsub    $2     $8     $23  
fsw     $6     $0     236
flw     $2     $0     -1356
flw     $5     $0     540
fsub    $10    $31    $18  
fsub    $25    $15    $7   
fsw     $16    $0     1964
fsub    $7     $9     $11  
fadd    $3     $12    $30  
fsw     $14    $0     1048
fsub    $15    $2     $0   
fadd    $2     $20    $31  
fadd    $17    $13    $1   
fsw     $5     $0     1620
flw     $23    $0     360
fsw     $1     $0     1808
fsub    $22    $7     $22  
flw     $11    $0     -1736
fsw     $18    $0     -832
fsw     $31    $0     -648
fsub    $29    $29    $12  
fadd    $23    $2     $31  
fadd    $2     $25    $0   
flw     $24    $0     1064
fadd    $16    $11    $3   
fsub    $30    $14    $2   
fadd    $29    $5     $8   
fsw     $28    $0     -1932
fsub    $8     $14    $13  
fadd    $25    $13    $30  
fsub    $10    $22    $4   
