----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fsub    $20    $30    $29  
fadd    $23    $20    $2   
fadd    $12    $28    $30  
fsw     $18    $0     532
fadd    $14    $10    $19  
fsw     $15    $0     -1728
fadd    $5     $30    $0   
fsub    $26    $26    $4   
flw     $3     $0     440
fadd    $10    $22    $11  
fsw     $29    $0     -64
flw     $15    $0     -1856
fsw     $1     $0     -36
fadd    $23    $14    $4   
fsw     $25    $0     -1436
flw     $24    $0     2024
flw     $13    $0     1264
fsub    $24    $21    $4   
fadd    $31    $3     $6   
fsub    $15    $23    $4   
fsub    $1     $9     $0   
fsub    $29    $30    $5   
fsub    $31    $11    $13  
fsw     $24    $0     -1696
flw     $12    $0     -344
flw     $6     $0     972
fadd    $16    $23    $19  
fsw     $14    $0     -840
fsub    $14    $2     $31  
fadd    $7     $14    $11  
fsw     $21    $0     -280
fsub    $12    $24    $4   
flw     $14    $0     1448
fadd    $25    $19    $7   
fsub    $22    $14    $23  
flw     $18    $0     1472
fsw     $8     $0     788
flw     $17    $0     -596
fadd    $23    $23    $0   
flw     $19    $0     -904
flw     $15    $0     304
fadd    $5     $23    $6   
fadd    $29    $11    $26  
fsw     $30    $0     -572
flw     $10    $0     1304
fadd    $23    $23    $25  
fadd    $27    $21    $9   
flw     $5     $0     396
fsw     $28    $0     -1436
fsw     $8     $0     1956
fsub    $4     $30    $10  
fadd    $20    $30    $28  
fadd    $6     $22    $30  
flw     $4     $0     1480
fsub    $25    $18    $23  
fsub    $27    $15    $0   
fadd    $14    $26    $19  
fsw     $8     $0     -992
fsub    $8     $9     $9   
flw     $26    $0     -816
fsub    $23    $16    $5   
fsw     $23    $0     1540
fsw     $16    $0     -2020
fadd    $3     $21    $25  
flw     $22    $0     1828
fadd    $23    $6     $5   
fadd    $31    $11    $17  
fadd    $25    $27    $25  
fadd    $4     $29    $26  
fsub    $23    $31    $28  
fadd    $24    $12    $17  
fadd    $26    $25    $30  
fadd    $12    $25    $3   
flw     $3     $0     1344
fadd    $31    $14    $30  
fsub    $26    $10    $3   
fadd    $30    $18    $5   
flw     $12    $0     -2028
fsw     $3     $0     -392
fadd    $8     $10    $18  
fsw     $28    $0     956
flw     $20    $0     508
fsub    $30    $2     $13  
fsw     $0     $0     -332
fsub    $15    $25    $2   
flw     $5     $0     0
flw     $4     $0     532
fsw     $4     $0     188
fsub    $2     $4     $18  
flw     $24    $0     116
fadd    $19    $5     $17  
flw     $8     $0     -1836
fsw     $20    $0     -148
fsub    $28    $31    $7   
fsub    $5     $31    $7   
fadd    $4     $27    $31  
flw     $4     $0     -220
fsub    $28    $2     $27  
fsw     $5     $0     -1336
fsw     $4     $0     -508
fsw     $24    $0     1596
fsw     $19    $0     1984
fsub    $29    $6     $2   
flw     $30    $0     1836
flw     $7     $0     1964
fsub    $9     $3     $31  
fadd    $3     $9     $13  
fsub    $24    $18    $1   
fadd    $26    $19    $18  
fsub    $23    $11    $2   
fsw     $24    $0     1164
flw     $10    $0     1136
fsw     $14    $0     1212
fsub    $17    $12    $2   
fadd    $25    $24    $28  
flw     $30    $0     96
flw     $16    $0     -528
fadd    $23    $10    $0   
flw     $31    $0     1144
fsub    $20    $26    $30  
fadd    $12    $3     $7   
flw     $31    $0     -896
fadd    $13    $7     $5   
fsub    $15    $8     $19  
fsw     $26    $0     -496
fadd    $14    $30    $20  
fsub    $26    $28    $14  
fsw     $22    $0     136
fadd    $29    $10    $20  
fsw     $13    $0     -1252
flw     $7     $0     -112
flw     $18    $0     -1456
fadd    $23    $7     $6   
fadd    $3     $19    $11  
fsw     $0     $0     -1880
fadd    $13    $24    $3   
fsub    $24    $17    $7   
fsub    $6     $16    $30  
flw     $27    $0     -1868
fsw     $7     $0     1804
fadd    $18    $22    $31  
flw     $4     $0     -1568
fsw     $19    $0     84
fsw     $28    $0     1176
fsw     $14    $0     -1012
fsw     $29    $0     288
flw     $26    $0     -1608
fsw     $26    $0     -316
fsw     $30    $0     56
fadd    $19    $28    $26  
fsub    $22    $28    $20  
fadd    $20    $9     $10  
fsw     $28    $0     -384
fsw     $28    $0     1140
fsw     $7     $0     -168
fsub    $31    $17    $27  
fsub    $3     $10    $7   
fadd    $2     $23    $25  
fsw     $21    $0     -1668
fsub    $31    $6     $11  
flw     $31    $0     -960
fsw     $13    $0     344
fsw     $11    $0     -1392
flw     $21    $0     -1660
flw     $28    $0     1444
flw     $28    $0     576
flw     $18    $0     -668
flw     $8     $0     -1192
fsw     $25    $0     -1148
flw     $4     $0     -1456
fsw     $13    $0     1328
fsub    $23    $6     $16  
fsub    $14    $28    $29  
fsw     $0     $0     -136
fsub    $9     $8     $7   
fsw     $23    $0     -1360
fadd    $29    $17    $17  
fadd    $22    $0     $15  
fsw     $27    $0     888
fsub    $8     $30    $29  
fadd    $19    $10    $26  
fadd    $26    $24    $6   
fsw     $0     $0     1288
fsub    $21    $1     $6   
fadd    $27    $16    $9   
fadd    $10    $27    $16  
flw     $2     $0     1276
fsw     $28    $0     -88
fsub    $28    $14    $1   
fsw     $4     $0     956
fsw     $8     $0     620
fadd    $18    $21    $23  
fsub    $26    $19    $4   
fadd    $28    $20    $13  
fsub    $23    $21    $15  
flw     $30    $0     1808
fadd    $14    $7     $1   
flw     $14    $0     -1640
flw     $25    $0     -1776
fsub    $29    $2     $15  
fadd    $26    $2     $12  
fsw     $28    $0     1112
fsub    $20    $23    $31  
fadd    $28    $20    $4   
flw     $11    $0     912
