----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fsub    $29    $3     $11  
flw     $12    $0     -1872
fadd    $22    $25    $10  
flw     $31    $0     -1956
fsub    $16    $24    $26  
fsub    $23    $13    $19  
fsw     $9     $0     1096
fsub    $19    $26    $18  
fadd    $19    $7     $26  
fsw     $25    $0     1688
fsub    $19    $14    $0   
fsub    $29    $22    $17  
fsw     $3     $0     -1300
fsw     $14    $0     1616
fsub    $19    $1     $31  
fsub    $26    $3     $11  
flw     $24    $0     -984
fsub    $31    $17    $24  
fadd    $29    $0     $24  
fadd    $30    $20    $31  
fsw     $22    $0     516
fsw     $10    $0     -1252
flw     $3     $0     0
fsub    $22    $0     $16  
fadd    $18    $4     $10  
fsw     $13    $0     788
flw     $5     $0     856
fadd    $17    $25    $8   
flw     $23    $0     960
flw     $30    $0     968
fsw     $17    $0     -1124
fadd    $28    $27    $29  
fsub    $26    $3     $3   
fsub    $21    $6     $0   
fadd    $17    $11    $4   
fsw     $29    $0     1516
fsw     $18    $0     1852
fsub    $4     $7     $0   
fsub    $3     $2     $30  
flw     $17    $0     1128
flw     $1     $0     -96
fsub    $19    $26    $13  
flw     $3     $0     732
flw     $2     $0     -688
fadd    $4     $30    $6   
flw     $9     $0     1444
fsub    $8     $29    $15  
flw     $19    $0     604
fsub    $24    $15    $4   
fadd    $1     $14    $17  
fsw     $24    $0     -492
fadd    $15    $23    $30  
flw     $1     $0     -1552
flw     $10    $0     -336
fsub    $27    $30    $10  
fsw     $30    $0     1492
fadd    $31    $26    $27  
fsub    $7     $3     $2   
fadd    $5     $8     $30  
fadd    $17    $24    $22  
flw     $18    $0     184
fadd    $29    $21    $11  
fadd    $20    $10    $9   
flw     $22    $0     -600
flw     $30    $0     -244
fadd    $4     $0     $13  
fadd    $11    $28    $8   
flw     $7     $0     -1012
fsub    $6     $18    $4   
fadd    $22    $27    $21  
fsw     $20    $0     384
fsw     $22    $0     1768
flw     $15    $0     148
fadd    $7     $26    $10  
fsub    $1     $20    $21  
fsub    $5     $9     $20  
fsub    $24    $5     $8   
fsub    $8     $15    $14  
fsw     $13    $0     1536
flw     $20    $0     -1540
fsw     $16    $0     -824
flw     $8     $0     -816
fsw     $26    $0     -1936
fsub    $12    $16    $15  
fadd    $15    $1     $22  
fadd    $8     $20    $23  
fadd    $31    $2     $1   
fsw     $10    $0     1264
fsub    $10    $16    $29  
fadd    $23    $0     $15  
flw     $7     $0     -288
flw     $19    $0     -988
fsw     $10    $0     -884
fadd    $19    $4     $30  
fsw     $5     $0     1240
fsub    $1     $10    $28  
flw     $12    $0     728
fsub    $4     $22    $7   
fsw     $1     $0     -796
fadd    $22    $27    $0   
fadd    $3     $17    $4   
fsw     $26    $0     364
fsub    $11    $30    $6   
flw     $22    $0     1964
flw     $9     $0     580
fsub    $21    $22    $12  
fadd    $24    $23    $31  
fsw     $5     $0     1916
flw     $31    $0     -1372
flw     $19    $0     236
fadd    $4     $21    $1   
fsw     $6     $0     1928
fadd    $15    $7     $26  
fsw     $4     $0     864
flw     $24    $0     -1308
fsub    $10    $10    $15  
flw     $25    $0     -1572
flw     $19    $0     860
fsub    $28    $26    $21  
fsw     $24    $0     -1032
fsw     $18    $0     1552
fsw     $28    $0     -1084
fsw     $29    $0     1056
flw     $22    $0     1956
fsw     $17    $0     -612
flw     $3     $0     360
flw     $11    $0     -2000
fsub    $28    $5     $1   
flw     $15    $0     -1104
fadd    $26    $2     $30  
fsw     $27    $0     1024
flw     $17    $0     -1024
fadd    $17    $7     $26  
fadd    $17    $15    $13  
flw     $10    $0     200
fsw     $30    $0     1268
fadd    $21    $0     $18  
fsub    $1     $18    $30  
flw     $27    $0     1392
fsw     $19    $0     -1268
flw     $10    $0     -1668
fadd    $25    $11    $26  
flw     $5     $0     -1576
fsub    $30    $10    $24  
flw     $12    $0     1396
fsub    $23    $27    $17  
fsub    $22    $15    $11  
fsub    $17    $26    $30  
fsw     $8     $0     -2012
fsw     $23    $0     -1920
fadd    $10    $22    $13  
flw     $18    $0     412
fadd    $30    $13    $13  
fsub    $18    $30    $19  
fsw     $31    $0     -924
fsub    $28    $5     $19  
fsub    $6     $0     $20  
fsub    $5     $15    $1   
flw     $23    $0     2004
fsub    $23    $2     $30  
fadd    $1     $11    $27  
flw     $23    $0     -1104
fsw     $12    $0     1964
fsub    $25    $23    $6   
fsub    $11    $4     $30  
flw     $11    $0     -1328
fsub    $11    $12    $15  
fadd    $29    $5     $0   
fsw     $13    $0     -1484
fadd    $31    $29    $16  
fsw     $25    $0     -1608
flw     $11    $0     1712
fsw     $20    $0     -940
fsub    $5     $7     $23  
flw     $16    $0     -28
fadd    $2     $31    $21  
fadd    $1     $5     $31  
fsw     $11    $0     -1200
fsub    $28    $31    $13  
fsw     $30    $0     380
fsub    $25    $15    $16  
flw     $28    $0     -212
fadd    $5     $10    $27  
fadd    $19    $21    $25  
fadd    $16    $20    $19  
fsub    $2     $18    $6   
fadd    $23    $9     $21  
fsub    $15    $3     $24  
fsub    $22    $21    $21  
flw     $17    $0     -1276
fsub    $9     $12    $27  
fsw     $18    $0     1692
fsub    $7     $9     $3   
fsub    $10    $28    $9   
flw     $1     $0     -572
fsub    $4     $15    $2   
fsub    $3     $14    $20  
fsw     $9     $0     1556
fsub    $26    $24    $29  
fsw     $6     $0     -1360
fsub    $17    $11    $27  
fsub    $5     $24    $17  
fadd    $14    $8     $23  
fadd    $15    $9     $8   
