----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fsw     $29    $0     496
addi    $20    $0     960
fsub    $29    $1     $18  
fsub    $1     $12    $13  
flt     $21    $2     $0   
fadd    $25    $11    $2   
sub     $3     $12    $15  
flt     $27    $11    $2   
flw     $24    $0     1840
sub     $23    $20    $10  
addi    $25    $0     -772
sll     $29    $27    $25  
sw      $14    $0     1664
srl     $6     $18    $0   
sub     $8     $6     $14  
sub     $22    $24    $11  
fsub    $10    $10    $6   
fclass  $22    $21  
flw     $22    $0     -868
sw      $10    $0     -704
srl     $14    $7     $12  
addi    $2     $0     -1688
addi    $27    $0     1924
flt     $24    $24    $12  
flt     $8     $21    $4   
addi    $30    $0     -1420
srl     $24    $23    $9   
flt     $25    $11    $16  
fsub    $19    $22    $27  
fclass  $16    $15  
flw     $23    $0     556
sll     $7     $23    $10  
slt     $29    $26    $26  
fclass  $24    $17  
srl     $10    $0     $17  
fclass  $15    $31  
lw      $26    $0     -1024
flw     $4     $0     876
lw      $5     $0     -1308
flt     $25    $8     $4   
sub     $12    $22    $18  
sub     $10    $7     $6   
sub     $5     $25    $30  
fsw     $19    $0     -1188
sw      $29    $0     -428
srl     $12    $28    $14  
flt     $15    $24    $17  
lw      $19    $0     -132
fclass  $20    $0   
flt     $2     $13    $22  
sw      $9     $0     -664
srl     $3     $12    $12  
addi    $30    $0     -280
flt     $18    $5     $10  
sw      $28    $0     1968
fsub    $27    $31    $29  
sll     $13    $9     $18  
lw      $11    $0     -1628
add     $27    $19    $8   
slt     $3     $4     $20  
sll     $31    $19    $10  
sw      $6     $0     1472
flt     $19    $29    $0   
sub     $8     $9     $19  
fclass  $9     $0   
add     $17    $2     $5   
fclass  $3     $31  
flt     $13    $3     $11  
srl     $17    $29    $30  
lw      $5     $0     1764
lw      $28    $0     908
lw      $8     $0     1988
flw     $28    $0     -1668
srl     $4     $1     $4   
srl     $16    $0     $7   
sll     $26    $28    $24  
flt     $29    $24    $24  
fclass  $30    $9   
sub     $28    $13    $28  
fadd    $20    $18    $18  
flt     $8     $24    $19  
fadd    $18    $8     $5   
sll     $14    $31    $13  
sll     $23    $7     $23  
srl     $12    $13    $11  
lw      $12    $0     -1964
sll     $19    $11    $0   
flt     $6     $30    $27  
slt     $26    $30    $30  
sub     $1     $21    $4   
slt     $23    $30    $10  
sub     $27    $1     $26  
flw     $24    $0     -1732
srl     $8     $18    $19  
flw     $20    $0     652
fadd    $10    $13    $7   
sub     $27    $9     $7   
sub     $11    $12    $26  
sw      $21    $0     -1708
fsw     $20    $0     -68
srl     $18    $12    $17  
flw     $17    $0     108
slt     $28    $2     $21  
flt     $10    $8     $17  
add     $6     $6     $24  
fclass  $14    $16  
sw      $18    $0     -1852
fsub    $10    $14    $13  
lw      $2     $0     -732
add     $14    $1     $23  
flt     $31    $7     $19  
fsub    $30    $26    $28  
sub     $27    $19    $26  
fclass  $12    $31  
flt     $5     $29    $15  
flt     $1     $19    $30  
fadd    $20    $7     $16  
sll     $5     $6     $22  
fsub    $18    $19    $23  
slt     $5     $28    $0   
srl     $9     $24    $6   
fsw     $21    $0     -1324
fclass  $19    $23  
slt     $17    $31    $31  
slt     $4     $4     $4   
fadd    $26    $0     $20  
sub     $26    $20    $10  
sll     $3     $13    $28  
sw      $14    $0     -1392
sub     $7     $0     $18  
flt     $4     $25    $3   
flt     $28    $29    $3   
sll     $6     $13    $16  
lw      $21    $0     -40
flw     $18    $0     1364
fclass  $28    $25  
sll     $21    $17    $2   
fclass  $8     $29  
fadd    $15    $2     $12  
fsub    $2     $11    $20  
flw     $16    $0     592
fsw     $29    $0     416
add     $12    $27    $0   
slt     $26    $10    $21  
fadd    $28    $2     $8   
srl     $11    $27    $2   
fadd    $27    $29    $17  
slt     $18    $30    $31  
fsub    $30    $5     $28  
sll     $3     $19    $1   
add     $14    $16    $19  
flw     $13    $0     512
fsw     $11    $0     -1992
slt     $28    $19    $23  
flw     $13    $0     404
lw      $19    $0     -512
add     $18    $26    $15  
fsub    $23    $9     $28  
addi    $17    $0     1228
lw      $24    $0     -2012
sll     $21    $10    $12  
fsub    $24    $23    $30  
flt     $21    $17    $14  
fsw     $13    $0     -500
flt     $11    $31    $23  
srl     $15    $13    $13  
srl     $12    $5     $18  
fadd    $29    $23    $27  
sub     $6     $20    $30  
sll     $1     $29    $24  
addi    $4     $0     1468
fsub    $3     $25    $17  
addi    $27    $0     -436
fsub    $28    $6     $31  
flt     $24    $29    $19  
srl     $29    $0     $26  
sw      $29    $0     1908
srl     $28    $21    $24  
lw      $10    $0     880
fsub    $9     $18    $5   
addi    $21    $0     -1208
srl     $5     $30    $21  
fadd    $14    $22    $24  
flt     $6     $12    $26  
fadd    $4     $29    $16  
sll     $11    $24    $23  
fclass  $3     $14  
addi    $18    $0     564
lw      $19    $0     -1480
add     $3     $5     $29  
lw      $24    $0     -764
sll     $8     $20    $5   
sw      $0     $0     -748
add     $2     $15    $3   
fclass  $9     $0   
flt     $11    $14    $9   
lw      $24    $0     232
fsw     $22    $0     -184
slt     $6     $15    $12  
sll     $8     $26    $10  
add     $18    $29    $9   
srl     $13    $24    $28  
sw      $25    $0     1900
flt     $4     $19    $0   
sw      $7     $0     -1676
sub     $30    $24    $23  
flw     $16    $0     -1828
fclass  $17    $13  
fsw     $1     $0     1156
flw     $1     $0     -1628
flt     $9     $10    $20  
fadd    $2     $20    $29  
addi    $13    $0     596
fclass  $26    $18  
fclass  $24    $15  
