----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
lw      $14    $0     1880
sub     $2     $0     $10  
flw     $16    $0     -864
flw     $15    $0     -1096
sw      $6     $0     -1756
slt     $7     $3     $4   
flw     $4     $0     620
slt     $28    $23    $30  
fsub    $7     $20    $26  
sw      $3     $0     -68
fsub    $17    $25    $7   
fsub    $14    $2     $30  
add     $11    $3     $20  
addi    $25    $0     1924
fadd    $24    $16    $10  
add     $7     $27    $2   
fsw     $29    $0     -1136
sub     $15    $18    $21  
slt     $19    $25    $20  
lw      $6     $0     -1912
fsub    $17    $26    $0   
sw      $15    $0     -1148
lw      $9     $0     1764
fadd    $30    $9     $6   
fsub    $17    $0     $9   
sw      $8     $0     1808
sub     $23    $30    $28  
sll     $24    $5     $25  
fsub    $30    $31    $15  
flw     $4     $0     68
flw     $10    $0     -832
addi    $24    $0     -1156
sub     $13    $6     $31  
fsw     $2     $0     -56
addi    $21    $0     952
srl     $16    $0     $0   
fsub    $1     $24    $17  
lw      $5     $0     1996
sw      $1     $0     -1744
sw      $11    $0     -384
fsub    $28    $26    $15  
sub     $28    $18    $4   
addi    $7     $0     -1892
sll     $7     $5     $3   
flw     $17    $0     1672
flw     $10    $0     844
slt     $31    $9     $17  
fsw     $27    $0     1876
fadd    $15    $16    $2   
flw     $1     $0     -220
slt     $20    $10    $7   
fsub    $1     $9     $26  
fsw     $18    $0     -2020
flw     $8     $0     -940
addi    $3     $0     -1880
flw     $17    $0     672
lw      $13    $0     1260
fclass  $9     $30  
fadd    $22    $8     $0   
flt     $29    $24    $29  
sw      $16    $0     1568
srl     $19    $15    $28  
srl     $25    $23    $11  
flt     $30    $10    $0   
sub     $11    $24    $29  
fclass  $18    $4   
flw     $8     $0     1656
sll     $23    $10    $19  
srl     $19    $6     $22  
flt     $12    $28    $25  
srl     $14    $12    $12  
slt     $3     $1     $17  
flt     $13    $14    $2   
addi    $1     $0     932
srl     $10    $24    $18  
fclass  $24    $28  
lw      $25    $0     -1660
lw      $19    $0     1056
srl     $17    $0     $18  
fsw     $17    $0     -1700
add     $26    $15    $27  
lw      $4     $0     -972
fsub    $7     $29    $5   
sw      $8     $0     848
fsub    $25    $13    $13  
sub     $19    $16    $23  
lw      $31    $0     -1760
flt     $2     $7     $28  
fsw     $10    $0     76
sw      $0     $0     1404
sll     $10    $3     $4   
fsw     $16    $0     -720
sw      $20    $0     688
sub     $26    $17    $21  
fadd    $5     $17    $22  
fsub    $26    $11    $26  
sll     $30    $8     $9   
fadd    $10    $2     $7   
lw      $16    $0     -1576
sw      $28    $0     920
srl     $7     $12    $23  
sll     $20    $15    $15  
fadd    $19    $23    $7   
sll     $30    $1     $3   
fsub    $1     $21    $29  
fsw     $22    $0     -1256
flt     $5     $19    $25  
flt     $27    $20    $18  
addi    $22    $0     -404
fsw     $9     $0     588
flt     $13    $22    $2   
fadd    $30    $7     $16  
flt     $24    $14    $0   
addi    $22    $0     348
fclass  $4     $4   
sub     $4     $29    $0   
sw      $21    $0     1976
add     $25    $2     $5   
srl     $14    $2     $9   
fadd    $8     $7     $24  
slt     $9     $24    $27  
add     $11    $2     $30  
fsub    $24    $2     $4   
addi    $12    $0     556
lw      $1     $0     -1152
addi    $14    $0     -1436
flw     $2     $0     804
fclass  $21    $18  
fsw     $6     $0     1244
flw     $28    $0     1244
addi    $2     $0     1648
fsw     $14    $0     376
sub     $12    $8     $12  
addi    $5     $0     -1956
sll     $11    $24    $7   
sub     $11    $29    $9   
lw      $22    $0     -1720
sll     $22    $29    $3   
srl     $14    $4     $15  
lw      $27    $0     1568
sub     $2     $17    $4   
sll     $10    $26    $24  
addi    $30    $0     1780
fsw     $4     $0     -940
slt     $8     $30    $24  
sll     $5     $31    $22  
fsw     $7     $0     -968
fsw     $5     $0     376
lw      $17    $0     1236
srl     $21    $11    $26  
sw      $5     $0     200
add     $14    $23    $17  
flw     $24    $0     -1888
fsub    $11    $11    $8   
add     $24    $8     $22  
srl     $31    $9     $11  
fadd    $28    $7     $0   
add     $15    $29    $3   
slt     $14    $22    $0   
sub     $9     $12    $28  
sw      $17    $0     1336
fclass  $1     $6   
flw     $5     $0     1528
srl     $20    $7     $28  
add     $15    $31    $9   
sub     $6     $30    $17  
fsub    $9     $10    $17  
fsw     $13    $0     1680
addi    $25    $0     848
add     $13    $8     $26  
flt     $7     $14    $20  
srl     $31    $17    $2   
srl     $6     $3     $30  
srl     $6     $4     $22  
flt     $31    $16    $23  
add     $6     $5     $22  
fsw     $20    $0     -864
lw      $9     $0     -904
fadd    $9     $16    $21  
flw     $10    $0     1872
fadd    $11    $16    $4   
lw      $7     $0     -828
srl     $31    $29    $20  
sw      $21    $0     1152
sll     $9     $14    $24  
sll     $6     $13    $11  
add     $20    $9     $1   
sll     $20    $15    $29  
srl     $9     $28    $28  
fadd    $17    $0     $31  
sll     $27    $31    $17  
lw      $7     $0     680
sub     $8     $6     $8   
fadd    $18    $28    $16  
srl     $23    $29    $5   
fclass  $17    $7   
fadd    $3     $9     $28  
sll     $11    $17    $2   
sw      $27    $0     -1396
fadd    $14    $18    $15  
fadd    $6     $2     $12  
addi    $6     $0     -1812
sub     $24    $27    $18  
fadd    $31    $6     $20  
fsw     $16    $0     1488
lw      $12    $0     96
fclass  $25    $1   
fsub    $21    $3     $16  
fclass  $24    $17  
fadd    $24    $22    $2   
fsub    $2     $6     $19  
add     $29    $31    $8   
flw     $29    $0     -440
fclass  $14    $28  
