----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fsw     $25    $0     -1812
flw     $22    $0     1828
fsub    $16    $3     $10  
flw     $15    $0     -880
fsub    $23    $6     $15  
fsw     $5     $0     1860
flw     $20    $0     -1508
fsub    $13    $4     $12  
flw     $21    $0     -1492
fsw     $31    $0     -100
fsub    $28    $7     $2   
fsub    $30    $17    $18  
fsw     $30    $0     -816
flw     $8     $0     188
fsub    $10    $7     $0   
flw     $14    $0     656
fsw     $18    $0     -1432
fadd    $29    $10    $25  
fadd    $22    $13    $12  
fsub    $24    $22    $0   
fsub    $18    $18    $27  
flw     $17    $0     -408
fsw     $9     $0     1196
fsub    $19    $14    $12  
flw     $4     $0     1888
flw     $31    $0     1540
fadd    $2     $21    $6   
fadd    $7     $26    $17  
flw     $25    $0     -780
fadd    $2     $23    $2   
flw     $15    $0     -364
fsub    $19    $10    $17  
fsw     $26    $0     -1244
fadd    $19    $31    $0   
flw     $12    $0     2020
fsw     $16    $0     1072
flw     $1     $0     188
flw     $7     $0     720
fsw     $19    $0     500
fsw     $14    $0     572
fadd    $23    $16    $6   
fsw     $10    $0     712
fsub    $21    $10    $6   
flw     $3     $0     708
fsw     $5     $0     -1456
flw     $4     $0     -1884
fsub    $9     $23    $7   
fsub    $7     $4     $11  
fsw     $10    $0     1504
fadd    $14    $25    $2   
fsw     $17    $0     -880
fsub    $13    $16    $28  
fsub    $19    $24    $22  
fsw     $24    $0     1164
flw     $28    $0     -20
flw     $6     $0     652
fadd    $12    $3     $17  
flw     $29    $0     -1528
fsw     $5     $0     292
fadd    $5     $28    $29  
fadd    $16    $16    $9   
fsub    $10    $6     $12  
fsw     $22    $0     -1576
flw     $15    $0     176
fadd    $2     $21    $19  
fadd    $9     $0     $27  
flw     $31    $0     -1692
flw     $6     $0     -1568
flw     $20    $0     -1008
flw     $25    $0     444
fadd    $27    $10    $8   
fadd    $24    $30    $5   
fadd    $26    $20    $24  
fadd    $5     $25    $14  
fsub    $10    $22    $12  
fsw     $30    $0     -80
fsw     $9     $0     -1204
fadd    $8     $16    $4   
fadd    $30    $20    $23  
fadd    $2     $14    $0   
flw     $21    $0     -56
fsw     $31    $0     1356
fsw     $23    $0     372
flw     $19    $0     -1660
flw     $5     $0     -1572
fsub    $17    $19    $9   
fsub    $20    $0     $13  
fsub    $13    $24    $5   
flw     $28    $0     1724
flw     $11    $0     880
fsw     $21    $0     -1492
fsw     $8     $0     1736
fsub    $4     $2     $25  
fadd    $5     $16    $29  
fsub    $3     $25    $15  
flw     $1     $0     1328
fsub    $19    $9     $23  
fadd    $1     $28    $17  
fadd    $13    $29    $10  
flw     $18    $0     -1672
fsub    $28    $29    $23  
fsw     $12    $0     -2000
fadd    $23    $30    $16  
fsub    $26    $27    $25  
fsw     $3     $0     -1196
flw     $20    $0     -1580
fsw     $13    $0     -1696
fsw     $8     $0     1188
flw     $19    $0     -872
flw     $22    $0     -816
flw     $14    $0     1580
flw     $8     $0     -2012
flw     $31    $0     -848
fsw     $1     $0     1648
fsub    $8     $24    $17  
fsub    $7     $21    $9   
flw     $10    $0     -1076
fsub    $8     $17    $23  
flw     $4     $0     896
fsw     $19    $0     848
fsw     $28    $0     532
fsw     $3     $0     -1352
fsw     $15    $0     780
fadd    $28    $22    $15  
flw     $22    $0     -1168
fsw     $18    $0     1396
fsub    $26    $19    $21  
fsw     $31    $0     1832
fsw     $29    $0     1916
flw     $16    $0     1976
fsw     $27    $0     -1776
flw     $14    $0     1240
fsw     $22    $0     -24
fsw     $28    $0     604
fadd    $3     $29    $19  
fsw     $4     $0     992
fadd    $6     $9     $6   
fadd    $16    $2     $7   
fsub    $2     $5     $25  
flw     $31    $0     -104
fsub    $9     $29    $1   
flw     $30    $0     484
flw     $17    $0     952
fsub    $13    $30    $7   
fsub    $24    $0     $31  
fsub    $13    $17    $24  
fsw     $15    $0     -1648
fsub    $30    $16    $28  
fsw     $13    $0     -396
fsw     $7     $0     268
fsub    $20    $12    $14  
fadd    $21    $26    $20  
fsub    $12    $14    $0   
fsub    $29    $25    $29  
fsub    $11    $13    $1   
fsw     $27    $0     704
fsub    $31    $13    $0   
fadd    $25    $26    $13  
fsw     $21    $0     1536
fsub    $28    $15    $27  
flw     $31    $0     1148
fsw     $11    $0     -1100
fadd    $26    $21    $19  
fsub    $12    $0     $26  
fadd    $2     $27    $21  
fsub    $19    $6     $23  
fsw     $20    $0     1184
fsub    $25    $21    $20  
fadd    $10    $25    $6   
fsub    $17    $11    $14  
fadd    $27    $11    $4   
flw     $31    $0     244
fsw     $1     $0     -1388
fsub    $4     $10    $28  
flw     $9     $0     -740
fadd    $28    $22    $3   
fsub    $19    $26    $12  
fsub    $13    $11    $16  
flw     $18    $0     -552
fsw     $15    $0     328
fsw     $26    $0     1912
fsub    $20    $4     $4   
fsub    $13    $31    $6   
fadd    $10    $0     $9   
fsub    $24    $17    $9   
fsub    $25    $29    $12  
flw     $15    $0     -1172
fadd    $14    $18    $14  
fadd    $19    $0     $29  
fadd    $3     $16    $17  
fsw     $20    $0     -1956
fadd    $3     $19    $11  
fsub    $6     $6     $9   
fadd    $17    $13    $30  
fsub    $22    $9     $22  
fadd    $4     $12    $13  
fadd    $5     $2     $17  
fsw     $12    $0     656
flw     $17    $0     1588
fadd    $5     $0     $3   
fsw     $19    $0     1832
fsub    $6     $31    $10  
fadd    $26    $15    $8   
fsub    $22    $5     $21  
fsw     $28    $0     1596
