----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
add     $5     $1     $26  
fsw     $3     $0     -60
fclass  $28    $21  
sw      $2     $0     1332
srl     $8     $31    $10  
add     $16    $15    $16  
flt     $13    $7     $9   
flw     $25    $0     -280
fclass  $19    $4   
add     $6     $18    $7   
lw      $19    $0     -44
fclass  $16    $22  
fadd    $27    $21    $2   
srl     $23    $18    $7   
flw     $30    $0     -444
sw      $23    $0     1100
fclass  $19    $19  
fclass  $2     $21  
srl     $17    $9     $16  
addi    $27    $0     356
addi    $4     $0     824
sub     $4     $2     $11  
lw      $27    $0     756
slt     $13    $28    $31  
slt     $9     $6     $4   
sub     $27    $13    $6   
sll     $14    $7     $14  
sub     $1     $19    $31  
slt     $27    $20    $14  
sll     $3     $12    $6   
fadd    $3     $26    $9   
sub     $13    $6     $18  
sll     $16    $4     $3   
fadd    $7     $26    $21  
sub     $5     $29    $9   
lw      $2     $0     -1792
sw      $23    $0     -304
fsw     $23    $0     348
fsw     $18    $0     -276
fclass  $28    $24  
sw      $14    $0     -1076
srl     $2     $29    $8   
srl     $2     $20    $13  
lw      $4     $0     992
slt     $6     $14    $13  
sll     $13    $18    $3   
fsub    $13    $12    $14  
fclass  $3     $13  
sll     $20    $16    $28  
sub     $26    $14    $23  
addi    $23    $0     1076
srl     $22    $14    $25  
fclass  $25    $4   
fsw     $1     $0     -1176
fsub    $7     $27    $7   
fclass  $29    $21  
slt     $5     $24    $18  
srl     $6     $15    $4   
lw      $27    $0     -1848
flw     $22    $0     1640
fadd    $20    $8     $0   
flt     $2     $14    $23  
srl     $12    $11    $18  
sll     $5     $26    $11  
slt     $23    $25    $9   
fsw     $1     $0     -1860
fsub    $31    $12    $20  
fsw     $22    $0     1280
lw      $15    $0     -1628
sub     $26    $3     $14  
fsw     $12    $0     -1828
fsw     $1     $0     -688
flw     $9     $0     1512
sub     $4     $4     $25  
addi    $8     $0     -376
sll     $14    $24    $14  
fclass  $1     $13  
sub     $29    $1     $23  
fsw     $16    $0     716
sll     $26    $5     $28  
slt     $8     $30    $19  
sw      $11    $0     -424
fclass  $6     $30  
srl     $7     $23    $5   
srl     $7     $28    $3   
flt     $11    $28    $13  
sub     $21    $7     $2   
sub     $12    $30    $16  
fsub    $13    $30    $8   
slt     $10    $1     $3   
fadd    $27    $13    $24  
sub     $24    $3     $28  
srl     $8     $5     $4   
fclass  $6     $7   
srl     $24    $3     $26  
addi    $29    $0     136
fclass  $16    $7   
slt     $23    $2     $6   
flw     $30    $0     252
fadd    $23    $18    $22  
lw      $13    $0     1740
fclass  $4     $20  
sll     $29    $7     $15  
fsub    $12    $23    $24  
flw     $25    $0     -1464
flt     $8     $19    $3   
add     $14    $3     $14  
sub     $15    $28    $14  
flw     $7     $0     1316
sw      $25    $0     -632
flt     $10    $15    $16  
sw      $5     $0     804
add     $9     $27    $31  
flt     $9     $7     $4   
sll     $27    $26    $28  
sll     $24    $5     $4   
add     $11    $5     $11  
fsw     $28    $0     -1944
fclass  $25    $24  
fsw     $12    $0     -732
slt     $12    $12    $17  
flw     $18    $0     -728
fsw     $27    $0     2024
fadd    $27    $13    $2   
sll     $14    $12    $3   
sll     $1     $26    $27  
slt     $16    $19    $16  
srl     $25    $27    $3   
fadd    $17    $27    $10  
fadd    $4     $1     $30  
fsub    $8     $20    $5   
fsub    $24    $29    $30  
add     $16    $31    $28  
addi    $15    $0     972
slt     $27    $16    $23  
srl     $24    $28    $0   
sub     $9     $14    $30  
addi    $4     $0     1456
add     $7     $9     $18  
fsub    $23    $14    $8   
addi    $24    $0     -276
fsub    $10    $13    $26  
sw      $15    $0     -1124
addi    $17    $0     1176
flw     $1     $0     -420
fclass  $8     $1   
fadd    $19    $19    $23  
sw      $18    $0     1036
fsub    $19    $30    $30  
fsw     $23    $0     -876
flw     $20    $0     1796
fadd    $20    $1     $23  
add     $23    $2     $25  
fclass  $20    $29  
fadd    $29    $21    $11  
flt     $28    $26    $10  
flt     $11    $4     $17  
add     $23    $0     $28  
srl     $31    $19    $14  
lw      $11    $0     1632
fsw     $8     $0     -404
fadd    $2     $14    $30  
sw      $2     $0     -1520
addi    $24    $0     -720
fsub    $8     $0     $6   
fclass  $17    $30  
sll     $8     $3     $6   
fsub    $24    $9     $4   
fsw     $3     $0     1620
sw      $22    $0     120
addi    $1     $0     1720
fsub    $24    $28    $24  
sll     $14    $10    $1   
addi    $14    $0     884
sw      $14    $0     1752
slt     $21    $25    $13  
slt     $4     $10    $15  
lw      $1     $0     -628
addi    $13    $0     1528
sll     $5     $11    $20  
flw     $3     $0     -1796
sub     $22    $23    $26  
flt     $2     $5     $1   
sub     $22    $11    $13  
slt     $18    $22    $0   
sub     $19    $29    $16  
sll     $15    $2     $23  
fsw     $8     $0     1160
srl     $19    $15    $12  
flt     $24    $5     $28  
add     $28    $14    $30  
fsub    $18    $31    $5   
fsw     $12    $0     972
sll     $3     $12    $19  
sub     $31    $0     $21  
add     $24    $16    $13  
fsub    $23    $31    $13  
fsub    $21    $17    $1   
flw     $31    $0     -1228
fsub    $11    $6     $27  
add     $19    $10    $17  
addi    $18    $0     -1736
add     $11    $28    $20  
fclass  $28    $5   
flt     $20    $8     $1   
flw     $5     $0     1612
fsw     $10    $0     -1572
sw      $24    $0     -1596
fsw     $7     $0     1168
addi    $6     $0     -1424
addi    $26    $0     568
fsub    $31    $4     $4   
slt     $29    $18    $0   
sw      $4     $0     1468
addi    $31    $0     1640
