----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
flw     $1     $0     1192
fadd    $13    $11    $29  
flw     $4     $0     1916
flw     $14    $0     568
flw     $3     $0     396
flw     $2     $0     216
fsub    $16    $19    $6   
fsub    $24    $3     $7   
fsw     $29    $0     1736
fsw     $24    $0     -1204
fsw     $8     $0     -620
fadd    $10    $20    $30  
fadd    $24    $25    $9   
flw     $25    $0     908
fsub    $5     $0     $12  
fadd    $5     $4     $27  
fsub    $25    $23    $6   
fadd    $28    $27    $12  
fadd    $21    $17    $13  
flw     $24    $0     412
fsw     $14    $0     1124
fsub    $15    $16    $14  
fsub    $2     $2     $0   
fadd    $25    $0     $24  
fadd    $15    $28    $14  
flw     $4     $0     1480
flw     $30    $0     -776
fsw     $24    $0     -928
fsub    $28    $21    $17  
fsw     $7     $0     -1784
fadd    $4     $22    $14  
fadd    $13    $23    $13  
fadd    $29    $6     $11  
flw     $26    $0     -480
fadd    $26    $5     $2   
flw     $4     $0     20
fsw     $19    $0     -1140
fsub    $23    $8     $28  
fadd    $17    $23    $24  
flw     $21    $0     864
fadd    $19    $6     $22  
flw     $31    $0     1076
fadd    $11    $25    $10  
fsub    $11    $29    $0   
fadd    $12    $11    $9   
fsw     $22    $0     -36
fsub    $21    $5     $24  
fsub    $6     $14    $10  
flw     $7     $0     1324
flw     $2     $0     -352
flw     $24    $0     -868
flw     $1     $0     408
fsub    $12    $4     $10  
fsw     $31    $0     132
flw     $14    $0     540
fadd    $8     $1     $30  
flw     $17    $0     288
flw     $24    $0     -1368
fadd    $10    $22    $25  
fsub    $2     $13    $18  
fsw     $15    $0     -936
fsw     $16    $0     1544
fsw     $19    $0     -1980
flw     $3     $0     1908
fsw     $28    $0     1092
fsub    $31    $11    $3   
fsub    $26    $3     $27  
flw     $28    $0     -908
fsub    $27    $11    $31  
fsub    $17    $31    $19  
fsub    $3     $4     $24  
fsub    $19    $7     $22  
fsw     $0     $0     -76
fadd    $4     $10    $19  
flw     $11    $0     -1528
flw     $8     $0     1856
fadd    $14    $11    $6   
flw     $17    $0     1716
fsw     $13    $0     1060
flw     $15    $0     548
flw     $9     $0     -2000
fsub    $21    $26    $17  
fsw     $30    $0     -1572
flw     $22    $0     1836
flw     $5     $0     1464
fadd    $14    $15    $29  
flw     $16    $0     2020
flw     $13    $0     -388
flw     $16    $0     1120
fadd    $25    $30    $3   
fsub    $13    $12    $23  
fsub    $16    $18    $19  
fsub    $8     $26    $0   
flw     $8     $0     -356
fsw     $10    $0     136
fadd    $26    $8     $4   
fsub    $3     $30    $31  
fsw     $26    $0     -1256
flw     $1     $0     -1796
fadd    $25    $5     $10  
flw     $18    $0     864
fadd    $1     $26    $17  
fsw     $5     $0     1304
fsw     $23    $0     -1264
fadd    $19    $7     $10  
fadd    $13    $28    $11  
fsub    $19    $3     $30  
fsub    $17    $21    $0   
fsub    $11    $16    $26  
flw     $16    $0     -1152
fsw     $7     $0     -428
flw     $28    $0     364
fsub    $20    $25    $5   
fadd    $18    $16    $10  
fadd    $27    $20    $13  
fsw     $23    $0     -700
fsw     $23    $0     324
fsub    $22    $31    $6   
fsw     $15    $0     652
fadd    $17    $1     $28  
flw     $19    $0     -1312
fadd    $25    $18    $29  
fsw     $30    $0     -216
fsub    $1     $22    $5   
fadd    $27    $10    $10  
flw     $27    $0     -1300
fsw     $4     $0     1964
fsub    $17    $13    $31  
flw     $13    $0     1344
fsub    $15    $20    $5   
fsw     $10    $0     -1584
fsw     $20    $0     0
fsub    $9     $5     $15  
flw     $20    $0     -1124
fadd    $18    $9     $14  
fsub    $28    $17    $26  
fsub    $17    $6     $16  
fsub    $11    $20    $26  
fsub    $19    $2     $16  
flw     $29    $0     -1800
fsub    $8     $26    $25  
fsw     $27    $0     -1800
fsub    $13    $5     $22  
fsub    $21    $0     $1   
fadd    $8     $15    $27  
fsub    $25    $12    $25  
fsw     $18    $0     -1000
fsw     $25    $0     1844
fsw     $7     $0     1540
fsw     $28    $0     116
fadd    $21    $9     $26  
fsub    $13    $18    $4   
fadd    $17    $21    $20  
fsub    $26    $11    $19  
flw     $10    $0     1080
fsub    $7     $27    $1   
fsw     $1     $0     -1652
flw     $16    $0     2004
flw     $29    $0     -1244
fsub    $25    $16    $27  
fadd    $18    $30    $22  
fsub    $27    $19    $7   
fadd    $29    $6     $24  
fsub    $10    $24    $17  
fsw     $30    $0     1184
flw     $15    $0     -1852
fsw     $6     $0     1412
fadd    $3     $8     $13  
fsub    $5     $25    $6   
flw     $10    $0     1744
fsw     $7     $0     -1252
flw     $7     $0     -788
fadd    $13    $15    $13  
fsw     $21    $0     -232
flw     $15    $0     1256
fsub    $21    $6     $8   
fsw     $9     $0     872
fsw     $26    $0     -1796
fadd    $27    $19    $31  
fadd    $18    $29    $15  
fadd    $12    $1     $8   
fsub    $8     $31    $17  
flw     $2     $0     -1832
fadd    $5     $13    $13  
fadd    $30    $1     $4   
fadd    $8     $6     $10  
fsw     $26    $0     8
fsub    $26    $6     $10  
fsub    $19    $10    $30  
fadd    $23    $24    $27  
flw     $16    $0     -1808
flw     $5     $0     -1008
fadd    $12    $8     $1   
fsw     $6     $0     1040
flw     $8     $0     1188
fsub    $14    $27    $23  
fsub    $25    $12    $9   
fsub    $26    $4     $26  
fsw     $3     $0     -296
fsw     $14    $0     868
fsub    $17    $4     $20  
flw     $21    $0     608
fadd    $29    $29    $25  
fsub    $2     $17    $22  
fsub    $7     $24    $2   
