----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fclass  $22    $4   
fadd    $31    $23    $18  
slt     $3     $19    $21  
flt     $16    $6     $17  
slt     $2     $31    $18  
slt     $24    $23    $14  
add     $9     $21    $28  
flw     $31    $0     -2036
srl     $5     $4     $0   
fsub    $26    $6     $13  
fsw     $30    $0     -1656
fclass  $24    $12  
sll     $24    $25    $19  
srl     $7     $17    $0   
fsub    $13    $11    $21  
sll     $2     $26    $13  
fsub    $18    $13    $5   
fsw     $3     $0     1776
addi    $22    $0     1504
sll     $20    $30    $10  
fsw     $27    $0     1088
fsub    $2     $31    $26  
fsw     $25    $0     -496
sub     $4     $3     $27  
fclass  $25    $25  
sw      $31    $0     1584
addi    $11    $0     600
flt     $17    $25    $5   
addi    $22    $0     1036
slt     $27    $26    $10  
fsub    $15    $31    $27  
flt     $10    $8     $12  
add     $21    $21    $30  
add     $23    $22    $22  
slt     $9     $1     $17  
sll     $23    $4     $11  
fsub    $18    $9     $4   
slt     $17    $12    $7   
add     $28    $21    $2   
sub     $7     $23    $19  
sw      $15    $0     1092
slt     $10    $23    $26  
sll     $5     $28    $3   
slt     $31    $19    $10  
sw      $22    $0     -272
slt     $14    $26    $5   
flw     $7     $0     -416
fsw     $0     $0     -1120
flt     $16    $31    $27  
addi    $23    $0     96
srl     $9     $12    $0   
fadd    $20    $24    $24  
sub     $27    $22    $19  
add     $23    $11    $28  
flt     $2     $28    $12  
flw     $23    $0     -816
flt     $26    $16    $7   
fsw     $7     $0     -1192
slt     $5     $0     $8   
sll     $12    $18    $9   
addi    $30    $0     -1872
fclass  $17    $6   
flw     $15    $0     -1928
sub     $25    $15    $28  
fadd    $15    $31    $19  
srl     $18    $21    $26  
srl     $18    $27    $4   
addi    $24    $0     100
sll     $29    $25    $5   
flw     $25    $0     -36
flt     $6     $27    $27  
fclass  $27    $20  
slt     $31    $29    $31  
sll     $14    $4     $13  
lw      $15    $0     -1876
sub     $26    $30    $1   
srl     $5     $11    $2   
add     $1     $4     $12  
addi    $24    $0     -528
flw     $22    $0     -824
sw      $30    $0     -468
flt     $8     $24    $9   
addi    $27    $0     1536
lw      $18    $0     -784
fsub    $11    $16    $25  
flw     $19    $0     832
sw      $17    $0     -1356
sw      $19    $0     1256
fadd    $4     $8     $8   
lw      $20    $0     908
add     $25    $6     $12  
add     $21    $22    $9   
flw     $23    $0     -584
addi    $11    $0     1804
fsw     $16    $0     -408
srl     $6     $28    $12  
fsub    $6     $5     $21  
add     $27    $0     $27  
flw     $18    $0     408
fsw     $10    $0     1620
fadd    $27    $4     $4   
fsub    $3     $28    $31  
sll     $13    $15    $12  
sw      $12    $0     -560
sub     $28    $13    $5   
addi    $9     $0     -688
flw     $12    $0     152
sll     $10    $2     $30  
fadd    $11    $21    $12  
slt     $31    $25    $10  
flw     $22    $0     -584
sub     $12    $19    $31  
fsw     $21    $0     372
flt     $19    $30    $27  
slt     $25    $21    $10  
addi    $30    $0     64
sub     $7     $5     $12  
fclass  $22    $8   
fsw     $18    $0     1984
lw      $3     $0     -1008
addi    $25    $0     -836
lw      $17    $0     -1728
add     $2     $14    $10  
sw      $11    $0     304
addi    $29    $0     -780
fsub    $21    $9     $31  
slt     $28    $19    $28  
lw      $25    $0     -428
fclass  $23    $5   
lw      $6     $0     984
sub     $8     $3     $2   
addi    $3     $0     1656
add     $3     $19    $31  
flw     $31    $0     -1260
fadd    $15    $3     $10  
add     $13    $13    $19  
slt     $27    $24    $4   
flw     $18    $0     1368
lw      $15    $0     1640
addi    $12    $0     2028
sll     $2     $31    $31  
sw      $6     $0     -496
sub     $13    $1     $6   
add     $27    $18    $6   
flw     $6     $0     -396
fadd    $15    $27    $4   
add     $8     $3     $11  
addi    $7     $0     764
fsw     $27    $0     804
slt     $6     $3     $28  
flt     $5     $16    $21  
sub     $30    $3     $17  
flw     $25    $0     1396
flt     $3     $18    $28  
flw     $26    $0     -340
lw      $7     $0     1360
add     $26    $4     $3   
addi    $30    $0     -1416
sub     $5     $29    $1   
sw      $4     $0     -1264
sll     $17    $26    $21  
sub     $5     $27    $8   
fclass  $4     $22  
flt     $2     $14    $3   
sub     $29    $28    $9   
flt     $22    $2     $31  
flw     $14    $0     -1200
fadd    $16    $24    $2   
sub     $30    $28    $26  
srl     $23    $25    $28  
lw      $30    $0     1936
fsub    $14    $8     $6   
add     $26    $10    $16  
flw     $3     $0     168
sw      $8     $0     -984
lw      $10    $0     -144
fsw     $26    $0     148
addi    $27    $0     484
fadd    $22    $9     $0   
flw     $23    $0     -856
add     $10    $20    $5   
fadd    $13    $23    $9   
add     $31    $3     $7   
addi    $21    $0     -1196
fadd    $10    $12    $10  
fclass  $31    $16  
flt     $1     $17    $27  
addi    $19    $0     -652
sw      $11    $0     -120
fsw     $28    $0     1296
fsub    $14    $25    $27  
fsub    $21    $9     $10  
fsub    $4     $26    $9   
fsub    $17    $5     $17  
sw      $16    $0     1392
sw      $23    $0     -1952
lw      $29    $0     1960
fadd    $14    $30    $31  
sll     $25    $21    $28  
fsw     $22    $0     104
sw      $16    $0     204
sw      $21    $0     -1740
sub     $20    $2     $28  
fsw     $4     $0     -856
srl     $10    $31    $24  
sub     $20    $14    $9   
flw     $29    $0     -328
sw      $23    $0     -236
flt     $5     $21    $1   
fadd    $16    $6     $8   
sll     $4     $28    $7   
fsw     $27    $0     -616
slt     $26    $28    $4   
fsw     $2     $0     172
sll     $30    $18    $19  
addi    $3     $0     -1612
