----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fsub    $18    $15    $26  
flw     $5     $0     1988
fsw     $31    $0     148
fadd    $8     $29    $23  
flw     $10    $0     -56
fadd    $9     $16    $23  
fsub    $21    $9     $12  
fsw     $14    $0     1364
fsub    $16    $16    $16  
fsub    $11    $25    $1   
fsub    $6     $14    $31  
flw     $30    $0     -2028
fadd    $15    $28    $17  
flw     $29    $0     -1288
flw     $17    $0     1268
fadd    $28    $17    $1   
fsub    $15    $15    $14  
flw     $19    $0     -964
fsub    $24    $26    $16  
fadd    $25    $20    $21  
flw     $24    $0     1552
flw     $4     $0     -260
fsub    $10    $23    $28  
flw     $9     $0     -1516
fsw     $29    $0     -128
flw     $19    $0     -1716
fsub    $13    $16    $29  
fsw     $29    $0     -1892
fadd    $30    $16    $24  
fadd    $11    $9     $4   
fsw     $20    $0     692
fsw     $2     $0     2000
flw     $10    $0     1148
fsw     $18    $0     -1856
fsw     $3     $0     -1668
fsw     $14    $0     -796
fadd    $6     $20    $24  
fadd    $9     $14    $10  
fsw     $11    $0     -660
fsub    $30    $0     $17  
fsw     $5     $0     -1712
flw     $31    $0     1696
flw     $15    $0     24
fsw     $29    $0     832
fadd    $3     $16    $15  
fsub    $28    $16    $13  
fsub    $24    $1     $7   
flw     $26    $0     -1848
flw     $27    $0     -724
fadd    $6     $28    $17  
fadd    $9     $28    $27  
fsub    $23    $30    $4   
fsub    $10    $23    $6   
fadd    $23    $5     $2   
fsub    $19    $5     $7   
fsw     $25    $0     -524
fsw     $4     $0     -1896
fadd    $8     $30    $24  
fsub    $2     $4     $28  
flw     $19    $0     444
flw     $31    $0     -500
fadd    $30    $30    $11  
fsw     $23    $0     132
flw     $4     $0     -1500
fsub    $5     $0     $5   
fsub    $19    $15    $31  
fsw     $26    $0     428
fadd    $17    $5     $23  
fadd    $6     $11    $11  
fadd    $26    $27    $28  
fadd    $4     $2     $16  
fsw     $28    $0     -1508
flw     $1     $0     -2020
fsub    $24    $7     $27  
flw     $20    $0     -500
fadd    $22    $27    $30  
flw     $4     $0     852
fsw     $4     $0     1468
fadd    $20    $13    $8   
fadd    $3     $24    $23  
fadd    $9     $16    $3   
fadd    $31    $13    $9   
fsw     $5     $0     1620
fadd    $5     $20    $30  
flw     $31    $0     -1120
fsw     $16    $0     -616
fsw     $5     $0     1424
flw     $17    $0     684
fsw     $13    $0     -740
fsw     $10    $0     -288
fsub    $21    $11    $5   
fsub    $19    $3     $22  
flw     $11    $0     68
fadd    $3     $30    $28  
fadd    $29    $29    $26  
fsw     $0     $0     -576
flw     $27    $0     292
fadd    $14    $22    $22  
fadd    $18    $25    $23  
fsub    $3     $0     $8   
fsw     $25    $0     -1096
fsw     $22    $0     -1768
fadd    $8     $20    $24  
flw     $10    $0     -1152
fsub    $31    $22    $17  
fsub    $21    $29    $6   
fsw     $25    $0     1456
fsw     $15    $0     -2004
fsw     $2     $0     -188
fsub    $21    $1     $26  
fsub    $10    $28    $19  
flw     $6     $0     -2028
fsub    $10    $1     $11  
fadd    $9     $19    $1   
fsw     $22    $0     676
flw     $12    $0     -80
fsub    $19    $23    $21  
fsw     $1     $0     -1900
fsub    $31    $9     $20  
fsub    $26    $20    $6   
fsub    $23    $7     $12  
fadd    $23    $14    $26  
flw     $2     $0     448
fadd    $14    $3     $13  
flw     $26    $0     352
fadd    $9     $16    $29  
fsub    $29    $7     $14  
fadd    $22    $1     $4   
fadd    $5     $19    $18  
fsw     $26    $0     -1020
fadd    $15    $4     $24  
flw     $14    $0     1616
fadd    $8     $10    $20  
flw     $28    $0     656
fsub    $14    $24    $2   
flw     $30    $0     -684
fsub    $25    $28    $3   
fsub    $19    $6     $13  
fsub    $28    $24    $27  
fsw     $23    $0     -1052
fsw     $19    $0     -176
fsub    $1     $10    $7   
fsw     $13    $0     -680
fsub    $25    $3     $25  
flw     $24    $0     -276
fsub    $27    $24    $28  
fadd    $12    $4     $8   
fsw     $24    $0     136
flw     $17    $0     -1800
flw     $5     $0     -816
fsw     $17    $0     -924
fsub    $17    $5     $13  
fsw     $12    $0     -972
fsub    $17    $9     $4   
fadd    $10    $30    $17  
fsub    $5     $26    $13  
flw     $2     $0     -1176
flw     $24    $0     -856
flw     $20    $0     -264
fsub    $30    $16    $25  
fsub    $12    $5     $21  
fsw     $26    $0     1672
fadd    $16    $6     $11  
fsub    $9     $17    $29  
flw     $20    $0     -600
fsw     $7     $0     -1476
flw     $14    $0     -420
fadd    $7     $12    $7   
fsw     $28    $0     -1264
flw     $17    $0     932
fadd    $10    $26    $13  
fadd    $13    $12    $21  
fadd    $21    $9     $4   
fsw     $22    $0     -592
fsub    $27    $29    $2   
fadd    $2     $31    $6   
fsub    $9     $28    $17  
fadd    $16    $27    $30  
fsw     $22    $0     1036
fadd    $8     $4     $8   
fsub    $26    $16    $11  
flw     $28    $0     -4
fadd    $2     $23    $12  
fadd    $13    $16    $1   
flw     $1     $0     1624
fsub    $4     $23    $22  
flw     $24    $0     2000
fsub    $22    $17    $3   
fsw     $0     $0     320
fsub    $17    $19    $13  
fsub    $23    $11    $30  
fadd    $27    $10    $1   
fadd    $11    $26    $28  
fsw     $7     $0     -424
fadd    $29    $30    $25  
fsub    $16    $26    $4   
fsw     $11    $0     1600
fadd    $7     $11    $4   
fsw     $31    $0     -1216
fsw     $2     $0     -1448
fsub    $7     $11    $9   
fadd    $9     $26    $29  
flw     $7     $0     -356
fsub    $25    $4     $30  
