----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
add     $21    $23    $6   
lw      $6     $0     196
srl     $17    $13    $10  
slt     $28    $16    $25  
flw     $19    $0     -1416
sub     $26    $17    $23  
flw     $13    $0     1464
flw     $1     $0     1844
fadd    $7     $3     $24  
srl     $14    $20    $31  
flt     $15    $14    $24  
flt     $16    $31    $26  
lw      $26    $0     -1524
lw      $29    $0     404
fadd    $15    $7     $0   
lw      $31    $0     788
sub     $16    $9     $26  
slt     $25    $2     $4   
sll     $24    $18    $30  
flt     $19    $4     $10  
addi    $17    $0     980
addi    $14    $0     -1884
fsub    $22    $6     $10  
flw     $15    $0     584
fsub    $2     $26    $29  
addi    $8     $0     1532
flt     $19    $24    $22  
flt     $6     $21    $29  
fsw     $24    $0     -1372
fsub    $22    $15    $25  
fclass  $15    $31  
fadd    $30    $23    $7   
add     $18    $18    $24  
srl     $8     $25    $0   
fsw     $16    $0     -328
sll     $9     $18    $15  
add     $1     $29    $10  
addi    $9     $0     -1412
fclass  $30    $11  
flw     $25    $0     -1736
srl     $2     $9     $17  
slt     $15    $11    $23  
fsw     $3     $0     -1272
fsub    $28    $10    $1   
flw     $1     $0     384
flt     $20    $14    $7   
sll     $7     $14    $16  
lw      $2     $0     -80
lw      $11    $0     -844
fsw     $1     $0     -304
sll     $25    $31    $6   
flt     $13    $22    $8   
fsub    $17    $22    $15  
flw     $4     $0     1300
fsw     $0     $0     -652
add     $8     $0     $2   
lw      $16    $0     -452
fadd    $29    $13    $5   
add     $16    $27    $27  
fadd    $26    $15    $2   
add     $16    $27    $29  
add     $27    $21    $12  
fadd    $14    $7     $15  
add     $6     $11    $30  
fadd    $21    $29    $28  
flt     $30    $2     $2   
lw      $19    $0     -1520
srl     $22    $6     $12  
flt     $5     $27    $17  
lw      $18    $0     -1588
flt     $7     $12    $10  
lw      $20    $0     1300
addi    $16    $0     1404
addi    $12    $0     892
lw      $18    $0     116
add     $18    $26    $26  
fadd    $7     $0     $25  
fclass  $27    $16  
add     $12    $29    $0   
fsub    $9     $5     $8   
fsw     $22    $0     -236
flt     $2     $2     $16  
sw      $31    $0     452
addi    $19    $0     -1628
flw     $1     $0     1372
sw      $24    $0     1860
add     $16    $18    $13  
flw     $12    $0     -1268
sll     $7     $22    $31  
flt     $24    $21    $11  
slt     $1     $29    $21  
fsw     $11    $0     920
sll     $31    $26    $15  
sw      $5     $0     -1996
srl     $20    $2     $20  
fsub    $29    $8     $3   
sub     $7     $19    $4   
add     $19    $8     $14  
slt     $1     $9     $15  
fsw     $1     $0     -588
sll     $25    $27    $28  
fadd    $19    $19    $0   
slt     $29    $17    $5   
flt     $27    $22    $2   
sw      $6     $0     1348
srl     $19    $30    $18  
srl     $5     $12    $13  
srl     $2     $20    $29  
addi    $2     $0     -1352
slt     $3     $14    $27  
addi    $3     $0     36
fsub    $25    $23    $12  
sub     $4     $23    $31  
slt     $17    $12    $20  
flt     $30    $9     $19  
fadd    $14    $28    $2   
flt     $3     $30    $18  
sll     $8     $25    $31  
fclass  $12    $27  
add     $12    $31    $24  
fsw     $3     $0     -1356
fsub    $21    $10    $18  
fsub    $12    $16    $6   
lw      $24    $0     -412
add     $12    $26    $31  
flt     $14    $8     $27  
srl     $21    $9     $15  
addi    $14    $0     -1576
sll     $29    $11    $4   
sub     $17    $0     $18  
add     $27    $21    $6   
slt     $22    $7     $19  
sub     $31    $27    $30  
sw      $14    $0     1024
fsw     $27    $0     1968
fadd    $12    $11    $10  
sll     $18    $0     $14  
sub     $6     $28    $5   
sw      $19    $0     440
flt     $20    $24    $4   
add     $7     $28    $5   
fsw     $5     $0     -1336
lw      $23    $0     328
sw      $10    $0     120
addi    $15    $0     -1388
slt     $20    $21    $29  
add     $11    $10    $15  
sll     $2     $29    $23  
lw      $16    $0     632
slt     $11    $19    $18  
sw      $18    $0     -80
addi    $26    $0     -136
addi    $20    $0     -1792
flt     $31    $6     $10  
fsw     $9     $0     96
addi    $25    $0     -1196
srl     $18    $11    $24  
sll     $6     $25    $3   
fclass  $13    $2   
sw      $23    $0     304
srl     $5     $6     $23  
flw     $25    $0     -1048
fsw     $10    $0     -80
fadd    $3     $22    $2   
flw     $11    $0     -1788
sub     $4     $30    $15  
fclass  $27    $12  
add     $2     $8     $26  
add     $18    $10    $6   
sub     $16    $17    $5   
sub     $5     $3     $29  
lw      $20    $0     1644
fsw     $18    $0     1132
srl     $26    $27    $3   
fclass  $2     $11  
sll     $2     $1     $11  
slt     $7     $5     $7   
sub     $24    $24    $15  
flt     $14    $25    $22  
flt     $3     $0     $14  
flt     $20    $17    $5   
sub     $31    $1     $14  
fsub    $4     $14    $10  
flw     $28    $0     -164
sw      $25    $0     928
addi    $13    $0     -1816
sll     $30    $4     $1   
sll     $25    $7     $2   
fsw     $11    $0     -448
sw      $4     $0     528
fsw     $14    $0     1112
add     $3     $26    $4   
sw      $12    $0     -1028
sll     $10    $1     $25  
addi    $9     $0     -872
sw      $17    $0     676
sll     $14    $23    $29  
addi    $29    $0     992
fsw     $14    $0     -596
srl     $1     $31    $4   
fsw     $29    $0     -1500
add     $19    $29    $6   
fadd    $22    $2     $6   
add     $25    $10    $15  
flw     $3     $0     -1204
fclass  $14    $29  
fclass  $1     $29  
fsub    $19    $1     $6   
lw      $24    $0     -1756
flt     $25    $26    $2   
flt     $2     $10    $25  
slt     $30    $26    $26  
lw      $5     $0     1692
slt     $4     $1     $16  
flw     $16    $0     -308
