----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
addi    $9     $0     264
fsub    $29    $27    $20  
flw     $22    $0     -1392
add     $29    $19    $25  
srl     $29    $25    $9   
fsw     $27    $0     -1820
sw      $12    $0     768
fadd    $18    $14    $22  
slt     $27    $5     $31  
addi    $12    $0     608
fclass  $4     $21  
fsub    $19    $18    $19  
srl     $14    $7     $8   
addi    $1     $0     -392
addi    $31    $0     -212
fsw     $8     $0     1524
sub     $13    $4     $26  
flt     $8     $6     $0   
fclass  $19    $29  
add     $14    $14    $28  
sub     $6     $29    $12  
lw      $15    $0     972
fsub    $3     $9     $7   
fsub    $31    $6     $19  
fsw     $28    $0     -1936
sll     $20    $15    $8   
fsw     $7     $0     1888
flt     $24    $3     $31  
lw      $19    $0     1256
srl     $31    $12    $0   
flw     $24    $0     1976
lw      $22    $0     1656
sll     $12    $25    $24  
sll     $4     $12    $24  
addi    $18    $0     -1992
addi    $3     $0     1496
lw      $26    $0     1348
fadd    $8     $23    $9   
sll     $9     $23    $13  
fsub    $19    $9     $24  
fsub    $16    $1     $19  
flt     $22    $14    $0   
sub     $18    $21    $24  
add     $22    $6     $2   
fsub    $13    $16    $10  
add     $28    $18    $4   
fclass  $2     $14  
slt     $8     $4     $30  
fclass  $25    $19  
flt     $3     $17    $13  
add     $29    $1     $3   
lw      $23    $0     -128
srl     $2     $17    $12  
flt     $19    $22    $17  
lw      $20    $0     -144
lw      $12    $0     -1356
flw     $20    $0     1884
sw      $25    $0     -1552
addi    $31    $0     -1896
flw     $11    $0     12
add     $29    $11    $1   
fsw     $9     $0     316
sub     $4     $17    $30  
fsub    $5     $28    $21  
sw      $19    $0     -156
fsw     $21    $0     536
sub     $24    $12    $18  
lw      $28    $0     -1656
add     $12    $9     $28  
lw      $26    $0     452
sll     $30    $23    $27  
slt     $16    $27    $29  
fadd    $13    $16    $5   
slt     $28    $29    $17  
sll     $22    $17    $29  
fclass  $11    $3   
fadd    $26    $6     $1   
fadd    $28    $9     $8   
sw      $27    $0     -284
fclass  $3     $12  
srl     $27    $27    $28  
fsw     $1     $0     -100
addi    $28    $0     1268
addi    $31    $0     972
slt     $16    $23    $27  
add     $14    $22    $15  
fadd    $15    $30    $4   
addi    $3     $0     -216
slt     $17    $24    $1   
flw     $5     $0     1504
srl     $14    $21    $30  
add     $4     $26    $13  
fsw     $19    $0     1536
addi    $19    $0     104
sw      $26    $0     -1388
fadd    $9     $19    $14  
srl     $7     $29    $6   
fclass  $24    $5   
sw      $22    $0     184
sll     $21    $24    $10  
flw     $17    $0     -1260
lw      $17    $0     -1820
fsw     $27    $0     276
sw      $20    $0     -44
add     $14    $0     $31  
sub     $5     $27    $18  
flt     $12    $17    $10  
addi    $27    $0     -768
slt     $26    $18    $4   
flw     $12    $0     648
sub     $7     $13    $27  
add     $2     $2     $18  
fsub    $15    $11    $12  
fadd    $27    $7     $10  
fsw     $20    $0     -104
srl     $14    $25    $10  
fclass  $5     $23  
sub     $30    $14    $27  
fclass  $3     $18  
flt     $7     $23    $18  
fsw     $18    $0     1296
sw      $25    $0     40
fadd    $6     $11    $3   
fclass  $23    $9   
sll     $24    $1     $16  
fsw     $21    $0     -76
fclass  $19    $29  
sw      $21    $0     1792
fsub    $10    $10    $5   
fclass  $7     $22  
fsub    $21    $12    $8   
srl     $13    $11    $14  
sub     $10    $16    $15  
add     $20    $30    $6   
srl     $29    $18    $5   
add     $23    $24    $21  
fsub    $11    $10    $12  
addi    $11    $0     20
sw      $29    $0     -168
add     $4     $2     $6   
lw      $17    $0     -664
slt     $26    $30    $18  
slt     $23    $25    $19  
fadd    $11    $23    $30  
fclass  $22    $31  
slt     $12    $27    $2   
fsw     $21    $0     936
flt     $18    $18    $9   
lw      $13    $0     1500
fsw     $3     $0     1584
fadd    $16    $8     $2   
fadd    $14    $16    $11  
sw      $6     $0     -1200
flw     $12    $0     1180
fsub    $18    $16    $1   
sub     $19    $13    $7   
addi    $5     $0     1612
sub     $16    $10    $13  
lw      $11    $0     780
fsub    $10    $5     $5   
fsub    $5     $9     $31  
sll     $27    $23    $26  
flw     $21    $0     448
addi    $10    $0     120
flt     $7     $18    $27  
flw     $17    $0     -2036
sll     $28    $7     $15  
flw     $15    $0     -160
flw     $16    $0     2008
lw      $18    $0     116
srl     $4     $28    $22  
sw      $14    $0     1424
fclass  $21    $29  
fsub    $17    $20    $30  
slt     $24    $17    $22  
fclass  $18    $24  
sw      $13    $0     -900
sll     $31    $4     $6   
fsw     $11    $0     132
add     $22    $11    $11  
flw     $14    $0     -1204
add     $16    $27    $13  
addi    $27    $0     784
fadd    $29    $2     $19  
fsw     $5     $0     -744
fclass  $4     $1   
lw      $24    $0     -424
flw     $25    $0     -484
fadd    $25    $14    $12  
flw     $9     $0     876
add     $22    $29    $2   
fsub    $24    $6     $0   
slt     $2     $21    $13  
sub     $5     $1     $11  
sll     $6     $27    $24  
srl     $22    $25    $7   
fsub    $23    $5     $27  
fsub    $27    $29    $26  
flt     $11    $14    $16  
sll     $13    $19    $9   
flw     $6     $0     -44
fclass  $4     $16  
add     $6     $22    $16  
flt     $26    $0     $11  
flt     $3     $20    $5   
slt     $28    $20    $12  
sub     $23    $18    $22  
flw     $23    $0     -84
fsw     $16    $0     1572
fsw     $4     $0     -1760
sub     $8     $1     $31  
add     $12    $30    $11  
flt     $28    $29    $17  
fsw     $3     $0     -836
sw      $31    $0     28
flw     $7     $0     -1328
fclass  $26    $9   
