----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fadd    $2     $27    $17  
fsw     $13    $0     1944
fadd    $23    $23    $0   
fsw     $18    $0     1708
fadd    $12    $14    $1   
flw     $8     $0     72
flw     $9     $0     1604
fsw     $30    $0     -1516
fsw     $21    $0     -572
fsw     $31    $0     564
flw     $31    $0     1508
fsub    $10    $30    $9   
fsub    $28    $7     $2   
fsub    $7     $24    $28  
fsw     $5     $0     -72
fsub    $9     $14    $11  
fadd    $29    $25    $7   
fadd    $21    $10    $30  
fsub    $27    $23    $24  
fsw     $2     $0     -624
fadd    $12    $12    $15  
fsub    $9     $2     $23  
fadd    $15    $2     $15  
fadd    $9     $24    $31  
fadd    $30    $2     $6   
fsw     $15    $0     -1064
fsw     $19    $0     -1164
fsw     $29    $0     1448
fsub    $18    $5     $25  
fsw     $22    $0     1840
fsub    $20    $30    $6   
fadd    $2     $14    $5   
fadd    $8     $30    $16  
fsub    $19    $23    $31  
fsw     $13    $0     1740
fsw     $8     $0     -1360
fsub    $4     $7     $10  
fsw     $13    $0     1408
flw     $5     $0     -912
fsub    $8     $19    $10  
fsub    $11    $18    $7   
fsw     $3     $0     452
fadd    $4     $28    $1   
flw     $18    $0     1448
flw     $15    $0     816
fsub    $4     $30    $30  
flw     $21    $0     -1952
flw     $19    $0     -1560
flw     $31    $0     924
flw     $9     $0     1592
fadd    $16    $1     $5   
fadd    $19    $27    $24  
fsub    $22    $30    $1   
flw     $30    $0     1880
fadd    $17    $6     $27  
flw     $7     $0     -1728
fadd    $11    $21    $28  
fsub    $12    $23    $24  
fsw     $18    $0     1716
flw     $24    $0     444
fadd    $18    $1     $10  
fsw     $17    $0     20
fadd    $15    $30    $18  
fsw     $1     $0     900
fsw     $2     $0     -600
flw     $26    $0     1084
fadd    $28    $19    $17  
flw     $21    $0     -1576
fsub    $4     $20    $20  
fsub    $25    $19    $5   
flw     $27    $0     1060
fadd    $27    $12    $20  
fadd    $8     $22    $0   
fsub    $21    $6     $25  
fadd    $20    $27    $2   
fsw     $12    $0     -980
fadd    $9     $18    $15  
fsub    $4     $19    $24  
fsw     $0     $0     1820
fsub    $27    $28    $8   
fadd    $29    $27    $0   
fsub    $22    $14    $31  
fsub    $24    $5     $12  
fadd    $3     $17    $14  
fsw     $19    $0     1524
fadd    $27    $8     $18  
flw     $27    $0     -1820
flw     $2     $0     -756
fsub    $2     $9     $24  
fadd    $20    $12    $21  
flw     $26    $0     -1928
fsub    $31    $23    $3   
fadd    $18    $25    $21  
flw     $30    $0     864
flw     $17    $0     -696
fsw     $28    $0     264
fadd    $29    $31    $13  
fsub    $28    $23    $22  
fadd    $9     $7     $23  
flw     $5     $0     516
fsub    $5     $13    $1   
fsub    $25    $10    $29  
fsw     $7     $0     -992
fsw     $9     $0     -1660
fadd    $19    $23    $15  
fsub    $30    $28    $25  
fsub    $7     $15    $18  
fadd    $20    $31    $17  
fadd    $31    $29    $3   
fsw     $18    $0     204
fsw     $1     $0     -236
fsw     $29    $0     768
fsw     $25    $0     1460
flw     $18    $0     1752
fsub    $12    $6     $21  
fadd    $26    $31    $12  
fsub    $5     $8     $9   
fsub    $4     $30    $24  
fsub    $3     $27    $2   
fsw     $19    $0     1808
fsw     $30    $0     -180
fsub    $16    $0     $20  
fadd    $7     $11    $22  
fsw     $12    $0     -1476
fadd    $28    $29    $0   
fadd    $7     $26    $24  
fsw     $27    $0     1128
flw     $2     $0     -1956
fsw     $1     $0     -1496
fsw     $23    $0     -2008
flw     $27    $0     600
fsw     $12    $0     -24
flw     $18    $0     -772
flw     $1     $0     -1304
flw     $26    $0     -1344
fsub    $25    $21    $4   
flw     $31    $0     748
fsw     $22    $0     -316
fsw     $2     $0     1700
fadd    $16    $15    $6   
flw     $29    $0     1020
fsub    $23    $30    $19  
fadd    $31    $2     $2   
flw     $6     $0     1084
fsub    $24    $9     $17  
fadd    $15    $24    $15  
fadd    $23    $31    $7   
fsw     $29    $0     1512
fsub    $25    $7     $22  
fadd    $29    $19    $24  
flw     $5     $0     468
fsw     $29    $0     1492
fsub    $8     $15    $3   
flw     $22    $0     -260
flw     $23    $0     -288
fadd    $17    $18    $15  
fsw     $22    $0     -968
flw     $12    $0     -276
flw     $7     $0     -1248
fsw     $27    $0     1212
fadd    $9     $7     $15  
fsw     $21    $0     -652
fsw     $28    $0     -668
fsub    $28    $31    $7   
flw     $11    $0     -1484
fsw     $16    $0     -56
fsw     $5     $0     348
flw     $13    $0     1548
flw     $3     $0     -848
fsw     $26    $0     108
fsw     $25    $0     -824
fsw     $18    $0     -924
fadd    $1     $5     $11  
flw     $7     $0     528
flw     $15    $0     -1592
fadd    $19    $31    $2   
flw     $30    $0     -1492
flw     $11    $0     -52
fsw     $8     $0     1148
fadd    $12    $18    $3   
fadd    $20    $23    $8   
fsub    $8     $29    $8   
flw     $28    $0     -452
fadd    $9     $13    $29  
fsub    $4     $1     $31  
flw     $22    $0     -308
fadd    $5     $7     $31  
fadd    $21    $8     $12  
fsub    $3     $9     $15  
fsw     $19    $0     456
fadd    $2     $1     $10  
fadd    $25    $3     $9   
fsw     $1     $0     -940
fsw     $3     $0     -1308
fsub    $10    $9     $3   
fadd    $15    $31    $18  
flw     $23    $0     -1856
flw     $18    $0     -1252
flw     $30    $0     -1824
fadd    $3     $13    $24  
fsw     $28    $0     868
fsw     $13    $0     -1532
fadd    $22    $0     $11  
fsw     $30    $0     -652
fadd    $27    $10    $3   
