----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fadd    $9     $14    $3   
flw     $19    $0     -1324
fsub    $12    $29    $13  
fsw     $17    $0     2016
fsw     $4     $0     -1432
fadd    $31    $19    $9   
fadd    $24    $8     $24  
fadd    $30    $15    $3   
flw     $21    $0     -1872
fsw     $2     $0     -1592
fadd    $1     $31    $9   
flw     $7     $0     -324
flw     $12    $0     1360
fsub    $28    $28    $22  
fsub    $4     $9     $21  
fsub    $15    $5     $23  
fsw     $31    $0     -1132
flw     $4     $0     304
fadd    $13    $24    $13  
fadd    $7     $6     $24  
fsub    $21    $8     $28  
fsub    $19    $3     $12  
fsub    $5     $30    $9   
fsw     $29    $0     1912
fsw     $28    $0     576
fsw     $3     $0     248
fsw     $15    $0     -1512
flw     $18    $0     860
fadd    $23    $15    $29  
fsub    $22    $2     $21  
fsw     $24    $0     1420
fsub    $28    $2     $8   
flw     $10    $0     -1832
fsub    $26    $24    $15  
fsw     $23    $0     -588
fsw     $25    $0     -944
flw     $15    $0     1824
fsub    $15    $18    $9   
fsub    $28    $24    $6   
flw     $31    $0     -136
fsw     $28    $0     -148
fadd    $6     $29    $11  
flw     $22    $0     76
fsub    $19    $6     $31  
fsub    $8     $9     $6   
flw     $20    $0     180
fsw     $28    $0     468
fadd    $1     $26    $19  
fsub    $4     $14    $13  
fsub    $7     $22    $28  
fadd    $2     $17    $24  
fsw     $19    $0     -1756
fadd    $23    $21    $30  
fsw     $9     $0     792
fadd    $27    $0     $2   
flw     $11    $0     32
fsub    $3     $7     $25  
fsw     $7     $0     1788
fsub    $27    $22    $31  
fsw     $0     $0     1516
flw     $20    $0     1592
flw     $12    $0     -1684
fadd    $14    $28    $13  
flw     $2     $0     128
fadd    $16    $17    $14  
fsw     $27    $0     536
fsub    $16    $11    $18  
flw     $27    $0     428
fsw     $31    $0     1208
fsub    $10    $11    $2   
fsw     $19    $0     -68
flw     $6     $0     -1640
fsw     $22    $0     -1580
fsub    $14    $12    $26  
flw     $6     $0     488
fsub    $14    $17    $16  
fsub    $31    $30    $18  
fsw     $7     $0     -1828
fsw     $25    $0     120
fadd    $16    $0     $31  
fadd    $29    $16    $16  
fsw     $7     $0     1188
fadd    $20    $31    $29  
fsw     $30    $0     -644
fadd    $27    $14    $13  
fsub    $8     $22    $12  
fadd    $11    $19    $12  
fsub    $24    $23    $0   
flw     $4     $0     1072
flw     $24    $0     -624
fsub    $6     $23    $22  
fadd    $24    $14    $23  
fsw     $20    $0     -52
fsw     $16    $0     -828
fadd    $21    $23    $14  
fsw     $15    $0     1728
fadd    $28    $0     $15  
fsub    $17    $4     $13  
fsw     $26    $0     -780
flw     $14    $0     -2024
fsub    $2     $15    $19  
fadd    $6     $31    $4   
fsub    $19    $29    $18  
fadd    $8     $21    $5   
fsub    $25    $27    $20  
fsw     $3     $0     -1840
fsw     $2     $0     -64
fsub    $20    $23    $29  
fadd    $30    $22    $30  
flw     $25    $0     -312
fadd    $6     $28    $18  
fsw     $17    $0     988
flw     $6     $0     -500
fsub    $14    $11    $15  
fsub    $24    $20    $21  
fsw     $0     $0     1940
fsw     $26    $0     1480
fadd    $11    $14    $11  
fadd    $27    $27    $22  
flw     $10    $0     -1460
fadd    $30    $29    $26  
fsw     $5     $0     -1788
fsub    $30    $7     $30  
fsw     $24    $0     -292
fsw     $5     $0     -2000
fsw     $8     $0     -748
fadd    $9     $5     $30  
fsub    $17    $22    $5   
fsub    $2     $0     $2   
fadd    $16    $20    $11  
fadd    $27    $23    $10  
fsw     $23    $0     -56
flw     $17    $0     -524
fsw     $31    $0     164
fsw     $30    $0     -1068
fsw     $16    $0     1372
fsub    $2     $7     $23  
fadd    $30    $18    $24  
fsw     $29    $0     1560
flw     $10    $0     140
fsub    $25    $22    $3   
flw     $29    $0     -1144
fadd    $17    $31    $24  
fsub    $21    $31    $3   
fsub    $28    $18    $29  
flw     $11    $0     896
fsw     $4     $0     -1552
fsw     $30    $0     228
fsw     $6     $0     -1456
flw     $13    $0     696
flw     $17    $0     1920
fsw     $21    $0     -1828
flw     $11    $0     -412
fadd    $9     $24    $22  
flw     $15    $0     936
fsw     $11    $0     1380
fsub    $11    $31    $29  
fsub    $22    $1     $26  
fsub    $12    $25    $23  
fadd    $30    $30    $30  
fsw     $4     $0     -1016
fsub    $24    $20    $29  
fadd    $5     $5     $30  
fsw     $14    $0     604
fsub    $18    $0     $30  
fadd    $25    $31    $25  
fsub    $22    $1     $18  
fsub    $2     $6     $19  
fadd    $18    $10    $21  
fsub    $10    $1     $2   
fsw     $7     $0     -296
fsw     $17    $0     -1408
fsub    $23    $28    $13  
fsw     $2     $0     368
fadd    $21    $24    $15  
fsw     $19    $0     1188
fsw     $8     $0     1360
fsub    $6     $20    $9   
fsub    $1     $21    $15  
fsub    $25    $7     $15  
fadd    $26    $29    $29  
fadd    $19    $2     $30  
fsw     $16    $0     -1812
fsub    $19    $20    $11  
flw     $23    $0     816
fsub    $31    $26    $28  
flw     $15    $0     -32
fsw     $5     $0     1124
fsub    $5     $26    $23  
fsw     $24    $0     1976
fsub    $16    $24    $4   
flw     $4     $0     1984
fsub    $5     $13    $12  
fsw     $16    $0     -1960
fadd    $2     $18    $17  
fsub    $4     $16    $22  
fsw     $2     $0     -268
fsw     $18    $0     -184
fsw     $10    $0     -140
fadd    $20    $10    $27  
fsw     $13    $0     480
fadd    $3     $14    $30  
fadd    $17    $20    $7   
fadd    $8     $19    $4   
