----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
flt     $21    $0     $1   
addi    $16    $0     -1152
srl     $19    $21    $16  
srl     $18    $20    $18  
sw      $3     $0     720
fadd    $13    $6     $23  
addi    $26    $0     408
add     $18    $6     $19  
fsub    $2     $28    $11  
slt     $22    $17    $23  
add     $23    $1     $21  
fsw     $18    $0     1152
fsw     $30    $0     1560
sw      $30    $0     760
sll     $5     $9     $13  
sub     $26    $27    $29  
flt     $28    $29    $22  
lw      $15    $0     -688
sw      $29    $0     1776
sub     $18    $23    $6   
flt     $6     $5     $20  
sw      $23    $0     1444
slt     $8     $20    $8   
flw     $3     $0     -844
fsw     $1     $0     -1948
fclass  $28    $23  
fsub    $30    $29    $30  
srl     $10    $29    $10  
fsub    $28    $0     $15  
sll     $5     $20    $28  
lw      $27    $0     -1580
sw      $22    $0     172
slt     $4     $25    $14  
slt     $7     $14    $14  
sw      $9     $0     -432
fsub    $14    $9     $19  
fadd    $14    $11    $19  
flt     $19    $8     $5   
sw      $17    $0     -940
sw      $0     $0     788
sll     $14    $19    $10  
sub     $11    $11    $4   
lw      $23    $0     1204
fsub    $28    $7     $20  
lw      $12    $0     1136
add     $12    $10    $1   
slt     $1     $25    $13  
fsub    $21    $11    $6   
slt     $11    $23    $11  
fsw     $19    $0     172
fsub    $2     $8     $1   
addi    $7     $0     -472
addi    $5     $0     156
lw      $15    $0     -708
srl     $18    $0     $18  
fsw     $16    $0     1584
sub     $22    $0     $16  
sll     $17    $7     $20  
add     $12    $17    $7   
fclass  $2     $10  
fclass  $5     $31  
srl     $18    $18    $17  
sll     $3     $0     $31  
fclass  $27    $21  
fsw     $3     $0     1376
sll     $8     $4     $17  
fclass  $20    $0   
lw      $29    $0     -232
flw     $18    $0     264
add     $15    $18    $26  
sub     $1     $26    $6   
slt     $10    $8     $14  
srl     $9     $8     $7   
fsw     $19    $0     2008
fadd    $22    $15    $6   
fadd    $23    $11    $19  
fsw     $30    $0     184
fadd    $30    $31    $19  
flw     $15    $0     -256
fadd    $26    $18    $24  
sub     $15    $22    $9   
srl     $15    $29    $13  
srl     $8     $30    $10  
fsub    $5     $24    $7   
flw     $2     $0     -688
add     $17    $21    $27  
fsw     $14    $0     -1444
addi    $2     $0     1104
slt     $26    $26    $17  
sll     $7     $29    $22  
slt     $10    $0     $11  
addi    $5     $0     -1000
fsub    $28    $15    $10  
flt     $31    $28    $17  
fclass  $24    $7   
flw     $23    $0     -544
lw      $11    $0     -1992
srl     $20    $17    $31  
srl     $29    $2     $29  
fclass  $27    $5   
sll     $16    $26    $25  
slt     $21    $5     $0   
fsub    $27    $14    $19  
fclass  $31    $25  
fadd    $1     $12    $7   
flw     $9     $0     -248
addi    $25    $0     -176
fsw     $9     $0     492
sub     $6     $24    $22  
sw      $10    $0     -36
flt     $27    $27    $20  
slt     $19    $20    $11  
lw      $27    $0     924
add     $28    $16    $2   
sub     $31    $2     $25  
sw      $15    $0     1868
flw     $4     $0     1252
srl     $29    $25    $12  
fadd    $10    $26    $19  
sub     $3     $15    $13  
add     $1     $27    $15  
fsub    $6     $16    $19  
sll     $29    $3     $16  
flw     $21    $0     -1700
add     $21    $26    $5   
fadd    $14    $8     $22  
sll     $27    $1     $20  
fsw     $19    $0     -1116
sll     $19    $6     $18  
addi    $31    $0     540
fclass  $27    $25  
slt     $18    $5     $9   
fsw     $1     $0     -1588
sw      $30    $0     -1468
fclass  $8     $12  
sw      $0     $0     -164
sll     $4     $7     $12  
flt     $19    $6     $10  
fclass  $14    $5   
fadd    $17    $9     $8   
lw      $1     $0     -1628
sub     $11    $25    $14  
flt     $22    $5     $23  
fsub    $18    $12    $31  
add     $12    $18    $13  
slt     $20    $10    $28  
addi    $21    $0     704
fadd    $4     $17    $17  
fadd    $10    $26    $14  
fsub    $21    $8     $5   
lw      $29    $0     716
flt     $30    $0     $31  
flt     $18    $1     $27  
flw     $14    $0     280
flt     $9     $26    $2   
sub     $25    $13    $9   
sub     $13    $2     $18  
sub     $3     $1     $5   
lw      $22    $0     1828
slt     $17    $17    $27  
fclass  $6     $19  
flt     $1     $21    $10  
sll     $2     $23    $4   
slt     $24    $8     $10  
fclass  $12    $14  
srl     $1     $22    $9   
slt     $13    $10    $14  
fsw     $25    $0     20
sll     $23    $17    $8   
add     $26    $25    $2   
sub     $16    $9     $2   
fadd    $5     $8     $1   
flt     $16    $2     $17  
lw      $6     $0     1016
fsub    $22    $28    $4   
fclass  $14    $29  
fsub    $5     $0     $0   
addi    $12    $0     2028
sw      $3     $0     -1064
lw      $18    $0     -920
fsw     $3     $0     -100
srl     $31    $28    $30  
sw      $0     $0     -1524
sll     $17    $14    $14  
slt     $10    $28    $23  
fclass  $24    $1   
slt     $28    $20    $7   
add     $24    $18    $13  
srl     $28    $6     $14  
addi    $14    $0     -484
flw     $17    $0     176
fclass  $23    $3   
fclass  $12    $0   
flt     $18    $12    $5   
lw      $7     $0     -976
sll     $2     $3     $1   
add     $2     $0     $28  
flt     $26    $23    $28  
srl     $15    $5     $20  
sll     $17    $21    $11  
addi    $15    $0     1752
sub     $22    $12    $17  
fadd    $14    $22    $26  
add     $7     $0     $25  
sub     $24    $1     $6   
fsub    $29    $18    $14  
flt     $11    $16    $7   
fadd    $8     $11    $29  
slt     $30    $23    $15  
fsw     $9     $0     -772
sll     $13    $19    $12  
srl     $12    $7     $30  
fadd    $24    $9     $3   
flt     $8     $30    $3   
sll     $5     $1     $16  
