----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fadd    $30    $1     $20  
flw     $31    $0     1100
flw     $16    $0     64
fsub    $8     $26    $12  
fadd    $20    $20    $26  
fadd    $2     $23    $25  
flw     $3     $0     176
fsw     $24    $0     712
fsw     $8     $0     -1788
flw     $26    $0     1288
fadd    $1     $2     $23  
fadd    $29    $28    $20  
fadd    $10    $4     $23  
fsw     $16    $0     -1280
flw     $9     $0     884
flw     $2     $0     288
flw     $24    $0     260
fsw     $27    $0     -1880
fsw     $18    $0     -120
fsw     $6     $0     752
fsub    $27    $21    $3   
fsub    $12    $24    $0   
fsw     $13    $0     588
fsub    $7     $17    $13  
fsub    $31    $10    $15  
fsw     $1     $0     224
fadd    $8     $8     $8   
fadd    $3     $22    $3   
flw     $12    $0     332
flw     $1     $0     -464
fadd    $19    $9     $9   
flw     $7     $0     -576
fsw     $12    $0     792
fsub    $21    $18    $30  
fadd    $30    $10    $31  
fsub    $24    $17    $17  
fadd    $7     $22    $20  
fadd    $21    $18    $22  
fsub    $23    $7     $16  
fadd    $17    $24    $25  
fsub    $14    $26    $24  
fadd    $7     $26    $3   
flw     $19    $0     -432
fsub    $26    $10    $2   
fsub    $9     $24    $5   
fsw     $30    $0     1132
flw     $20    $0     -508
fsw     $1     $0     -496
fsub    $19    $4     $26  
fsub    $7     $26    $14  
fadd    $10    $16    $29  
fsw     $15    $0     -1400
fsw     $19    $0     344
fsub    $14    $10    $23  
fsw     $28    $0     -388
flw     $6     $0     40
flw     $20    $0     -256
fsw     $18    $0     -568
fsub    $12    $13    $28  
fadd    $6     $23    $14  
fadd    $29    $22    $31  
fsw     $0     $0     -1536
fadd    $20    $24    $19  
fsub    $10    $30    $13  
flw     $2     $0     -1284
fsw     $14    $0     -1164
flw     $5     $0     -168
fsw     $15    $0     848
fsw     $23    $0     -1844
flw     $27    $0     -24
flw     $1     $0     620
flw     $17    $0     1448
fsub    $7     $11    $24  
flw     $13    $0     1632
fsw     $14    $0     -268
fsub    $9     $4     $27  
fadd    $16    $23    $9   
flw     $21    $0     1164
fadd    $4     $12    $6   
fsw     $3     $0     -852
fsub    $16    $27    $19  
fsub    $3     $30    $10  
fadd    $7     $18    $24  
fsw     $27    $0     1580
fadd    $9     $20    $9   
fadd    $24    $6     $9   
fadd    $18    $21    $19  
fsw     $17    $0     236
flw     $24    $0     128
fsw     $17    $0     884
flw     $18    $0     -1252
fsub    $27    $26    $25  
fsub    $23    $17    $6   
fsub    $14    $3     $9   
flw     $27    $0     -208
fsw     $20    $0     -480
fsub    $11    $22    $17  
fsub    $24    $3     $26  
fadd    $24    $4     $29  
fadd    $5     $28    $31  
fadd    $5     $23    $0   
fsw     $5     $0     -1096
flw     $23    $0     628
fsub    $7     $18    $20  
fsw     $10    $0     580
fadd    $4     $14    $15  
fadd    $26    $9     $9   
fadd    $27    $12    $26  
fsub    $13    $10    $27  
fadd    $24    $17    $8   
fadd    $11    $10    $13  
flw     $7     $0     184
fsw     $11    $0     888
fadd    $21    $0     $28  
fsub    $26    $30    $9   
fsub    $15    $17    $21  
fadd    $4     $11    $25  
fsub    $31    $8     $8   
fsw     $3     $0     -712
fsub    $6     $24    $26  
fsw     $8     $0     1720
fsub    $23    $18    $19  
fadd    $7     $27    $25  
fsub    $19    $16    $29  
fadd    $26    $10    $27  
fsw     $25    $0     -160
fadd    $17    $0     $31  
fsub    $12    $9     $26  
fadd    $27    $5     $6   
flw     $11    $0     -1240
fsub    $21    $9     $30  
fsub    $31    $20    $29  
fsub    $24    $9     $6   
fsub    $17    $15    $8   
flw     $27    $0     1704
flw     $20    $0     168
fsw     $22    $0     -280
fsub    $12    $22    $4   
fsub    $22    $11    $24  
flw     $26    $0     412
fadd    $15    $19    $17  
flw     $4     $0     -344
fsw     $29    $0     -1408
fsw     $10    $0     -1912
fadd    $18    $12    $31  
fsw     $22    $0     -1004
fsub    $20    $16    $29  
fsub    $23    $13    $8   
fsub    $29    $10    $16  
fsw     $7     $0     336
fsw     $4     $0     956
fadd    $28    $31    $4   
flw     $18    $0     -1660
flw     $15    $0     -184
fadd    $8     $11    $1   
fadd    $21    $13    $14  
fsub    $6     $16    $10  
fsub    $20    $18    $29  
fadd    $25    $29    $6   
fadd    $10    $1     $5   
fadd    $25    $3     $23  
fsub    $23    $31    $2   
flw     $17    $0     -1936
fsw     $4     $0     -352
fsub    $26    $30    $15  
flw     $3     $0     -1360
fsw     $21    $0     372
fsw     $26    $0     -1568
fadd    $17    $1     $12  
flw     $12    $0     -1160
fsub    $31    $28    $1   
fsub    $21    $25    $26  
fadd    $10    $9     $11  
fsw     $21    $0     1776
fadd    $27    $24    $12  
fsub    $15    $10    $31  
fadd    $25    $26    $8   
fadd    $8     $11    $26  
fsub    $24    $4     $29  
flw     $19    $0     52
fadd    $29    $16    $12  
fsub    $20    $19    $31  
fadd    $10    $4     $21  
flw     $18    $0     1924
fadd    $10    $19    $7   
fsw     $15    $0     -748
fsub    $18    $11    $9   
fsw     $29    $0     1664
fsub    $8     $16    $30  
fsw     $21    $0     1744
fsub    $31    $18    $7   
fsw     $29    $0     -540
fsub    $1     $27    $17  
fsw     $30    $0     -932
fsw     $15    $0     -892
fsw     $14    $0     420
fsub    $23    $26    $23  
flw     $7     $0     120
fadd    $12    $23    $1   
fsub    $17    $27    $26  
flw     $13    $0     1952
flw     $26    $0     -304
fsub    $23    $5     $30  
fadd    $10    $13    $5   
flw     $4     $0     -1040
